
[00:00:00.000 --> 00:00:01.000]  丁姐妹平安
[00:00:01.000 --> 00:00:03.880]  我今天的講題是關於
[00:00:03.880 --> 00:00:06.160]  《我親愛的弟兄們》
[00:00:06.160 --> 00:00:12.000]  不知道大家對於這句話的感受如何
[00:00:12.000 --> 00:00:13.800]  但是在《雅各書》裡面
[00:00:13.800 --> 00:00:16.080]  基本上這段經文
[00:00:16.080 --> 00:00:20.120]  在整個《雅各書》裡面的篇章
[00:00:20.120 --> 00:00:25.320]  是一個行為或者行動上的大綱
[00:00:25.320 --> 00:00:28.560]  接著由第二章、三章、四章裡面
[00:00:28.560 --> 00:00:30.840]  很具體的分段內容
[00:00:30.840 --> 00:00:35.280]  都是來自於十九至二十七節的經文分段
[00:00:35.280 --> 00:00:38.320]  為什麼雅各說這番話呢?
[00:00:38.320 --> 00:00:41.280]  如果你看《雅各書》一開始的時候
[00:00:41.280 --> 00:00:45.680]  雅各他跪為耶穌基督的仕途
[00:00:45.680 --> 00:00:50.200]  他寫給散居在十二支派的眾弟兄
[00:00:50.200 --> 00:00:52.040]  而在過程當中
[00:00:52.040 --> 00:00:54.080]  他為什麼寫給這幫弟兄呢?
[00:00:54.080 --> 00:00:57.600]  正正就是因為他的信仰其實也不是容易的
[00:00:57.600 --> 00:01:01.200]  你會看到在《雅各書》頭十八節的經文裡面
[00:01:01.200 --> 00:01:03.760]  他都在說這幫弟兄姊妹在經歷什麼呢?
[00:01:03.760 --> 00:01:06.280]  就是信心的挑戰
[00:01:06.280 --> 00:01:08.480]  以及遇到試煉的時候
[00:01:08.480 --> 00:01:10.800]  你能不能夠站立
[00:01:10.800 --> 00:01:16.360]  這是在困難當中一個很真實的反應
[00:01:16.360 --> 00:01:19.040]  來到的時候是「Fight 打」
[00:01:19.040 --> 00:01:21.120]  還是「Flight 走」呢?
[00:01:21.120 --> 00:01:24.560]  這些都是我們信仰的掙扎位
[00:01:24.560 --> 00:01:25.920]  今天我們做基督徒
[00:01:25.920 --> 00:01:28.560]  我們覺得感謝主
[00:01:28.560 --> 00:01:32.080]  你是一個在風平浪靜
[00:01:32.080 --> 00:01:36.400]  就是在過程當中平平淡淡地感謝主
[00:01:36.400 --> 00:01:38.920]  還是在困難當中遇到挑戰
[00:01:38.920 --> 00:01:41.040]  信心遇到動搖的時候
[00:01:41.040 --> 00:01:42.640]  你都仍然是感謝主
[00:01:42.640 --> 00:01:47.400]  這個就很真實地面對著你信仰的扎根在哪裡
[00:01:47.400 --> 00:01:51.000]  雅各他寫這封書信授書人的環境
[00:01:51.000 --> 00:01:54.080]  不是一幫已經固定在這裡的人
