
[00:00:00.000 --> 00:00:09.000]  錦松弟兄我都認識他很久,很真實,都很簡單。
[00:00:09.000 --> 00:00:16.000]  我認識他後來不止,認識他的太太,復明霞,信了住。
[00:00:16.000 --> 00:00:22.000]  認識他的三個孩子,三個孩子都信了住。
[00:00:22.000 --> 00:00:31.000]  我最近在一間學校的25年慶典的基督教學校,都聽過錦松弟兄分享。
[00:00:31.000 --> 00:00:34.000]  述說都是因典,因典。
[00:00:34.000 --> 00:00:41.000]  25歲做老闆,老闆是最難做的,很艱難。
[00:00:41.000 --> 00:00:46.000]  香港有些老闆個個都很擔憂,很害怕。
[00:00:46.000 --> 00:00:51.000]  全世界經濟你估不到,政治你估不到。
[00:00:51.000 --> 00:00:53.000]  所有的事你都估不到。
[00:00:53.000 --> 00:00:57.000]  所以我剛才特意站起來看你舉手。
[00:00:57.000 --> 00:01:01.000]  你舉手表示你真。
[00:01:01.000 --> 00:01:05.000]  又擔心,又焦慮,又抱怨。
[00:01:05.000 --> 00:01:17.000]  我有數據,全世界的中學生,精神健康最差的是香港。
[00:01:17.000 --> 00:01:26.000]  全世界國家快樂指數最低的,差不多去到底的,是香港。
[00:01:26.000 --> 00:01:35.000]  我不明白,不斷跌。跌到低於伊拉克,我都不明白。
[00:01:35.000 --> 00:01:40.000]  用不用跌到低於伊拉克,我都不明白。
[00:01:40.000 --> 00:01:44.000]  因為為什麼?不是經濟環境。
[00:01:44.000 --> 00:01:50.000]  我們經濟仍然有很多盈餘,如果錢可以解決就不是問題。
[00:01:50.000 --> 00:01:56.000]  香港可能問題是太多錢,所以個個都追錢。
[00:01:56.000 --> 00:02:03.000]  我剛才聽他說有幾個字,這幾個字你扮不到。
[00:02:03.000 --> 00:02:09.000]  你試試扮個平安樣給我看,扮不到。
[00:02:09.000 --> 00:02:15.000]  喜樂扮不扮得到?扮不到,歡樂就可以。
[00:02:15.000 --> 00:02:23.000]  聖經說這是神賜的,你信了耶穌,不是理性的。
[00:02:23.000 --> 00:02:27.000]  你信了耶穌,接受了神,聖靈住在你裏面。
[00:02:27.000 --> 00:02:30.000]  聖靈來的時候是給你有果子的。
[00:02:30.000 --> 00:02:35.000]  人樂喜樂和平恩慈良善信,神溫柔節制,完全扮不到。
[00:02:35.000 --> 00:02:40.000]  所以你看看一個人,你就知道他是否信主。
[00:02:40.000 --> 00:02:42.000]  我為什麼轉行呢?
[00:02:42.000 --> 00:02:45.000]  你知道我做醫生,真的是醫生。
[00:02:45.000 --> 00:02:49.000]  (笑聲)
[00:02:49.000 --> 00:02:53.000]  我現在和醫療界經常接觸,和醫療界有很多合作。
[00:02:53.000 --> 00:02:56.000]  因為我真的這麼多年。
[00:02:56.000 --> 00:03:01.000]  我五年當中,再包括我在醫學院,
[00:03:01.000 --> 00:03:07.000]  我發覺很容易看到那些人的憂慮。
[00:03:07.000 --> 00:03:09.000]  他平時以為有錢,
[00:03:09.000 --> 00:03:11.000]  我很記得我在醫院工作的時候,
[00:03:11.000 --> 00:03:15.000]  我叫他來福音座會,沒有人來。
[00:03:15.000 --> 00:03:17.000]  他問我為什麼來?
[00:03:17.000 --> 00:03:20.000]  Everything under control。
[00:03:20.000 --> 00:03:27.000]  他以為,以為,那個很有錢的,62歲。
[00:03:27.000 --> 00:03:31.000]  我收了他進醫院,證實他是癌症患者。
[00:03:31.000 --> 00:03:35.000]  他立刻爬上床,跪下。
[00:03:35.000 --> 00:03:40.000]  他說,蔡醫生,你多給我兩年,可以嗎?
[00:03:40.000 --> 00:03:44.000]  我62歲,很辛苦賺了很多錢,
[00:03:44.000 --> 00:03:46.000]  沒有享受過。
[00:03:46.000 --> 00:03:50.000]  你給我兩年,我多傷心。
[00:03:50.000 --> 00:03:52.000]  我怎麼給他兩年呢?
[00:03:52.000 --> 00:03:57.000]  我最後給了耶穌,不同了,不同了,不同了。
[00:03:57.000 --> 00:04:00.000]  看到的,你平時以為很棒,
[00:04:00.000 --> 00:04:02.000]  我做醫生,我知道一件事,
[00:04:02.000 --> 00:04:06.000]  你死定的,是吧?
[00:04:06.000 --> 00:04:09.000]  他剛才說120歲是真的,
[00:04:09.000 --> 00:04:12.000]  現在美國的研究是extreme future,
[00:04:12.000 --> 00:04:15.000]  人很快就可以活到120歲,
[00:04:15.000 --> 00:04:18.000]  所以香港退休年齡的60歲,
[00:04:18.000 --> 00:04:20.000]  你要想想那60年怎麼過?
[00:04:20.000 --> 00:04:24.000]  嘩,真是祝福你。
[00:04:24.000 --> 00:04:26.000]  不僅僅是錢的問題,
[00:04:26.000 --> 00:04:28.000]  你儲了很多錢,你也死定了。
[00:04:28.000 --> 00:04:30.000]  因為人不是對著錢,
[00:04:30.000 --> 00:04:32.000]  有一輛車,一間很漂亮的房子,
[00:04:32.000 --> 00:04:34.000]  你抑鬱的。
[00:04:34.000 --> 00:04:36.000]  你明白我做人是為了什麼嗎?
[00:04:36.000 --> 00:04:38.000]  我沒有貢獻的。
[00:04:38.000 --> 00:04:39.000]  我做人是什麼?
[00:04:39.000 --> 00:04:41.000]  你守著一間很大的房子,
[00:04:41.000 --> 00:04:45.000]  那只是你的監獄,是吧?
[00:04:45.000 --> 00:04:49.000]  是真的,所以我改行是有原因的。
[00:04:49.000 --> 00:04:51.000]  我不是不喜歡做醫生,
[00:04:51.000 --> 00:04:53.000]  我也很喜歡做,
[00:04:53.000 --> 00:04:57.000]  但是我不想到他癌症之後才信主,
[00:04:57.000 --> 00:04:59.000]  為什麼不可以呢?
[00:04:59.000 --> 00:05:01.000]  年輕的時候信主,
[00:05:01.000 --> 00:05:03.000]  快快樂樂過一輩子,
[00:05:03.000 --> 00:05:05.000]  不要到癌症的時候,
[00:05:05.000 --> 00:05:07.000]  癌症之後我跟他說的那些,
[00:05:07.000 --> 00:05:09.000]  百分之一百信主,
[00:05:09.000 --> 00:05:11.000]  沒有一個不信的,
[00:05:11.000 --> 00:05:13.000]  因為他知死。
[00:05:13.000 --> 00:05:16.000]  年輕人的問題就是不知死,
[00:05:16.000 --> 00:05:19.000]  他不知死,他不知死字怎麼寫,
[00:05:19.000 --> 00:05:21.000]  很難聽的,
[00:05:21.000 --> 00:05:23.000]  所以我很喜歡港福,
[00:05:23.000 --> 00:05:26.000]  港福拍了一系列的照片,
[00:05:26.000 --> 00:05:28.000]  八十多張選了一些出來,
[00:05:28.000 --> 00:05:30.000]  叫做中環情,
[00:05:30.000 --> 00:05:32.000]  每一幅都很有情,
[00:05:32.000 --> 00:05:34.000]  我揭了,再揭,再揭,
[00:05:34.000 --> 00:05:37.000]  全部是捕捉中環的情。
[00:05:37.000 --> 00:05:39.000]  剛才問你是否在職場,
[00:05:39.000 --> 00:05:41.000]  我再問,
[00:05:41.000 --> 00:05:46.000]  多少是在中環的職場上班的,請舉手。
[00:05:46.000 --> 00:05:49.000]  好,都很多,
[00:05:49.000 --> 00:05:51.000]  因為我們這次是說祝福中環,
[00:05:51.000 --> 00:05:53.000]  我很喜歡港福,
[00:05:53.000 --> 00:05:55.000]  港福過去,
[00:05:55.000 --> 00:05:57.000]  因為我們的題目叫做祝福中環,
[00:05:57.000 --> 00:05:59.000]  職場同盟,
[00:05:59.000 --> 00:06:01.000]  港福有一個好處,
[00:06:01.000 --> 00:06:03.000]  他跟很多人同盟,
[00:06:03.000 --> 00:06:05.000]  希臘,
[00:06:05.000 --> 00:06:07.000]  他幫那些難民,
[00:06:07.000 --> 00:06:09.000]  全世界都有很多難民,
[00:06:09.000 --> 00:06:11.000]  他跟基督教例行會做partner,
[00:06:11.000 --> 00:06:13.000]  同盟,
[00:06:13.000 --> 00:06:15.000]  我在另外一個機構,
[00:06:15.000 --> 00:06:18.000]  叫做基督教關懷貧窮網絡,
[00:06:18.000 --> 00:06:20.000]  全香港的教會機構,
[00:06:20.000 --> 00:06:23.000]  我跟港福同盟,
[00:06:23.000 --> 00:06:25.000]  他猜了很多人,
[00:06:25.000 --> 00:06:29.000]  做那些貧窮孩子的mentor,
[00:06:29.000 --> 00:06:31.000]  跨代同行,
[00:06:31.000 --> 00:06:33.000]  為什麼需要mentor,
[00:06:33.000 --> 00:06:35.000]  因為他家裡單親,
[00:06:35.000 --> 00:06:37.000]  家裡不懂照顧他,
[00:06:37.000 --> 00:06:40.000]  有時候還暴力對待他,
[00:06:40.000 --> 00:06:42.000]  所以我們找了很多人,
[00:06:42.000 --> 00:06:44.000]  陪他三年義工,
[00:06:44.000 --> 00:06:46.000]  陪他三年,
[00:06:46.000 --> 00:06:49.000]  結果政府批了很多錢,
[00:06:49.000 --> 00:06:51.000]  三億再三億,六億,
[00:06:51.000 --> 00:06:54.000]  六億可以訓練大概二萬個,
[00:06:54.000 --> 00:06:59.000]  叫做有師mentor,
[00:06:59.000 --> 00:07:02.000]  張建宗師長那天見到我,
[00:07:02.000 --> 00:07:04.000]  他說好奇,
[00:07:04.000 --> 00:07:06.000]  你這個計劃,
