
[00:00:00.000 --> 00:00:03.000]  (主席)好,我們繼續來到思想
[00:00:03.000 --> 00:00:07.000]  《菲律賓書》第二章第一和第二兩節
[00:00:07.000 --> 00:00:11.000]  第一第二兩節是講到
[00:00:11.000 --> 00:00:16.000]  怎樣建立一個和諧合一的教會
[00:00:16.000 --> 00:00:18.000]  或許有弟兄姊妹說
[00:00:18.000 --> 00:00:22.000]  現在剛剛教會講這個形憲
[00:00:22.000 --> 00:00:24.000]  建堂的時候
[00:00:24.000 --> 00:00:28.000]  你時時講這個教會和諧合一
[00:00:28.000 --> 00:00:31.000]  其實是不是因為教會沒有和諧合一呢?
[00:00:31.000 --> 00:00:37.000]  我告訴你,我不覺得這是現今教會的情況
[00:00:37.000 --> 00:00:44.000]  沒錯,教會因為未曾找到主任牧師
[00:00:44.000 --> 00:00:49.000]  而有些鬆散,也在屬靈的方向上
[00:00:49.000 --> 00:00:51.000]  未曾很清晰
[00:00:51.000 --> 00:00:55.000]  但我們看到神仍然恩待他的教會
[00:00:55.000 --> 00:00:59.000]  同心合意是我們眾信徒的責任
[00:00:59.000 --> 00:01:02.000]  不是哪一個人的責任
[00:01:02.000 --> 00:01:04.000]  而是我們眾信徒在神面前
[00:01:04.000 --> 00:01:07.000]  我們要一同去追求的
[00:01:07.000 --> 00:01:12.000]  所以我們用這兩節經文來繼續探討
[00:01:12.000 --> 00:01:16.000]  怎樣建立一個和諧合一的教會
[00:01:16.000 --> 00:01:20.000]  今天香港社會最嚴重的問題是什麼呢?
[00:01:20.000 --> 00:01:23.000]  就是破碎的家庭
[00:01:23.000 --> 00:01:25.000]  很多家庭破碎
[00:01:25.000 --> 00:01:29.000]  因此沒有人喜歡回到一個破碎的家庭
[00:01:29.000 --> 00:01:32.000]  同樣的,如果教會分裂
[00:01:32.000 --> 00:01:35.000]  如果教會有嚴重的分歧的時候
[00:01:35.000 --> 00:01:39.000]  我們看到沒有人喜歡這樣的教會
[00:01:39.000 --> 00:01:41.000]  所以教會和諧合一
[00:01:41.000 --> 00:01:48.000]  是教會增長,教會繼續興旺的唯一根基
[00:01:48.000 --> 00:01:50.000]  所以求神幫助我們
[00:01:50.000 --> 00:01:54.000]  讓我們能夠一同建立一個和諧合一的教會
[00:01:54.000 --> 00:01:57.000]  我們也和大家思想到
[00:01:57.000 --> 00:02:02.000]  和諧合一不等於我們沒有分歧的意見
[00:02:02.000 --> 00:02:08.000]  教會也應該有分歧的意見
[00:02:08.000 --> 00:02:11.000]  大家對很多事情有不同的看法
[00:02:11.000 --> 00:02:14.000]  但在不同的看法裡面
[00:02:14.000 --> 00:02:18.000]  我們能夠在分歧中去尋求合一
[00:02:18.000 --> 00:02:22.000]  我想這是聖經給我們的教導
[00:02:22.000 --> 00:02:24.000]  所以我們求主幫助
[00:02:24.000 --> 00:02:26.000]  讓我們在這段日子裡面
[00:02:26.000 --> 00:02:32.000]  我們能夠同心合意地做好神交付我們的工作
[00:02:32.000 --> 00:02:36.000]  請聽我讀這兩節的經文
[00:02:36.000 --> 00:02:38.000]  《菲律賓書》第二章第一節說
[00:02:38.000 --> 00:02:41.000]  所以在基督裡若有什麼勸勉
[00:02:41.000 --> 00:02:43.000]  愛心有什麼安慰
[00:02:43.000 --> 00:02:45.000]  聖靈有什麼交通
[00:02:45.000 --> 00:02:48.000]  心中有什麼慈悲憐憫
[00:02:48.000 --> 00:02:50.000]  你們就要意念相同
[00:02:50.000 --> 00:02:52.000]  愛心相同
[00:02:52.000 --> 00:02:53.000]  有一樣的心思
[00:02:53.000 --> 00:02:55.000]  有一樣的意念
[00:02:55.000 --> 00:02:58.000]  使我的喜樂可以滿足
[00:02:58.000 --> 00:03:00.000]  第一節是說到
[00:03:00.000 --> 00:03:05.000]  神曾經給教會有四方面的恩典
[00:03:05.000 --> 00:03:11.000]  成為教會追求和諧合一的根基
[00:03:11.000 --> 00:03:14.000]  所以和諧合一不是我們自己
[00:03:14.000 --> 00:03:17.000]  懂得去創造出來
[00:03:17.000 --> 00:03:19.000]  教會和諧合一是神
[00:03:19.000 --> 00:03:22.000]  首先有恩典臨到我們
[00:03:22.000 --> 00:03:24.000]  這四方面的恩典
[00:03:24.000 --> 00:03:29.000]  就是這裡所說的
[00:03:29.000 --> 00:03:31.000]  勸勉
[00:03:31.000 --> 00:03:34.000]  勸勉就是一種互相的鼓勵
[00:03:34.000 --> 00:03:37.000]  我們需要彼此互相的鼓勵
[00:03:37.000 --> 00:03:41.000]  然後第二樣東西就是安慰
[00:03:41.000 --> 00:03:45.000]  教會裡面有很多有困難有需要的弟兄姊妹
[00:03:45.000 --> 00:03:48.000]  他們需要我們的安慰
[00:03:48.000 --> 00:03:50.000]  外面也有很多
[00:03:50.000 --> 00:03:53.000]  在很多困難裡面的人
[00:03:53.000 --> 00:03:56.000]  他們需要我們的安慰
[00:03:56.000 --> 00:04:02.000]  然後第三樣的恩典就是團契
[00:04:02.000 --> 00:04:05.000]  我們學會怎樣相處
[00:04:05.000 --> 00:04:09.000]  怎樣和諧的來往
[00:04:09.000 --> 00:04:12.000]  這個是團契的生活
[00:04:12.000 --> 00:04:15.000]  這個也是神所賜的
[00:04:15.000 --> 00:04:18.000]  然後今天我要和大家繼續說的
[00:04:18.000 --> 00:04:20.000]  就是第四方面
[00:04:20.000 --> 00:04:22.000]  神給我們的恩典
[00:04:22.000 --> 00:04:24.000]  就是慈悲憐憫
[00:04:24.000 --> 00:04:27.000]  然後我們會看到第二節
[00:04:27.000 --> 00:04:31.000]  在這四個的根基裡面
[00:04:31.000 --> 00:04:35.000]  我們有四方面的追求
[00:04:35.000 --> 00:04:37.000]  這四方面的追求
[00:04:37.000 --> 00:04:40.000]  可以結合成為兩個方向
[00:04:40.000 --> 00:04:42.000]  教會追求的方向
[00:04:42.000 --> 00:04:45.000]  我們來看第四方面
[00:04:45.000 --> 00:04:50.000]  教會和諧合一的根基
[00:04:50.000 --> 00:04:53.000]  就是慈悲憐憫
[00:04:53.000 --> 00:04:56.000]  慈悲這個字在聖經裡面
[00:04:56.000 --> 00:05:01.000]  原文的字是說到我們的腸胃
[00:05:01.000 --> 00:05:04.000]  我們的內臟
[00:05:04.000 --> 00:05:09.000]  這個慈悲憐憫和我們的內臟有什麼關係呢?
[00:05:09.000 --> 00:05:13.000]  慈悲憐憫是一種對有需要的人
[00:05:13.000 --> 00:05:19.000]  一種的愛心的表達
[00:05:19.000 --> 00:05:23.000]  這個古代的人他們都知道
[00:05:23.000 --> 00:05:25.000]  當一個人受刺激
[00:05:25.000 --> 00:05:31.000]  他的情緒極度傷感的時候
[00:05:31.000 --> 00:05:35.000]  這個會影響他的內臟
[00:05:35.000 --> 00:05:37.000]  心跳得快一點
[00:05:37.000 --> 00:05:40.000]  胃會不舒服
[00:05:40.000 --> 00:05:42.000]  腸也會不舒服
[00:05:42.000 --> 00:05:45.000]  會痛等等
[00:05:45.000 --> 00:05:48.000]  所以中國人古語都講到
[00:05:48.000 --> 00:05:52.000]  肝腸寸斷
[00:05:52.000 --> 00:05:55.000]  當一個人真的很悲傷難過的時候
[00:05:55.000 --> 00:06:00.000]  他的內臟都是很受影響的
[00:06:00.000 --> 00:06:05.000]  所以醫生都告訴他
[00:06:05.000 --> 00:06:09.000]  我們的心靈
[00:06:09.000 --> 00:06:13.000]  我們的精神狀態影響我們的身體
[00:06:13.000 --> 00:06:17.000]  我們的身體的狀況影響我們的精神狀況
[00:06:17.000 --> 00:06:19.000]  我們的心靈
[00:06:19.000 --> 00:06:23.000]  所以我們幫助一個人
[00:06:23.000 --> 00:06:27.000]  應該是全人去幫助一個人
[00:06:27.000 --> 00:06:30.000]  這個慈悲憐憫
[00:06:30.000 --> 00:06:34.000]  我們的神是沒有慈悲憐憫的神
[00:06:34.000 --> 00:06:36.000]  他賜給教會
[00:06:36.000 --> 00:06:38.000]  給我們眾信徒
[00:06:38.000 --> 00:06:39.000]  也有愛心
[00:06:39.000 --> 00:06:41.000]  好像他一樣
[00:06:41.000 --> 00:06:43.000]  然後我們在這種愛心裡面
[00:06:43.000 --> 00:06:49.000]  去表達我們對人真正關心的行動
[00:06:49.000 --> 00:06:51.000]  在這種行動裡面
[00:06:51.000 --> 00:06:56.000]  我們產生了這個慈悲憐憫
[00:06:56.000 --> 00:07:02.000]  神是一位沒有慈悲憐憫的神
[00:07:02.000 --> 00:07:06.000]  因為他愛我們
[00:07:06.000 --> 00:07:08.000]  有些人讀舊約的時候
[00:07:08.000 --> 00:07:10.000]  甚至十蚊仔
[00:07:10.000 --> 00:07:13.000]  最近我認識一個八歲十蚊仔
[00:07:13.000 --> 00:07:15.000]  他開始讀聖經
[00:07:15.000 --> 00:07:17.000]  他又不懂從新約開始
[00:07:17.000 --> 00:07:18.000]  從舊約開始
[00:07:18.000 --> 00:07:19.000]  他讀到
[00:07:19.000 --> 00:07:21.000]  神為什麼這麼殘忍
[00:07:21.000 --> 00:07:23.000]  在舊約裡面
[00:07:23.000 --> 00:07:27.000]  我們的神在舊約裡面不是一個殘忍的神
[00:07:27.000 --> 00:07:29.000]  舊約的聖經裡面
[00:07:29.000 --> 00:07:30.000]  很清楚告訴我們
[00:07:30.000 --> 00:07:32.000]  我們的神
[00:07:32.000 --> 00:07:36.000]  是沒有慈悲憐憫的神
[00:07:36.000 --> 00:07:39.000]  他的愛是直到永遠的
[00:07:39.000 --> 00:07:41.000]  有時候他會發怒
[00:07:41.000 --> 00:07:43.000]  但是片刻之間
[00:07:43.000 --> 00:07:46.000]  神的怒氣就會成為過去
[00:07:46.000 --> 00:07:48.000]  所以詩篇第145篇
[00:07:48.000 --> 00:07:50.000]  第八第九節怎麼說呢
[00:07:50.000 --> 00:07:54.000]  耶和華有恩惠有憐憫
[00:07:54.000 --> 00:07:56.000]  不輕而發怒
[00:07:56.000 --> 00:07:58.000]  大有慈愛
[00:07:58.000 --> 00:08:01.000]  耶和華善待萬民
[00:08:01.000 --> 00:08:03.000]  他的慈悲
[00:08:03.000 --> 00:08:06.000]  浮避他一切所做的
[00:08:06.000 --> 00:08:11.000]  以色列人常常頂撞神
[00:08:11.000 --> 00:08:13.000]  背叛神
[00:08:13.000 --> 00:08:16.000]  所以在神的公義裡面
[00:08:16.000 --> 00:08:18.000]  他們應該受到處分
[00:08:18.000 --> 00:08:20.000]  外邦的子民
[00:08:20.000 --> 00:08:21.000]  在舊約裡面
[00:08:21.000 --> 00:08:24.000]  神也是這樣對待他們
[00:08:24.000 --> 00:08:25.000]  神有公義
[00:08:25.000 --> 00:08:27.000]  但是他的憐憫
[00:08:27.000 --> 00:08:29.000]  他的慈愛
[00:08:29.000 --> 00:08:32.000]  是遠遠超越
[00:08:32.000 --> 00:08:36.000]  他公義帶出來的刑罰
[00:08:36.000 --> 00:08:39.000]  耶穌基督來到世上
[00:08:39.000 --> 00:08:42.000]  道成肉身
[00:08:42.000 --> 00:08:44.000]  一個主要的目的
[00:08:44.000 --> 00:08:46.000]  彰顯神的愛
[00:08:46.000 --> 00:08:48.000]  所以耶穌基督在四福音裡面
[00:08:48.000 --> 00:08:49.000]  讓我們看到
[00:08:49.000 --> 00:08:57.000]  祂是一個滿有慈悲憐憫的神
[00:08:57.000 --> 00:08:59.000]  如果你看四福音的時候
[00:08:59.000 --> 00:09:00.000]  仔細去看
[00:09:00.000 --> 00:09:01.000]  你看到耶穌基督
[00:09:01.000 --> 00:09:04.000]  真的對當時的人
[00:09:04.000 --> 00:09:11.000]  是彰顯了神很大的慈悲憐憫
[00:09:11.000 --> 00:09:15.000]  你看當祂跟敵人辯論
[00:09:15.000 --> 00:09:18.000]  敵人要追殺祂的時候
[00:09:18.000 --> 00:09:20.000]  祂避開敵人的追殺
[00:09:20.000 --> 00:09:25.000]  祂一口氣就擊殺他的敵人
[00:09:25.000 --> 00:09:27.000]  但是耶穌沒有這樣做
[00:09:27.000 --> 00:09:29.000]  耶穌避開他們
[00:09:29.000 --> 00:09:33.000]  在耶穌逃避敵人追趕的時候
[00:09:33.000 --> 00:09:37.000]  祂在路邊見到一個
[00:09:37.000 --> 00:09:38.000]  盲眼的人
[00:09:38.000 --> 00:09:40.000]  耶穌就可憐他
[00:09:40.000 --> 00:09:41.000]  停下來
[00:09:41.000 --> 00:09:43.000]  祂說沒有生命的危險
[00:09:43.000 --> 00:09:44.000]  耶穌停下來
[00:09:44.000 --> 00:09:49.000]  去醫治這個乞子
[00:09:49.000 --> 00:09:51.000]  那是安息日的時候
