
[00:00:00.000 --> 00:00:02.000]  講起第二節會,早晨
[00:00:02.000 --> 00:00:06.000]  從前的目者當他提到事司耶乏他的時候
[00:00:06.000 --> 00:00:09.000]  通常都會表達對耶乏他的讚賞
[00:00:09.000 --> 00:00:12.000]  稱讚他是出於禮而不厭的人物
[00:00:12.000 --> 00:00:14.000]  因為他雖然是妓女之子
[00:00:14.000 --> 00:00:18.000]  並且不被他的同父異母的兄弟所接納
[00:00:18.000 --> 00:00:21.000]  但他並不因為自己出身貧寒
[00:00:21.000 --> 00:00:23.000]  沒有地位就自暴自棄
[00:00:23.000 --> 00:00:26.000]  他努力的侍奉最後被神使用
[00:00:26.000 --> 00:00:29.000]  成為了拯救百姓的事司
[00:00:29.000 --> 00:00:32.000]  另一方面耶乏他在不萊書11章32節裏面
[00:00:32.000 --> 00:00:34.000]  所提到的信心人物之一
[00:00:34.000 --> 00:00:35.000]  因為這樣的緣故
[00:00:35.000 --> 00:00:38.000]  他自然就是一位很有信心的人物
[00:00:38.000 --> 00:00:41.000]  也是一位神所起的人
[00:00:41.000 --> 00:00:44.000]  聖經裏面提到當耶乏他在神面前許願
[00:00:44.000 --> 00:00:45.000]  他這樣說
[00:00:45.000 --> 00:00:48.000]  如果你真的將阿門人加在我手裏
[00:00:48.000 --> 00:00:52.000]  我從阿門人那處平平安安回來的時候
[00:00:52.000 --> 00:00:55.000]  無論誰先從我家門出來迎接我
[00:00:55.000 --> 00:00:57.000]  他就必歸耶和華
[00:00:57.000 --> 00:01:00.000]  我都必定將他當作凡濟
[00:01:00.000 --> 00:01:02.000]  結果他的獨生女兒
[00:01:02.000 --> 00:01:04.000]  首先出來迎接他
[00:01:04.000 --> 00:01:09.000]  於是神學家牧者就面對著一個難題
[00:01:09.000 --> 00:01:11.000]  到底耶乏他有沒有將自己的女兒
[00:01:11.000 --> 00:01:13.000]  獻為凡濟呢?
[00:01:13.000 --> 00:01:17.000]  好心的牧者總會為耶乏他講幾句好說話
[00:01:17.000 --> 00:01:18.000]  他通常都說
[00:01:18.000 --> 00:01:19.000]  沒有沒有沒有
[00:01:19.000 --> 00:01:20.000]  怎麼會這樣做呢?
[00:01:20.000 --> 00:01:22.000]  不可能做這些事的
[00:01:22.000 --> 00:01:25.000]  他只不過是讓自己的女兒終身不嫁
[00:01:25.000 --> 00:01:28.000]  所以那些以色列的婦女要為他哀哭
[00:01:28.000 --> 00:01:30.000]  因為他沒有結過婚
[00:01:30.000 --> 00:01:32.000]  不過無論怎樣講好話
[00:01:32.000 --> 00:01:35.000]  聖經是明明白白地表明
[00:01:35.000 --> 00:01:37.000]  耶乏他以人為祭
[00:01:37.000 --> 00:01:39.000]  並且獻上的是自己的女兒
[00:01:39.000 --> 00:01:42.000]  其實這段聖經是一段很好的測試工具
[00:01:42.000 --> 00:01:45.000]  我經常用它來檢查那些
[00:01:45.000 --> 00:01:47.000]  《釋經》書、牧者
[00:01:47.000 --> 00:01:48.000]  哪些是比較傳統一點的
[00:01:48.000 --> 00:01:51.000]  哪些比較忠於忠誠一點的
[00:01:51.000 --> 00:01:52.000]  譬如聖經啟導本裏面
[00:01:52.000 --> 00:01:56.000]  就來解釋耶乏他不可能殺他的女兒
[00:01:56.000 --> 00:01:59.000]  只是讓他的女兒終身不嫁
[00:01:59.000 --> 00:02:02.000]  忠誠的注釋本就走中間的路線
[00:02:02.000 --> 00:02:04.000]  告訴你兩個可能性都有
[00:02:04.000 --> 00:02:06.000]  你自己選擇吧
[00:02:06.000 --> 00:02:09.000]  不過也許耶乏他
[00:02:09.000 --> 00:02:12.000]  不是真的像我們想像中那麼美好
[00:02:12.000 --> 00:02:14.000]  他在心裏面充滿著悲情
[00:02:14.000 --> 00:02:16.000]  他在心裏面努力追尋的
[00:02:16.000 --> 00:02:20.000]  要來證明的是自己的能力和權力
[00:02:20.000 --> 00:02:24.000]  他追尋的結果就是帶給別人苦難
[00:02:24.000 --> 00:02:26.000]  所以今天我的講題叫做
[00:02:26.000 --> 00:02:28.000]  「悲情的事司耶乏他」
[00:02:28.000 --> 00:02:32.000]  讓我們先在神面前有禱告
[00:02:32.000 --> 00:02:34.000]  天父我們求祢臨在我們當中
[00:02:34.000 --> 00:02:37.000]  主的聖靈向我們講說話
[00:02:37.000 --> 00:02:38.000]  提醒和教導我們
[00:02:38.000 --> 00:02:40.000]  很多人利用我們的神
[00:02:40.000 --> 00:02:42.000]  今天我們跟從主
[00:02:42.000 --> 00:02:44.000]  我們對祢的態度是如何呢
[00:02:44.000 --> 00:02:46.000]  願主幫助我們
[00:02:46.000 --> 00:02:47.000]  奉耶穌基督名求
[00:02:47.000 --> 00:02:49.000]  (安排好)
[00:02:49.000 --> 00:02:51.000]  記載耶乏他的經文
[00:02:51.000 --> 00:02:53.000]  由第十章六節開始
[00:02:53.000 --> 00:02:55.000]  到十二章七節為止
[00:02:55.000 --> 00:02:57.000]  包含著三章聖經
[00:02:57.000 --> 00:02:58.000]  六十五節經文
[00:02:58.000 --> 00:03:01.000]  當中可以分為五個大段落
[00:03:01.000 --> 00:03:04.000]  每一個段落都包含著一段對話
[00:03:04.000 --> 00:03:07.000]  第一個段落是十章六節到十六節
[00:03:07.000 --> 00:03:09.000]  這個段落是耶和華神
[00:03:09.000 --> 00:03:11.000]  和以色列人之間的對話
[00:03:11.000 --> 00:03:13.000]  神在樹指出了以色列人
[00:03:13.000 --> 00:03:15.000]  拜假神偶像
[00:03:15.000 --> 00:03:16.000]  因為這個緣故
[00:03:16.000 --> 00:03:17.000]  他們被加在
[00:03:17.000 --> 00:03:19.000]  阿摩耶人的手裡
[00:03:19.000 --> 00:03:20.000]  百姓面對著
[00:03:20.000 --> 00:03:21.000]  敵人欺壓的時候
[00:03:21.000 --> 00:03:23.000]  他們求神拯救
[00:03:23.000 --> 00:03:25.000]  神拒絕了他們
[00:03:25.000 --> 00:03:27.000]  神指他們應該去
[00:03:27.000 --> 00:03:29.000]  向那些假神求救
[00:03:29.000 --> 00:03:31.000]  於是那班百姓立即在神面前
[00:03:31.000 --> 00:03:33.000]  辯念認罪
[00:03:33.000 --> 00:03:34.000]  除去假神
[00:03:34.000 --> 00:03:36.000]  這一切反映著這班百姓
[00:03:36.000 --> 00:03:38.000]  向神的一個呼求
[00:03:38.000 --> 00:03:40.000]  呼求一個利用神的呼求
[00:03:40.000 --> 00:03:42.000]  他們從來沒有真心的當做神
[00:03:42.000 --> 00:03:44.000]  不過在這段經文
[00:03:44.000 --> 00:03:46.000]  最後一節裡面這樣說
[00:03:46.000 --> 00:03:48.000]  神的心也因為百姓所受的苦難
[00:03:48.000 --> 00:03:50.000]  來著急
[00:03:50.000 --> 00:03:51.000]  第二段經文
[00:03:51.000 --> 00:03:53.000]  第二個段落是十章十七節
[00:03:53.000 --> 00:03:55.000]  到十一章十一節
[00:03:55.000 --> 00:03:57.000]  第二個段落裡面
[00:03:57.000 --> 00:04:00.000]  開始的時候記載了一個地方名
[00:04:00.000 --> 00:04:01.000]  叫做米斯巴
[00:04:01.000 --> 00:04:02.000]  在結束的時候
[00:04:02.000 --> 00:04:04.000]  同樣記載著一個地方名
[00:04:04.000 --> 00:04:05.000]  也是米斯巴
[00:04:05.000 --> 00:04:07.000]  這一段主要記述耶復他
[00:04:07.000 --> 00:04:10.000]  和基里的長老之間的對話
[00:04:10.000 --> 00:04:13.000]  耶復他被他同父異母的兄弟
[00:04:13.000 --> 00:04:15.000]  因為爭奪遺產的緣故
