
[00:00:00.000 --> 00:00:03.000]  不知道大家有沒有聽過或者認識一個名字
[00:00:03.000 --> 00:00:05.000]  這個名字是劉德華
[00:00:05.000 --> 00:00:08.000]  有沒有人沒聽過不認識這個名字的
[00:00:08.000 --> 00:00:11.000]  如果你沒聽過又不認識這個名字的話
[00:00:11.000 --> 00:00:13.000]  你大概又不看中文電影
[00:00:13.000 --> 00:00:14.000]  又不看中文電視
[00:00:14.000 --> 00:00:16.000]  又不聽這個音樂
[00:00:16.000 --> 00:00:17.000]  又不看這個娛樂新聞
[00:00:17.000 --> 00:00:21.000]  你大概是一個超凡與世無爭的世外高人
[00:00:21.000 --> 00:00:24.000]  不過相信你答這個問題的時候
[00:00:24.000 --> 00:00:26.000]  其實你答了一半
[00:00:26.000 --> 00:00:28.000]  整個答案應該是說
[00:00:28.000 --> 00:00:33.000]  我認識劉德華 不過他不認識我而已
[00:00:33.000 --> 00:00:37.000]  我想問大傢什麼叫做認識呢
[00:00:37.000 --> 00:00:38.000]  什麼叫認識
[00:00:38.000 --> 00:00:42.000]  很多年前我在工作的地方就認識一個人
[00:00:42.000 --> 00:00:43.000]  那個人就跟我說
[00:00:43.000 --> 00:00:45.000]  我認識李嘉誠的
[00:00:45.000 --> 00:00:46.000]  我怕我不相信
[00:00:46.000 --> 00:00:50.000]  立刻在桌上拿了張照片去跟李嘉誠合照
[00:00:50.000 --> 00:00:52.000]  那個合照就是一個
[00:00:52.000 --> 00:00:56.000]  很多年前一個東南亞地方的地產展銷會
[00:00:56.000 --> 00:00:58.000]  他跟李先生合照的
[00:00:58.000 --> 00:01:00.000]  我相信應該是真的
[00:01:00.000 --> 00:01:01.000]  在很多年前
[00:01:01.000 --> 00:01:04.000]  那個年代應該是沒有人工智能的
[00:01:04.000 --> 00:01:07.000]  沒有AI的
[00:01:07.000 --> 00:01:09.000]  不過我不好意思說
[00:01:09.000 --> 00:01:11.000]  我想跟他說
[00:01:11.000 --> 00:01:13.000]  恐怕下次李先生遇到你的時候
[00:01:13.000 --> 00:01:17.000]  他說不出你的名字
[00:01:17.000 --> 00:01:22.000]  我相信大家都是同意
[00:01:22.000 --> 00:01:24.000]  如果我們說到彼此認識
[00:01:24.000 --> 00:01:25.000]  我認識這個人
[00:01:25.000 --> 00:01:26.000]  他認識我的時候
[00:01:26.000 --> 00:01:28.000]  我相信最低的要求
[00:01:28.000 --> 00:01:30.000]  起碼我認識他的樣子
[00:01:30.000 --> 00:01:32.000]  我知道他叫什麼名字
[00:01:32.000 --> 00:01:33.000]  我們也談過兩句
[00:01:33.000 --> 00:01:35.000]  這個最低最低
[00:01:35.000 --> 00:01:39.000]  你說認識那個人的最低定義
[00:01:39.000 --> 00:01:41.000]  如果你說很認識
[00:01:41.000 --> 00:01:42.000]  很認識一個人的時候
[00:01:42.000 --> 00:01:44.000]  應該是怎樣的
[00:01:44.000 --> 00:01:46.000]  很多時候我們都有經驗
[00:01:46.000 --> 00:01:47.000]  我說了一句話
[00:01:47.000 --> 00:01:49.000]  某某旁邊那個
[00:01:49.000 --> 00:01:52.000]  知道我想說下一句什麼話的時候
[00:01:52.000 --> 00:01:54.000]  這些就叫做好心的認識
[00:01:54.000 --> 00:01:55.000]  什麼人
[00:01:55.000 --> 00:01:56.000]  什麼人很恐怖
[00:01:56.000 --> 00:01:58.000]  知道我們什麼事
[00:01:58.000 --> 00:02:00.000]  通常這些是我們的配偶
[00:02:00.000 --> 00:02:04.000]  我們的父母兒女等等
[00:02:04.000 --> 00:02:05.000]  聖經呢
[00:02:05.000 --> 00:02:08.000]  在聖經裏面什麼是認識呢
[00:02:08.000 --> 00:02:09.000]  今天我們的講題是
[00:02:09.000 --> 00:02:12.000]  認識基督勝過萬有
[00:02:12.000 --> 00:02:15.000]  什麼叫認識基督
[00:02:15.000 --> 00:02:19.000]  在《創世記》的四章一節
[00:02:19.000 --> 00:02:21.000]  在講完這個創世故事之後
[00:02:21.000 --> 00:02:24.000]  神就講到這個阿當和夏娃
[00:02:24.000 --> 00:02:26.000]  他那段有一段經文這麼說
[00:02:26.000 --> 00:02:28.000]  有一日那人就是阿當
[00:02:28.000 --> 00:02:30.000]  和他妻子夏娃同房
[00:02:30.000 --> 00:02:32.000]  夏娃就懷了人
[00:02:32.000 --> 00:02:34.000]  我想大家知道
[00:02:34.000 --> 00:02:37.000]  在原文這個同房這個字
[00:02:37.000 --> 00:02:40.000]  實際上它的意思是指到
[00:02:40.000 --> 00:02:42.000]  是解認識
[00:02:42.000 --> 00:02:43.000]  是解認識
[00:02:43.000 --> 00:02:45.000]  不過當然在這個中文的翻譯本里面
[00:02:45.000 --> 00:02:46.000]  它是講到同房
[00:02:46.000 --> 00:02:49.000]  因爲更加的將意思帶到出來
[00:02:49.000 --> 00:02:53.000]  就是說在舊約的聖經裏面
[00:02:53.000 --> 00:02:56.000]  這個認識是指到很深層次
[00:02:56.000 --> 00:02:57.000]  一個個人的經驗
[00:02:57.000 --> 00:03:00.000]  一個契合的關係
