
[00:00:00.000 --> 00:00:02.920]  《撒慕爾記》上的十七章
[00:00:02.920 --> 00:00:07.800]  在《撒慕爾記》上的十七章裏面
[00:00:07.800 --> 00:00:11.800]  我們要提到的是大衛的出現
[00:00:11.800 --> 00:00:14.900]  上一次我們已經見到大衛的出現
[00:00:14.900 --> 00:00:18.200]  但是今天是比較詳盡的提到
[00:00:18.200 --> 00:00:23.600]  他怎樣開始由撒慕爾孤立做皇帝之後
[00:00:23.600 --> 00:00:25.200]  那個事件裏面
[00:00:25.200 --> 00:00:29.000]  我相信回教會由兒童主日學
[00:00:29.000 --> 00:00:32.200]  開始聽到大衛最經典的故事
[00:00:32.200 --> 00:00:34.000]  莫過於就是這個了
[00:00:34.000 --> 00:00:36.500]  在整個戰爭裏面
[00:00:36.500 --> 00:00:38.400]  大衛有一段金句
[00:00:38.400 --> 00:00:39.200]  他就說
[00:00:39.200 --> 00:00:42.300]  得勝勝敗與否
[00:00:42.300 --> 00:00:44.500]  是在乎於耶和華的
[00:00:44.500 --> 00:00:45.800]  和你加拿大節目說一聲
[00:00:45.800 --> 00:00:48.900]  得勝與否是在乎於耶和華的
[00:00:48.900 --> 00:00:53.100]  在我們看見整段經文裏面
[00:00:53.100 --> 00:00:55.200]  大衛剛剛佔路投國
[00:00:55.200 --> 00:00:56.000]  為什麼呢?
[00:00:56.000 --> 00:00:58.300]  因為他雖然被孤立做皇帝
[00:00:58.300 --> 00:00:59.600]  但是他心裏面
[00:00:59.600 --> 00:01:01.200]  並沒有因為這個緣故
[00:01:01.200 --> 00:01:02.600]  覺得自己就是皇帝
[00:01:02.600 --> 00:01:03.700]  而確實當時
[00:01:03.700 --> 00:01:06.200]  訴羅王還沒有下台
[00:01:06.200 --> 00:01:07.400]  或者還沒有死亡
[00:01:07.400 --> 00:01:09.500]  所以他還沒有登基的時候
[00:01:09.500 --> 00:01:11.300]  在這段時間裏面
[00:01:11.300 --> 00:01:12.300]  在正經裏面
[00:01:12.300 --> 00:01:14.500]  在撒上十六章的十四到十六節
[00:01:14.500 --> 00:01:16.400]  耶和華的靈就離開了訴羅
[00:01:16.400 --> 00:01:19.600]  有惡魔從耶和華那裏來擾亂他
[00:01:19.600 --> 00:01:21.700]  我們的主可以吩咐
[00:01:21.700 --> 00:01:23.400]  是你面前的神僕
[00:01:23.400 --> 00:01:25.700]  找一個善於彈琴的來
[00:01:25.700 --> 00:01:27.300]  等神那裏來的惡魔
[00:01:27.300 --> 00:01:28.800]  臨到你身上的時候
[00:01:28.800 --> 00:01:30.500]  使得他用彈琴
[00:01:30.500 --> 00:01:31.700]  你就好了
[00:01:31.700 --> 00:01:34.900]  因為訴羅王的身上
[00:01:34.900 --> 00:01:37.000]  有惡魔搞擾的緣故
[00:01:37.000 --> 00:01:38.700]  導致大衛有機會
[00:01:38.700 --> 00:01:41.800]  被引薦去見到訴羅王
[00:01:41.800 --> 00:01:43.700]  成為了琴師
[00:01:43.700 --> 00:01:46.900]  在撒上的十六章二十一到二十三節
[00:01:46.900 --> 00:01:48.000]  大衛就到了
[00:01:48.000 --> 00:01:48.800]  訴羅那裏
[00:01:48.800 --> 00:01:51.200]  就侍納在訴羅王的面前
[00:01:51.200 --> 00:01:52.500]  訴羅甚喜愛他
[00:01:52.500 --> 00:01:54.900]  他就作了訴羅那兵器
[00:01:54.900 --> 00:01:56.600]  從神那裏來的惡魔
[00:01:56.600 --> 00:01:58.200]  臨到訴羅身上的時候
[00:01:58.200 --> 00:01:59.500]  大衛就拿琴
[00:01:59.500 --> 00:02:00.900]  用手而彈
[00:02:00.900 --> 00:02:03.100]  訴羅便舒暢爽快
[00:02:03.100 --> 00:02:04.600]  惡魔來了他
[00:02:04.600 --> 00:02:06.900]  我們見到大衛有一個
[00:02:06.900 --> 00:02:08.000]  是琴師
[00:02:08.000 --> 00:02:09.800]  彈琴的一個人
[00:02:09.800 --> 00:02:11.900]  慢慢慢慢就已經晉升了
[00:02:11.900 --> 00:02:13.500]  做一個拿兵器
[00:02:13.500 --> 00:02:15.000]  幫訴羅拿兵器的人
[00:02:15.000 --> 00:02:16.600]  是能夠常常出入皇宮
[00:02:16.600 --> 00:02:20.800]  和可以在皇帝的身邊去侍候他
[00:02:20.800 --> 00:02:22.600]  這是一件不簡單的事
[00:02:22.600 --> 00:02:25.500]  因為整個伏筆告訴你和我知道
[00:02:25.500 --> 00:02:29.100]  為什麼大衛能夠去到戰場上面
[00:02:29.100 --> 00:02:32.800]  為什麼又可以被引薦去後來見到訴羅王
[00:02:32.800 --> 00:02:34.800]  是很清楚有這樣的伏筆
[00:02:34.800 --> 00:02:38.500]  我們在這裏很明顯地見到大衛
[00:02:38.500 --> 00:02:41.400]  訴羅見到他就甚喜愛他
[00:02:41.400 --> 00:02:49.400]  每一個人都有一種流露出來的氣質
[00:02:49.400 --> 00:02:53.200]  這種氣質是導致你是人緣好不好
[00:02:53.200 --> 00:02:54.100]  弟兄姊妹
[00:02:54.100 --> 00:02:56.800]  剛才我們品計營結束了
[00:02:56.800 --> 00:03:00.000]  我歡送家長在門口
[00:03:00.000 --> 00:03:01.700]  和家長握手
[00:03:01.700 --> 00:03:03.500]  say goodbye
[00:03:03.500 --> 00:03:06.500]  你會感受到有些家長很和藹可親
[00:03:06.500 --> 00:03:10.300]  有些家長是殺氣很厲害
[00:03:10.300 --> 00:03:12.100]  他不跟你打招呼
[00:03:12.100 --> 00:03:14.100]  帶著兒子或女兒
[00:03:14.100 --> 00:03:18.700]  好像逃離災場那種感覺
[00:03:18.700 --> 00:03:22.100]  而你完全無法靠近
[00:03:22.100 --> 00:03:24.100]  有些人是這樣的
[00:03:24.100 --> 00:03:26.100]  走過來已經殺氣騰騰
[00:03:26.100 --> 00:03:28.700]  走過來已經給你感覺不被信任
[00:03:28.700 --> 00:03:31.100]  走過來就好像想吃掉你
[00:03:31.100 --> 00:03:32.700]  但有些人就不是
[00:03:32.700 --> 00:03:35.900]  走過來已經給你感覺到這個人是和藹可親
[00:03:35.900 --> 00:03:38.300]  容易平易近人
[00:03:38.300 --> 00:03:39.900]  可被信任
[00:03:39.900 --> 00:03:41.900]  相信大衛就是一個這樣的人
[00:03:41.900 --> 00:03:45.100]  他雖然是一個男性
[00:03:45.100 --> 00:03:48.100]  這種男性是有一個特質
[00:03:48.100 --> 00:03:51.100]  後來我們看到是很被吸引
[00:03:51.100 --> 00:03:55.100]  這種特質令到他身邊的男性都被吸引起來
[00:03:55.100 --> 00:03:59.100]  他能夠在戰場上勇敢
[00:03:59.100 --> 00:04:02.100]  我們上星期提到一個大能的戰士
[00:04:02.100 --> 00:04:06.100]  但同時他能夠寫詩歌
[00:04:06.100 --> 00:04:08.100]  充滿了情感
[00:04:08.100 --> 00:04:11.100]  裏面的感情澎湃是很重要的
[00:04:11.100 --> 00:04:18.100]  即是說一個能夠在戰場上作戰
[00:04:18.100 --> 00:04:19.100]  打贏仗
[00:04:19.100 --> 00:04:24.100]  與此同時又能夠和你分享內心的感受的人
[00:04:24.100 --> 00:04:27.100]  這種男性是很被吸引的
[00:04:27.100 --> 00:04:29.100]  所以蘇羅見到他
[00:04:29.100 --> 00:04:30.100]  喜歡他
[00:04:30.100 --> 00:04:32.100]  後來連蘇羅的兒子
[00:04:32.100 --> 00:04:39.100]  見到他甚至用性命和他做朋友
[00:04:39.100 --> 00:04:41.100]  是很難得的事情
[00:04:41.100 --> 00:04:43.100]  當然也有些同志說
[00:04:43.100 --> 00:04:47.100]  蘇羅的兒子和大衛是同性戀
[00:04:47.100 --> 00:04:49.100]  這個說法是沒有根據的
[00:04:49.100 --> 00:04:56.100]  因為很明顯地有偏見才看得出來
[00:04:56.100 --> 00:04:58.100]  因為世界很有趣
[00:04:58.100 --> 00:05:02.100]  如果你和一個同性別的人友好
[00:05:02.100 --> 00:05:05.100]  這個世代就會說你是有同性戀傾向
[00:05:05.100 --> 00:05:08.100]  但如果你和異性戀者友好
[00:05:08.100 --> 00:05:10.100]  例如你結婚了
[00:05:10.100 --> 00:05:13.100]  他就會懷疑你是婚外情
[00:05:13.100 --> 00:05:15.100]  這個世界就是這樣看事情的
[00:05:15.100 --> 00:05:17.100]  你怎樣做都可以被人說
[00:05:17.100 --> 00:05:22.100]  我看得很清楚大衛和約拿丹的關係
[00:05:22.100 --> 00:05:24.100]  即蘇羅的兒子的關係
[00:05:24.100 --> 00:05:26.100]  是很單純的男性友誼
[00:05:26.100 --> 00:05:29.100]  但可以是一種生死之交
[00:05:29.100 --> 00:05:32.100]  這種是被人羨慕的
[00:05:32.100 --> 00:05:34.100]  那種英雄氣概
[00:05:34.100 --> 00:05:38.100]  那種能夠為對方而犧牲的關係
[00:05:38.100 --> 00:05:40.100]  我遲些會提到
[00:05:40.100 --> 00:05:48.100]  大衛在這段時間裏面的戰事是初露鋒芒
[00:05:48.100 --> 00:05:50.100]  大衛不是經常在宮中
[00:05:50.100 --> 00:05:59.100]  因為他嚴格來說不是一個皇帝的官位
[00:05:59.100 --> 00:06:01.100]  所以他偶爾會回去
[00:06:01.100 --> 00:06:05.100]  因為他主要的職責都是看養
[00:06:05.100 --> 00:06:07.100]  稍後你會看到經文的交代
[00:06:07.100 --> 00:06:11.100]  牧羊人仍然是他全時間要負責的工作
[00:06:11.100 --> 00:06:15.100]  所以偶爾他會放假回家
[00:06:15.100 --> 00:06:17.100]  這次回家後
[00:06:17.100 --> 00:06:20.100]  一段時間後他爸爸就跟他說
[00:06:20.100 --> 00:06:23.100]  兒子還是去看你的歌吧
[00:06:23.100 --> 00:06:25.100]  幫我拿些餅去吧
[00:06:25.100 --> 00:06:27.100]  過往的經文
[00:06:27.100 --> 00:06:30.100]  如果你留意看17章
[00:06:30.100 --> 00:06:32.100]  在過往的聖經裏面
[00:06:32.100 --> 00:06:38.100]  你會覺得為何描述得過少太少太簡單
[00:06:38.100 --> 00:06:40.100]  17章就覺得很奇怪
[00:06:40.100 --> 00:06:44.100]  為何描述得過份的細膩
[00:06:44.100 --> 00:06:46.100]  燒幾多個餅帶幾多個餅
[00:06:46.100 --> 00:06:51.100]  稍後我們講到哥利亞有多高拿了些甚麼
[00:06:51.100 --> 00:06:56.100]  大衛要去到戰場上問人問了幾次
[00:06:56.100 --> 00:06:59.100]  問了三次究竟發生了甚麼事
[00:06:59.100 --> 00:07:02.100]  他哥哥跟他對話很仔細的交代
[00:07:02.100 --> 00:07:06.100]  接著大衛去找武器去殺哥利亞
[00:07:06.100 --> 00:07:11.100]  撿了五塊五塊光滑的石頭
[00:07:11.100 --> 00:07:16.100]  接著你問為何不是四塊不是三塊
[00:07:16.100 --> 00:07:17.100]  為何是五塊
[00:07:17.100 --> 00:07:20.100]  我們某程度上解不了
[00:07:20.100 --> 00:07:22.100]  除非你傾向靈異解經
[00:07:22.100 --> 00:07:25.100]  就說那五塊石頭是代表摩西五經
[00:07:25.100 --> 00:07:30.100]  他打敗哥利亞是因為用了神的話語
[00:07:30.100 --> 00:07:34.100]  否則很難理解為何是五塊不是四塊不是三塊
[00:07:34.100 --> 00:07:35.100]  聖經就是這樣說
[00:07:35.100 --> 00:07:38.100]  暫時我們看不到有甚麼特別的含義
[00:07:38.100 --> 00:07:45.100]  但我們看到敵人哥利亞是代表菲利士人來罵陣
[00:07:45.100 --> 00:07:46.100]  聖經怎樣形容他呢
[00:07:46.100 --> 00:07:49.100]  形容得非常仔細
[00:07:49.100 --> 00:07:51.100]  我列舉幾點你就知道
[00:07:51.100 --> 00:07:53.100]  他身高是多高
[00:07:53.100 --> 00:07:55.100]  在兩種抄本
[00:07:55.100 --> 00:07:59.100]  希伯來文的舊約聖經和新約聖經
[00:07:59.100 --> 00:08:01.100]  我們找到的都是抄本
[00:08:01.100 --> 00:08:05.100]  不同的抄本會有少許的出入
[00:08:05.100 --> 00:08:08.100]  我們大致上在舊約聖經裏面
[00:08:08.100 --> 00:08:11.100]  根據和合本的聖經裏面的抄本
[00:08:11.100 --> 00:08:15.100]  有時我們會在寫古卷的古抄本裏面
[00:08:15.100 --> 00:08:17.100]  找到一些出入
[00:08:17.100 --> 00:08:18.100]  例如這段經文
[00:08:18.100 --> 00:08:22.100]  有少許的出入就能夠補充到一些資料
[00:08:22.100 --> 00:08:24.100]  例如和合本的翻譯
[00:08:24.100 --> 00:08:28.100]  是會理解到哥利亞有三米高
[00:08:28.100 --> 00:08:34.100]  我們現在這一代和八十後
[00:08:34.100 --> 00:08:36.100]  最大的不能溝通
[00:08:36.100 --> 00:08:38.100]  就是這些度量衡
[00:08:38.100 --> 00:08:41.100]  我們說三米的時候
[00:08:41.100 --> 00:08:42.100]  八十後就明白
[00:08:42.100 --> 00:08:43.100]  有多大
[00:08:43.100 --> 00:08:45.100]  他的觀念就知道有多高
[00:08:45.100 --> 00:08:47.100]  我們這些是甚麼叫三米
[00:08:47.100 --> 00:08:50.100]  不知道是多少
[00:08:50.100 --> 00:08:53.100]  九尺多
[00:08:53.100 --> 00:08:55.100]  九尺多
[00:08:55.100 --> 00:08:57.100]  你想像一個人九尺多
[00:08:57.100 --> 00:08:59.100]  是很誇張的事情
[00:08:59.100 --> 00:09:00.100]  有另一個抄本
[00:09:00.100 --> 00:09:02.100]  認為是兩米
[00:09:02.100 --> 00:09:04.100]  兩米即是六尺多
[00:09:04.100 --> 00:09:08.100]  六尺多我們在中環來講
[00:09:08.100 --> 00:09:09.100]  都可以接受
[00:09:09.100 --> 00:09:11.100]  因為猶太人普遍都是矮的
[00:09:11.100 --> 00:09:12.100]  五尺多
[00:09:12.100 --> 00:09:15.100]  如果你在瑞穗佛堂見過猶太人就知道
[00:09:15.100 --> 00:09:17.100]  通常五尺多和我們中國人差不多
[00:09:17.100 --> 00:09:19.100]  南方人差不多的高度
[00:09:19.100 --> 00:09:21.100]  如果有一個六尺多的人在你面前
[00:09:21.100 --> 00:09:23.100]  你五尺多就已經是巨人
[00:09:23.100 --> 00:09:25.100]  特別是打仗
[00:09:25.100 --> 00:09:28.100]  所以你看到我們中國球隊
[00:09:28.100 --> 00:09:30.100]  亞洲區的球隊
[00:09:30.100 --> 00:09:33.100]  很難打得贏NBA
[00:09:33.100 --> 00:09:35.100]  人家都不用射球
[00:09:35.100 --> 00:09:37.100]  都不用跳
[00:09:37.100 --> 00:09:41.100]  將籃球就這樣放進洞裡
[00:09:41.100 --> 00:09:43.100]  就搞定了
[00:09:43.100 --> 00:09:45.100]  基本上都不用射網
[00:09:45.100 --> 00:09:47.100]  你要射嗎
[00:09:47.100 --> 00:09:49.100]  你低高的手已經擋住了
[00:09:49.100 --> 00:09:51.100]  因為身高實在不夠別人管
[00:09:51.100 --> 00:09:53.100]  在教育打仗的時候
[00:09:53.100 --> 00:09:55.100]  身高是佔優勢的
[00:09:55.100 --> 00:09:58.100]  而這個人不單很高
[00:09:58.100 --> 00:10:02.100]  身穿盔甲是重75公斤
[00:10:02.100 --> 00:10:05.100]  我們又不明白有多重
[00:10:05.100 --> 00:10:07.100]  磅就125磅
[00:10:07.100 --> 00:10:09.100]  你想像一下
[00:10:09.100 --> 00:10:11.100]  一個人能夠穿125磅
[00:10:11.100 --> 00:10:14.100]  75公斤的重量的盔甲
[00:10:14.100 --> 00:10:17.100]  即是說他的身形起碼
[00:10:17.100 --> 00:10:20.100]  以磅數他沒有180磅至200磅以上
[00:10:20.100 --> 00:10:22.100]  是穿不起的
[00:10:22.100 --> 00:10:24.100]  穿了就行不動了
[00:10:24.100 --> 00:10:28.100]  很明顯哥利亞就算他有200磅
[00:10:28.100 --> 00:10:30.100]  加上125磅的盔甲
[00:10:30.100 --> 00:10:32.100]  即是300多磅
[00:10:32.100 --> 00:10:34.100]  你想一下他移動是緩慢的
[00:10:34.100 --> 00:10:36.100]  不重要的
[00:10:36.100 --> 00:10:38.100]  慢沒所謂的
[00:10:38.100 --> 00:10:40.100]  打到你一槌就夠了
[00:10:40.100 --> 00:10:42.100]  不需要快捷的
[00:10:42.100 --> 00:10:45.100]  然後他還拿著武器
[00:10:45.100 --> 00:10:47.100]  鐵槍重7公斤
[00:10:47.100 --> 00:10:49.100]  是15磅
[00:10:49.100 --> 00:10:52.100]  穿著125磅的盔甲
[00:10:52.100 --> 00:10:54.100]  拿著15磅的鐵槍
[00:10:54.100 --> 00:10:56.100]  即是說這個人起碼這樣形容
[00:10:56.100 --> 00:10:58.100]  就是恐怖遊歷
[00:10:58.100 --> 00:11:03.100]  這個鐵槍是一個遠距離攻擊的武器
[00:11:03.100 --> 00:11:05.100]  即是說他都不讓你靠近
[00:11:05.100 --> 00:11:07.100]  你未靠近他的鐵槍
[00:11:07.100 --> 00:11:12.100]  一打過來是15磅重的鐵槍
[00:11:12.100 --> 00:11:15.100]  你怎樣理解15磅呢
[00:11:15.100 --> 00:11:17.100]  如果你打個保齡球你就知道了
[00:11:17.100 --> 00:11:21.100]  保齡球你拿得起15磅的保齡球嗎
[00:11:21.100 --> 00:11:23.100]  真是很誇張
[00:11:23.100 --> 00:11:26.100]  通常是8磅、10磅、12磅
[00:11:26.100 --> 00:11:28.100]  12磅已經拿著
[00:11:28.100 --> 00:11:31.100]  那個人自己飛到那個保齡球
[00:11:31.100 --> 00:11:35.100]  那個球是自己垂直掉到地上
[00:11:35.100 --> 00:11:38.100]  因為那個保齡球是比你重
[00:11:38.100 --> 00:11:40.100]  15磅
