
[00:00:00.000 --> 00:00:07.000]  願至聖聖三一保佑我們每一天都能夠在聖餐禮中聖祈禱和受聖餐禮上聖祈禱
[00:00:07.000 --> 00:00:10.000]  我們先一同低頭祈禱
[00:00:10.000 --> 00:00:13.000]  參拜天父,我們感謝祢暫時來臨的恩典
[00:00:13.000 --> 00:00:17.000]  讓我們在主日的清晨可以一同聚集敬拜祢
[00:00:17.000 --> 00:00:20.000]  又可以聽祢的話語
[00:00:20.000 --> 00:00:24.000]  我們求聖靈在我們個人的心裏面做感動的工作
[00:00:24.000 --> 00:00:26.000]  讓我們聽到祢的話語
[00:00:26.000 --> 00:00:36.000]  今天是耳塞耳書的第三講
[00:00:36.000 --> 00:00:40.000]  在講第一章的時候
[00:00:40.000 --> 00:00:44.000]  我們從耳塞耳書第一章第一節
[00:00:44.000 --> 00:00:45.000]  我們都知道
[00:00:45.000 --> 00:00:50.000]  他生活在四位猶大王的期間做先知
[00:00:50.000 --> 00:00:55.000]  那四位王就是烏西瓦、約坦、阿哈斯和希西加王
[00:00:55.000 --> 00:00:58.000]  上星期我都解釋過
[00:00:58.000 --> 00:01:02.000]  從第一章到第四章的內容看起來
[00:01:02.000 --> 00:01:09.000]  這些信息不像是在烏西瓦和約坦王的時候傳講的
[00:01:09.000 --> 00:01:14.000]  因為在那個時期猶大的國勢是不弱的
[00:01:14.000 --> 00:01:15.000]  很強的
[00:01:15.000 --> 00:01:20.000]  他們在那個時期沒有遭遇其他國家的入侵
[00:01:20.000 --> 00:01:27.000]  耳塞先知傳講這些信息大概應該是在阿哈斯做王的時候
[00:01:27.000 --> 00:01:30.000]  因為阿哈斯不敬畏上帝
[00:01:30.000 --> 00:01:34.000]  上帝使外敵入侵猶大
[00:01:34.000 --> 00:01:36.000]  佔據了很多城鎮
[00:01:36.000 --> 00:01:42.000]  以致很多人民甚至都被東方的邪術迷惑了
[00:01:42.000 --> 00:01:44.000]  不信教上主
[00:01:44.000 --> 00:01:49.000]  反而去搞占卜算命那些邪術
[00:01:49.000 --> 00:01:54.000]  當時猶大的首都耶路撒冷
[00:01:54.000 --> 00:01:58.000]  都是在風雨飄搖的處境當中
[00:01:58.000 --> 00:02:00.000]  一章第八節說
[00:02:00.000 --> 00:02:02.000]  只有耶路撒冷存留
[00:02:02.000 --> 00:02:04.000]  就連他也被團團圍住
[00:02:04.000 --> 00:02:07.000]  像葡萄園園丁所住的茅屋
[00:02:07.000 --> 00:02:10.000]  像瓜田中的草棚
[00:02:10.000 --> 00:02:12.000]  毫無保障
[00:02:12.000 --> 00:02:22.000]  不過耳塞所傳的信息似乎得不到人民和領袖的回應
[00:02:22.000 --> 00:02:26.000]  他們真的沒有悔改
[00:02:26.000 --> 00:02:29.000]  在第二章第五節的時候
[00:02:29.000 --> 00:02:31.000]  耳塞其實是鼓勵人民
[00:02:31.000 --> 00:02:33.000]  他說雅各的後代
[00:02:33.000 --> 00:02:34.000]  來吧
[00:02:34.000 --> 00:02:38.000]  讓我們依照上帝上主所賜的光行走
[00:02:38.000 --> 00:02:41.000]  在第二十二節他也鼓勵人民
[00:02:41.000 --> 00:02:43.000]  不要再信必死的人
[00:02:43.000 --> 00:02:45.000]  他們有什麼價值呢?
[00:02:45.000 --> 00:02:49.000]  但是人民和領袖都沒有反應
[00:02:49.000 --> 00:02:52.000]  反而有人諷刺先知的信息
[00:02:52.000 --> 00:02:55.000]  在今天讀經文中
[00:02:55.000 --> 00:02:56.000]  有一節說
[00:02:56.000 --> 00:02:59.000]  讓上主趕快做他要做的事
[00:02:59.000 --> 00:03:02.000]  我們很想看看他的作為
[00:03:02.000 --> 00:03:05.000]  讓以色列神使上帝實行他的計劃
[00:03:05.000 --> 00:03:09.000]  我們很想知道他的意念
[00:03:09.000 --> 00:03:11.000]  因此在第五章的信息中
[00:03:11.000 --> 00:03:13.000]  其實我們看到
[00:03:13.000 --> 00:03:17.000]  是非常嚴厲的審判信息
[00:03:17.000 --> 00:03:21.000]  一點安慰和鼓勵的信息都沒有
[00:03:21.000 --> 00:03:24.000]  在第一章的信息中
[00:03:24.000 --> 00:03:27.000]  雖然上主罵他們背叛上主
[00:03:27.000 --> 00:03:30.000]  連牛奴都不如
[00:03:30.000 --> 00:03:33.000]  但是仍然有一些安慰信息
[00:03:33.000 --> 00:03:35.000]  在一章十八節說
[00:03:35.000 --> 00:03:39.000]  奈怕我們來理論,雖然你們的罪惡諸紅
[00:03:39.000 --> 00:03:43.000]  我卻要使你們像雪一樣的潔白
[00:03:43.000 --> 00:03:45.000]  雖然你們的罪惡深紅
[00:03:45.000 --> 00:03:49.000]  我卻要使你們跟羊毛一樣的白
[00:03:49.000 --> 00:03:51.000]  這個承諾當然是有條件的
[00:03:51.000 --> 00:03:55.000]  是要人民願意悔改
[00:03:55.000 --> 00:03:58.000]  服從主才可能有的
[00:03:58.000 --> 00:04:02.000]  第二章裡面都有盼望和忠告的信息
[00:04:02.000 --> 00:04:04.000]  但是來到第五章的時候
[00:04:04.000 --> 00:04:08.000]  是完全沒有的
[00:04:08.000 --> 00:04:11.000]  只有責備和預言
[00:04:11.000 --> 00:04:15.000]  猶太人將會被捕的懲罰
[00:04:15.000 --> 00:04:18.000]  所以如果我們看這三個信息
[00:04:18.000 --> 00:04:19.000]  第一章的信息
[00:04:19.000 --> 00:04:21.000]  第二至第四章的信息
[00:04:21.000 --> 00:04:24.000]  然後到第五章這三段的信息
[00:04:24.000 --> 00:04:27.000]  可以說是一個比一個嚴厲
[00:04:27.000 --> 00:04:29.000]  有些好像音樂裡面的
[00:04:29.000 --> 00:04:31.000]  逐漸大聲
[00:04:31.000 --> 00:04:34.000]  愈來愈大聲
[00:05:01.000 --> 00:05:04.000]  我們先看第一節葡萄園之歌
[00:05:04.000 --> 00:05:07.000]  第一節的經文其實是有些特別的
[00:05:07.000 --> 00:05:10.000]  我們要再讀一次
[00:05:10.000 --> 00:05:14.000]  聽我為我所親愛的唱一首歌
[00:05:14.000 --> 00:05:17.000]  一首關於我所愛的和他的葡萄園的歌
[00:05:17.000 --> 00:05:20.000]  在肥沃的小山上
[00:05:20.000 --> 00:05:23.000]  我所愛的開闢了一個葡萄園
[00:05:23.000 --> 00:05:26.000]  這節經文其實提到有兩個人物
[00:05:26.000 --> 00:05:31.000]  代名詞就是我
[00:05:31.000 --> 00:05:34.000]  另外一個代名詞形容詞就是我所親愛的
[00:05:34.000 --> 00:05:37.000]  看到葡萄園的時候是說
[00:05:37.000 --> 00:05:40.000]  我所愛的和他的葡萄園
[00:05:40.000 --> 00:05:42.000]  並不是我的葡萄園
[00:05:42.000 --> 00:05:44.000]  是我所愛的和他的葡萄園
[00:05:44.000 --> 00:05:48.000]  我們要問誰是我呢
[00:05:48.000 --> 00:05:50.000]  我是誰呢
[00:05:50.000 --> 00:05:54.000]  然後要問我所親愛的又是誰呢
[00:05:54.000 --> 00:05:56.000]  是指誰呢
[00:05:56.000 --> 00:05:59.000]  葡萄園又代表什麼呢
[00:05:59.000 --> 00:06:04.000]  從下文的第七節我們可以找到答案
[00:06:04.000 --> 00:06:07.000]  葡萄園就是指以色列人
[00:06:07.000 --> 00:06:09.000]  種葡萄園的
[00:06:09.000 --> 00:06:12.000]  培育葡萄園的就是上主
[00:06:12.000 --> 00:06:16.000]  我只有一個可能性
[00:06:16.000 --> 00:06:19.000]  就是指先知以塞亞
[00:06:19.000 --> 00:06:22.000]  我覺得這節經文最特別的地方就是
[00:06:22.000 --> 00:06:28.000]  以塞亞稱呼上主做我所親愛的
[00:06:28.000 --> 00:06:32.000]  另外有兩次是我所愛的
[00:06:32.000 --> 00:06:36.000]  一節經文出現了三次這麼親切的形容
[00:06:36.000 --> 00:06:40.000]  表達出以塞亞先知和上主
[00:06:40.000 --> 00:06:43.000]  是有一個很親密的關係
[00:06:43.000 --> 00:06:46.000]  是我們應該學習的
[00:06:46.000 --> 00:06:51.000]  上帝是不是我們所親愛的那一位呢
[00:06:51.000 --> 00:06:53.000]  還是上帝只是一個概念
[00:06:53.000 --> 00:06:55.000]  一個抽象的概念
[00:06:55.000 --> 00:06:59.000]  上帝是負責創造世界和人類
[00:06:59.000 --> 00:07:02.000]  後來人犯罪又派獨生子來拯救我們
[00:07:02.000 --> 00:07:05.000]  凡信耶穌的人可以成為上帝的兒女
[00:07:05.000 --> 00:07:09.000]  死後可以去天堂
[00:07:09.000 --> 00:07:13.000]  如果這就是我們的信仰
[00:07:13.000 --> 00:07:16.000]  只不過是一種知識
[00:07:16.000 --> 00:07:21.000]  我們還沒有進入信仰的大門
[00:07:21.000 --> 00:07:26.000]  還沒有從上帝建立一個愛的關係
[00:07:26.000 --> 00:07:35.000]  而愛的關係才是上帝要拯救我們的重要目的
[00:07:35.000 --> 00:07:37.000]  所以主耶穌曾經說
[00:07:37.000 --> 00:07:40.000]  他說「戒命瓶哪條最大?」
[00:07:40.000 --> 00:07:45.000]  「你要全心全情全意愛主你的上帝」
[00:07:45.000 --> 00:07:50.000]  我們繼續思想葡萄園的比喻
[00:07:50.000 --> 00:07:55.000]  葡萄其實是古代近東的主要出產
[00:07:55.000 --> 00:08:03.000]  因此那時候很多農夫都知道怎樣去照料葡萄園
[00:08:03.000 --> 00:08:08.000]  以色列有很多石的山區
[00:08:08.000 --> 00:08:15.000]  在那些地方種植時要保持水份才能結出理想的果實
[00:08:15.000 --> 00:08:20.000]  農夫一般會選定一個地點開闢葡萄園
[00:08:20.000 --> 00:08:22.000]  要清除石頭
[00:08:22.000 --> 00:08:30.000]  清除石頭後就要用石頭砌成梯田的形式
[00:08:30.000 --> 00:08:33.000]  防止水土流失
[00:08:33.000 --> 00:08:39.000]  他亦會用石頭建造一座小房子或守望塔
[00:08:39.000 --> 00:08:41.000]  第二次經文也提到這些
[00:08:41.000 --> 00:08:44.000]  到接近收成的時候
[00:08:44.000 --> 00:08:47.000]  就可以保護葡萄
[00:08:47.000 --> 00:08:52.000]  以免野獸或飛鳥來吃原子的果實
[00:08:52.000 --> 00:08:55.000]  所以我看到第二次的時候
[00:08:55.000 --> 00:08:59.000]  為何種葡萄要建造一個瞭望台呢?
[00:08:59.000 --> 00:09:02.000]  幾天前我在預備講道的時候
[00:09:02.000 --> 00:09:05.000]  我就開始了解這件事
[00:09:05.000 --> 00:09:08.000]  因為我看到我的後院
[00:09:08.000 --> 00:09:10.000]  後院有一棵檸檬樹
[00:09:10.000 --> 00:09:16.000]  那天突然有一隻鸚鵡飛到那棵檸檬樹上
[00:09:16.000 --> 00:09:21.000]  站在那裡啄我的葉和檸檬
[00:09:21.000 --> 00:09:23.000]  我就沒有留意
[00:09:23.000 --> 00:09:24.000]  就繼續工作
[00:09:24.000 --> 00:09:25.000]  怎料做了一會兒之後
[00:09:25.000 --> 00:09:28.000]  那隻鸚鵡還在那棵樹上
[00:09:28.000 --> 00:09:31.000]  我頂不住就下去趕牠走
[00:09:31.000 --> 00:09:34.000]  趕走牠之後就撿回地上的檸檬
[00:09:34.000 --> 00:09:36.000]  一共有十三隻檸檬
[00:09:36.000 --> 00:09:38.000]  都被牠啄了一個洞
[00:09:38.000 --> 00:09:40.000]  牠啄了掉在地上
[00:09:40.000 --> 00:09:41.000]  牠又不啄
[00:09:41.000 --> 00:09:43.000]  牠繼續找第二隻
[00:09:43.000 --> 00:09:46.000]  你有沒有這樣?
[00:09:46.000 --> 00:09:47.000]  所以我明白
[00:09:47.000 --> 00:09:48.000]  感謝主
[00:09:48.000 --> 00:09:53.000]  為何種葡萄要建造一座高樓做瞭望台呢?
