
[00:00:00.000 --> 00:00:01.800]  請我們一同禱告
[00:00:01.800 --> 00:00:05.600]  我們再將這段時間求廚帶領我們
[00:00:05.600 --> 00:00:09.500]  天父我們願意聖靈開啟我們的眼睛
[00:00:09.500 --> 00:00:13.500]  打開我們內心的耳朵
[00:00:13.500 --> 00:00:15.400]  聆聽祢自己的話語
[00:00:15.400 --> 00:00:18.100]  以致我們的生命得到更新
[00:00:18.100 --> 00:00:21.200]  幫助我們檢視我們自己的生命
[00:00:21.200 --> 00:00:25.700]  祈禱奉主耶穌基督的名 阿們
[00:00:25.700 --> 00:00:28.800]  在二十世紀有一位人物
[00:00:28.800 --> 00:00:31.700]  大家應該都會留意聽到
[00:00:31.700 --> 00:00:34.900]  斯泰林(Stalin)
[00:00:34.900 --> 00:00:39.100]  斯泰林在當時是一個
[00:00:39.100 --> 00:00:42.500]  全蘇聯的獨裁者
[00:00:42.500 --> 00:00:46.600]  一個鐵腕很強的人
[00:00:46.600 --> 00:00:49.900]  原來如果看回他的生平
[00:00:49.900 --> 00:00:51.600]  原來他年輕的時候
[00:00:51.600 --> 00:00:54.900]  他是去過讀神學院的
[00:00:54.900 --> 00:00:58.600]  並且預備自己做一個傳道人
[00:00:58.600 --> 00:01:03.200]  後來聽到一些當時的時代思潮
[00:01:03.200 --> 00:01:05.700]  譬如是進化論
[00:01:05.700 --> 00:01:08.000]  又或者在教義裏面
[00:01:08.000 --> 00:01:09.300]  一些難以明白的
[00:01:09.300 --> 00:01:10.800]  譬如苦難的問題
[00:01:10.800 --> 00:01:12.000]  他覺得通不過
[00:01:12.000 --> 00:01:14.000]  結果他就放棄這個信仰
[00:01:14.000 --> 00:01:15.000]  甚至乎變成一個
[00:01:15.000 --> 00:01:19.200]  非常憎恨所有宗教的一個人
[00:01:19.200 --> 00:01:20.400]  就是因為這樣的緣故
[00:01:20.400 --> 00:01:28.400]  所以列寧就成為他下一任的領袖
[00:01:28.400 --> 00:01:31.100]  他把持了一段很長的時間
[00:01:31.100 --> 00:01:34.400]  斯泰林這個字不是他的真名
[00:01:34.400 --> 00:01:38.200]  斯泰林這個字是當時的人給他的
[00:01:38.200 --> 00:01:40.400]  即是說斯泰林這個名字
[00:01:40.400 --> 00:01:42.400]  即是說鋼的意思
[00:01:42.400 --> 00:01:44.700]  即是鐵鋼的鋼
[00:01:44.700 --> 00:01:46.200]  就代表他的心
[00:01:46.200 --> 00:01:49.000]  原來有人說他是非常之剛硬的
[00:01:49.000 --> 00:01:51.900]  他的意志是很強的
[00:01:51.900 --> 00:01:57.800]  但是後來連列寧也後悔
[00:01:57.800 --> 00:02:00.800]  找了他來做這個工作
[00:02:00.800 --> 00:02:02.200]  當他死的時候
[00:02:02.200 --> 00:02:03.800]  他做了一個最後的手勢
[00:02:03.800 --> 00:02:05.100]  就是拿著拳頭
[00:02:05.100 --> 00:02:06.600]  這個緊握的拳頭
[00:02:06.600 --> 00:02:12.300]  好像向神去做一個最後的示威
[00:02:12.300 --> 00:02:15.200]  斯泰林的心真是很剛硬
[00:02:15.200 --> 00:02:17.800]  甚至乎很冷酷
[00:02:17.800 --> 00:02:18.800]  我們聽到這個人物
[00:02:18.800 --> 00:02:20.000]  有時我們都會問
[00:02:20.000 --> 00:02:23.500]  為甚麼他曾經好像想做傳道人
[00:02:23.500 --> 00:02:25.000]  為甚麼會變成這樣
[00:02:25.000 --> 00:02:26.600]  人裏面他的剛硬
[00:02:26.600 --> 00:02:28.600]  有時我們都難以估計
[00:02:28.600 --> 00:02:30.800]  或許我們每個人心裏面
[00:02:30.800 --> 00:02:32.400]  我們不像斯泰林那樣
[00:02:32.400 --> 00:02:33.800]  但是我們或多或少
[00:02:33.800 --> 00:02:37.600]  都有一種剛硬的心在我們裏面
[00:02:37.600 --> 00:02:41.600]  又或者我們有我們自己的人生的方向
[00:02:41.600 --> 00:02:43.200]  我們有人生的道德標準
[00:02:43.200 --> 00:02:44.600]  我定了這樣就這樣
[00:02:44.600 --> 00:02:46.100]  我有行事為人
[00:02:46.100 --> 00:02:46.800]  我怎樣做呢
[00:02:46.800 --> 00:02:50.100]  我也有我的方法
[00:02:50.100 --> 00:02:52.000]  或者當我們信了主之後
[00:02:52.000 --> 00:02:55.600]  我們雖然說有神的生命在我們裏面
[00:02:55.600 --> 00:02:57.400]  聖靈在我們裏面工作
[00:02:57.400 --> 00:02:59.900]  但是人如果繼續擁有
[00:02:59.900 --> 00:03:03.100]  這個剛硬的心在我們裏面的時候
[00:03:03.100 --> 00:03:04.900]  我們仍然是堅持
[00:03:04.900 --> 00:03:07.400]  我們自己所想做的事的時候
[00:03:07.400 --> 00:03:11.400]  有時蓋過了聖靈在我們心裏面的感動
[00:03:11.400 --> 00:03:15.000]  我們仍然可以做回我們以往的人一樣
