
[00:00:00.000 --> 00:00:02.000]  讓我們一同禱告
[00:00:02.000 --> 00:00:05.000]  親愛的天父 求你繼續與我們同在
[00:00:05.000 --> 00:00:07.000]  在一片聲音的裏面
[00:00:07.000 --> 00:00:09.000]  讓我們都能夠繼續
[00:00:09.000 --> 00:00:14.000]  用全心全意去親近你
[00:00:14.000 --> 00:00:16.000]  和敬拜你
[00:00:16.000 --> 00:00:18.000]  亦都是叫我們去遇見你
[00:00:18.000 --> 00:00:22.000]  禱告交託 奈奉主耶穌基督的明智祈求
[00:00:22.000 --> 00:00:25.000]  多謝主席跟我們去讀了
[00:00:25.000 --> 00:00:28.000]  剛才這一段啟示錄的經文
[00:00:28.000 --> 00:00:32.000]  各位看到啟示錄的經文
[00:00:32.000 --> 00:00:34.000]  不需要驚訝
[00:00:34.000 --> 00:00:36.000]  會講很多奧秘的東西
[00:00:36.000 --> 00:00:38.000]  其實沒有什麼奧秘的東西
[00:00:38.000 --> 00:00:40.000]  也不會在這裏跟各位分享
[00:00:40.000 --> 00:00:42.000]  這個神學家那個神學家
[00:00:42.000 --> 00:00:44.000]  對啟示錄這段經文是怎樣看法
[00:00:44.000 --> 00:00:46.000]  原文又怎樣看法
[00:00:46.000 --> 00:00:50.000]  今天只是做一件事
[00:00:50.000 --> 00:00:54.000]  就是講到教會音樂對我們的影響
[00:00:54.000 --> 00:00:57.000]  我記得有一次坐飛機的時候
[00:00:57.000 --> 00:01:02.000]  機艙服務員把機艙門關上
[00:01:02.000 --> 00:01:06.000]  所有的乘客都已經綁好安全帶
[00:01:06.000 --> 00:01:09.000]  坐得定定
[00:01:09.000 --> 00:01:11.000]  接著有個廣播走出來
[00:01:11.000 --> 00:01:13.000]  那個廣播是什麼呢
[00:01:13.000 --> 00:01:16.000]  他說這架飛機暫時未能起飛
[00:01:16.000 --> 00:01:18.000]  請各位稍等
[00:01:18.000 --> 00:01:20.000]  一稍等的時候
[00:01:20.000 --> 00:01:23.000]  我就留意一下時間
[00:01:23.000 --> 00:01:25.000]  另外一方面
[00:01:25.000 --> 00:01:29.000]  亦留意一下機艙裏面的人的反應
[00:01:29.000 --> 00:01:31.000]  等下等下等下
[00:01:31.000 --> 00:01:34.000]  我計算的時間大概一個小時
[00:01:34.000 --> 00:01:36.000]  在這一個小時裏面
[00:01:36.000 --> 00:01:40.000]  竟然每個人都很平靜
[00:01:40.000 --> 00:01:45.000]  去到等待飛機來起飛
[00:01:45.000 --> 00:01:47.000]  但是在這段時間沒有什麼好做
[00:01:47.000 --> 00:01:49.000]  又不准去廁所
[00:01:49.000 --> 00:01:51.000]  因為不知道什麼時候
[00:01:51.000 --> 00:01:53.000]  飛機離開停機的地方
[00:01:53.000 --> 00:01:55.000]  等了一個小時
[00:01:55.000 --> 00:01:58.000]  除了看到那些人沒有什麼煩躁之外
[00:01:58.000 --> 00:02:00.000]  很安靜
[00:02:00.000 --> 00:02:02.000]  另外一樣我們也發覺到
[00:02:02.000 --> 00:02:03.000]  在機艙裏面
[00:02:03.000 --> 00:02:05.000]  在等待的這段時刻
[00:02:05.000 --> 00:02:08.000]  播放一些很悠揚的音樂
[00:02:08.000 --> 00:02:10.000]  當然有大聲有小聲
[00:02:10.000 --> 00:02:11.000]  有高音低音
[00:02:11.000 --> 00:02:12.000]  有快有慢
[00:02:12.000 --> 00:02:16.000]  這些音樂的元素在裏面
[00:02:16.000 --> 00:02:20.000]  整個過程都是播放這些音樂
[00:02:20.000 --> 00:02:26.000]  這些音樂相信是經過一番研究後
[00:02:26.000 --> 00:02:29.000]  擺放這些音樂出來
[00:02:29.000 --> 00:02:32.000]  讓乘客在等待的時候
[00:02:32.000 --> 00:02:35.000]  不至於感覺到一種煩躁
[00:02:35.000 --> 00:02:43.000]  今天會和各位分享一些聲音
[00:02:43.000 --> 00:02:46.000]  不敢說超越音樂
[00:02:46.000 --> 00:02:50.000]  因為現在有很多東西都牽涉到
[00:02:50.000 --> 00:02:54.000]  在音樂的元素裏面
[00:02:54.000 --> 00:02:55.000]  Rap歌
[00:02:55.000 --> 00:02:58.000]  從頭到尾都可以讀出一些字
[00:02:58.000 --> 00:03:01.000]  但又配了一些背景音樂
[00:03:01.000 --> 00:03:03.000]  又說是一首歌
[00:03:03.000 --> 00:03:06.000]  都不敢說這叫一首歌
[00:03:06.000 --> 00:03:08.000]  這叫音樂
[00:03:08.000 --> 00:03:12.000]  但是總之就是發聲的東西
[00:03:13.000 --> 00:03:16.000]  在人世間有很多非宗教的音樂
[00:03:16.000 --> 00:03:17.000]  是什麼呢
[00:03:17.000 --> 00:03:20.000]  他們所創作出來的目的是什麼呢
[00:03:20.000 --> 00:03:22.000]  第一件事比較高尚一點
[00:03:22.000 --> 00:03:24.000]  就是抒發個人的感情
[00:03:24.000 --> 00:03:27.000]  當我記得我第一次買黑膠碟的時候
[00:03:27.000 --> 00:03:31.000]  就買柴可夫斯基的悲創交響曲
[00:03:31.000 --> 00:03:33.000]  那時候很小
[00:03:33.000 --> 00:03:35.000]  但是雖然是小
[00:03:35.000 --> 00:03:37.000]  第一次接觸交響曲
[00:03:37.000 --> 00:03:39.000]  一聽起來
[00:03:39.000 --> 00:03:41.000]  這些這麼哀怨尤人
[00:03:41.000 --> 00:03:43.000]  那時候不知道
[00:03:43.000 --> 00:03:45.000]  悲創交響曲怎樣悲創
[00:03:45.000 --> 00:03:47.000]  最後就查一查歷史
[00:03:47.000 --> 00:03:50.000]  原來是有這樣的背景
[00:03:50.000 --> 00:03:53.000]  怪不得裏面的旋律
[00:03:53.000 --> 00:03:57.000]  尤其是有一個樂章叫對走
[00:03:57.000 --> 00:03:59.000]  對什麼
[00:03:59.000 --> 00:04:06.000]  那個很表現出那種無奈
[00:04:06.000 --> 00:04:08.000]  對人生的那種悲嘆
[00:04:08.000 --> 00:04:10.000]  抒發一種感情
[00:04:10.000 --> 00:04:13.000]  但是另一種不是抒發感情
[00:04:13.000 --> 00:04:14.000]  是搵食的
[00:04:14.000 --> 00:04:16.000]  一些廣告歌
[00:04:16.000 --> 00:04:17.000]  拿來搵食的
[00:04:17.000 --> 00:04:20.000]  或者是一些流行歌曲
[00:04:20.000 --> 00:04:23.000]  未必是真的為了創作而創作
[00:04:23.000 --> 00:04:25.000]  而是為了搵食而創作
[00:04:25.000 --> 00:04:28.000]  這些就拿出來了
[00:04:28.000 --> 00:04:31.000]  在這些歌曲裏面
[00:04:31.000 --> 00:04:33.000]  非宗教的歌曲裏面
[00:04:33.000 --> 00:04:35.000]  大部分是什麼呢
[00:04:35.000 --> 00:04:38.000]  都是講愛情的
[00:04:38.000 --> 00:04:41.000]  講親情的都有一些
[00:04:41.000 --> 00:04:44.000]  講教育的更加少
[00:04:44.000 --> 00:04:46.000]  過馬路那些
[00:04:46.000 --> 00:04:49.000]  馬路如虎口
