
[00:00:00.000 --> 00:00:02.780]  好,我們很感謝 Francis 為我們做這個見證
[00:00:02.780 --> 00:00:05.760]  最近發生這幾個禮拜
[00:00:05.760 --> 00:00:08.360]  忽然之間
[00:00:08.360 --> 00:00:10.760]  沒有計劃,沒有想到
[00:00:10.760 --> 00:00:15.700]  但是有時死亡的陰影就會籠罩我們
[00:00:15.700 --> 00:00:17.440]  我們個個都知道
[00:00:17.440 --> 00:00:19.100]  沒有一個人能夠可以
[00:00:19.100 --> 00:00:22.140]  預計明天,是吧?
[00:00:22.140 --> 00:00:26.100]  但是正如今天師母帶領我們所唱的詩歌
[00:00:26.100 --> 00:00:27.060]  「恩主活著」
[00:00:27.060 --> 00:00:29.700]  我們就知道是誰掌管
[00:00:29.700 --> 00:00:30.580]  我們的未來
[00:00:30.580 --> 00:00:33.000]  更重要的不單只是明天
[00:00:33.000 --> 00:00:36.840]  是關乎到我們永生、永死
[00:00:36.840 --> 00:00:39.520]  究竟我們離開這個世界會去哪裏
[00:00:39.520 --> 00:00:40.400]  這些問題
[00:00:40.400 --> 00:00:43.900]  今天我們也再一次透過
[00:00:43.900 --> 00:00:45.140]  復活節的主人
[00:00:45.140 --> 00:00:47.660]  我們能夠可以彼此提醒
[00:00:47.660 --> 00:00:48.960]  這位
[00:00:48.960 --> 00:00:51.740]  勝過死亡、復活的救主
[00:00:51.740 --> 00:00:53.940]  對我們人生是多麼重要
[00:00:53.940 --> 00:00:55.940]  我們再一次做一個祈禱
[00:00:55.940 --> 00:00:57.620]  我們就開始今天的訊息
[00:01:00.700 --> 00:01:02.440]  天父,我們感謝祢
[00:01:02.440 --> 00:01:07.440]  因為祢掌管我們的生命
[00:01:07.440 --> 00:01:10.580]  祢更加掌管我們的明天
[00:01:10.580 --> 00:01:14.300]  掌管我們前面人生
[00:01:14.300 --> 00:01:16.140]  甚至去到永恆的道路
[00:01:16.140 --> 00:01:18.900]  主,但是祢給我們選擇
[00:01:18.900 --> 00:01:22.780]  讓我們能夠可以選擇跟從祢
[00:01:22.780 --> 00:01:24.100]  就好像今天
[00:01:24.100 --> 00:01:26.980]  我們有兩位弟兄姊妹接受洗禮一樣
[00:01:27.480 --> 00:01:32.900]  他們選擇接受祢、跟從祢、偉生於祢
[00:01:32.900 --> 00:01:36.020]  這真是我們每一位基督徒
[00:01:36.020 --> 00:01:40.260]  最寶貴、最有價值人生的抉擇
[00:01:40.260 --> 00:01:41.540]  我們感謝祢
[00:01:41.540 --> 00:01:43.080]  不是因為我們選擇
[00:01:43.080 --> 00:01:44.940]  是因為祢揀選我們
[00:01:44.940 --> 00:01:48.300]  是因為祢的恩典和憐憫
[00:01:48.300 --> 00:01:49.500]  臨到我們身上
[00:01:49.500 --> 00:01:53.540]  好讓我們今天不拒絕祢的恩典
[00:01:53.540 --> 00:01:56.240]  願意接受祢給我們跟從
[00:01:56.240 --> 00:01:59.340]  願意接受祢給我們的恩典和簡說
[00:01:59.340 --> 00:02:04.940]  讓我們能夠可以藉著基督復活的大能的應許
[00:02:04.940 --> 00:02:07.340]  能夠過一過新的人生
[00:02:07.340 --> 00:02:09.340]  充滿盼望的人生
[00:02:09.340 --> 00:02:13.340]  反映祢的能力在我們身上的人生
[00:02:13.340 --> 00:02:15.340]  主,多謝祢聽我們禱告
[00:02:15.340 --> 00:02:16.740]  奉耶穌基督的名
[00:02:16.740 --> 00:02:17.740]  下門
[00:02:17.740 --> 00:02:22.740]  今天我們因為復活節
[00:02:22.740 --> 00:02:24.740]  所以我們看一看另外一段經文
[00:02:24.740 --> 00:02:26.340]  就不在舊約了
[00:02:26.340 --> 00:02:29.740]  這是彼得前書一章三到九節的經文
[00:02:29.740 --> 00:02:32.740]  彼得前書是誰寫的?
[00:02:32.740 --> 00:02:34.740]  使徒彼得寫的
[00:02:34.740 --> 00:02:36.740]  如果我們說
[00:02:36.740 --> 00:02:40.740]  基督教的信仰最重要的元素是什麼呢?
[00:02:40.740 --> 00:02:44.740]  我相信我們每一位
[00:02:44.740 --> 00:02:46.740]  或者我們是基督徒
[00:02:46.740 --> 00:02:48.740]  或者甚至不是基督徒都聽過
[00:02:48.740 --> 00:02:51.740]  其實這個就是一個很重要的信息
[00:02:51.740 --> 00:02:54.740]  耶穌基督是一位復活的主
[00:02:54.740 --> 00:02:59.740]  今天我們所信的不是一個宗教的教主
[00:02:59.740 --> 00:03:01.740]  我們所信的是一位
[00:03:01.740 --> 00:03:04.740]  聖過死亡復活的真神
[00:03:04.740 --> 00:03:06.740]  這位的救主
[00:03:06.740 --> 00:03:07.740]  聖經這樣說
[00:03:07.740 --> 00:03:09.740]  它說:若基督沒有復活
[00:03:09.740 --> 00:03:12.740]  我們的信便是枉然
[00:03:12.740 --> 00:03:15.740]  你們仍在罪裡
[00:03:15.740 --> 00:03:16.740]  這個很清楚
[00:03:16.740 --> 00:03:18.740]  在彼得前書提醒
[00:03:18.740 --> 00:03:20.740]  我們今天的信仰
[00:03:20.740 --> 00:03:24.740]  我們如果信一位沒有復活的基督
[00:03:24.740 --> 00:03:28.740]  我們的信便是好像其他宗教一樣
[00:03:28.740 --> 00:03:30.740]  所有其他宗教都是一樣
[00:03:30.740 --> 00:03:33.740]  他們可以信的是人
[00:03:33.740 --> 00:03:38.740]  或者是人製造出來的一個理念
[00:03:38.740 --> 00:03:40.740]  或者一個假的神
[00:03:40.740 --> 00:03:42.740]  但是耶穌基督復活
[00:03:42.740 --> 00:03:44.740]  我們的信便不是枉然
[00:03:44.740 --> 00:03:45.740]  如果耶穌基督沒有復活
[00:03:45.740 --> 00:03:49.740]  我們的罪仍然沒有辦法去清除
[00:03:49.740 --> 00:03:51.740]  我們仍然與神隔絕
[00:03:51.740 --> 00:03:53.740]  這就是何等重要
[00:03:53.740 --> 00:03:55.740]  不知道大家有沒有看過
[00:03:55.740 --> 00:03:56.740]  一部電影叫做
[00:03:56.740 --> 00:03:58.740]  Passion of the Christ
[00:03:58.740 --> 00:03:59.740]  好多年前了
[00:03:59.740 --> 00:04:01.740]  誰看過?
[00:04:01.740 --> 00:04:03.740]  這麼少人看過
[00:04:03.740 --> 00:04:07.740]  這部由Mel Gibson所導演的
[00:04:07.740 --> 00:04:11.740]  一位名導演
[00:04:11.740 --> 00:04:13.740]  基督受難
[00:04:13.740 --> 00:04:14.740]  沒有看過?
[00:04:14.740 --> 00:04:15.740]  真的?
[00:04:15.740 --> 00:04:16.740]  誰看過?現在沒有印象
[00:04:16.740 --> 00:04:17.740]  誰看過?
[00:04:17.740 --> 00:04:21.740]  差不多20年前了
[00:04:21.740 --> 00:04:23.740]  Passion of the Christ
[00:04:23.740 --> 00:04:26.740]  如果大家還記得
[00:04:26.740 --> 00:04:28.740]  它最後一個鏡頭
[00:04:28.740 --> 00:04:30.740]  Passion of the Christ是指耶穌受難
[00:04:30.740 --> 00:04:32.740]  所以耶穌受死
[00:04:32.740 --> 00:04:33.740]  那應該就完結了
[00:04:33.740 --> 00:04:36.740]  但是這部電影最後一個鏡頭
[00:04:36.740 --> 00:04:41.740]  不是停在耶穌受死的鏡頭
[00:04:41.740 --> 00:04:45.740]  它的鏡頭是停在一個空的墳墓裡
[00:04:45.740 --> 00:04:48.740]  證明耶穌是一個復活的主
[00:04:48.740 --> 00:04:50.740]  有人問Mel Gibson
[00:04:50.740 --> 00:04:55.740]  為什麼這個製作要停在這個鏡頭
[00:04:55.740 --> 00:04:57.740]  他說如果沒有的話
[00:04:57.740 --> 00:05:00.740]  故事就未能夠完整
[00:05:00.740 --> 00:05:03.740]  故事就未能夠完整
[00:05:03.740 --> 00:05:06.740]  所以它開始拍第二部
[00:05:06.740 --> 00:05:07.740]  大家有沒有聽過?
[00:05:07.740 --> 00:05:09.740]  它現在拍的一部叫做
[00:05:09.740 --> 00:05:11.740]  The Resurrection of the Christ
[00:05:11.740 --> 00:05:13.740]  即是基督復活
[00:05:13.740 --> 00:05:16.740]  其實已經在去年八月開始拍攝
[00:05:16.740 --> 00:05:23.740]  預計會在明年2027年上映
[00:05:23.740 --> 00:05:26.740]  總共有兩部份的上下集
[00:05:26.740 --> 00:05:29.740]  The Resurrection of the Christ
[00:05:29.740 --> 00:05:34.740]  預計會在2027年3月上映上集
[00:05:34.740 --> 00:05:37.740]  然後2027年5月上映下集
[00:05:37.740 --> 00:05:40.740]  所以期待到明年的時候
[00:05:40.740 --> 00:05:43.740]  我們可以觀賞這部電影
[00:05:43.740 --> 00:05:46.740]  所以在他心目中很清楚
[00:05:46.740 --> 00:05:50.740]  如果只是耶穌受難是未完整的
[00:05:50.740 --> 00:05:55.740]  耶穌復活才是故事的結束
[00:05:55.740 --> 00:05:57.740]  在整本新約的聖經裡
[00:05:57.740 --> 00:06:01.740]  關乎基督耶穌復活的事實
[00:06:01.740 --> 00:06:04.740]  或者說關乎復活的真理
[00:06:04.740 --> 00:06:08.740]  總共有人統計過有150次之多
[00:06:08.740 --> 00:06:13.740]  單單新約27本的書信裡
[00:06:13.740 --> 00:06:16.740]  提到耶穌復活的事實
[00:06:16.740 --> 00:06:18.740]  或者關乎復活的真理
[00:06:18.740 --> 00:06:21.740]  總共有150次之多
[00:06:21.740 --> 00:06:25.740]  可見這是基督教信仰的核心
[00:06:25.740 --> 00:06:27.740]  非常重要
[00:06:27.740 --> 00:06:30.740]  所以今天我們和彼得
[00:06:30.740 --> 00:06:33.740]  就是他其中一位的十二門徒之一
[00:06:33.740 --> 00:06:37.740]  後來所寫的一段回想
[00:06:37.740 --> 00:06:42.740]  和聖靈啟示他成為神的話語的一段真理
[00:06:42.740 --> 00:06:44.740]  讓我們思想
[00:06:44.740 --> 00:06:47.740]  我們看看彼得前書一章
[00:06:47.740 --> 00:06:49.740]  第三到第九節這段經文
[00:06:49.740 --> 00:06:51.740]  我們同聲讀出來好不好
[00:06:51.740 --> 00:06:53.740]  請大家一起讀
[00:06:53.740 --> 00:06:56.740]  願眾贊歸於我們主
[00:06:56.740 --> 00:06:59.740]  耶穌基督的父上帝
[00:06:59.740 --> 00:07:02.740]  他曾照自己的大憐憫
[00:07:02.740 --> 00:07:07.740]  藉耶穌基督從死裡復活
[00:07:07.740 --> 00:07:09.740]  重生了我們
[00:07:09.740 --> 00:07:12.740]  叫我們有活潑的盼望
