
[00:00:00.000 --> 00:00:06.000]  我們讀一段聖經,在真言29章第18節,
[00:00:06.000 --> 00:00:08.000]  我們非常熟悉,我們一通來念來,
[00:00:08.000 --> 00:00:14.000]  沒有異象明就放逝,唯遵守律法的便為有福。
[00:00:14.000 --> 00:00:17.000]  好,我們就讀到這裡。
[00:00:17.000 --> 00:00:19.000]  上禮拜我們牧者領導會當中,
[00:00:19.000 --> 00:00:22.000]  我們特別請到Victor Bianco牧師,
[00:00:22.000 --> 00:00:25.000]  跟我們牧者一起分享信息。
[00:00:25.000 --> 00:00:28.000]  那在Victor Bianco牧師的講道當中,
[00:00:28.000 --> 00:00:31.000]  講了一句話,我覺得是蠻有意思的。
[00:00:31.000 --> 00:00:36.000]  他說,今天不管你在人生當中是有偉大的夢想,
[00:00:36.000 --> 00:00:39.000]  或者是很小的夢想,
[00:00:39.000 --> 00:00:41.000]  或者根本沒有夢想,
[00:00:41.000 --> 00:00:45.000]  你所要付的代價是一樣的。
[00:00:45.000 --> 00:00:48.000]  很有意思,無論你是有偉大的夢想,
[00:00:48.000 --> 00:00:51.000]  很小的夢想,或根本沒有夢想,
[00:00:51.000 --> 00:00:54.000]  你要付的代價是一樣的,
[00:00:54.000 --> 00:00:57.000]  那個代價就是你的生命。
[00:00:57.000 --> 00:01:00.000]  哇,這是很經典的一句話。
[00:01:00.000 --> 00:01:04.000]  換句話說,既然我們每一個人的一生都只有一生可活,
[00:01:04.000 --> 00:01:09.000]  那麼為什麼不讓你能夠擁有一個偉大的夢想呢?
[00:01:09.000 --> 00:01:12.000]  你說牧師,我已經不再年輕了,
[00:01:12.000 --> 00:01:14.000]  我還可以有所夢想嗎?
[00:01:14.000 --> 00:01:16.000]  當然可以。
[00:01:16.000 --> 00:01:20.000]  聖經裡面我們看見亞伯拉罕也不是一個年輕的人了,
[00:01:20.000 --> 00:01:23.000]  但他卻是一個有夢想的人。
[00:01:23.000 --> 00:01:27.000]  當他離開他的家鄉吾爾的時候,
[00:01:27.000 --> 00:01:29.000]  神應許他兩件事情。
[00:01:29.000 --> 00:01:32.000]  第一個神應許他一塊地,
[00:01:32.000 --> 00:01:34.000]  為了這一個夢想,
[00:01:34.000 --> 00:01:36.000]  他離開了他的家鄉。
[00:01:36.000 --> 00:01:38.000]  事實上當他離開家鄉的時候,
[00:01:38.000 --> 00:01:40.000]  聖經很清楚講到說,
[00:01:40.000 --> 00:01:42.000]  請問他知道他要往哪裡去啊?
[00:01:42.000 --> 00:01:43.000]  不知道。
[00:01:43.000 --> 00:01:45.000]  他連往哪裡去都不知道,
[00:01:45.000 --> 00:01:50.000]  他就是憑著心中的夢想向前走。
[00:01:50.000 --> 00:01:54.000]  聖經說,事實上連他死的時候,
[00:01:54.000 --> 00:01:57.000]  他都還沒有能夠得著這塊地。
[00:01:57.000 --> 00:02:00.000]  聖經說他是從遠處望見,
[00:02:00.000 --> 00:02:03.000]  從心裡歡喜迎接,
[00:02:03.000 --> 00:02:06.000]  他一生都沒有得到這塊地。
[00:02:06.000 --> 00:02:09.000]  最後是一直到約書亞的時代,
[00:02:09.000 --> 00:02:12.000]  我們看見他的子孫才開始進入這塊地,
[00:02:12.000 --> 00:02:15.000]  才開始得著這塊地。
[00:02:15.000 --> 00:02:18.000]  我們看見神給他一個應許之地。
[00:02:18.000 --> 00:02:21.000]  第二,神應許他一個兒子。
[00:02:21.000 --> 00:02:22.000]  有一天晚上,
[00:02:22.000 --> 00:02:25.000]  神把他帶到外面去看天上的星星。
[00:02:25.000 --> 00:02:27.000]  神就對他說,
[00:02:27.000 --> 00:02:31.000]  有一天你的子孫上天上的星星這樣的多。
[00:02:31.000 --> 00:02:34.000]  藏王經牧師怎麼解釋這段經文呢?
[00:02:34.000 --> 00:02:36.000]  藏王經牧師解釋說,
[00:02:36.000 --> 00:02:39.000]  當亞伯拉罕抬頭看天上的星星的時候,
[00:02:39.000 --> 00:02:44.000]  忽然間天上的每一顆星變成一個娃娃的臉,
[00:02:44.000 --> 00:02:48.000]  向他說,阿爸,阿爸。
[00:02:48.000 --> 00:02:51.000]  聖經說,所以亞伯拉罕就相信了。
[00:02:51.000 --> 00:02:54.000]  結果神果然給他一個兒子,
[00:02:54.000 --> 00:02:57.000]  他取名叫做以撒。
[00:02:57.000 --> 00:02:59.000]  不但亞伯拉罕是一個夢想的人,
[00:02:59.000 --> 00:03:03.000]  聖經當中我們看見約瑟也是一個夢想的人。
[00:03:03.000 --> 00:03:05.000]  神給他看見一個夢,
[00:03:05.000 --> 00:03:11.000]  在這夢裡面他看見太陽、月亮跟十一顆星都向他下擺。
[00:03:11.000 --> 00:03:15.000]  當然他十一個哥哥聽見都非常的生氣,
[00:03:15.000 --> 00:03:17.000]  所以當你要分享夢想的時候,
[00:03:17.000 --> 00:03:20.000]  要確保你有什麼樣的夢想要分享。
[00:03:20.000 --> 00:03:22.000]  你分享的時機對不對?
[00:03:22.000 --> 00:03:24.000]  後來他哥哥非常的生氣,
[00:03:24.000 --> 00:03:25.000]  怎麼可以做這種夢呢?
[00:03:25.000 --> 00:03:27.000]  就把他賣到埃及去。
[00:03:27.000 --> 00:03:31.000]  雖然他經歷多少的挫折跟苦難,
[00:03:31.000 --> 00:03:37.000]  但這個心中的夢想成為他持續的動力,
[00:03:37.000 --> 00:03:42.000]  讓他不灰心、不失望,直到神為他開路為止。
[00:03:42.000 --> 00:03:44.000]  自從他成為埃及的宰相,
[00:03:44.000 --> 00:03:50.000]  果然他全家從以色列帝到埃及帝向他下拜。
[00:03:50.000 --> 00:03:53.000]  不但聖經當中讓我們看見充滿有夢想的人,
[00:03:53.000 --> 00:03:58.000]  今天我們所處的世代也充滿有夢想的人,不是嗎?
[00:03:58.000 --> 00:04:02.000]  在LA Crystal Cathedral的牧師Robert Schuller,
[00:04:02.000 --> 00:04:06.000]  年輕的時候他同時牧養兩間教會,
[00:04:06.000 --> 00:04:10.000]  一間是在汽車戲院裡面牧養教會,
[00:04:10.000 --> 00:04:12.000]  所以人們開著汽車聽他講道,
[00:04:12.000 --> 00:04:13.000]  坐在汽車聽他講道,
[00:04:13.000 --> 00:04:16.000]  另外一個在一個傳統教會裡面來牧會,
[00:04:16.000 --> 00:04:19.000]  兩邊牧會就非常的疲倦,
[00:04:19.000 --> 00:04:22.000]  有一天他在神面前就有一個夢想,
[00:04:22.000 --> 00:04:27.000]  主要有沒有可能能夠建一個人車兩容的教會?
[00:04:27.000 --> 00:04:30.000]  這在當時是一個非常讓人覺得瘋狂的想法,
[00:04:30.000 --> 00:04:34.000]  怎麼可能有一個人車兩容的教會呢?
[00:04:34.000 --> 00:04:38.000]  但是我們看見當他的夢想持續在那裡禱告的時候,
[00:04:38.000 --> 00:04:40.000]  果然神成就他的夢想,
[00:04:40.000 --> 00:04:43.000]  他建立一個玻璃大教會,
[00:04:43.000 --> 00:04:45.000]  外面的人可以坐在車子裡面,
[00:04:45.000 --> 00:04:47.000]  各自有各自的喇叭,
[00:04:47.000 --> 00:04:51.000]  透過玻璃與教會裡面的人一同來敬拜神,
[00:04:51.000 --> 00:04:52.000]  Hallelujah!
[00:04:52.000 --> 00:04:54.000]  第二點,今天你是屬神的兒女,
[00:04:54.000 --> 00:04:59.000]  你的生命是需要有從神那來的夢想,
[00:04:59.000 --> 00:05:02.000]  因為夢想能夠帶給你人生的方向,
[00:05:02.000 --> 00:05:04.000]  剛才我們的經文講到說,
[00:05:04.000 --> 00:05:05.000]  明沒有意象的話,
[00:05:05.000 --> 00:05:07.000]  明就放逝,
[00:05:07.000 --> 00:05:08.000]  什麼意思呢?
[00:05:08.000 --> 00:05:09.000]  放逝是什麼?
[00:05:09.000 --> 00:05:11.000]  就是沒有方向,
[00:05:11.000 --> 00:05:13.000]  一個人若是沒有意象,
[00:05:13.000 --> 00:05:15.000]  沒有從神那來的夢想,
