
[00:00:00.000 --> 00:00:05.000]  其實整個馬太福音書院,我選讀其中一部份。
[00:00:05.000 --> 00:00:14.000]  這段是從第十九節到第二十四節,甚至是到第三十四節。
[00:00:14.000 --> 00:00:24.000]  這段經文,是耶穌證明了積財寶在天,還是積財寶在地。
[00:00:24.000 --> 00:00:28.000]  講你的眼是好眼,還是壞眼。
[00:00:28.000 --> 00:00:31.000]  你派的是上帝,還是馬門。
[00:00:31.000 --> 00:00:35.000]  你的優先次序是以世務。
[00:00:35.000 --> 00:00:43.000]  你為今日,明日吃什麼,穿什麼,優先,還是實在國度優先。
[00:00:43.000 --> 00:00:47.000]  就將一個角度,天國的視野,擺在我們面前。
[00:00:47.000 --> 00:00:50.000]  叫我們看得清楚。
[00:00:50.000 --> 00:00:52.000]  這個山上寶藏其中一段。
[00:00:52.000 --> 00:00:58.000]  這四段經文,其實在《王家書》都有記載的。
[00:00:58.000 --> 00:01:03.000]  這四段的經文,有些少少的不同。
[00:01:03.000 --> 00:01:07.000]  排列的次序,安放的地方是不同的。
[00:01:07.000 --> 00:01:15.000]  很明顯,馬太將這四段經文,擺在這三上寶藏的這一段裏面。
[00:01:15.000 --> 00:01:19.000]  是需要講明的,主耶穌要告訴荒曹他們的門徒聽。
[00:01:19.000 --> 00:01:22.000]  信奉的國度,我們應該怎樣看。
[00:01:22.000 --> 00:01:27.000]  或者說,我們在上帝的國度裏面,應該要怎樣看我們的人生。
[00:01:27.000 --> 00:01:35.000]  所以,就是給了一個四方面的perspective,視覺給我們看到。
[00:01:35.000 --> 00:01:43.000]  即是一個視覺,要看到它有深度的,有遠短的,有長有闊的,有高的有深的。
[00:01:43.000 --> 00:01:55.000]  我們用這個perspective,即是去影相,應該有深度的,有影深的,又有闊的,有層次的。
[00:01:55.000 --> 00:02:04.000]  將我們的生活擺在我們這個有層次的,在現實的世界裏面,我們怎樣去過一個堅持住的生活呢?
[00:02:04.000 --> 00:02:07.000]  這個四個的視覺,給我們考慮的。
[00:02:07.000 --> 00:02:18.000]  今日我就特別講,要focus,要焦點,即是第二個,波瓣的光,心眼之光,配合我們的元體。
[00:02:18.000 --> 00:02:21.000]  我要明光照耀,講光。
[00:02:21.000 --> 00:02:26.000]  我唔提提你先,我就會再用四個去講光。
[00:02:26.000 --> 00:02:30.000]  上禮拜講我們世界的光,今日講心眼的光。
[00:02:30.000 --> 00:02:34.000]  下禮拜,下一次講相交之光,跟住講待分之光。
[00:02:34.000 --> 00:02:39.000]  大家明白了,這段經文究竟擺在什麼位置當中?
[00:02:39.000 --> 00:02:41.000]  可以講些什麼呢?
[00:02:41.000 --> 00:02:49.000]  我再講講這個,focus翻這段經文,再講一次,廿二節,廿三節。
[00:02:49.000 --> 00:02:52.000]  眼睛,身體的燈。
[00:02:52.000 --> 00:02:56.000]  你的眼睛若明亮,全身就光明。
[00:02:56.000 --> 00:02:59.000]  你的眼睛若昏花,全身就黑暗。
[00:02:59.000 --> 00:03:05.000]  你裏面的光若黑暗了,那黑暗是何等的大呢?
[00:03:05.000 --> 00:03:10.000]  好明顯,這個光的燈,就同世上的光,你的光光正在人前。
[00:03:10.000 --> 00:03:15.000]  你的燈那點在家裏面,燈台上面,是有不同的意思。
[00:03:15.000 --> 00:03:19.000]  這個指什麼呢?是指你的心眼之光。
[00:03:19.000 --> 00:03:32.000]  心眼之光,第一講眼睛,所以用眼睛來比喻我們生命裏面,
[00:03:32.000 --> 00:03:37.000]  我們內在的生命,如何得到光照呢?
[00:03:37.000 --> 00:03:43.000]  我們知道,我們起屋,當然要有窗。
[00:03:43.000 --> 00:03:46.000]  窗是幹什麼的?採光。
[00:03:46.000 --> 00:03:49.000]  這些天然的光射入來。
[00:03:49.000 --> 00:03:58.000]  我們多數都是要看屋的時候,看看那些窗是否向南窗,向東窗還是向西窗,各有考慮的。
[00:03:58.000 --> 00:04:01.000]  我們好似喜歡窗向北的,會凍一些,有黑暗的。
[00:04:01.000 --> 00:04:04.000]  我們要看下,光在哪裏。
[00:04:04.000 --> 00:04:08.000]  起屋要有採光的窗,窗有幾大呢?
[00:04:08.000 --> 00:04:11.000]  是什麼的窗呢?開不開得呢?數緊要。
[00:04:11.000 --> 00:04:15.000]  眼睛就是身體的窗。
[00:04:15.000 --> 00:04:21.000]  用來採光的,讓光能夠從裏面跑進來。
[00:04:21.000 --> 00:04:27.000]  但這個就和世界的光,我們是光照個人前,意思是不同的。
[00:04:27.000 --> 00:04:31.000]  我們的光照個人前,就是我們的發光體的尿尿射出去。
[00:04:31.000 --> 00:04:36.000]  香港都在玩,我們要讓光射入來我們的裏面。
[00:04:36.000 --> 00:04:39.000]  讓光射入來我們的裏面。
[00:04:39.000 --> 00:04:43.000]  看你的身體,你的心裏面,有沒有光。
[00:04:43.000 --> 00:04:51.000]  我們眼睛是靈魂之窗,是身體之窗,是很重要的。
[00:04:51.000 --> 00:04:55.000]  我們個人都有眼的,我們的眼又好眼又壞眼。
[00:04:55.000 --> 00:04:59.000]  我們內在當中,都有些師兄弟。
[00:04:59.000 --> 00:05:04.000]  什麼叫師兄弟呢?就是做過白內障的那些,有沒有?
[00:05:04.000 --> 00:05:11.000]  白內障的那些,很多些師兄弟,那些節目跟著來的,你遲早要做白內障的。
[00:05:11.000 --> 00:05:15.000]  有沒有做過呢?就是我們的師弟、師妹。
[00:05:15.000 --> 00:05:19.000]  做白內障,就吳茶茶。
[00:05:19.000 --> 00:05:23.000]  你覺得吳茶茶的時候,你還會做什麼?
[00:05:23.000 --> 00:05:25.000]  白內障。
[00:05:25.000 --> 00:05:28.000]  有一次,在香港。
[00:05:28.000 --> 00:05:31.000]  出了個車,有個女兒駕駛的。
[00:05:31.000 --> 00:05:33.000]  那個人師母說,你很久沒有駕駛。
[00:05:33.000 --> 00:05:35.000]  駕駛而已,駕駛吃飯而已。
[00:05:35.000 --> 00:05:38.000]  一條公用票,那些女孩子拿一條,然後她要我駕駛。
[00:05:38.000 --> 00:05:42.000]  其實那個大人就不太敢駕駛的了,眼睛都紅了一點。
[00:05:42.000 --> 00:05:46.000]  一個晚上,我駕駛那輛車,根本看不到路,看不到路牌,
[00:05:46.000 --> 00:05:49.000]  門鐘一打開,兩個人就死了。
[00:05:49.000 --> 00:05:52.000]  原來我白內障的,血清幾嚴重的。
[00:05:52.000 --> 00:05:56.000]  那要怎麼樣?要去做手術囉。
[00:05:56.000 --> 00:05:59.000]  眼睛不明亮嘛,白內障。
[00:05:59.000 --> 00:06:00.000]  看不到東西了。
[00:06:00.000 --> 00:06:02.000]  那眼睛有些好眼,有壞眼鏡。
[00:06:02.000 --> 00:06:04.000]  有一隻好一點的,壞一點的。
[00:06:04.000 --> 00:06:10.000]  一隻深一點的,淺一點的,有些顯示「whatever」啦。
[00:06:10.000 --> 00:06:13.000]  那當然是有的啦,都是有些好眼壞眼的啦。
[00:06:13.000 --> 00:06:20.000]  那遲早都要面對這個問題,我們的眼睛的狀況,究竟是不是一個好眼壞眼呢?
[00:06:20.000 --> 00:06:25.000]  那如果用這個眼來表現你的生活裏面的彩光,
[00:06:25.000 --> 00:06:31.000]  而這個叫生活的眼,不是指肉體的眼,是指生活的眼。
[00:06:31.000 --> 00:06:35.000]  上文已經講到,你的心在那裏,財寶在天。
[00:06:35.000 --> 00:06:39.000]  做個心,講到你的眼,然後眼又講到心裏,
[00:06:39.000 --> 00:06:43.000]  然後下面又講到你的心力,屬於這個主,你的心。
[00:06:43.000 --> 00:06:49.000]  所以這個眼心,其實就是講你的生命,你的心,是怎麼樣的狀況。
[00:06:49.000 --> 00:06:53.000]  那這個彩光好重要的,我們要看到東西,
[00:06:53.000 --> 00:06:55.000]  要有光才看到東西啦。
[00:06:55.000 --> 00:06:58.000]  我們要清楚明白,我們的生命要靠什麼呢?
[00:06:58.000 --> 00:06:59.000]  要靠神的懷疑啦。
[00:06:59.000 --> 00:07:03.000]  詩篇第一百一十九篇,是很出名的一首詩篇,好長的。
[00:07:03.000 --> 00:07:06.000]  那它講神的懷疑的,一百一十九篇。
[00:07:06.000 --> 00:07:10.000]  好多編文呢,金句呢,大家都識字的啦。
[00:07:10.000 --> 00:07:13.000]  大家可不可以識到,一百一十九篇的第十節呀?
[00:07:13.000 --> 00:07:15.000]  唔識呢,你可以撇開睇嘅。
[00:07:15.000 --> 00:07:23.000]  詩篇第一百一十九篇,第十節。
[00:07:28.000 --> 00:07:31.000]  第十八節呀。
[00:07:31.000 --> 00:07:49.000]  其實上禮拜我師伯唱首歌,應該今日唱到最後。
[00:07:49.000 --> 00:07:51.000]  貼題就是「開開你的眼睛」嘛,是不是?
[00:07:51.000 --> 00:07:53.000]  使我能夠看見。
[00:07:53.000 --> 00:07:57.000]  求神開開你的眼睛,使你能夠看到祂的脈法中的奇妙。
[00:07:57.000 --> 00:08:01.000]  我們要一心去尋求,心啊,去尋求,是不是?
