
[00:00:00.000 --> 00:00:04.520]  丁子妹,當我們讀這段經文時
[00:00:04.520 --> 00:00:07.520]  有甚麼感受或感覺?
[00:00:07.520 --> 00:00:11.120]  大家還記不記得第六章?
[00:00:11.120 --> 00:00:18.000]  第一次聽我今年說《若書雅記》的《請舉一舉手》
[00:00:18.000 --> 00:00:20.600]  真的有人第一次聽
[00:00:20.600 --> 00:00:22.080]  第七章已經說了
[00:00:22.080 --> 00:00:23.680]  第六章說到甚麼呢?
[00:00:23.680 --> 00:00:25.440]  如果翻開聖經是很簡單的
[00:00:25.440 --> 00:00:30.200]  或者去到二十七節,其實二十四節至六章二十四
[00:00:30.200 --> 00:00:33.240]  在第七章一節旁邊就是了
[00:00:33.240 --> 00:00:34.640]  如果你翻開聖經的話
[00:00:34.640 --> 00:00:38.600]  第六章二十四至二十六節是全城毀滅
[00:00:38.600 --> 00:00:41.120]  是在說耶利哥,然後六章二十七節
[00:00:41.120 --> 00:00:43.720]  最後那句是這樣說
[00:00:43.720 --> 00:00:48.920]  若書雅名聲全遍全地,在迦南地,在耶利哥
[00:00:48.920 --> 00:00:53.400]  當領袖百姓都去信服神的時候
[00:00:54.320 --> 00:00:55.560]  都去聽神說
[00:00:55.560 --> 00:00:59.400]  告訴他們按主的旨意,心意而行的時候
[00:00:59.400 --> 00:01:02.920]  耶利哥城,他們不需要花力
[00:01:02.920 --> 00:01:07.040]  聽說第七天行七次,城就倒塌
[00:01:07.040 --> 00:01:12.480]  來到這裡,第七章開始
[00:01:12.480 --> 00:01:15.960]  第一節就知道為何他們失敗
[00:01:15.960 --> 00:01:22.920]  第一節就知道為何他們攻打艾城的時候會失敗
[00:01:24.160 --> 00:01:27.160]  就是說以色列人在當滅之物上犯罪
[00:01:27.160 --> 00:01:30.120]  然後說猶大支派裡面
[00:01:30.120 --> 00:01:33.920]  謝拉的曾孫、撒底的孫、加米的兒子阿干
[00:01:33.920 --> 00:01:35.240]  取了當滅之物
[00:01:35.240 --> 00:01:40.240]  然後說他們的怒氣就向以色列人發作
[00:01:40.240 --> 00:01:43.720]  弟兄姊妹,原來在當日裡面
[00:01:43.720 --> 00:01:46.440]  每次說都是整個家族、整個支派
[00:01:46.440 --> 00:01:49.480]  一個人犯罪,如果影響全家
[00:01:49.480 --> 00:01:52.120]  影響全家族、全支派的時候
[00:01:53.640 --> 00:01:55.360]  連你父親的名字都數出來
[00:01:55.360 --> 00:01:57.960]  連你爺爺的名字都數出來
[00:01:57.960 --> 00:02:01.560]  連你曾祖父的名字都數出來
[00:02:01.560 --> 00:02:08.440]  謝拉的曾孫、撒底的孫、加米的兒子阿干
[00:02:08.440 --> 00:02:10.640]  取了當滅之物
[00:02:10.640 --> 00:02:15.000]  弟兄姊妹,為攻耶利哥之後要攻取艾城
[00:02:15.000 --> 00:02:17.760]  其實都不難的,只要聽話就可以了
[00:02:17.760 --> 00:02:20.840]  但是他們贏了耶利哥城之後
[00:02:20.840 --> 00:02:27.640]  百姓沒有完全按約書亞在神裡面得到的指引
[00:02:27.640 --> 00:02:31.920]  他們取了當滅之物
[00:02:31.920 --> 00:02:36.080]  其實弟兄姊妹,你和我都是屬主耶穌基督的人
[00:02:36.080 --> 00:02:38.520]  我們一輩子都是學一件事
[00:02:38.520 --> 00:02:41.440]  我們怎樣去順服神、聽神的說話
[00:02:41.440 --> 00:02:46.920]  弟兄姊妹,在這一段裡面
[00:02:47.440 --> 00:02:51.200]  他們曾經知道在耶利哥城城中一切
[00:02:51.200 --> 00:02:54.160]  除了拉合一家就要消滅
[00:02:54.160 --> 00:02:56.480]  金和銀都歸聖殿
[00:02:56.480 --> 00:02:59.440]  但是阿干取了當滅之物
[00:02:59.440 --> 00:03:02.760]  原來這一段是關乎順服
[00:03:02.760 --> 00:03:05.720]  順服的裡面,神有祂的心意
[00:03:05.720 --> 00:03:08.040]  去到艱難之地
[00:03:08.040 --> 00:03:10.800]  以文化的裡面有不乾淨的地方
[00:03:10.800 --> 00:03:11.920]  不聖潔的地方
[00:03:11.920 --> 00:03:15.000]  可能對整個民族會有影響的時間
[00:03:15.320 --> 00:03:18.760]  就會很影響他們對神敬拜的信傳
[00:03:18.760 --> 00:03:22.600]  這就是一個不可以忽視的信仰根本
[00:03:22.600 --> 00:03:26.520]  不可以忽視的信仰根本
[00:03:26.520 --> 00:03:30.240]  弟兄姊妹,我們就要去學
[00:03:30.240 --> 00:03:32.400]  原來我們面對誘惑的時候
[00:03:32.400 --> 00:03:34.360]  我們不能夠節制、不能夠控制
[00:03:34.360 --> 00:03:36.000]  因為我們欲念的時間
[00:03:36.000 --> 00:03:37.920]  我們就很糟糕
[00:03:37.920 --> 00:03:40.200]  不單是影響你
[00:03:40.200 --> 00:03:42.400]  可能影響一家
[00:03:43.200 --> 00:03:47.080]  可能影響整個會眾、信仰群體
[00:03:47.080 --> 00:03:50.200]  阿干犯罪
[00:03:50.200 --> 00:03:54.960]  就以色列墨拜酒埋聖
[00:03:54.960 --> 00:03:58.280]  阿干拿了當滅之物
[00:03:58.280 --> 00:04:00.200]  就成為一個禍根
[00:04:00.200 --> 00:04:03.640]  然後牽涉了猶大整個支派
[00:04:03.640 --> 00:04:07.000]  然後牽涉到他借拉整個家族
[00:04:07.000 --> 00:04:11.640]  但是迦南戰士不單是打耶利國
[00:04:12.520 --> 00:04:14.040]  繼續要打下去的時候
[00:04:14.040 --> 00:04:17.160]  去打艾城
[00:04:17.160 --> 00:04:20.720]  艾城相對上比耶利國是一個小的城市
[00:04:20.720 --> 00:04:21.800]  一樣
[00:04:21.800 --> 00:04:23.520]  打仗之前
[00:04:23.520 --> 00:04:25.200]  當然要派探子
[00:04:25.200 --> 00:04:25.960]  第二節
[00:04:25.960 --> 00:04:30.240]  從耶利國派人去到伯特利東邊
[00:04:30.240 --> 00:04:32.240]  然後靠近艾城的地方
[00:04:32.240 --> 00:04:34.000]  就對你們上去窺探
[00:04:34.000 --> 00:04:35.320]  探子怎樣回報呢?
[00:04:35.320 --> 00:04:38.600]  他們就回到約書亞港
[00:04:38.600 --> 00:04:41.520]  眾百姓都不要上去
[00:04:41.520 --> 00:04:42.320]  不需要上去
[00:04:42.720 --> 00:04:43.840]  兩三千人就可以了
[00:04:43.840 --> 00:04:45.200]  又或者另一些的翻譯
[00:04:45.200 --> 00:04:46.800]  兩三隊人上去就可以了
[00:04:46.800 --> 00:04:50.040]  不要勞動眾百姓上去
[00:04:50.040 --> 00:04:51.280]  因為他們人少
[00:04:51.280 --> 00:04:52.720]  艾城的人少
[00:04:52.720 --> 00:04:56.440]  於是百姓裡面三千人上去
[00:04:56.440 --> 00:05:00.600]  但他們竟在艾城人面前逃跑
[00:05:00.600 --> 00:05:04.440]  贏了一場仗
[00:05:04.440 --> 00:05:06.120]  心裡是不是很紅?
[00:05:06.120 --> 00:05:08.400]  贏了耶利國城
[00:05:08.400 --> 00:05:09.880]  原來這麼簡單
[00:05:09.880 --> 00:05:12.400]  是不是很開心?
[00:05:13.520 --> 00:05:15.880]  你有沒有嘗試過成功?
[00:05:15.880 --> 00:05:19.240]  成功的時候你心裡有什麼感覺?
[00:05:19.240 --> 00:05:21.680]  接著很容易
[00:05:21.680 --> 00:05:26.160]  在這一段
[00:05:26.160 --> 00:05:29.720]  第四節沒有提到約書亞帶領他們
[00:05:29.720 --> 00:05:30.760]  然後去到第五節
[00:05:30.760 --> 00:05:35.400]  艾城的人擊殺約三十六人
[00:05:35.400 --> 00:05:36.840]  我就想
[00:05:36.840 --> 00:05:40.520]  兩三千人殺三十六人也不是很多
[00:05:40.520 --> 00:05:42.400]  大概是百分之一
[00:05:43.200 --> 00:05:45.040]  可能數的人數
[00:05:45.040 --> 00:05:46.160]  有些數不清楚
[00:05:46.160 --> 00:05:46.760]  所以約
[00:05:46.760 --> 00:05:48.400]  不知道是不是三十七或三十五
[00:05:48.400 --> 00:05:49.600]  有些死了不知道
[00:05:49.600 --> 00:05:51.440]  數到屍體可能是三十六
[00:05:51.440 --> 00:05:56.440]  然後從城門前追擊他們去到士巴林
[00:05:56.440 --> 00:05:57.760]  夏坡的地方擊敗他們
[00:05:57.760 --> 00:05:58.960]  這次倒轉了
[00:05:58.960 --> 00:06:01.480]  上次經過耶利國城的時候
[00:06:01.480 --> 00:06:02.960]  知道是以色列人來
[00:06:02.960 --> 00:06:04.880]  當地的民眾就是
[00:06:04.880 --> 00:06:08.520]  心融化如水
[00:06:08.520 --> 00:06:10.760]  這次倒轉了
[00:06:11.720 --> 00:06:12.840]  這些以色列民
[00:06:12.840 --> 00:06:15.240]  在艾城人面前
[00:06:15.240 --> 00:06:17.080]  因為敗仗
[00:06:17.080 --> 00:06:20.640]  他們都膽戰心驚
[00:06:20.640 --> 00:06:23.960]  融化如水
[00:06:23.960 --> 00:06:26.120]  有沒有試過害怕?
[00:06:26.120 --> 00:06:29.520]  有沒有試過恐懼?
[00:06:29.520 --> 00:06:33.720]  害怕的感覺是怎樣?
[00:06:33.720 --> 00:06:35.920]  很難形容
[00:06:35.920 --> 00:06:38.720]  害怕的感覺
[00:06:38.720 --> 00:06:41.040]  很難形容
[00:06:42.680 --> 00:06:43.960]  最近有一次機會害怕
[00:06:43.960 --> 00:06:45.560]  害怕的過程
[00:06:45.560 --> 00:06:47.880]  心神要定也很難
[00:06:47.880 --> 00:06:51.000]  真的要透一口氣
[00:06:51.000 --> 00:06:54.640]  保持冷靜也不是很容易
[00:06:54.640 --> 00:06:58.680]  那種害怕
[00:06:58.680 --> 00:07:01.320]  如果你經歷過有上一代的人
[00:07:01.320 --> 00:07:04.800]  你們也可能體會過
[00:07:04.800 --> 00:07:06.440]  有些人真的不害怕
[00:07:06.440 --> 00:07:08.600]  有些人不害怕
[00:07:08.600 --> 00:07:09.480]  有沒有人不害怕?
[00:07:09.480 --> 00:07:11.600]  有些人很大膽的不害怕
[00:07:12.360 --> 00:07:17.520]  很多大場面都見過的就不害怕
[00:07:17.520 --> 00:07:20.000]  有沒有見過大場面?
[00:07:20.000 --> 00:07:21.720]  有沒有?
[00:07:21.720 --> 00:07:23.520]  有沒有自己在大場面的裏面?
[00:07:23.520 --> 00:07:25.080]  有沒有人試過去「劈友」?
[00:07:25.080 --> 00:07:32.040]  但是這班以色列民現在被人劈
[00:07:32.040 --> 00:07:37.280]  被人追斬 被人追殺
[00:07:37.280 --> 00:07:38.520]  害不害怕?
[00:07:38.520 --> 00:07:41.640]  現在走得快
[00:07:42.720 --> 00:07:43.320]  很害怕
[00:07:43.320 --> 00:07:48.640]  因為罪的緣故埋下禍根
[00:07:48.640 --> 00:07:50.400]  因為輕敵的緣故
[00:07:50.400 --> 00:07:53.280]  沒有那麼多人
[00:07:53.280 --> 00:07:55.640]  軍費很重
[00:07:55.640 --> 00:07:56.960]  一班人去
[00:07:56.960 --> 00:07:59.400]  又要吃又要勞師動盡
[00:07:59.400 --> 00:08:00.960]  又要器械各樣東西
[00:08:00.960 --> 00:08:02.320]  總是打仗都很貴
[00:08:02.320 --> 00:08:03.400]  不用那麼多人
[00:08:03.400 --> 00:08:05.840]  兩三對人 兩三千人去就行了
[00:08:05.840 --> 00:08:09.000]  經歷過成功
[00:08:09.000 --> 00:08:11.280]  有些驕傲
[00:08:12.520 --> 00:08:13.360]  有些是傲慢
[00:08:13.360 --> 00:08:17.280]  坐在這裏我看下去
[00:08:17.280 --> 00:08:18.800]  大家都是很謙卑的
[00:08:18.800 --> 00:08:21.160]  沒有什麼傲慢的人
[00:08:21.160 --> 00:08:23.720]  但是最近在電視見到一個很傲慢的人
[00:08:23.720 --> 00:08:25.400]  有沒有見到?
[00:08:25.400 --> 00:08:28.240]  美國的總統特朗普
[00:08:28.240 --> 00:08:30.920]  特朗普
[00:08:30.920 --> 00:08:33.400]  開會 開大會
[00:08:33.400 --> 00:08:34.280]  多威風
[00:08:34.280 --> 00:08:35.320]  他這樣的
[00:08:35.320 --> 00:08:38.400]  我發覺他穿西裝永遠好像我現在這樣的
[00:08:38.400 --> 00:08:39.640]  他不會扣起來的
[00:08:39.640 --> 00:08:41.200]  他穿長衫我們當然扣起來
[00:08:41.200 --> 00:08:42.000]  即是裝中
[00:08:42.000 --> 00:08:43.400]  他不會扣的
[00:08:43.400 --> 00:08:46.320]  他就算扣也會把肚腩凸出來
[00:08:46.320 --> 00:08:47.280]  但是他不扣的
[00:08:47.280 --> 00:08:48.600]  他走
[00:08:48.600 --> 00:08:51.080]  然後要拍照
[00:08:51.080 --> 00:08:52.600]  這樣應該是了
[00:08:52.600 --> 00:08:53.320]  用左手
[00:08:53.320 --> 00:08:55.840]  那個什麼黑山共和國
[00:08:55.840 --> 00:08:56.600]  沒有記錯
[00:08:56.600 --> 00:08:57.320]  小國
[00:08:57.320 --> 00:08:59.280]  什麼人站在我前面
[00:08:59.280 --> 00:09:00.760]  我開這樣 然後呢
[00:09:00.760 --> 00:09:02.000]  接著拍照
[00:09:02.000 --> 00:09:03.520]  多傲慢啊
[00:09:03.520 --> 00:09:07.800]  我們習大大都不是這樣的
[00:09:07.800 --> 00:09:08.960]  很溫柔的
[00:09:08.960 --> 00:09:10.600]  很平和的
[00:09:10.800 --> 00:09:12.520]  嘩 原來這個總統這麼厲害
[00:09:12.520 --> 00:09:13.600]  我很少見到
[00:09:13.600 --> 00:09:15.880]  這些就是傲慢
[00:09:15.880 --> 00:09:18.200]  原來傲慢去到一個極致可以是這樣的
[00:09:18.200 --> 00:09:20.000]  以色列民一樣
[00:09:20.000 --> 00:09:22.560]  他以為這次我可以靠自己
[00:09:22.560 --> 00:09:25.240]  艾成很容易贏
[00:09:25.240 --> 00:09:26.760]  誰知道
[00:09:26.760 --> 00:09:28.240]  兵敗如山倒
[00:09:28.240 --> 00:09:29.800]  膽戰心驚
[00:09:29.800 --> 00:09:31.440]  融化如水
[00:09:31.440 --> 00:09:33.200]  最大的問題是什麼
[00:09:33.200 --> 00:09:34.840]  不是單單是他們
