
[00:00:00.000 --> 00:00:02.520]  福音的使命就是大使命所頒佈的
[00:00:02.520 --> 00:00:05.000]  我們要使萬民作主的門徒
[00:00:05.000 --> 00:00:08.000]  所以我們透過與人師浸
[00:00:08.000 --> 00:00:10.800]  我們透過帶人去到神的面前
[00:00:10.800 --> 00:00:13.200]  我們將教導的工作去培育他們
[00:00:13.200 --> 00:00:14.800]  所以其實大使命很清楚
[00:00:14.800 --> 00:00:16.200]  這個福音使命
[00:00:16.200 --> 00:00:18.200]  我相信我們在座沒有一個人會否定
[00:00:18.200 --> 00:00:21.200]  這個福音使命是很重要
[00:00:21.200 --> 00:00:22.800]  但是另一方面
[00:00:22.800 --> 00:00:26.000]  文化使命也是相當重要的
[00:00:26.000 --> 00:00:29.400]  因為文化使命就是透過基督徒
[00:00:29.400 --> 00:00:34.400]  在地上的生命去轉化這個世界
[00:00:34.400 --> 00:00:37.400]  其實這個是給我們一個很大的挑戰
[00:00:37.400 --> 00:00:39.400]  為什麼神做我們人類
[00:00:39.400 --> 00:00:41.400]  不一做我們一信耶穌
[00:00:41.400 --> 00:00:43.400]  馬上接我們回上天堂呢
[00:00:43.400 --> 00:00:45.400]  其實可以的
[00:00:45.400 --> 00:00:46.400]  我們一信耶穌
[00:00:46.400 --> 00:00:48.400]  馬上可以上天堂享受福樂
[00:00:48.400 --> 00:00:51.400]  但是他仍然在地上給我們存留
[00:00:51.400 --> 00:00:53.400]  有些人的存留日子長一些
[00:00:53.400 --> 00:00:55.400]  有些人短一些
[00:00:55.400 --> 00:00:56.400]  但是無論如何
[00:00:56.400 --> 00:00:58.400]  我們都是存留在這個地上
[00:00:58.400 --> 00:01:00.400]  就因為我們要實踐
[00:01:00.400 --> 00:01:03.400]  神交付給我們一個文化的使命
[00:01:03.400 --> 00:01:06.400]  那什麼是基督徒文化的使命呢
[00:01:06.400 --> 00:01:08.400]  其實可以是很長的
[00:01:08.400 --> 00:01:10.400]  但是我只是說
[00:01:10.400 --> 00:01:13.400]  是和我們的工作很有關係
[00:01:13.400 --> 00:01:16.400]  和我們在神裡面的呼召很有關係
[00:01:16.400 --> 00:01:18.400]  我們看下一張圖
[00:01:18.400 --> 00:01:22.400]  下一張圖是一些宣教學者
[00:01:22.400 --> 00:01:24.400]  有一個叫Peter Wagner
[00:01:24.400 --> 00:01:25.400]  他很出名的
[00:01:25.400 --> 00:01:27.400]  他特別說到即場宣教的時候
[00:01:27.400 --> 00:01:30.400]  他提到有七座山
[00:01:30.400 --> 00:01:33.400]  其實這七座山就代表了七個界別
[00:01:33.400 --> 00:01:36.400]  當然其實所有這些圖
[00:01:36.400 --> 00:01:38.400]  其實都是一個簡化的意思
[00:01:38.400 --> 00:01:40.400]  所以如果你心水清
[00:01:40.400 --> 00:01:41.400]  你看到那七個界別
[00:01:41.400 --> 00:01:46.400]  就由ABCDEFG這樣排出來的
[00:01:46.400 --> 00:01:48.400]  不要抄了
[00:01:48.400 --> 00:01:49.400]  其實這些東西
[00:01:49.400 --> 00:01:50.400]  你一是拍
[00:01:50.400 --> 00:01:51.400]  一是我給powerpoint你
[00:01:51.400 --> 00:01:52.400]  不用抄的
[00:01:52.400 --> 00:01:54.400]  因為這些不是最重點
[00:01:54.400 --> 00:01:55.400]  其實我想說的就是
[00:01:55.400 --> 00:01:57.400]  這是一個文化的使命
[00:01:57.400 --> 00:01:59.400]  就是說神藉著我們基督徒
[00:01:59.400 --> 00:02:01.400]  在世上的工作
[00:02:01.400 --> 00:02:05.400]  其實是可以轉化那個群體
[00:02:05.400 --> 00:02:07.400]  以致能夠轉化生命
[00:02:07.400 --> 00:02:09.400]  這裡多說兩句
[00:02:09.400 --> 00:02:11.400]  剛才主席也帶領我們去思想
[00:02:11.400 --> 00:02:13.400]  一個即場小組
[00:02:13.400 --> 00:02:16.400]  其實即場小組並不只是關心
[00:02:16.400 --> 00:02:19.400]  我們在即場上面怎樣生活
[00:02:19.400 --> 00:02:22.400]  而是怎樣能夠在即場這個機會裡面
[00:02:22.400 --> 00:02:24.400]  去見證主
[00:02:24.400 --> 00:02:27.400]  而這個見證不只是帶他去信耶穌
[00:02:27.400 --> 00:02:28.400]  聽福音
[00:02:28.400 --> 00:02:30.400]  而是怎樣能夠去轉變
[00:02:30.400 --> 00:02:32.400]  在這個行頭裡面
[00:02:32.400 --> 00:02:36.400]  那些不合神心意的規矩
[00:02:36.400 --> 00:02:37.400]  其實一個例子
[00:02:37.400 --> 00:02:38.400]  大家好容易明白的
[00:02:38.400 --> 00:02:41.400]  在50年代60年代的時候
[00:02:41.400 --> 00:02:43.400]  好兒子不當警察的
[00:02:43.400 --> 00:02:45.400]  大家知不知道為什麼
[00:02:45.400 --> 00:02:47.400]  因為當時做警察
[00:02:47.400 --> 00:02:49.400]  一定是要收那些黑錢
[00:02:49.400 --> 00:02:51.400]  收賄賂的
[00:02:51.400 --> 00:02:53.400]  他才可以做到事的
[00:02:53.400 --> 00:02:56.400]  但是今天我們就很少再聽到這句話
[00:02:56.400 --> 00:02:59.400]  因為今天有廉政公署
[00:02:59.400 --> 00:03:03.400]  也可以說警隊對於這個問題
[00:03:03.400 --> 00:03:05.400]  其實注意了很多
[00:03:05.400 --> 00:03:06.400]  所以我們就
[00:03:06.400 --> 00:03:09.400]  起碼表面上我們都不會說
[00:03:09.400 --> 00:03:12.400]  那些警察要收黑錢才可以為市民服務
[00:03:12.400 --> 00:03:14.400]  起碼沒有
[00:03:14.400 --> 00:03:16.400]  這個例子可以告訴我們
[00:03:16.400 --> 00:03:19.400]  其實我們基督徒
[00:03:19.400 --> 00:03:21.400]  在我們所處身的行業裡面
[00:03:21.400 --> 00:03:24.400]  其實是有一種改變的作用
[00:03:24.400 --> 00:03:25.400]  改變的作用
[00:03:25.400 --> 00:03:27.400]  我不多說了
[00:03:27.400 --> 00:03:30.400]  因為這個界別其實包含了
[00:03:30.400 --> 00:03:32.400]  其實都好難不包的了
[00:03:32.400 --> 00:03:34.400]  譬如說娛樂
[00:03:34.400 --> 00:03:36.400]  藝術體育
[00:03:36.400 --> 00:03:38.400]  工商經濟
[00:03:38.400 --> 00:03:39.400]  教會宗教
[00:03:39.400 --> 00:03:40.400]  傳媒
[00:03:40.400 --> 00:03:41.400]  教育
[00:03:41.400 --> 00:03:42.400]  家庭的政府
[00:03:42.400 --> 00:03:44.400]  有些人問
[00:03:44.400 --> 00:03:47.400]  杜牧師我做家庭主婦包不包
[00:03:47.400 --> 00:03:48.400]  包的
[00:03:48.400 --> 00:03:50.400]  在家庭就包
[00:03:50.400 --> 00:03:52.400]  所以你呢
[00:03:52.400 --> 00:03:54.400]  如果你做了一份工作
[00:03:54.400 --> 00:03:55.400]  這七樣東西不包
[00:03:55.400 --> 00:03:58.400]  你完了崇拜來找我
[00:03:58.400 --> 00:04:00.400]  我回去可能再加多一樣
[00:04:00.400 --> 00:04:03.400]  但是其實都好難不包的了
[00:04:03.400 --> 00:04:05.400]  這七樣東西是很闊的
[00:04:05.400 --> 00:04:08.400]  基本上我們做任何事情
[00:04:08.400 --> 00:04:11.400]  都包括在這七個範圍裡面
[00:04:11.400 --> 00:04:13.400]  所以我們會看到
[00:04:13.400 --> 00:04:15.400]  我們要轉化這個社會
[00:04:15.400 --> 00:04:17.400]  就要先轉化這七個範疇
[00:04:17.400 --> 00:04:19.400]  要轉化這七個範疇
[00:04:19.400 --> 00:04:21.400]  其實就是基督徒
[00:04:21.400 --> 00:04:23.400]  要在這七個範疇裡面
[00:04:23.400 --> 00:04:26.400]  都有一種影響力
[00:04:26.400 --> 00:04:28.400]  我最近看了一本書
[00:04:28.400 --> 00:04:30.400]  這本書的書名很特別
[00:04:30.400 --> 00:04:33.400]  它叫《神國經理人》
[00:04:33.400 --> 00:04:35.400]  它英文就叫做
[00:04:35.400 --> 00:04:38.400]  Entrepreneur Leadership
[00:04:38.400 --> 00:04:40.400]  其實呢
[00:04:40.400 --> 00:04:42.400]  Entrepreneur這個人
[00:04:42.400 --> 00:04:44.400]  就是我們如果讀經濟學
[00:04:44.400 --> 00:04:47.400]  就是覺得這個是一個企業家
[00:04:47.400 --> 00:04:49.400]  但是這本書很明顯
[00:04:49.400 --> 00:04:52.400]  這本書就不只是講商業的書
[00:04:52.400 --> 00:04:56.400]  其實這本書就是嘗試將信仰
[00:04:56.400 --> 00:04:59.400]  和商管和領導學
[00:04:59.400 --> 00:05:01.400]  去結合在一起
[00:05:01.400 --> 00:05:02.400]  我覺得對我來說
[00:05:02.400 --> 00:05:05.400]  是有一個很大的啟示的地方
[00:05:05.400 --> 00:05:07.400]  就是說它重申一樣東西
[00:05:07.400 --> 00:05:09.400]  我們每一個屬主的兒女
[00:05:09.400 --> 00:05:13.400]  都要肯定自己現在身處的工作
[00:05:13.400 --> 00:05:16.400]  都是屬於神對你的呼召
[00:05:16.400 --> 00:05:19.400]  只有你認定你所做的東西
[00:05:19.400 --> 00:05:21.400]  是神呼召你去做的
[00:05:21.400 --> 00:05:23.400]  你才會做得開心
[00:05:23.400 --> 00:05:25.400]  你才會做得有滿足感
[00:05:25.400 --> 00:05:27.400]  而很多人告訴我們
[00:05:27.400 --> 00:05:30.400]  單單是金錢的回報
[00:05:30.400 --> 00:05:34.400]  人不會得到真正的開心和滿足
[00:05:34.400 --> 00:05:37.400]  我不知道你同不同意這樣講
[00:05:37.400 --> 00:05:38.400]  但是我們都會明的
[00:05:38.400 --> 00:05:40.400]  做了這麼多年人我們都會明的
[00:05:40.400 --> 00:05:42.400]  當你的工資
[00:05:42.400 --> 00:05:44.400]  你初初是很少工資
[00:05:44.400 --> 00:05:47.400]  到你多點工資的時候
[00:05:47.400 --> 00:05:49.400]  你是很開心的
[00:05:49.400 --> 00:05:52.400]  我舉些實例
[00:05:52.400 --> 00:05:55.400]  譬如說你由一萬元工資
[00:05:55.400 --> 00:05:57.400]  加到二萬元工資一個月的話
[00:05:57.400 --> 00:06:00.400]  你那一刻是很開心的
[00:06:00.400 --> 00:06:03.400]  但是如果你已經有五萬元工資
[00:06:03.400 --> 00:06:04.400]  加到你六萬元
[00:06:04.400 --> 00:06:08.400]  你會不會好像一萬元加到二萬元這麼開心
[00:06:08.400 --> 00:06:09.400]  不會的
[00:06:09.400 --> 00:06:12.400]  其實這個是我的經驗
[00:06:12.400 --> 00:06:15.400]  就是說金錢的回報
[00:06:15.400 --> 00:06:18.400]  同樣的金錢加到你的生命裡面
[00:06:18.400 --> 00:06:20.400]  你沒錯你會開心了
[00:06:20.400 --> 00:06:24.400]  但是你開心的程度會慢慢減少
[00:06:24.400 --> 00:06:26.400]  到最終就是說
