
[00:00:00.000 --> 00:00:07.940]  由我們再次一齊低頭祈禱
[00:00:07.940 --> 00:00:09.740]  聖餐主我們感謝祢
[00:00:09.740 --> 00:00:11.780]  因為祢的呼喚 祢的吸引
[00:00:11.780 --> 00:00:16.260]  讓我們在聖聚的清晨回到祢的殿內去敬拜
[00:00:16.260 --> 00:00:19.220]  我們懇求上主祢致我們有悟性
[00:00:19.220 --> 00:00:20.540]  以致我們能夠明白
[00:00:20.540 --> 00:00:23.140]  祢懷有的奧秘成為我們生命的糧
[00:00:23.140 --> 00:00:26.940]  亦都是指引我們生命行走的方向
[00:00:26.940 --> 00:00:30.100]  願說的和聽的都同夢祢的月臘
[00:00:30.100 --> 00:00:32.380]  祈禱奉主耶穌 祈禱祢的名球
[00:00:32.380 --> 00:00:33.380]  阿門
[00:00:33.380 --> 00:00:38.100]  今日的題目是「我不是無知」
[00:00:38.100 --> 00:00:41.140]  我相信不需要大家舉手
[00:00:41.140 --> 00:00:44.140]  都不會告訴我「我想無知」
[00:00:44.140 --> 00:00:46.260]  我們大家都不想無知
[00:00:46.260 --> 00:00:50.180]  你可能會問「那甚麼叫無知?」
[00:00:50.180 --> 00:00:51.580]  甚麼叫無知?
[00:00:51.580 --> 00:00:52.960]  (貪心就是無知)
[00:00:52.960 --> 00:00:54.660]  我貪心就是無知
[00:00:54.660 --> 00:00:57.940]  還有呢?
[00:00:57.940 --> 00:00:59.740]  甚麼是無知?
[00:00:59.740 --> 00:01:03.880]  剛才那位牧師就說那個小夫 F.O.O.L
[00:01:03.880 --> 00:01:06.000]  可能無知也是 F.O.O.L
[00:01:06.000 --> 00:01:09.700]  即是一個愚蠢的人
[00:01:09.700 --> 00:01:13.700]  大家有沒有記得在很多年前
[00:01:13.700 --> 00:01:17.900]  香港人被譽為「盲腸炎」
[00:01:17.900 --> 00:01:19.340]  知不知道甚麼叫盲腸炎?
[00:01:19.340 --> 00:01:20.860]  即不是我們那種
[00:01:20.860 --> 00:01:23.580]  而是身體裏面的盲腸炎
[00:01:23.580 --> 00:01:26.300]  記不記得曾經有這個事跡?
[00:01:26.300 --> 00:01:28.700]  我們很多人去到超級市場
[00:01:28.700 --> 00:01:29.860]  去到士多
[00:01:29.860 --> 00:01:32.780]  去搶了甚麼?
[00:01:32.780 --> 00:01:33.900]  搶了鹽
[00:01:33.900 --> 00:01:37.220]  為甚麼要搶呢?
[00:01:37.220 --> 00:01:39.820]  當時是沙士嗎?
[00:01:39.820 --> 00:01:44.100]  好像說鹽能夠抵抗輻射
[00:01:44.100 --> 00:01:45.580]  如果我沒有記錯
[00:01:45.580 --> 00:01:48.260]  於是很多人都不理那麼多
[00:01:48.260 --> 00:01:49.300]  鹽多少錢一包
[00:01:49.300 --> 00:01:51.740]  當然搶回來
[00:01:51.740 --> 00:01:52.900]  於是被人譏笑
[00:01:52.900 --> 00:01:55.420]  說我們是無知
[00:01:55.420 --> 00:01:57.420]  我很口渴
[00:01:57.420 --> 00:01:58.940]  口渴可以用甚麼解渴?
[00:01:58.940 --> 00:02:03.100]  你看我們維多利亞港多大
[00:02:03.100 --> 00:02:07.340]  不如在那裏不斷不吃不喝
[00:02:07.340 --> 00:02:09.900]  用海水解渴行不行?
[00:02:09.900 --> 00:02:13.340]  (其實海水可以化淡)
[00:02:13.340 --> 00:02:14.460]  是的,你真是聰明
[00:02:14.460 --> 00:02:16.220]  你不是這個無知
[00:02:16.220 --> 00:02:20.060]  要化淡之後才可以喝
[00:02:20.060 --> 00:02:22.860]  如果用海水來解渴會怎樣?
[00:02:22.860 --> 00:02:24.540]  愈喝愈渴
[00:02:24.540 --> 00:02:27.100]  (無知的意思是)
[00:02:27.100 --> 00:02:32.860]  (要用海水去化淡才可以解渴)
[00:02:32.860 --> 00:02:35.260]  好,一會兒我們互相分享
[00:02:35.260 --> 00:02:37.500]  海水怎樣可以解渴
[00:02:37.500 --> 00:02:42.500]  最近王國旗同委在土告裏面提到
[00:02:42.500 --> 00:02:44.540]  最近香港發生很多事
[00:02:44.540 --> 00:02:47.140]  於是我和大家一樣
[00:02:47.140 --> 00:02:49.820]  不斷看新聞、報紙、電視
[00:02:49.820 --> 00:02:51.420]  看網上的資訊
[00:02:51.420 --> 00:02:53.140]  去留意香港發生甚麼事
[00:02:53.140 --> 00:02:56.100]  所以看臉書看多了
[00:02:56.100 --> 00:02:57.860]  發現有些
[00:02:57.860 --> 00:02:59.220]  我不知道是不是廣告
[00:02:59.220 --> 00:03:02.020]  不過好像是信息
[00:03:02.020 --> 00:03:03.500]  傳過來說
[00:03:03.500 --> 00:03:06.700]  喂,現在有些虛擬幣
[00:03:06.700 --> 00:03:08.460]  它不是說比特幣
[00:03:08.460 --> 00:03:09.740]  是虛擬幣
[00:03:09.740 --> 00:03:11.940]  你只要用半小時
[00:03:11.940 --> 00:03:15.620]  來設立這個戶口
[00:03:15.620 --> 00:03:17.060]  只是給很少錢
[00:03:17.060 --> 00:03:18.820]  250元美金
[00:03:18.820 --> 00:03:21.860]  你就可以在這裏有一個
[00:03:21.860 --> 00:03:23.460]  不斷增值的機會
[00:03:23.460 --> 00:03:27.020]  當然也有很多人在這個信息裏面告訴我
[00:03:27.020 --> 00:03:33.060]  沒多久我就已經有10倍的增長
[00:03:33.060 --> 00:03:34.500]  我坐在這裏看
[00:03:34.500 --> 00:03:36.980]  其實我是
[00:03:36.980 --> 00:03:38.180]  我不覺得是無知
[00:03:38.180 --> 00:03:39.260]  我是不知道
[00:03:39.260 --> 00:03:41.140]  不知道這是甚麼
[00:03:41.140 --> 00:03:42.580]  於是我在想
[00:03:42.580 --> 00:03:44.700]  那應該怎樣呢
[00:03:44.700 --> 00:03:47.260]  然後又彈出了另一個廣告
[00:03:47.260 --> 00:03:49.300]  是劉青雲的
[00:03:49.300 --> 00:03:51.620]  300倍 300倍 300倍
[00:03:51.620 --> 00:03:52.580]  甚麼300倍
[00:03:52.580 --> 00:03:55.420]  有沒有看過這個廣告
[00:03:55.420 --> 00:03:56.980]  他說每一個人
[00:03:56.980 --> 00:04:00.260]  你要想要為自己將來去打算
[00:04:00.260 --> 00:04:03.420]  如果你看一下自己現在每一個月的支出
[00:04:03.420 --> 00:04:05.260]  每個月使用是多少錢
[00:04:05.260 --> 00:04:08.060]  他說不計你房屋的開支
[00:04:08.060 --> 00:04:09.900]  或者來多少間屋住
[00:04:09.900 --> 00:04:12.860]  計一下你的支出每一個月是多少錢
[00:04:12.860 --> 00:04:15.060]  如果你的支出是一萬元的話
[00:04:15.060 --> 00:04:17.780]  你就要為你自己預留300倍
[00:04:17.780 --> 00:04:21.220]  你才可以退休
[00:04:21.220 --> 00:04:22.860]  300倍 300倍
[00:04:22.860 --> 00:04:25.500]  又聽到另一個聲音說
[00:04:25.500 --> 00:04:28.620]  你要為自己做一個被動收入
[00:04:28.620 --> 00:04:30.900]  自己製造長糧
[00:04:30.900 --> 00:04:33.100]  甚麼叫被動收入
[00:04:33.100 --> 00:04:34.140]  即是說你不用做
[00:04:34.140 --> 00:04:35.300]  都繼續有錢進來
[00:04:35.300 --> 00:04:37.820]  那不就叫被動收入
[00:04:37.820 --> 00:04:40.460]  於是在我腦海裏面有很多這些聲音
[00:04:40.460 --> 00:04:42.580]  很多這些想法
[00:04:42.580 --> 00:04:44.260]  然後有人跟我說
[00:04:44.260 --> 00:04:46.260]  那個牧師
[00:04:46.260 --> 00:04:49.380]  在他工作的時候又不為自己打算
[00:04:49.380 --> 00:04:52.020]  你看他現在退休之後
[00:04:52.020 --> 00:04:54.420]  又在這裏
[00:04:54.420 --> 00:04:55.580]  甚麼都沒有了
[00:04:55.580 --> 00:04:57.700]  你說他多不負責任
[00:04:57.700 --> 00:04:59.620]  原來不為自己籌算
[00:04:59.620 --> 00:05:02.500]  是不負責任的表現
[00:05:02.500 --> 00:05:07.660]  究竟哪一樣東西才是真的
[00:05:07.660 --> 00:05:11.900]  我就站在不知道的範疇裏面
[00:05:11.900 --> 00:05:15.620]  就去想想究竟我為自己將來籌算
[00:05:15.620 --> 00:05:19.420]  有機會跌入被騙的圈套
[00:05:19.420 --> 00:05:21.340]  是無知
[00:05:21.340 --> 00:05:24.220]  還是放在銀行比較穩
[00:05:24.220 --> 00:05:28.260]  但是通脹都虧了你
[00:05:28.260 --> 00:05:31.060]  埋在地下裏面的叫做無知
[00:05:31.060 --> 00:05:33.580]  一會兒我們才分享
[00:05:33.580 --> 00:05:34.820]  叫做無知
[00:05:34.820 --> 00:05:38.780]  究竟哪一樣東西才叫做無知
[00:05:38.780 --> 00:05:43.180]  今日的經文大家聽了剛才黃國麒同學的分享
[00:05:43.180 --> 00:05:45.180]  如果你打開聖經
[00:05:45.180 --> 00:05:47.300]  它有一個標題
[00:05:47.300 --> 00:05:50.420]  這個標題叫做無知的財主
[00:05:50.420 --> 00:05:52.220]  不過大家不要誤會
[00:05:52.220 --> 00:05:56.260]  因為這個標題不是在寫聖經開始的時候已經有的
[00:05:56.260 --> 00:05:58.900]  是後來編輯的時候加上去
[00:05:58.900 --> 00:06:00.500]  於是我們就以為
