
[00:00:00.000 --> 00:00:03.080]  今日我想講這個題目叫為父的心
[00:00:03.080 --> 00:00:04.840]  你說我不是爸爸
[00:00:04.840 --> 00:00:06.840]  那怎麼講這個題目呢
[00:00:06.840 --> 00:00:08.840]  而是我因為覺得
[00:00:08.840 --> 00:00:12.280]  一個爸爸是很重要的
[00:00:12.280 --> 00:00:14.280]  剛才你們聽到嗎
[00:00:14.280 --> 00:00:16.600]  一個好的爸爸
[00:00:16.600 --> 00:00:20.080]  對他的子女的影響是很深遠很深遠的
[00:00:20.080 --> 00:00:21.480]  還有
[00:00:21.480 --> 00:00:24.880]  你們有沒有聽到剛才講的內容
[00:00:24.880 --> 00:00:28.280]  差不多都牽涉一個好的爸爸
[00:00:28.280 --> 00:00:30.280]  是怎樣的
[00:00:30.280 --> 00:00:35.720]  關心子女
[00:00:35.720 --> 00:00:38.880]  我們很多爸爸都很關心子女
[00:00:38.880 --> 00:00:42.520]  但他們在哪方面表達關心子女
[00:00:42.520 --> 00:00:46.520]  做功課了嗎
[00:00:46.520 --> 00:00:50.000]  考TEE了還打機
[00:00:50.000 --> 00:00:52.000]  是不是這些關心
[00:00:52.000 --> 00:00:58.000]  再想想
[00:00:58.000 --> 00:01:00.000]  似乎他們都提到
[00:01:00.000 --> 00:01:02.000]  爸爸和她的一些關係
[00:01:02.000 --> 00:01:04.000]  是她覺得是good memory
[00:01:04.000 --> 00:01:07.000]  就是成為她美好的回憶
[00:01:07.000 --> 00:01:09.000]  其實看電影很簡單
[00:01:09.000 --> 00:01:12.000]  現在我們都不用去戲院看電影了
[00:01:12.000 --> 00:01:17.000]  我想她不是記得那齣電影有什麼特別
[00:01:17.000 --> 00:01:19.000]  是記得爸爸和她去看電影
[00:01:19.000 --> 00:01:21.000]  我記得我老公以前
[00:01:21.000 --> 00:01:25.000]  我聽到Francis是一家五個孩子
[00:01:25.000 --> 00:01:28.000]  如果一家去看電影七張票你知道有多貴嗎
[00:01:28.000 --> 00:01:30.000]  以前七張票
[00:01:30.000 --> 00:01:32.000]  我老公也是五個兄弟姐妹
[00:01:32.000 --> 00:01:35.000]  他說七個人不會買七張票
[00:01:35.000 --> 00:01:37.000]  他說買三張票
[00:01:37.000 --> 00:01:40.000]  一個搭上去坐著就可以了
[00:01:40.000 --> 00:01:42.000]  進場時拖著拖著
[00:01:42.000 --> 00:01:45.000]  逼著逼著進去就可以了
[00:01:45.000 --> 00:01:47.000]  所以她都很珍惜去看電影
[00:01:47.000 --> 00:01:49.000]  所以到現在這麼老
[00:01:49.000 --> 00:01:51.000]  都喜歡看電影
[00:01:51.000 --> 00:01:53.000]  因為覺得很寶貴
[00:01:53.000 --> 00:01:56.000]  那個moment那個memory很寶貴
[00:01:56.000 --> 00:01:58.000]  我們在想
[00:01:58.000 --> 00:02:00.000]  怎樣能夠爸爸和兒子
[00:02:00.000 --> 00:02:04.000]  能夠有這麼好的一個美好回憶
[00:02:04.000 --> 00:02:09.000]  是令到她Francis這麼年輕
[00:02:09.000 --> 00:02:11.000]  這麼老了
[00:02:11.000 --> 00:02:16.000]  都記得從前爸爸和她做過什麼
[00:02:16.000 --> 00:02:21.000]  其實今天的經文真的很好
[00:02:21.000 --> 00:02:27.000]  我在網上找到一些好的講章
[00:02:27.000 --> 00:02:29.000]  我覺得這個很值得和大家分享
[00:02:29.000 --> 00:02:31.000]  所以這些經文
[00:02:31.000 --> 00:02:34.000]  你有興趣可以抄下來慢慢再研究
[00:02:34.000 --> 00:02:38.000]  他說天父是一個怎樣的爸爸
[00:02:38.000 --> 00:02:42.000]  因為我相信我們不是每一個人都有一個好爸爸
[00:02:42.000 --> 00:02:45.000]  因為我們上一代的爸爸
[00:02:45.000 --> 00:02:48.000]  都是不假言笑的
[00:02:48.000 --> 00:02:52.000]  不會跟你開玩笑
[00:02:52.000 --> 00:02:57.000]  其實你很少聽到他講話
[00:02:57.000 --> 00:02:59.000]  所以難得當時的兒子
[00:02:59.000 --> 00:03:03.000]  他說很開心爸爸和我說話
[00:03:03.000 --> 00:03:04.000]  他說什麼
[00:03:04.000 --> 00:03:07.000]  他說他兒子很乖
[00:03:07.000 --> 00:03:09.000]  何生說不是
[00:03:09.000 --> 00:03:12.000]  其實是爸爸罵他的
[00:03:12.000 --> 00:03:14.000]  不過他說爸爸是循循善誘
[00:03:14.000 --> 00:03:16.000]  這個真的是interpretation
[00:03:16.000 --> 00:03:18.000]  爸爸是罵你
[00:03:18.000 --> 00:03:20.000]  因為爸爸是循循善誘
[00:03:20.000 --> 00:03:22.000]  你自己去判斷
[00:03:22.000 --> 00:03:26.000]  但是總的來說
[00:03:26.000 --> 00:03:29.000]  我們上一代的爸爸
[00:03:29.000 --> 00:03:33.000]  都是比較少說話的
[00:03:33.000 --> 00:03:36.000]  我們就去想一想
[00:03:36.000 --> 00:03:38.000]  天上的爸爸是怎樣
[00:03:38.000 --> 00:03:41.000]  以致到我們現在可以怎樣做一個爸爸
[00:03:41.000 --> 00:03:46.000]  你說我們一半是女性是否可以退籍
[00:03:46.000 --> 00:03:48.000]  那倒不是
[00:03:48.000 --> 00:03:51.000]  因為我覺得現在其實
[00:03:51.000 --> 00:03:53.000]  每一個人的生命裏
[00:03:53.000 --> 00:03:56.000]  都需要另外一些人逆子而教
[00:03:56.000 --> 00:03:59.000]  因為不是很多家庭是很完美的
[00:03:59.000 --> 00:04:01.000]  很多時候我們都需要
[00:04:01.000 --> 00:04:04.000]  其他人去幫助我們
[00:04:04.000 --> 00:04:06.000]  所以當你了解了怎樣
[00:04:06.000 --> 00:04:08.000]  是我們天父的心
[00:04:08.000 --> 00:04:10.000]  我們都可以建立在我們身邊的人
[00:04:10.000 --> 00:04:12.000]  好,進入第一個經文
[00:04:12.000 --> 00:04:14.000]  馬太福音那個
[00:04:14.000 --> 00:04:16.000]  這裏可以看的原來
[00:04:16.000 --> 00:04:18.000]  我是否可以用這個麥克風
[00:04:18.000 --> 00:04:20.000]  可以的
[00:04:20.000 --> 00:04:24.000]  好,我們一起讀馬太福音
[00:04:24.000 --> 00:04:48.000]  (麥克風聲)
[00:04:48.000 --> 00:04:50.000]  天父他會怎樣
[00:04:50.000 --> 00:04:54.000]  供應我們一些好東西
[00:04:54.000 --> 00:04:56.000]  我們所需要的東西
[00:04:56.000 --> 00:04:58.000]  他供應給我們
[00:04:58.000 --> 00:05:02.000]  我們中國的父親通常都差不多
[00:05:02.000 --> 00:05:04.000]  如果他負不負責任
[00:05:04.000 --> 00:05:06.000]  不養家那些
[00:05:06.000 --> 00:05:08.000]  我們就不會提他
[00:05:08.000 --> 00:05:10.000]  但我相信在座當中
[00:05:10.000 --> 00:05:12.000]  你們的父親
[00:05:12.000 --> 00:05:14.000]  或者你們自己
[00:05:14.000 --> 00:05:16.000]  起碼在物質上
[00:05:16.000 --> 00:05:18.000]  都供給你們
[00:05:18.000 --> 00:05:20.000]  好東西給他們
[00:05:20.000 --> 00:05:22.000]  這個不是很難
[00:05:22.000 --> 00:05:24.000]  好,進入第二個經文
[00:05:24.000 --> 00:05:26.000]  我們一起讀
[00:05:26.000 --> 00:05:30.000]  你們看那天上的飛鳥
[00:05:30.000 --> 00:05:32.000]  也不積蓄在倉裡
[00:05:32.000 --> 00:05:36.000]  你們的天父尚且養活他
[00:05:36.000 --> 00:05:40.000]  你們不比飛鳥貴重得多嗎
[00:05:40.000 --> 00:05:45.000]  老豆養仔就好像天公地道
[00:05:45.000 --> 00:05:49.000]  看兒子怎樣回應
[00:05:49.000 --> 00:05:51.000]  你們看那天上的飛鳥
[00:05:51.000 --> 00:05:53.000]  也不積蓄在倉裡
[00:05:53.000 --> 00:05:57.000]  你們的天父尚且養活他
[00:05:57.000 --> 00:06:04.000]  你會發覺兒子沒什麼貢獻
[00:06:04.000 --> 00:06:07.000]  不太努力
[00:06:07.000 --> 00:06:13.000]  這個父親會不會無條件地去供給呢
[00:06:13.000 --> 00:06:16.000]  這裡就說到
[00:06:16.000 --> 00:06:20.000]  我們的天父尚且養活他
[00:06:20.000 --> 00:06:25.000]  不會不望回報地養活他
[00:06:25.000 --> 00:06:30.000]  你們不比飛鳥貴重得多嗎
[00:06:30.000 --> 00:06:34.000]  無條件的愛
[00:06:34.000 --> 00:06:38.000]  我們中國的父親很含蓄
[00:06:38.000 --> 00:06:44.000]  你們想想在小學中學中文科裡面
[00:06:44.000 --> 00:06:52.000]  有哪篇文章是讚揚父親的呢
[00:06:52.000 --> 00:07:08.000]  中國是不是
[00:07:08.000 --> 00:07:11.000]  我試過在華語堂問
[00:07:11.000 --> 00:07:15.000]  原來他們都是看這篇文章
[00:07:15.000 --> 00:07:22.000]  東南亞也只有這篇文章
[00:07:22.000 --> 00:07:24.000]  原來我們在中國人的社會裡面
[00:07:24.000 --> 00:07:27.000]  去表揚父親的偉大
[00:07:27.000 --> 00:07:30.000]  差不多都是這篇叫什麼
[00:07:30.000 --> 00:07:32.000]  背影
[00:07:32.000 --> 00:07:34.000]  樣子都看不到
[00:07:34.000 --> 00:07:37.000]  只看到背影
[00:07:37.000 --> 00:07:45.000]  爸爸很偉大地做了什麼事
[00:07:45.000 --> 00:07:47.000]  就是去買了一包橙
[00:07:47.000 --> 00:07:51.000]  你沒讀過背影嗎
[00:07:51.000 --> 00:07:57.000]  就是爸爸要送兒子車的時候
[00:07:57.000 --> 00:07:59.000]  就買了一包橙
[00:07:59.000 --> 00:08:02.000]  然後就拿去給兒子
[00:08:02.000 --> 00:08:05.000]  有沒有說話
[00:08:05.000 --> 00:08:08.000]  沒有對話
[00:08:08.000 --> 00:08:11.000]  又沒有表情
[00:08:11.000 --> 00:08:13.000]  然後說背影
[00:08:13.000 --> 00:08:17.000]  爸爸轉身就走了
[00:08:17.000 --> 00:08:19.000]  你明白嗎
[00:08:19.000 --> 00:08:22.000]  在我們中國人裡面
[00:08:22.000 --> 00:08:25.000]  其實對父親的形象
