
[00:00:00.000 --> 00:00:03.640]  我們打開聖經義創下書55章
[00:00:03.640 --> 00:00:07.920]  今天是主日學主日
[00:00:07.920 --> 00:00:11.920]  北宣家這幾年都在這個特別主日裡面
[00:00:11.920 --> 00:00:13.000]  鼓勵大家
[00:00:13.000 --> 00:00:15.040]  研讀上帝的說話
[00:00:15.040 --> 00:00:19.080]  適逢今年也是聖經學習年
[00:00:19.080 --> 00:00:22.480]  我不知道大家讀聖經的進程
[00:00:22.480 --> 00:00:24.160]  靈修、讀經
[00:00:24.160 --> 00:00:26.240]  今天去到第三月份了
[00:00:26.240 --> 00:00:28.240]  已經進展如何呢?
[00:00:28.240 --> 00:00:32.640]  上帝的說話對信徒來說
[00:00:32.640 --> 00:00:34.200]  我想大家不會有異議
[00:00:34.200 --> 00:00:35.520]  是非常之重要
[00:00:35.520 --> 00:00:38.640]  一首很熟悉的詩歌當中提到
[00:00:38.640 --> 00:00:40.840]  有主的恩賢
[00:00:40.840 --> 00:00:44.440]  所以祂由提示、安慰
[00:00:44.440 --> 00:00:47.440]  到責備、管教
[00:00:47.440 --> 00:00:50.880]  裡面全部呈現著
[00:00:50.880 --> 00:00:53.120]  神的愛在當中
[00:00:53.120 --> 00:00:56.680]  上主的意念是鼓勵我們
[00:00:56.680 --> 00:00:58.640]  去進入祂的陽圈
[00:00:58.640 --> 00:01:01.120]  在祂的話語的分途之下
[00:01:01.120 --> 00:01:02.520]  去更加明白
[00:01:02.520 --> 00:01:05.200]  上帝對我們種種的心意
[00:01:05.200 --> 00:01:06.840]  今天讀的經文
[00:01:06.840 --> 00:01:08.440]  剛才主席跟我們看的
[00:01:08.440 --> 00:01:10.480]  55章一開始
[00:01:10.480 --> 00:01:12.040]  如果大家細心留意的話
[00:01:12.040 --> 00:01:15.000]  第一節、第三節和第六節
[00:01:15.000 --> 00:01:17.800]  出現了很多很多命令句子
[00:01:17.800 --> 00:01:20.080]  來呀!買呀!吃呀!
[00:01:20.080 --> 00:01:22.520]  要留心聽!則以而聽!
[00:01:22.520 --> 00:01:24.240]  來呀!要聽!
[00:01:24.240 --> 00:01:26.240]  尋找!尋求!
[00:01:26.560 --> 00:01:29.200]  上帝透過先知提信徒
[00:01:29.200 --> 00:01:31.120]  要清楚明白
[00:01:31.120 --> 00:01:34.320]  我們是要去追求上帝
[00:01:34.320 --> 00:01:36.160]  對我們種種的恩惠
[00:01:36.160 --> 00:01:38.000]  只要我們去回應
[00:01:38.000 --> 00:01:41.000]  上帝這份鍥而不捨的呼喚
[00:01:41.000 --> 00:01:42.440]  我們是口渴的人
[00:01:42.440 --> 00:01:44.080]  去到上帝面前
[00:01:44.080 --> 00:01:45.920]  我們去尋求神
[00:01:45.920 --> 00:01:47.720]  去尋找神的時候
[00:01:47.720 --> 00:01:52.560]  自然有以下的屬靈的果效
[00:01:52.560 --> 00:01:55.320]  我們會有物質上的供應
[00:01:55.320 --> 00:01:57.880]  正如第一節最後的那句
[00:01:57.880 --> 00:02:00.480]  說到會有酒和奶
[00:02:00.480 --> 00:02:02.160]  這些都是古時的社會
[00:02:02.160 --> 00:02:06.320]  很重要的物質上的供應
[00:02:06.320 --> 00:02:08.320]  以色列人會心靈滿足
[00:02:08.320 --> 00:02:11.320]  以色列人會得著豐盛的生命
[00:02:11.320 --> 00:02:13.760]  得享肥金、心中喜樂
[00:02:13.760 --> 00:02:19.120]  他們在上帝和大衛、後睿納的盟約之下
[00:02:19.120 --> 00:02:22.640]  他們會經歷那種確實的慈愛
[00:02:22.640 --> 00:02:24.320]  可靠的恩典
[00:02:24.320 --> 00:02:26.240]  第三節的說法
[00:02:26.240 --> 00:02:27.600]  如果你看的時候
[00:02:27.600 --> 00:02:28.880]  自然會覺得很簡單
[00:02:28.880 --> 00:02:32.960]  回應上帝自然會有這些供應
[00:02:32.960 --> 00:02:34.160]  表面是這樣
[00:02:34.160 --> 00:02:37.600]  但是今天我們要去掌握《耳塞亞書》55章
[00:02:37.600 --> 00:02:41.520]  我們先要理解兩個很重要的脈絡
[00:02:41.520 --> 00:02:43.600]  第一個脈絡是歷史的脈絡
[00:02:43.600 --> 00:02:45.880]  第二個脈絡是經文的脈絡
[00:02:45.880 --> 00:02:48.480]  歷史脈絡和我們說什麼?
[00:02:48.480 --> 00:02:51.320]  55章正正就是寫給一群猶太人
[00:02:51.320 --> 00:02:53.920]  那群猶太人是什麼光景?
[00:02:53.920 --> 00:03:00.120]  是亡國被擄在巴比倫的國家裡面
[00:03:00.120 --> 00:03:02.120]  他們失去了自己的身份
[00:03:02.120 --> 00:03:04.920]  但是在這個歷史脈絡告訴我們
[00:03:04.920 --> 00:03:06.760]  原來在不久的將來
[00:03:06.760 --> 00:03:09.400]  以察先知和以色列文說
[00:03:09.400 --> 00:03:11.960]  實情是多久不得而知
[00:03:11.960 --> 00:03:15.240]  但是照推算應該是兩三年之間
[00:03:15.240 --> 00:03:19.240]  他們可以重新回到故土
[00:03:19.240 --> 00:03:21.720]  回到猶太的地方
[00:03:21.720 --> 00:03:26.520]  這個是上帝對亡國被擄以色列文的應許
[00:03:26.520 --> 00:03:28.960]  第二個脈絡是經文的脈絡
[00:03:28.960 --> 00:03:32.560]  在《耳塞亞書》第40章到55章
[00:03:32.560 --> 00:03:36.200]  經常強調著一件很重要的信念
[00:03:36.200 --> 00:03:40.280]  當人看以為不可能的時候
[00:03:40.280 --> 00:03:43.160]  上帝就在當中工作
[00:03:43.160 --> 00:03:45.520]  有兩句很經典的金句
[00:03:45.520 --> 00:03:47.160]  大家可能聽了就會很熟悉了
[00:03:47.160 --> 00:03:48.480]  44章是這麼說的
[00:03:48.480 --> 00:03:56.080]  「看啊!我要做一件新事,我必在曠野開道路,在沙漠開江河。」
[00:03:56.080 --> 00:03:58.080]  40章頭幾句是這樣說的
[00:03:58.080 --> 00:04:00.920]  上帝說你們要安慰安慰我的百姓
[00:04:00.920 --> 00:04:03.320]  要對耶路撒冷說安慰的話
[00:04:03.320 --> 00:04:07.360]  又要向他宣告說他征戰的日子滿了
[00:04:07.360 --> 00:04:13.840]  原來上帝懲罰以色列人多次得罪他的日子滿了
[00:04:13.840 --> 00:04:16.440]  上帝會赦免他們的罪孽
[00:04:16.440 --> 00:04:21.360]  上帝會容許以色列民回到故土
[00:04:21.360 --> 00:04:23.480]  回到以色列的地方
[00:04:23.480 --> 00:04:26.600]  所以剛才我們聽主席和我們讀的第十二節
[00:04:26.600 --> 00:04:28.040]  第一句是這麼說的
[00:04:28.040 --> 00:04:31.400]  「你們必歡歡喜喜出來。」
[00:04:31.400 --> 00:04:33.600]  兄弟姐妹不要小看「出來」這個字
[00:04:33.600 --> 00:04:37.600]  在耳塞亞書中間40章到55章的脈絡
[00:04:37.600 --> 00:04:39.520]  是非常重要的
[00:04:39.520 --> 00:04:41.040]  多次是這樣說的
[00:04:41.040 --> 00:04:45.640]  「你們離開吧!離開吧!從巴比倫出來。」
[00:04:45.640 --> 00:04:48.320]  不要尖不結症的脈
[00:04:48.320 --> 00:04:50.920]  要從其中出來
[00:04:50.920 --> 00:04:53.280]  在耳塞亞書52章這樣說
[00:04:53.280 --> 00:04:55.720]  「出來」這個很簡單的字眼
[00:04:55.720 --> 00:04:58.520]  但是就帶給以色列民知道
[00:04:58.520 --> 00:05:02.160]  原來在上帝的掌管之下
[00:05:02.160 --> 00:05:03.720]  他們悔罪
[00:05:03.720 --> 00:05:06.960]  上帝的心意會帶領他們回到故土
[00:05:06.960 --> 00:05:11.040]  重新開展他們的生活
[00:05:11.040 --> 00:05:14.200]  要認識耳塞亞書55章這麼寶貴的經文
[00:05:14.200 --> 00:05:16.880]  我們要留心三個對比
[00:05:16.880 --> 00:05:19.760]  今天是特別的主日學主日
[00:05:19.760 --> 00:05:22.680]  我也會透過這個主日去有些反省
[00:05:22.680 --> 00:05:24.120]  透過這段經文
[00:05:24.120 --> 00:05:24.880]  第一個對比
[00:05:24.880 --> 00:05:26.240]  弟兄姐妹我們要認識
[00:05:26.240 --> 00:05:28.760]  就是原來先知跟我們說
[00:05:28.760 --> 00:05:32.040]  有兩種生活的形態
[00:05:32.040 --> 00:05:33.640]  哪兩種生活形態呢?
[00:05:33.640 --> 00:05:36.320]  究竟作為上帝的子民
[00:05:36.320 --> 00:05:38.200]  你是屬乎巴比倫的
[00:05:38.200 --> 00:05:40.240]  還是屬乎上主的?
[00:05:40.240 --> 00:05:40.960]  剛才也說了
[00:05:40.960 --> 00:05:43.800]  以色列民亡國秘魯已經若干日子了
[00:05:43.800 --> 00:05:45.880]  知不知道去到耳塞亞書55章
[00:05:45.880 --> 00:05:49.320]  已經是第幾代亡國的子民呢?
[00:05:49.320 --> 00:05:50.320]  手指數一下
[00:05:50.320 --> 00:05:52.640]  接近70年
[00:05:52.640 --> 00:05:55.960]  已經是第三代的以色列民了
[00:05:55.960 --> 00:05:58.360]  話說在第一代以色列民
[00:05:58.360 --> 00:05:59.480]  秘魯的時候
[00:05:59.480 --> 00:06:02.440]  先知耶利米寫過一封信
[00:06:02.440 --> 00:06:05.760]  給當時秘魯的祭司
[00:06:05.760 --> 00:06:09.880]  先知、眾民和倖存的長老
[00:06:09.880 --> 00:06:12.280]  從耶路撒冷寄去巴比倫
[00:06:12.280 --> 00:06:13.880]  信是這樣說的
[00:06:13.880 --> 00:06:15.280]  你們要蓋造房屋
[00:06:15.280 --> 00:06:16.160]  住在其中
[00:06:16.160 --> 00:06:17.480]  栽種田園
[00:06:17.480 --> 00:06:19.360]  吃其中所產的
[00:06:19.360 --> 00:06:21.280]  要生養兒女
[00:06:21.280 --> 00:06:23.040]  要娶妻生子
[00:06:23.040 --> 00:06:24.960]  要在那裡生養眾多
[00:06:24.960 --> 00:06:26.600]  不至減少
[00:06:26.600 --> 00:06:28.360]  你們要在秘魯的城裡面
[00:06:28.360 --> 00:06:31.640]  為城求平安
[00:06:31.640 --> 00:06:35.040]  為那城禱告耶和華
[00:06:35.040 --> 00:06:37.040]  秘魯初期生活上的適應
[00:06:37.040 --> 00:06:38.840]  先知很明白
[00:06:38.840 --> 00:06:42.080]  上帝的子民當時亡國
[00:06:42.080 --> 00:06:43.800]  當時失去了自己的身份
[00:06:43.800 --> 00:06:45.200]  失去了自己的宗教
[00:06:45.200 --> 00:06:46.520]  他們最重要的是什麼?
[00:06:46.520 --> 00:06:48.720]  最重要的是學習融入當地
[00:06:48.720 --> 00:06:53.640]  要明白什麼是生活在日常之中
[00:06:53.640 --> 00:06:55.120]  日常是什麼?
[00:06:55.120 --> 00:06:59.080]  起居、工作、結婚、生子
[00:06:59.080 --> 00:07:01.520]  求上帝次下安穩
[00:07:01.520 --> 00:07:06.120]  要好好生存、踏實生活
[00:07:06.120 --> 00:07:08.240]  在一個大時代的轉變之下
[00:07:08.240 --> 00:07:10.760]  以色列民第一代秘魯的人
[00:07:10.760 --> 00:07:12.560]  他們要期望的
