
[00:00:00.000 --> 00:00:03.160]  很短的一個講道的系列,叫兩堂而已,
[00:00:03.160 --> 00:00:05.280]  今個禮拜跟下一個禮拜,
[00:00:05.280 --> 00:00:07.440]  是講到怎麼活出我們的信心。
[00:00:07.440 --> 00:00:10.840]  那麼今天就是講如何去活出你的信心,
[00:00:10.840 --> 00:00:13.120]  什麼叫活出你的信心。
[00:00:13.120 --> 00:00:16.480]  那麼聖經裏面常常談到信心這個功課的,對不對?
[00:00:16.480 --> 00:00:20.800]  實際上很熟的一家聖經也講得很清楚,
[00:00:20.800 --> 00:00:25.600]  它說:人非有信,就不能得神的喜悅。
[00:00:25.600 --> 00:00:30.160]  事實上,我們都曉得,人非有信,
[00:00:30.160 --> 00:00:33.280]  根本就不能過每天的生活。
[00:00:33.280 --> 00:00:37.240]  我如果沒有信心的話,我就不會踏上這個講臺上面,
[00:00:37.240 --> 00:00:40.320]  因爲怕這個講臺不能承受我的重量,
[00:00:40.320 --> 00:00:41.520]  雖然我不是很重,
[00:00:41.520 --> 00:00:43.760]  但是我不曉得它的量子是什麼東西,
[00:00:43.760 --> 00:00:45.800]  可能它會踏掉怎麼辦。
[00:00:45.800 --> 00:00:47.400]  我如果沒有信心的話,
[00:00:47.400 --> 00:00:49.480]  我也不會一個人到公園裏面去,
[00:00:49.480 --> 00:00:52.400]  因爲常常聽說在僻靜的地方,
[00:00:52.400 --> 00:00:57.640]  可能會有一些歹徒在那裏等你,經過那個地方就打劫你,
[00:00:57.640 --> 00:01:01.680]  把你的錢包搶掉搶去,
[00:01:01.680 --> 00:01:05.720]  這個還不算什麼,如果把它打響的話就不好了。
[00:01:05.720 --> 00:01:07.240]  如果沒有信心的話,
[00:01:07.240 --> 00:01:09.920]  剛纔我也不敢開車到這裏來,
[00:01:09.920 --> 00:01:12.560]  因爲我們曉得在美國的公路上面,
[00:01:12.560 --> 00:01:19.360]  有很多危險駕駛的人,或者最早開車的人,
[00:01:19.360 --> 00:01:23.680]  出門口的時候小上公路可能會有點忌愧,
[00:01:23.680 --> 00:01:26.600]  遇到這方面的意外,因爲怕的緣故。
[00:01:26.600 --> 00:01:30.000]  如果我沒有信心的話,可能我不會到餐廳裏面去喫飯,
[00:01:30.000 --> 00:01:32.240]  因爲不曉得廚房裏面用什麼材料,
[00:01:32.240 --> 00:01:35.760]  或者是乾不乾淨,喫了以後有什麼問題,
[00:01:35.760 --> 00:01:40.840]  最好還是積極種菜煮飯就最好了。
[00:01:40.840 --> 00:01:44.000]  所以是很普通的例子我們曉得,
[00:01:44.000 --> 00:01:49.280]  原來如果我們沒有若干程度的信心的話,
[00:01:49.280 --> 00:01:52.720]  我們根本就沒有辦法在這個世界裏面生活。
[00:01:52.720 --> 00:01:55.000]  如果我們對什麼都沒有信心,
[00:01:55.000 --> 00:01:59.040]  根本就不能夠在這個世界裏面生存。
[00:01:59.040 --> 00:02:03.400]  所以實際上我們每個人都應該有點信心的,
[00:02:03.400 --> 00:02:05.520]  沒有信心就不行。
[00:02:05.520 --> 00:02:11.320]  問題是,聖經裏面所講的信心跟我們所講的是否一樣?
[00:02:11.320 --> 00:02:15.400]  聖經說,你們要考驗自己,審查自己,
[00:02:15.400 --> 00:02:20.360]  看看你們是否過着信心的生活。
[00:02:20.360 --> 00:02:21.920]  這裏談到信心的生活,
[00:02:21.920 --> 00:02:24.400]  當然我相信這裏所講的信心生活,
[00:02:24.400 --> 00:02:26.640]  好像我剛纔稍微提到過的,
[00:02:26.640 --> 00:02:30.760]  跟剛纔我所講的是否有信心踏到講臺上面,
[00:02:30.760 --> 00:02:33.560]  是否有信心開喫,到外面喫飯,
[00:02:33.560 --> 00:02:36.800]  我所講的那些信心跟這裏所講的可能是不一樣,
[00:02:36.800 --> 00:02:38.680]  應該是不一樣。
[00:02:38.680 --> 00:02:43.920]  我相信這裏所講的信心生活是講到我們的信仰生活。
[00:02:43.920 --> 00:02:48.720]  那保羅提醒我們每一個相信耶穌基督的人,
[00:02:48.720 --> 00:02:51.560]  要常常留意我們每天的生活,
[00:02:51.560 --> 00:02:58.080]  是否能夠把我們的信仰,憑信心能夠展露出來。
[00:02:58.080 --> 00:03:04.480]  是否能夠把我們的信仰,靠着信心顯露在人的面前。
[00:03:04.480 --> 00:03:09.080]  所以什麼叫做把信心活出來,什麼是活出我們的信心呢?
[00:03:09.080 --> 00:03:15.600]  我們怎麼樣才能夠在生活上面,展露出我們的信仰呢?
[00:03:15.600 --> 00:03:17.840]  我感覺到幾方面可以跟你們去分享。
[00:03:17.840 --> 00:03:21.240]  首先第一就是說,我們不要怕。
[00:03:21.240 --> 00:03:25.280]  我們不要怕表明自己是一個基督徒。
[00:03:25.280 --> 00:03:26.360]  好像很簡單對不對?
[00:03:26.360 --> 00:03:33.360]  但實際上很多人是很怕在別人的面前表明自己是一個基督徒的身份。
[00:03:33.360 --> 00:03:35.720]  爲什麼呢?原因很簡單,你們都曉得。
[00:03:35.720 --> 00:03:42.400]  可能我們也是其中一個,最普遍是怕人取笑我們吧。
[00:03:42.400 --> 00:03:45.200]  現在基督徒好像是minority,
[00:03:45.200 --> 00:03:51.520]  僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅
[00:03:51.520 --> 00:03:54.640]  我們怕別人會挑戰我們的信仰,
[00:03:54.640 --> 00:04:00.720]  我們怕別人會提問一些我們不懂得回答的信仰問題。
[00:04:00.720 --> 00:04:10.120]  還有很多很多的原因,我不知道那原因是什麼,所以我們發現很多基督徒他們是很怕在別人面前承認自己的信仰。
[00:04:10.120 --> 00:04:12.120]  但是聖經怎麼說呢?
[00:04:12.120 --> 00:04:16.600]  在《國林多號書十三章第五節》下半節裏面說:
[00:04:16.600 --> 00:04:20.360]  "除非你們完全經不起考驗",
[00:04:20.360 --> 00:04:25.240]  你們應該知道耶穌基督在你們的生命裏,
[00:04:25.240 --> 00:04:29.000]  除非你們完全經不起考驗。
[00:04:29.000 --> 00:04:34.160]  不然的話,我們應該知道耶穌是在我們的生命裏面的。
[00:04:34.160 --> 00:04:42.960]  不曉得你們年輕一代的有沒有看電視,我們還是很喜歡看電視,特別是頒獎典禮。
[00:04:42.960 --> 00:04:45.440]  我是蠻喜歡看的,是明星。
[00:04:45.440 --> 00:04:57.880]  那麼過去呢,第86屆的奧斯卡,最佳男演員的獎項是誰得到呢?
[00:04:57.880 --> 00:05:06.600]  是Matthew McConaughey,最佳男演員的獎項,金藏獎。
[00:05:06.600 --> 00:05:13.720]  那麼這個是他領獎的時候,他說:"I want to thank God, because that's who I look up to."
[00:05:13.720 --> 00:05:26.440]  他僅僅很少看到,我看到很多獎項,但是很少,在我記憶當中還不記得有那一位得獎的人會這樣說呢,
[00:05:26.440 --> 00:05:28.760]  感謝讚美上帝的話。
[00:05:28.760 --> 00:05:34.680]  實際上他不但是感謝神,他並且在感言上爲祖宗見證,
[00:05:34.680 --> 00:05:40.800]  他說我要感謝神,因爲祂是我所仰望的,祂已經用機會賜福了我的生活,
[00:05:40.800 --> 00:05:47.320]  我知道這不是我的手或任何其他人的手能夠做得到的。
[00:05:47.320 --> 00:05:50.120]  所以這個很特別,記憶很深。
[00:05:50.120 --> 00:05:56.960]  我沒有看完整個,但是突然看到這個人,面孔是熟熟的,因爲他不是個新的明星。
[00:05:56.960 --> 00:06:02.240]  第一次拿獎,但是他整人把榮耀歸給天父上帝。
[00:06:02.240 --> 00:06:11.560]  當然能夠公開表示自己的信仰,不等於他就是一個不斷成長,一個成熟的基督徒。
[00:06:11.560 --> 00:06:18.080]  但最低限度,他通過了一個信心的考驗,
[00:06:18.080 --> 00:06:26.160]  他能夠在不在乎信仰的奧斯卡頒獎典禮上面,
[00:06:26.160 --> 00:06:31.360]  大家留意哦,這個是全世界都有人看的一個盛會,
[00:06:31.360 --> 00:06:41.360]  他在同行的每一個明星、導演、紀片,還有全世界的觀衆的面前,
[00:06:41.360 --> 00:06:48.160]  張榮耀歸給天父上帝,是表明他真的是一個基督徒。
[00:06:48.160 --> 00:06:52.120]  他這樣做,不但是公開表明了他自己基督徒的身份,
[00:06:52.120 --> 00:06:58.200]  更是能夠在衆人的面前,勇於爲主耶穌做見證。
[00:06:58.200 --> 00:07:04.600]  所以應該是表明他是一個擁有基督生命的一個人。
[00:07:04.600 --> 00:07:09.760]  我相信他這個表現,就比起很多基督徒,
[00:07:09.760 --> 00:07:13.480]  我們只敢在教會里面表明自己的信仰,
[00:07:13.480 --> 00:07:21.120]  只敢在教會里面做見證,就好了一點點。
[00:07:21.120 --> 00:07:25.720]  我們如果要活出我們的信心,弟兄姐妹求神幫助我們,
[00:07:25.720 --> 00:07:30.800]  就不要怕公開表示,公開承認我們自己的信仰。
[00:07:30.800 --> 00:07:39.120]  我相信這個可能是爲什麼耶穌在新約教會里面定了兩個Ordinance,兩個禮儀。
[00:07:39.120 --> 00:07:42.320]  第一個是什麼? 敬禮。
[00:07:42.320 --> 00:07:44.880]  爲什麼耶穌要建立這個敬禮呢?
[00:07:44.880 --> 00:07:46.920]  我相信可能的原因是,
[00:07:46.920 --> 00:07:53.640]  敬禮是我們進入基督耶穌生命裏面的第一個考驗。
[00:07:53.640 --> 00:07:58.160]  流行耶穌就要受敬,表示你自己的信心。
[00:07:58.160 --> 00:08:00.040]  所以我不曉得我們當中有沒有人說,
[00:08:00.040 --> 00:08:03.680]  我心裏面相信主耶穌的,但是還沒有接受敬禮。
[00:08:03.680 --> 00:08:06.680]  我在鼓勵你,我希望你儘快要受敬。
[00:08:06.680 --> 00:08:09.440]  三次吧,剛剛上個禮拜過去了,
[00:08:09.440 --> 00:08:13.000]  復活節是很好的時間,但是三次。
[00:08:13.000 --> 00:08:17.520]  我希望神給你這個信心,這個能力,這個勇氣,
[00:08:17.520 --> 00:08:23.640]  透過敬禮公開表示你的信心,學習活出你的信仰。
[00:08:23.640 --> 00:08:30.960]  聖經說,由於你跟我的信心,我們可以互相獲得鼓勵,
[00:08:30.960 --> 00:08:38.120]  因爲你與我的彼此的信心,就可以同德安慰。
[00:08:38.120 --> 00:08:39.800]  什麼叫活出我們的信心呢?
[00:08:39.800 --> 00:08:43.360]  原來一個活出信心的人,在我們活出信心,
[00:08:43.360 --> 00:08:46.320]  把我們的信仰生活化的時候,
[00:08:46.320 --> 00:08:53.760]  就可以讓其他的基督徒互相的激勵,一同的成長。
[00:08:53.760 --> 00:08:56.760]  這個是一個擁有耶穌基督的生命的時候,
[00:08:56.760 --> 00:08:58.720]  我們能夠帶來的一個效果,
[00:08:58.720 --> 00:09:03.200]  我們各自信仰的生活,彼此鼓勵,一塊去敬神。
[00:09:03.200 --> 00:09:06.280]  剛纔提到過,上一個禮拜,
[00:09:06.280 --> 00:09:08.480]  我們不是要在復活節的時候敬禮嗎?
[00:09:08.480 --> 00:09:11.960]  下午的時候,兩兩半鍾。
[00:09:11.960 --> 00:09:16.960]  當天受金的弟兄姐妹當中,很特別上個禮拜,爲什麼呢?
[00:09:16.960 --> 00:09:22.440]  因爲這些人的年紀,最年輕的18歲,
[00:09:22.440 --> 00:09:26.240]  一個18歲的學生,最大的是50多歲,
[00:09:26.240 --> 00:09:30.000]  所以不同年齡階層裏面都有。
[00:09:30.000 --> 00:09:34.640]  但是在他們分享他們的見證的時候,
[00:09:34.640 --> 00:09:38.480]  我心裏面十分的感動。
[00:09:38.480 --> 00:09:43.680]  因爲他們每一個人的見證,都是自己生活裏面的體會。
[00:09:43.680 --> 00:09:47.680]  他們在他們的生活當中,感受天父上帝給他們的祝福,
[00:09:47.680 --> 00:09:52.120]  感受得到神給他們的安慰跟幫助,
[00:09:52.120 --> 00:09:54.000]  加添了他們的信息,
[00:09:54.000 --> 00:09:57.080]  以及他們感覺到,我們應該站出來,
[00:09:57.080 --> 00:10:03.560]  在人的面前,透過敬禮,表示我們的信心。
[00:10:03.560 --> 00:10:05.320]  所以每一次在你敬禮,
[00:10:05.320 --> 00:10:08.280]  敬禮到聽他講見證的時候,我都覺得感動。
[00:10:08.280 --> 00:10:13.840]  不過,我要告訴你,除了感動以外,
[00:10:13.840 --> 00:10:16.720]  更加能夠鼓勵我、激勵我的是什麼呢?
[00:10:16.720 --> 00:10:22.360]  是我看到天父上帝原來真的沒有停止過做工。
[00:10:22.360 --> 00:10:25.080]  這是聖經裏面講的,天父上帝沒有停止過做工,
[00:10:25.080 --> 00:10:28.360]  耶穌也沒有停止過做工。
[00:10:28.360 --> 00:10:33.840]  這個也印證了聖經裏面所說的,莊稼已經熟了可以收割了。
[00:10:33.840 --> 00:10:38.840]  這個激勵了我們要繼續積極的爲主去做事情,
[00:10:38.840 --> 00:10:41.400]  全服役,收他的莊稼。
[00:10:41.400 --> 00:10:43.000]  我信我們的基督徒,
[00:10:43.000 --> 00:10:45.480]  你說你信了耶穌,不但起來崇拜,
[00:10:45.480 --> 00:10:49.280]  也想想看怎麼能夠幫助耶穌基督,
[00:10:49.280 --> 00:10:54.240]  愉快出去收他的莊稼。
[00:10:54.240 --> 00:10:56.240]  在《貢林道前書15章》它提到過,
[00:10:56.240 --> 00:10:59.160]  我親愛的弟兄姐妹,這個也是我今天給你們的鼓勵,
