
[00:00:00.000 --> 00:00:02.280]  我今天想由一個青少年講起
[00:00:02.280 --> 00:00:04.040]  我親身牧養的一個青少年講起
[00:00:04.040 --> 00:00:06.640]  這個青少年叫羅小燕
[00:00:06.640 --> 00:00:09.280]  小燕是一個新移民的家庭長大
[00:00:09.280 --> 00:00:10.680]  她來到香港的時候
[00:00:10.680 --> 00:00:13.880]  她已經是高中高小的學生了
[00:00:13.880 --> 00:00:16.320]  她英文固然是很大的問題
[00:00:16.320 --> 00:00:17.400]  她中文也不是很行
[00:00:17.400 --> 00:00:19.000]  她廣東話也說得不好
[00:00:19.000 --> 00:00:21.080]  所以她讀書雖然她勤力
[00:00:21.080 --> 00:00:22.680]  但是也有很多很多問題
[00:00:22.680 --> 00:00:24.280]  她進不了大學
[00:00:24.280 --> 00:00:25.400]  就進去讀大專
[00:00:25.400 --> 00:00:26.520]  讀幼兒教育
[00:00:26.520 --> 00:00:29.240]  但是連大專讀到第一年都跟不上
[00:00:29.240 --> 00:00:32.160]  很想很想絕學不讀下去了
[00:00:32.160 --> 00:00:33.960]  她學業固然有很多疑惑
[00:00:33.960 --> 00:00:35.040]  很多困難
[00:00:35.040 --> 00:00:36.840]  但是她生命中有很多其他的困難
[00:00:36.840 --> 00:00:39.280]  例如她感情生活發生了很多問題
[00:00:39.280 --> 00:00:40.520]  她人挺漂亮的
[00:00:40.520 --> 00:00:41.640]  很多人追求她
[00:00:41.640 --> 00:00:44.680]  經常性男朋友追到她家門口
[00:00:44.680 --> 00:00:47.200]  大吵大鬧也試過
[00:00:47.200 --> 00:00:49.440]  但是真正最大的問題就是
[00:00:49.440 --> 00:00:51.160]  最大的問題是她自己的家庭
[00:00:51.160 --> 00:00:53.320]  她爸爸是一個沉溺性賭徒
[00:00:53.320 --> 00:00:55.400]  賭錢輸了很多錢
[00:00:55.400 --> 00:00:57.280]  結果欠了很多賭債
[00:00:58.040 --> 00:01:00.640]  試過將她政府借錢
[00:01:00.640 --> 00:01:01.800]  因為她家庭很窮
[00:01:01.800 --> 00:01:03.720]  所以政府借錢給她家庭
[00:01:03.720 --> 00:01:05.720]  讓小燕可以讀書
[00:01:05.720 --> 00:01:09.240]  但是那筆錢到了小燕的戶口
[00:01:09.240 --> 00:01:10.280]  昔日而已
[00:01:10.280 --> 00:01:13.680]  她爸爸就將那筆錢全拿去還自己的賭債
[00:01:13.680 --> 00:01:15.920]  還完賭債就爆煲了
[00:01:15.920 --> 00:01:17.400]  什麼叫爆煲
[00:01:17.400 --> 00:01:18.560]  一個人賭錢
[00:01:18.560 --> 00:01:21.000]  我做過很多這些戒賭的輔導了
[00:01:21.000 --> 00:01:22.080]  一般來說
[00:01:22.080 --> 00:01:25.280]  欠債欠債累積到大概欠十萬八萬左右
[00:01:25.280 --> 00:01:26.400]  就停守不了了
[00:01:26.400 --> 00:01:27.240]  因為沒錢賭
[00:01:27.240 --> 00:01:28.800]  別人不再借錢給你
[00:01:28.800 --> 00:01:31.840]  但是到了家人朋友開始幫你還錢
[00:01:31.840 --> 00:01:33.840]  十萬八萬不用全部還
[00:01:33.840 --> 00:01:34.720]  還了幾萬
[00:01:34.720 --> 00:01:35.440]  小燕就是這樣
[00:01:35.440 --> 00:01:37.320]  拿去的學費再去還錢
[00:01:37.320 --> 00:01:39.360]  那些傢伙又繼續借
[00:01:39.360 --> 00:01:40.920]  發覺你有水喉原來是有錢還的
[00:01:40.920 --> 00:01:41.920]  就繼續借給你
[00:01:41.920 --> 00:01:43.520]  立刻迅速就爆煲了
[00:01:43.520 --> 00:01:44.840]  小燕的爸爸就是這樣
[00:01:44.840 --> 00:01:46.280]  在半年之內
[00:01:46.280 --> 00:01:48.120]  從欠十萬八萬
[00:01:48.120 --> 00:01:49.960]  到欠別人幾十萬
[00:01:49.960 --> 00:01:51.440]  五十萬、六十萬
[00:01:51.440 --> 00:01:53.240]  欠了這麼多錢
[00:01:53.240 --> 00:01:54.520]  問題就無法解決了
[00:01:54.520 --> 00:01:55.800]  表面上無法解決了
[00:01:55.800 --> 00:01:58.280]  就爆煲情緒失控了
[00:01:58.280 --> 00:01:59.720]  每晚在家裡
[00:01:59.720 --> 00:02:01.240]  媽媽出去工作的時候
[00:02:01.240 --> 00:02:03.240]  爸爸就亂扔東西
[00:02:03.240 --> 00:02:05.720]  甚至經常在廚房拿一把大菜刀出來
[00:02:05.720 --> 00:02:06.880]  恐嚇他們
[00:02:06.880 --> 00:02:08.160]  想斬死全家人
[00:02:08.160 --> 00:02:09.400]  不只是說一下
[00:02:09.400 --> 00:02:12.240]  真的揮刀劈到家裡的傢俬都爛了
[00:02:12.240 --> 00:02:13.840]  恐嚇他們一駁熟了
[00:02:13.840 --> 00:02:14.880]  全家人都斬死了
[00:02:14.880 --> 00:02:15.840]  然後自己自殺
[00:02:15.840 --> 00:02:16.720]  不用這麼煩
[00:02:16.720 --> 00:02:19.440]  解決這些黑社會來追債的問題
[00:02:19.440 --> 00:02:20.760]  小燕很害怕
[00:02:20.760 --> 00:02:22.640]  試過帶著弟妹
[00:02:22.640 --> 00:02:24.360]  到家裡樓下公園坐
[00:02:24.360 --> 00:02:27.880]  等媽媽下班才把他們幾個接上去
[00:02:27.880 --> 00:02:29.080]  試過報警
[00:02:29.080 --> 00:02:33.040]  試過晚上坐在公屋後樓梯那裡哭
[00:02:33.040 --> 00:02:34.640]  打電話問我怎麼辦
[00:02:34.640 --> 00:02:37.600]  什麼都發生過了
[00:02:37.600 --> 00:02:39.960]  但這個問題不只是家庭的問題
[00:02:39.960 --> 00:02:42.440]  我們成為青少年就是家庭的問題
[00:02:42.440 --> 00:02:43.840]  Like father, like son
[00:02:43.840 --> 00:02:44.920]  有什麼叫做爸爸
[00:02:44.920 --> 00:02:47.320]  有什麼叫做子女
[00:02:47.320 --> 00:02:49.920]  爸爸那個要賺快錢
[00:02:49.920 --> 00:02:52.040]  改善自己自我形象
[00:02:52.040 --> 00:02:53.840]  以為賺錢賺得快一點
[00:02:53.840 --> 00:02:55.240]  多了一筆快錢
[00:02:55.240 --> 00:02:56.320]  就解決一切問題
[00:02:56.320 --> 00:02:58.760]  這個這麼錯誤的觀念
[00:02:58.760 --> 00:02:59.680]  小燕一樣有
[00:02:59.680 --> 00:03:01.200]  不過她不是賭錢
[00:03:01.200 --> 00:03:03.320]  她是做直銷想賺快錢
[00:03:03.320 --> 00:03:04.760]  整天想著不讀書了
[00:03:04.760 --> 00:03:06.400]  做直銷快點賺夠錢
[00:03:06.400 --> 00:03:07.400]  那就解決家裡的問題
[00:03:07.400 --> 00:03:09.120]  解決自己一切的問題
[00:03:09.120 --> 00:03:10.240]  我勸她不要
[00:03:10.240 --> 00:03:12.560]  我並不是反對人做直銷
[00:03:12.560 --> 00:03:15.160]  不過直銷就是做生意
[00:03:15.160 --> 00:03:17.360]  你自己連學費都沒錢交
[00:03:17.360 --> 00:03:18.400]  要找人幫忙解決
[00:03:18.400 --> 00:03:20.400]  你何來本錢做生意呢
[00:03:20.400 --> 00:03:22.160]  她不聽我的勸
[00:03:22.160 --> 00:03:23.720]  照樣去做直銷
[00:03:23.720 --> 00:03:25.720]  結果欠更多錢
[00:03:25.720 --> 00:03:27.320]  她自己也心坎債務
[00:03:27.320 --> 00:03:30.040]  不單單是爸爸欠人賭債
[00:03:30.040 --> 00:03:31.720]  她自己也欠人全身債
[00:03:31.720 --> 00:03:32.920]  一部分是因為學費
[00:03:32.920 --> 00:03:34.960]  要交學費給爸爸拿走了
[00:03:34.960 --> 00:03:37.320]  但更重要是因為自己做直銷
[00:03:37.320 --> 00:03:38.920]  全部人借錢來做
[00:03:38.920 --> 00:03:40.240]  當然輸光了
[00:03:40.240 --> 00:03:41.680]  剛剛開始做生意的人
[00:03:41.680 --> 00:03:43.080]  個個都要輸錢
[00:03:43.080 --> 00:03:44.840]  等於要加學費
[00:03:44.840 --> 00:03:46.360]  一樣
[00:03:46.360 --> 00:03:48.560]  很多很多問題
[00:03:48.560 --> 00:03:51.280]  年輕人有很多困擾
[00:03:51.280 --> 00:03:55.240]  前途、學業、感情、家庭
[00:03:55.240 --> 00:03:57.240]  自己成長的性格
[00:03:57.240 --> 00:04:00.600]  最典型的這五大困擾
[00:04:00.600 --> 00:04:02.480]  不單年輕人有困擾
[00:04:02.480 --> 00:04:04.080]  難道這五樣東西
[00:04:04.080 --> 00:04:06.520]  我們成人沒有困擾嗎
[00:04:06.520 --> 00:04:08.160]  你沒有學業的困擾
[00:04:08.160 --> 00:04:10.240]  有工作上的困擾
[00:04:10.240 --> 00:04:12.200]  一樣有家庭裏面
[00:04:12.200 --> 00:04:14.920]  不過對象可能不同了的困擾
[00:04:14.920 --> 00:04:16.360]  自己的成長
[00:04:16.360 --> 00:04:17.520]  已經成長差不多了
[00:04:17.520 --> 00:04:18.800]  我們自己的性格
[00:04:18.800 --> 00:04:20.840]  一樣有種種的問題
[00:04:20.840 --> 00:04:22.920]  我們一樣跟人有很多的衝突
[00:04:22.920 --> 00:04:23.880]  所有的困擾
[00:04:23.880 --> 00:04:25.560]  其實不單是青年人
[00:04:25.560 --> 00:04:27.800]  成人也一樣有
[00:04:27.800 --> 00:04:30.280]  困擾人生的困惑
[00:04:30.280 --> 00:04:32.360]  我們做基督徒又怎樣面對呢
[00:04:32.360 --> 00:04:35.160]  我們自己怎樣面對自己的困惑
[00:04:35.160 --> 00:04:36.360]  我們又怎樣幫助
[00:04:36.360 --> 00:04:38.320]  教育裏面其他弟妹
[00:04:38.320 --> 00:04:40.320]  或者我們家庭裏面其他成員
[00:04:40.320 --> 00:04:41.720]  怎樣幫助我們自己的子女
[00:04:41.720 --> 00:04:43.160]  面對他們的困惑
[00:04:43.160 --> 00:04:45.040]  怎樣幫助我們的父母
[00:04:45.040 --> 00:04:46.360]  面對他們的困惑
[00:04:46.360 --> 00:04:48.120]  幫助我們的親朋戚友
[00:04:48.120 --> 00:04:50.240]  面對他們的困惑
[00:04:50.240 --> 00:04:52.200]  今天我們來看一段聖經
[00:04:52.200 --> 00:04:56.160]  耶穌怎樣來幫助他的門徒
[00:04:56.160 --> 00:04:58.280]  去面對困惑
[00:04:58.280 --> 00:05:01.080]  我們今天講三點
[00:05:01.080 --> 00:05:02.840]  這段聖經我們講三點之前
[00:05:02.840 --> 00:05:04.800]  想講一講那個處境
[00:05:04.800 --> 00:05:05.840]  那個處境是什麼
[00:05:05.840 --> 00:05:07.240]  第十七節就是那個處境了
[00:05:07.240 --> 00:05:08.080]  我們一起讀一次好嗎
