
[00:00:00.000 --> 00:00:02.000]  各位萬安
[00:00:02.000 --> 00:00:03.000]  萬安
[00:00:03.000 --> 00:00:06.000]  很久沒有回來這個很親切的地方
[00:00:06.000 --> 00:00:09.000]  我們一起領受上帝的說話
[00:00:09.000 --> 00:00:12.000]  讓我們一起低頭禱告
[00:00:12.000 --> 00:00:14.000]  親愛的天父感謝祢招待我們
[00:00:14.000 --> 00:00:16.000]  在教會裡面仰望祢
[00:00:16.000 --> 00:00:19.000]  求祢開我們的心
[00:00:19.000 --> 00:00:21.000]  讓祢的道在我們生命裡面扎根
[00:00:21.000 --> 00:00:24.000]  我們這樣禱告在奉主耶穌基督的名字祈求
[00:00:24.000 --> 00:00:26.000]  下門
[00:00:26.000 --> 00:00:28.000]  各位不知道
[00:00:28.000 --> 00:00:32.000]  你們覺得自己是不是一個新潮的人呢
[00:00:32.000 --> 00:00:36.000]  有些最新潮的人領頭
[00:00:36.000 --> 00:00:39.000]  我就覺得自己不是
[00:00:39.000 --> 00:00:41.000]  因為很多年輕人的口頭禪
[00:00:41.000 --> 00:00:43.000]  我是真的不太懂
[00:00:43.000 --> 00:00:45.000]  例如我之前看到一句
[00:00:45.000 --> 00:00:48.000]  我也是要上網查才知道為什麼
[00:00:48.000 --> 00:00:51.000]  大家知不知道這個"E毛"為什麼
[00:00:51.000 --> 00:00:52.000]  E毛
[00:00:52.000 --> 00:00:54.000]  有些人額頭
[00:00:54.000 --> 00:00:56.000]  不開心
[00:00:56.000 --> 00:00:58.000]  我一開始見到的時候
[00:00:58.000 --> 00:01:00.000]  我不懂這個字的意思
[00:01:00.000 --> 00:01:02.000]  我要查字的意思
[00:01:02.000 --> 00:01:04.000]  E毛就是EMO
[00:01:04.000 --> 00:01:06.000]  不知道大家有沒有聽過
[00:01:06.000 --> 00:01:08.000]  跟著我查字的意思
[00:01:08.000 --> 00:01:10.000]  我才知道原來他的意思就是說
[00:01:10.000 --> 00:01:12.000]  一個人的牌子
[00:01:12.000 --> 00:01:14.000]  很情緒化
[00:01:14.000 --> 00:01:16.000]  很多情緒
[00:01:16.000 --> 00:01:18.000]  傷感頹廢
[00:01:18.000 --> 00:01:20.000]  應該是這樣
[00:01:20.000 --> 00:01:22.000]  可能有些人跟我一樣不懂
[00:01:22.000 --> 00:01:24.000]  網絡潮語
[00:01:24.000 --> 00:01:26.000]  通常是年輕人比較認識
[00:01:26.000 --> 00:01:28.000]  說起網絡潮語
[00:01:28.000 --> 00:01:30.000]  又勾起我少少年少的回憶
[00:01:30.000 --> 00:01:32.000]  因為我也曾經在這個年紀
[00:01:32.000 --> 00:01:34.000]  我也有當時的網絡潮語
[00:01:34.000 --> 00:01:36.000]  考考大家
[00:01:36.000 --> 00:01:38.000]  知不知道有沒有聽過
[00:01:38.000 --> 00:01:40.000]  我記得十幾年前
[00:01:40.000 --> 00:01:42.000]  我小時候
[00:01:42.000 --> 00:01:44.000]  還沒那麼流行社交網絡
[00:01:44.000 --> 00:01:46.000]  Instagram Facebook那些
[00:01:46.000 --> 00:01:48.000]  那時候流行的是什麼呢
[00:01:48.000 --> 00:01:50.000]  就是網絡論壇
[00:01:50.000 --> 00:01:52.000]  討論區
[00:01:52.000 --> 00:01:54.000]  現在大家很少去
[00:01:54.000 --> 00:01:56.000]  我小時候
[00:01:56.000 --> 00:01:58.000]  就很喜歡那些
[00:01:58.000 --> 00:02:00.000]  那時候有一些網絡潮語
[00:02:00.000 --> 00:02:02.000]  同樣出不窮
[00:02:02.000 --> 00:02:04.000]  那時候有一句
[00:02:04.000 --> 00:02:06.000]  是一句英文短句
[00:02:06.000 --> 00:02:08.000]  叫做 Old news is so exciting
[00:02:08.000 --> 00:02:10.000]  有沒有人聽過
[00:02:10.000 --> 00:02:12.000]  聽過我舉手
[00:02:12.000 --> 00:02:14.000]  沒有
[00:02:14.000 --> 00:02:16.000]  舉手的都看到
[00:02:16.000 --> 00:02:18.000]  感覺年紀差不多
[00:02:18.000 --> 00:02:20.000]  是不是沒有聽過
[00:02:20.000 --> 00:02:22.000]  沒聽過 Old news is so exciting
[00:02:22.000 --> 00:02:24.000]  大家明白我的意思
[00:02:24.000 --> 00:02:26.000]  中文的意思就是
[00:02:26.000 --> 00:02:28.000]  舊的新聞
[00:02:28.000 --> 00:02:30.000]  真的很有趣
[00:02:30.000 --> 00:02:32.000]  那什麼叫舊的新聞呢
[00:02:32.000 --> 00:02:34.000]  聽過了吧
[00:02:34.000 --> 00:02:36.000]  沒聽過
[00:02:36.000 --> 00:02:38.000]  舊的新聞是什麼意思呢
[00:02:38.000 --> 00:02:40.000]  舊的新聞
[00:02:40.000 --> 00:02:42.000]  新聞應該是新的
[00:02:42.000 --> 00:02:44.000]  舊的新聞就是
[00:02:44.000 --> 00:02:46.000]  舊的文
[00:02:46.000 --> 00:02:48.000]  其實這句潮語是一句諷刺的說話
[00:02:48.000 --> 00:02:50.000]  當一個網上的人
[00:02:50.000 --> 00:02:52.000]  以為自己有獨家消息
[00:02:52.000 --> 00:02:54.000]  比如某某歌手出身唱碟
[00:02:54.000 --> 00:02:56.000]  那個人想搶先報道
[00:02:56.000 --> 00:02:58.000]  在網上討論區大鑼大鼓
[00:02:58.000 --> 00:03:00.000]  跟別人說某某歌手出身唱碟
[00:03:00.000 --> 00:03:02.000]  但原來他這個新消息
[00:03:02.000 --> 00:03:04.000]  這個新聞兩天之前
[00:03:04.000 --> 00:03:06.000]  在同一個論壇已經有人說了
[00:03:06.000 --> 00:03:08.000]  大家就回應他這句
[00:03:08.000 --> 00:03:10.000]  舊新聞真的很有趣
[00:03:10.000 --> 00:03:12.000]  就是笑他你那些舊文
[00:03:12.000 --> 00:03:14.000]  當新聞這樣說
[00:03:14.000 --> 00:03:16.000]  為什麼我們會有一句
[00:03:16.000 --> 00:03:18.000]  舊的消息這麼快呢
[00:03:18.000 --> 00:03:20.000]  我想原因就是因為
[00:03:20.000 --> 00:03:22.000]  我們新的消息 新的事物
[00:03:22.000 --> 00:03:24.000]  總是對我們有很多吸引力
[00:03:24.000 --> 00:03:26.000]  因為我們有好奇心
[00:03:26.000 --> 00:03:28.000]  我們對一件事的發展
[00:03:28.000 --> 00:03:30.000]  它的進步 我們是很有期望的
[00:03:30.000 --> 00:03:32.000]  所以反過來
[00:03:32.000 --> 00:03:34.000]  當舊的事物就會很快過期
[00:03:34.000 --> 00:03:36.000]  我們很快就沒有吸引力了
[00:03:36.000 --> 00:03:38.000]  所以當有些人將舊的消息
[00:03:38.000 --> 00:03:40.000]  當是新消息這樣說的時候
[00:03:40.000 --> 00:03:42.000]  那個落差就很大
[00:03:42.000 --> 00:03:44.000]  不過我想在我們每天
[00:03:44.000 --> 00:03:46.000]  接觸到的資訊裡面
[00:03:46.000 --> 00:03:48.000]  其實我們最不缺乏的是什麼呢
[00:03:48.000 --> 00:03:50.000]  就是這些新消息
[00:03:50.000 --> 00:03:52.000]  一打開手機
[00:03:52.000 --> 00:03:54.000]  你滾兩下你會看到什麼
[00:03:54.000 --> 00:03:56.000]  可能看看你看什麼
[00:03:56.000 --> 00:03:58.000]  通常你滾兩下
[00:03:58.000 --> 00:04:00.000]  有時候可能有些廣告
[00:04:00.000 --> 00:04:02.000]  有什麼旅行好去處
[00:04:02.000 --> 00:04:04.000]  或者有什麼新餐廳推介
[00:04:04.000 --> 00:04:06.000]  又或者
[00:04:06.000 --> 00:04:08.000]  有什麼新遊戲要出
[00:04:08.000 --> 00:04:10.000]  經常一打開
[00:04:10.000 --> 00:04:12.000]  經常都這樣看到
