
[00:00:00.000 --> 00:00:02.000]  大英姊妹早安
[00:00:02.000 --> 00:00:05.000]  很開心在主日的清晨
[00:00:05.000 --> 00:00:09.000]  能夠和大英姊妹一齊來敬拜神
[00:00:09.000 --> 00:00:11.000]  剛才的短片告訴我們
[00:00:11.000 --> 00:00:15.000]  我們都是泥土、夢神來到無助
[00:00:15.000 --> 00:00:17.000]  所以當神的話語一打開
[00:00:17.000 --> 00:00:20.000]  我們又去吸收、去領受的時候
[00:00:20.000 --> 00:00:22.000]  生命就能夠滋長
[00:00:22.000 --> 00:00:26.000]  今天是聖餐門訓主日
[00:00:26.000 --> 00:00:32.000]  我們依然會繼續來看羅馬書的內容
[00:00:32.000 --> 00:00:37.000]  今天看的是十一章十一到二十四節的經文
[00:00:37.000 --> 00:00:42.000]  我很想問問大英姊妹
[00:00:42.000 --> 00:00:46.000]  有多少個從羅馬書第一章已經在敬拜?
[00:00:46.000 --> 00:00:48.000]  不是很多
[00:00:48.000 --> 00:00:51.000]  有多少個正在返回牧區?
[00:00:51.000 --> 00:00:54.000]  因為我知道很多牧區都在看羅馬書
[00:00:54.000 --> 00:00:59.000]  在牧區裡面看羅馬書
[00:00:59.000 --> 00:01:01.000]  我希望你起碼有一些
[00:01:01.000 --> 00:01:05.000]  整年來看起碼能夠抓到一些概念
[00:01:05.000 --> 00:01:10.000]  如果整個羅馬書按類別來分
[00:01:10.000 --> 00:01:12.000]  整個羅馬書只有十六章
[00:01:12.000 --> 00:01:16.000]  頭一到十一章按類別分
[00:01:16.000 --> 00:01:20.000]  其實是較易性重的內容
[00:01:20.000 --> 00:01:26.000]  將整個救贖計劃包含的內容
[00:01:26.000 --> 00:01:31.000]  很豐富地用十一章的經文寫出來
[00:01:31.000 --> 00:01:37.000]  然後十二到十六章就是一些生活性的教導
[00:01:37.000 --> 00:01:39.000]  聽完十一章之後
[00:01:39.000 --> 00:01:42.000]  我們就會有很多具體落實
[00:01:42.000 --> 00:01:45.000]  應用在生活裡面的內容
[00:01:45.000 --> 00:01:47.000]  按內容來分
[00:01:47.000 --> 00:01:52.000]  頭八章就將神福音救贖的大計
[00:01:52.000 --> 00:01:55.000]  很詳細地寫出來
[00:01:55.000 --> 00:01:59.000]  然後讓我們知道如何得救
[00:01:59.000 --> 00:02:01.000]  得勝和得榮
[00:02:01.000 --> 00:02:03.000]  很重要的內容
[00:02:03.000 --> 00:02:06.000]  九到十一章就是一個段落
[00:02:06.000 --> 00:02:10.000]  集中去處理神的選民以色列人
[00:02:10.000 --> 00:02:11.000]  他的得救問題
[00:02:11.000 --> 00:02:13.000]  跟我們也很有關係
[00:02:13.000 --> 00:02:17.000]  今天我們說的這個段落就是其中一部分
[00:02:17.000 --> 00:02:20.000]  十二到十六章就是信徒生活
[00:02:20.000 --> 00:02:23.000]  這個是非常豐富的
[00:02:23.000 --> 00:02:27.000]  整個十一章將到神救贖的奇妙
[00:02:27.000 --> 00:02:30.000]  還有他的恩典和憐憫
[00:02:30.000 --> 00:02:33.000]  表達得非常清楚
[00:02:33.000 --> 00:02:38.000]  上次我們看了頭十節的經文
[00:02:38.000 --> 00:02:45.000]  講到神不會丟棄他的選民以色列人
[00:02:45.000 --> 00:02:51.000]  因為神自己是用揀選的恩典來選擇他們
[00:02:51.000 --> 00:02:54.000]  雖然他們不肯用信心
[00:02:54.000 --> 00:02:58.000]  按照上帝的方法來跟隨神
[00:02:58.000 --> 00:03:01.000]  他們要堅持他們的律例
[00:03:01.000 --> 00:03:05.000]  典章和國禮的一些儀節
[00:03:05.000 --> 00:03:11.000]  但是神仍然為他的選民留有餘數
[00:03:11.000 --> 00:03:18.000]  並且藉著他們將救恩給予外邦
[00:03:18.000 --> 00:03:21.000]  在以色列民和外邦裡面
[00:03:21.000 --> 00:03:25.000]  都會有一些被揀選的漁民
[00:03:25.000 --> 00:03:30.000]  但是也有很多心硬不肯信的人
[00:03:30.000 --> 00:03:34.000]  如果我們不是有神自己揀選的恩典
[00:03:34.000 --> 00:03:37.000]  連神的選民都不會得救
[00:03:37.000 --> 00:03:42.000]  不過神在九到十一章告訴我們
[00:03:42.000 --> 00:03:48.000]  他不會丟棄他自己的選民和屬於他的人的時候
[00:03:48.000 --> 00:03:53.000]  其實給了我們一個很大的保障
[00:03:53.000 --> 00:03:59.000]  還有給了我們一個很不動搖的根據
[00:03:59.000 --> 00:04:03.000]  所以我們會先看一看今天的經文
[00:04:03.000 --> 00:04:07.000]  並且存著一個願意受教的心
[00:04:07.000 --> 00:04:10.000]  看看短短的這些經文
[00:04:10.000 --> 00:04:13.000]  究竟今天提醒我們些什麼
[00:04:13.000 --> 00:04:19.000]  我們先讀十一到二十四節的經文
[00:04:19.000 --> 00:04:21.000]  一二三
[00:04:21.000 --> 00:04:23.000]  那麼我再問
[00:04:23.000 --> 00:04:26.000]  他們失足是要他們跌倒嗎
[00:04:26.000 --> 00:04:28.000]  絕對不是
[00:04:28.000 --> 00:04:30.000]  因他們的過犯
[00:04:30.000 --> 00:04:32.000]  救恩反而臨到外邦人
[00:04:32.000 --> 00:04:35.000]  要激起他們嫉妒的心
[00:04:35.000 --> 00:04:39.000]  如果他們的過犯成為世界的富足
[00:04:39.000 --> 00:04:43.000]  他們的缺乏成為外邦人的富足
[00:04:43.000 --> 00:04:46.000]  更何況他們全數得救呢
[00:04:46.000 --> 00:04:51.000]  我對你們外邦人說
[00:04:51.000 --> 00:04:54.000]  正因為我是外邦人的仕途
[00:04:54.000 --> 00:04:56.000]  我敬重我的職份
[00:04:56.000 --> 00:05:00.000]  希望可以激起我骨肉之親的嫉妒
[00:05:00.000 --> 00:05:03.000]  好救他們一些人
[00:05:03.000 --> 00:05:05.000]  如果他們被凋棄
[00:05:05.000 --> 00:05:08.000]  世界因而得以與神和好
[00:05:08.000 --> 00:05:10.000]  他們被收納
[00:05:10.000 --> 00:05:13.000]  豈不就是從死人中復生嗎
[00:05:13.000 --> 00:05:16.000]  所獻的身面若聖潔
[00:05:16.000 --> 00:05:19.000]  整個麵團都聖潔了
[00:05:19.000 --> 00:05:21.000]  樹根若聖潔
[00:05:21.000 --> 00:05:24.000]  樹枝也聖潔了
[00:05:24.000 --> 00:05:28.000]  若有幾根枝子被截下來
[00:05:28.000 --> 00:05:31.000]  你這野橄欖枝接上去
[00:05:31.000 --> 00:05:34.000]  同享橄欖根的肥汁
[00:05:34.000 --> 00:05:37.000]  你就不可向舊枝子誇口
[00:05:37.000 --> 00:05:38.000]  若是誇口
[00:05:38.000 --> 00:05:41.000]  該知道不是你托著根
[00:05:41.000 --> 00:05:43.000]  而是根托著你
[00:05:43.000 --> 00:05:46.000]  你會說那些枝子被截下來
[00:05:46.000 --> 00:05:49.000]  是為了使我接上去
[00:05:49.000 --> 00:05:50.000]  不錯
[00:05:50.000 --> 00:05:52.000]  他們因為不順
[00:05:52.000 --> 00:05:54.000]  所以被截下來
[00:05:54.000 --> 00:05:55.000]  你因為順
[00:05:55.000 --> 00:05:59.000]  所以拿得住
[00:05:59.000 --> 00:06:01.000]  戰戰兢兢
[00:06:01.000 --> 00:06:04.000]  不顧原來的枝子
[00:06:04.000 --> 00:06:07.000]  豈會顧惜你
[00:06:07.000 --> 00:06:10.000]  可見神又恩慈又嚴厲
[00:06:10.000 --> 00:06:13.000]  對那跌倒的人是嚴厲的
[00:06:13.000 --> 00:06:15.000]  對你是恩慈的
[00:06:15.000 --> 00:06:19.000]  只要你長久在他的恩慈裡
[00:06:19.000 --> 00:06:22.000]  不然你也要被砍下來
[00:06:22.000 --> 00:06:25.000]  而且他們若不是長久不順
[00:06:25.000 --> 00:06:27.000]  仍要被接上
[00:06:27.000 --> 00:06:31.000]  因為神能夠重新把他們接上去
[00:06:31.000 --> 00:06:36.000]  你是從那天生的野橄欖上砍下來的
[00:06:36.000 --> 00:06:38.000]  尚且違反自然地
[00:06:38.000 --> 00:06:40.000]  接在好橄欖上
[00:06:40.000 --> 00:06:43.000]  何況這些原來的枝子
[00:06:43.000 --> 00:06:47.000]  豈不更要接上原樹上嗎?
[00:06:47.000 --> 00:06:53.000]  我們先低頭同心祈禱
[00:06:53.000 --> 00:06:55.000]  親愛的天父
[00:06:55.000 --> 00:06:57.000]  愛我們的主耶穌
[00:06:57.000 --> 00:07:00.000]  還有引導我們進入真理的聖靈
[00:07:00.000 --> 00:07:03.000]  我們主日的清神來到你面前
[00:07:03.000 --> 00:07:06.000]  因為知道神你在我們中間
[00:07:06.000 --> 00:07:09.000]  你不單喜悅我們來到親近你
[00:07:09.000 --> 00:07:14.000]  你更喜悅將你的心意展示在我們面前
[00:07:14.000 --> 00:07:17.000]  叫我們知所遵行
[00:07:17.000 --> 00:07:21.000]  所以我們特別將這一段敬拜你
[00:07:21.000 --> 00:07:25.000]  學習你心意的時間仰望在你面前
[00:07:25.000 --> 00:07:29.000]  求你用我們能夠明白的方法對我們說話
[00:07:29.000 --> 00:07:32.000]  以致我們能夠更加緊貼你
[00:07:32.000 --> 00:07:36.000]  更加能夠將你的心意展現在我們生命當中
[00:07:36.000 --> 00:07:38.000]  我們這樣同心祈禱
[00:07:38.000 --> 00:07:40.000]  奉耶穌的名求
[00:07:40.000 --> 00:07:42.000]  阿們
[00:07:42.000 --> 00:07:49.000]  在這裡保羅再問一個問題
[00:07:49.000 --> 00:07:53.000]  他說他們失足是要他們跌倒嗎?
[00:07:53.000 --> 00:07:55.000]  原來這些以色列人
[00:07:55.000 --> 00:08:01.000]  他們不相信耶穌是尼塞亞和救主
[00:08:01.000 --> 00:08:05.000]  究竟神是否真的不要他們呢?
[00:08:05.000 --> 00:08:09.000]  保羅很清楚地說絕對不是
[00:08:09.000 --> 00:08:15.000]  約翰·斯多德牧師這樣說
[00:08:15.000 --> 00:08:20.000]  他說以色列人失足不是要他們跌倒無可還回
[00:08:20.000 --> 00:08:23.000]  而是要他們再興起來
[00:08:23.000 --> 00:08:28.000]  在這個經文裡他本來有這樣說
[00:08:28.000 --> 00:08:31.000]  因著以色列人的過犯
[00:08:31.000 --> 00:08:35.000]  反而達至有幾個祝福
[00:08:35.000 --> 00:08:40.000]  是可以超過我們所能夠理解的
[00:08:40.000 --> 00:08:44.000]  救恩因著他們的過犯
[00:08:44.000 --> 00:08:46.000]  反而臨到外邦人
[00:08:46.000 --> 00:08:49.000]  原本神選擇以色列人
[00:08:49.000 --> 00:08:52.000]  就是要他們成為萬國的祝福
[00:08:52.000 --> 00:08:54.000]  不過這些以色列人
[00:08:54.000 --> 00:08:57.000]  知道自己被揀選之後
[00:08:57.000 --> 00:08:59.000]  以為自己很厲害
[00:08:59.000 --> 00:09:01.000]  然後自高自傲
[00:09:01.000 --> 00:09:06.000]  只是來按著自己獨特的身份
[00:09:06.000 --> 00:09:08.000]  來沾沾自喜
[00:09:08.000 --> 00:09:11.000]  卻忘記了原來他有個責任
[00:09:11.000 --> 00:09:13.000]  叫萬俗得福
[00:09:13.000 --> 00:09:18.000]  上帝沒有因為這樣將救恩摧毀
[00:09:18.000 --> 00:09:23.000]  反而成勢將救恩給予萬邦
[00:09:23.000 --> 00:09:26.000]  以致在座的你和我
[00:09:26.000 --> 00:09:30.000]  都能夠承受到上帝今天這麼大的恩情
[00:09:30.000 --> 00:09:35.000]  而且外邦人不救
[00:09:35.000 --> 00:09:40.000]  保羅還說可以引起以色列人嫉妒
[00:09:40.000 --> 00:09:43.000]  嫉妒其實是一個不好的詞
[00:09:43.000 --> 00:09:48.000]  嫉妒通常會引起一些惡毒
[00:09:48.000 --> 00:09:53.000]  仇恨、憎恨和一些壞的計謀
[00:09:53.000 --> 00:10:00.000]  不過保羅在這裡用這個詞激起他們嫉妒的心
[00:10:00.000 --> 00:10:09.000]  就是要引起他們對於外邦人得救恩
[00:10:09.000 --> 00:10:15.000]  以致他們能夠奮起法力追趕
[00:10:15.000 --> 00:10:20.000]  雖然保羅向外邦人傳福音
[00:10:20.000 --> 00:10:25.000]  也引來猶太人很多的不滿
[00:10:25.000 --> 00:10:29.000]  以致他們攻擊保羅
[00:10:29.000 --> 00:10:32.000]  攻擊耶穌的大使徒彼得
[00:10:32.000 --> 00:10:35.000]  和攻擊初期的教會
[00:10:35.000 --> 00:10:40.000]  但是保羅很明白上帝的心意
[00:10:40.000 --> 00:10:47.000]  他看到自己同胞不信耶穌的過程
[00:10:47.000 --> 00:10:51.000]  他仍然能夠知道神自己的心意
[00:10:51.000 --> 00:10:57.000]  他很相信這些以色列民
[00:10:57.000 --> 00:11:00.000]  他們始終會全數得救
[00:11:00.000 --> 00:11:03.000]  在十二節最後
[00:11:03.000 --> 00:11:06.000]  更何況他們全數得救
[00:11:06.000 --> 00:11:10.000]  然後他有一個講解
[00:11:10.000 --> 00:11:14.000]  他說如果他們的過犯
[00:11:14.000 --> 00:11:18.000]  能夠成為外邦人得著福音
[00:11:18.000 --> 00:11:20.000]  叫世界富足的話
[00:11:20.000 --> 00:11:26.000]  他們的缺乏又成為外邦人的富足
[00:11:26.000 --> 00:11:30.000]  更何況他們全數得救
[00:11:30.000 --> 00:11:34.000]  所以按著神自己的心意
[00:11:34.000 --> 00:11:39.000]  始終以色列民會大批來歸主
[00:11:39.000 --> 00:11:46.000]  不過那是比起後期神自己的心意
[00:11:46.000 --> 00:11:51.000]  不知道你有沒有這樣的體會
[00:11:51.000 --> 00:11:56.000]  上帝是能夠將壞事變成祝福的上帝
[00:11:56.000 --> 00:12:00.000]  雖然他揀選的選民
[00:12:00.000 --> 00:12:04.000]  沒有按著他的心意來跟隨
[00:12:04.000 --> 00:12:10.000]  但是上帝卻因著他們誤解的剛硬
[00:12:10.000 --> 00:12:15.000]  他將祝福臨到更多的人
[00:12:15.000 --> 00:12:17.000]  我們經常都會說
[00:12:17.000 --> 00:12:20.000]  人的盡頭就是神的開始
[00:12:20.000 --> 00:12:25.000]  其實神不是在人的絕境裡才做事
[00:12:25.000 --> 00:12:26.000]  按聖經描述
[00:12:26.000 --> 00:12:28.000]  他是從創世以先
[00:12:28.000 --> 00:12:32.000]  一直作他的功從來沒有停歇
[00:12:32.000 --> 00:12:35.000]  只不過人在順境的時候
[00:12:35.000 --> 00:12:37.000]  我們看不到神的工作
[00:12:37.000 --> 00:12:41.000]  是要去到一些艱難
[00:12:41.000 --> 00:12:42.000]  甚至走投無路
[00:12:42.000 --> 00:12:44.000]  然後我們才知道
[00:12:44.000 --> 00:12:46.000]  不能夠靠自己了
[00:12:46.000 --> 00:12:48.000]  才去投靠神
[00:12:48.000 --> 00:12:52.000]  所以我們很具體的經驗就是
[00:12:52.000 --> 00:12:55.000]  好像真的要去到絕境
[00:12:55.000 --> 00:12:59.000]  然後才看到神自己的救筆
[00:12:59.000 --> 00:13:04.000]  但是神自己在上上都給我們有勸勉
[00:13:04.000 --> 00:13:09.000]  警戒和幫助
[00:13:09.000 --> 00:13:13.000]  如果你看回舊約一個最明顯的例子
[00:13:13.000 --> 00:13:16.000]  就是約瑟
[00:13:16.000 --> 00:13:20.000]  約瑟的兄弟想殺了他
[00:13:20.000 --> 00:13:22.000]  想害他
[00:13:22.000 --> 00:13:27.000]  但是他因著將約瑟賣掉的時候
[00:13:27.000 --> 00:13:31.000]  這件壞事反而成為他們整個民族
[00:13:31.000 --> 00:13:35.000]  長遠得到拯救的一個好事
[00:13:35.000 --> 00:13:37.000]  但是我們要知道
[00:13:37.000 --> 00:13:39.000]  壞事真的是壞事
[00:13:39.000 --> 00:13:42.000]  它不是一些好的東西
[00:13:42.000 --> 00:13:45.000]  苦難本身也不是祝福
[00:13:45.000 --> 00:13:50.000]  不過當壞事和苦難有神的介入
[00:13:50.000 --> 00:13:58.000]  和有人肯用良善、公義、憐憫來施以援手的時候
[00:13:58.000 --> 00:14:04.000]  壞事和苦難才會變成好事和祝福
[00:14:04.000 --> 00:14:06.000]  所以有些時候
[00:14:06.000 --> 00:14:11.000]  如果你看到有一些問題
[00:14:11.000 --> 00:14:13.000]  或者有些需要
[00:14:13.000 --> 00:14:16.000]  你沒有加以援手
[00:14:16.000 --> 00:14:19.000]  壞事是可以變得更壞
[00:14:19.000 --> 00:14:23.000]  而且苦難可以變得更加淒善
[00:14:23.000 --> 00:14:26.000]  上帝將我們擠在人世間
[00:14:26.000 --> 00:14:31.000]  其實某程度就是要我們在有需要的時候
[00:14:31.000 --> 00:14:40.000]  能夠代上帝去播下良善、公義、憐憫和恩慈
[00:14:40.000 --> 00:14:43.000]  並且藉著神自己的恩典
[00:14:43.000 --> 00:14:47.000]  叫更多的壞事能夠變成好事
[00:14:47.000 --> 00:14:51.000]  從苦難變成化妝的祝福
[00:14:51.000 --> 00:14:55.000]  在經文裏提醒我們
[00:14:55.000 --> 00:14:58.000]  原來我們在神的面前
[00:14:58.000 --> 00:15:01.000]  屬神的子民有我們那一份
[00:15:01.000 --> 00:15:10.000]  然後保羅在十三、十四節裏提醒我們要留心
[00:15:10.000 --> 00:15:13.000]  他說我對你們外邦人說
[00:15:13.000 --> 00:15:15.000]  其實就是對我們說
[00:15:15.000 --> 00:15:17.000]  因為我是外邦人的使徒
[00:15:17.000 --> 00:15:19.000]  我敬重我的職份
[00:15:19.000 --> 00:15:22.000]  希望可以激起我骨肉之親的嫉妒
[00:15:22.000 --> 00:15:25.000]  好救他們一些人
[00:15:25.000 --> 00:15:30.000]  保羅是稱為外邦人的使徒
[00:15:30.000 --> 00:15:33.000]  他很重視自己這個屬神的身份
[00:15:33.000 --> 00:15:36.000]  還有神自己的吩咐
[00:15:36.000 --> 00:15:42.000]  就算面對當代很多的攻擊、誤解和壓迫
[00:15:42.000 --> 00:15:45.000]  他也很努力傳福音
[00:15:45.000 --> 00:15:48.000]  就是想多救一些同胞
[00:15:48.000 --> 00:15:51.000]  和多救一些外邦人
[00:15:51.000 --> 00:15:54.000]  很想透過他這些行徑
[00:15:54.000 --> 00:15:57.000]  可以刺激他的同胞
[00:15:57.000 --> 00:16:00.000]  來被神感動
[00:16:00.000 --> 00:16:03.000]  可以產生對神的追求
[00:16:03.000 --> 00:16:05.000]  經文是這樣說的
[00:16:05.000 --> 00:16:08.000]  如果他們被凋棄
[00:16:08.000 --> 00:16:11.000]  世界因而得以與神和好
[00:16:11.000 --> 00:16:13.000]  他們被收納
[00:16:13.000 --> 00:16:16.000]  豈不是從死人中復生嗎?
[00:16:16.000 --> 00:16:22.000]  這裡他用了一個如果、兩個若
[00:16:22.000 --> 00:16:25.000]  來做一些講解
[00:16:25.000 --> 00:16:27.000]  他說到
[00:16:27.000 --> 00:16:29.000]  以色列民被凋棄
[00:16:29.000 --> 00:16:34.000]  而令世界得以與神和好
[00:16:34.000 --> 00:16:38.000]  如果將來神接納他們的時候
[00:16:38.000 --> 00:16:41.000]  必然帶來死人復生
[00:16:41.000 --> 00:16:43.000]  什麼叫死人復生?
[00:16:43.000 --> 00:16:44.000]  可以說
[00:16:44.000 --> 00:16:49.000]  本來這些以色列民面對死亡
[00:16:49.000 --> 00:16:51.000]  沒有得救
[00:16:51.000 --> 00:16:54.000]  但是神的接納
[00:16:54.000 --> 00:16:58.000]  他們就可以有一個全然的復生
[00:16:58.000 --> 00:17:01.000]  同時這個死而復生
[00:17:01.000 --> 00:17:03.000]  也有一個預言
[00:17:03.000 --> 00:17:11.000]  請求以色列人全家能夠得救的時勢
[00:17:11.000 --> 00:17:17.000]  應該是在末後復活的時候才會發生
[00:17:17.000 --> 00:17:21.000]  保羅在十六節
[00:17:21.000 --> 00:17:23.000]  用了兩個形容
[00:17:23.000 --> 00:17:28.000]  來形容以色列人和普世救贖的關係
[00:17:28.000 --> 00:17:34.000]  他用了所現的生面和樹根
[00:17:34.000 --> 00:17:38.000]  來比喻以色列的列祖
[00:17:38.000 --> 00:17:40.000]  然後約聖潔
[00:17:40.000 --> 00:17:43.000]  他說所現的生面約聖潔
[00:17:43.000 --> 00:17:46.000]  整個麵團就到聖潔了
[00:17:46.000 --> 00:17:48.000]  樹根約聖潔
[00:17:48.000 --> 00:17:50.000]  樹枝也聖潔了
[00:17:50.000 --> 00:17:51.000]  就是說
[00:17:51.000 --> 00:17:56.000]  這個聖潔又可以解為蒙月立
[00:17:56.000 --> 00:18:00.000]  如果以色列的列祖蒙月立
[00:18:00.000 --> 00:18:02.000]  他整個的麵團
[00:18:02.000 --> 00:18:04.000]  所有的以色列民
[00:18:04.000 --> 00:18:08.000]  都會在神面前蒙月立
[00:18:08.000 --> 00:18:10.000]  樹根約聖潔
[00:18:10.000 --> 00:18:15.000]  就是說以色列的先祖已經蒙月立
[00:18:15.000 --> 00:18:20.000]  以致其後的之子都能夠蒙月立
[00:18:20.000 --> 00:18:22.000]  也聖潔了
[00:18:22.000 --> 00:18:27.000]  這裡是將以色列將來會全部
[00:18:27.000 --> 00:18:29.000]  全數得救
[00:18:29.000 --> 00:18:31.000]  來擠在我們面前
[00:18:31.000 --> 00:18:33.000]  雖然看起來
[00:18:33.000 --> 00:18:35.000]  他好像暫時不相信
[00:18:35.000 --> 00:18:37.000]  但是
[00:18:37.000 --> 00:18:41.000]  他暫時不相信
[00:18:41.000 --> 00:18:43.000]  但是他的不相信
[00:18:43.000 --> 00:18:45.000]  令到外邦人
[00:18:45.000 --> 00:18:47.000]  能夠得聞福音
[00:18:47.000 --> 00:18:49.000]  並且得著救贖
[00:18:49.000 --> 00:18:54.000]  慢慢展現神自己拯救世人的藍圖
[00:18:54.000 --> 00:18:56.000]  所以
[00:18:56.000 --> 00:19:00.000]  保羅把這個圖片擠出來
[00:19:00.000 --> 00:19:04.000]  保羅很清楚自己是屬神的人
[00:19:04.000 --> 00:19:07.000]  而且他有傳揚福音的積分
[00:19:07.000 --> 00:19:12.000]  我們都是奉主的恩情
[00:19:12.000 --> 00:19:16.000]  被納入屬神的子民的範圍
[00:19:16.000 --> 00:19:19.000]  究竟我們有多在乎
[00:19:19.000 --> 00:19:22.000]  我們基督徒的身份
[00:19:22.000 --> 00:19:26.000]  和傳揚福音的積分呢?
[00:19:26.000 --> 00:19:30.000]  我記得在默會的過程中
[00:19:30.000 --> 00:19:34.000]  常常都能夠接觸不同的弟兄姊妹
[00:19:34.000 --> 00:19:39.000]  看到有些時候弟兄姊妹信了耶穌之後
[00:19:39.000 --> 00:19:41.000]  就會有很大的熱心
[00:19:41.000 --> 00:19:44.000]  因為他們嘗過主恩的滋味
[00:19:44.000 --> 00:19:45.000]  知道神的真實
[00:19:45.000 --> 00:19:50.000]  於是他們很樂意參與教會的聚會
[00:19:50.000 --> 00:19:54.000]  也很樂意將人帶到神的面前
[00:19:54.000 --> 00:19:56.000]  但是當日子久了
[00:19:56.000 --> 00:19:58.000]  他們就會發現
[00:19:58.000 --> 00:20:00.000]  做基督徒真好
[00:20:00.000 --> 00:20:02.000]  常常在神面前領受恩情
