
[00:00:00.000 --> 00:00:10.000]  這錄音或錄影的版權是屬於基督教宣導會不各堂所有
[00:00:10.000 --> 00:00:14.000]  我們的屬靈傳統之一是以真理教導為本
[00:00:14.000 --> 00:00:18.000]  歡迎您將此錄音或錄影的連結傳給親友
[00:00:18.000 --> 00:00:24.000]  懇請注意,未經授權,請勿轉錄或剪輯本錄音或錄影
[00:00:24.000 --> 00:00:30.000]  甚願好似使徒行傳二十章三十二節下所講
[00:00:30.000 --> 00:00:36.000]  這道能建立你們,叫你們和一切誠誠的人同得基業
[00:00:36.000 --> 00:00:44.000]  明明應該這樣做,卻在常常變成相反的事
[00:00:44.000 --> 00:00:49.000]  然後無心睡眠,腦交戰
[00:00:49.000 --> 00:00:55.000]  明明心裏想做對的事,但實際做出來的是相反
[00:00:55.000 --> 00:01:00.000]  回過頭來很懊悔,很無奈
[00:01:00.000 --> 00:01:07.000]  這種明明和常常拉扯的感覺,我想幾乎是所有人都經驗過
[00:01:07.000 --> 00:01:10.000]  明明你下定決心一定要早睡
[00:01:10.000 --> 00:01:15.000]  結果呢,就常常凌晨兩點還在滾手機
[00:01:15.000 --> 00:01:18.000]  我不知道你今早凌晨是不是這樣
[00:01:18.000 --> 00:01:24.000]  明明告訴自己,這一次一定要心平氣和地和對方溝通
[00:01:24.000 --> 00:01:32.000]  但常常一出口,就變成最尖銳的指責,急向對方
[00:01:32.000 --> 00:01:36.000]  明明心裏很清楚什麼是對的
[00:01:36.000 --> 00:01:39.000]  但身體裏好像有另一個意志
[00:01:39.000 --> 00:01:44.000]  常常就把你拉去相反的方向
[00:01:44.000 --> 00:01:48.000]  你以為是關乎意志力薄弱的事情嗎?
[00:01:48.000 --> 00:01:55.000]  今日經文告訴我們,其實是觸碰到人的一個內心非常特別的狀態
[00:01:55.000 --> 00:02:01.000]  而聖經的羅馬書裏有一段將這個內心的衝突描寫得最淋漓盡致
[00:02:01.000 --> 00:02:06.000]  就是今日我們讀的第七章後半段,十三節到二十五節
[00:02:06.000 --> 00:02:12.000]  大概剛才你聽主席去讀,或者你以前看過羅馬書裏面幾節七章的經文
[00:02:12.000 --> 00:02:21.000]  你可能都會很心痛感受,這個是我,是我裏面那種沮喪的狀態
[00:02:21.000 --> 00:02:26.000]  今天我們會用幾個角度去切入,看看這一場的腦交戰
[00:02:26.000 --> 00:02:31.000]  去討論一下今日我們有的,不明白的地方
[00:02:31.000 --> 00:02:34.000]  並且到底真正的出路在哪裏
[00:02:34.000 --> 00:02:37.000]  我們進入經文之前,一起祈禱吧
[00:02:37.000 --> 00:02:47.000]  主啊,祢知道我們裏面的難受,害怕,擔心,羞恥
[00:02:47.000 --> 00:02:55.000]  主啊,幫助我們,無論我們已經信了祢,或者我們仍然在尋求祢,認識祢
[00:02:55.000 --> 00:03:01.000]  都讓我們得著祢聖靈的指引,明白羅馬書七章下半段的經文
[00:03:01.000 --> 00:03:06.000]  幫助我們每一個,多謝祢,我們祈禱在奉耶穌基督得聖靈之祈求,阿們
[00:03:07.000 --> 00:03:11.000]  保羅一開始在第七章先講的是律法
[00:03:11.000 --> 00:03:16.000]  他說律法本身是神聖的,是公義的,是良善的
[00:03:16.000 --> 00:03:20.000]  這個律法是神給的,應該是這樣的狀態
[00:03:20.000 --> 00:03:24.000]  但是為什麼這個律法常常都跟死拉上關係呢?
[00:03:24.000 --> 00:03:29.000]  或者這樣說,上帝給的好的東西,律法是他頒布的
[00:03:29.000 --> 00:03:33.000]  為什麼會帶來好像壞的結果?
[00:03:33.000 --> 00:03:37.000]  這個就是第十三節,保羅開始要處理的問題
[00:03:37.000 --> 00:03:40.000]  他直接這樣說,我請大家讀這四行
[00:04:00.000 --> 00:04:08.000]  保羅一開始就在表達,好像在做一些事情
[00:04:08.000 --> 00:04:13.000]  令到律法看來是跟死拉上關係,是律法導致人有這個問題
[00:04:13.000 --> 00:04:16.000]  導致我們會死,沒有律法可能好一點
[00:04:16.000 --> 00:04:20.000]  不過保羅立刻很堅決地否定,不是,絕對不是
[00:04:20.000 --> 00:04:24.000]  原本文字是很強烈很強烈的語氣
[00:04:24.000 --> 00:04:29.000]  保羅這樣說,問題的根源不是律法本身,而是罪
[00:04:29.000 --> 00:04:33.000]  這個罪很狡猾,但是律法本身是好的
[00:04:33.000 --> 00:04:39.000]  不過罪卻是他利用了律法,去透過律法,去使用了律法
[00:04:39.000 --> 00:04:44.000]  扭曲了,變成產生更多更多的東西出來
[00:04:44.000 --> 00:04:49.000]  以至是罪大惡極必死,必須要死
[00:04:49.000 --> 00:04:54.000]  這個就是罪的狀態
[00:04:54.000 --> 00:05:00.000]  他藉著良善的律法,在前面第七章,早些的經文他這樣說
[00:05:00.000 --> 00:05:06.000]  譬如說不可以貪心,這個是誡命來的,是神頒布的律法
[00:05:06.000 --> 00:05:12.000]  但是當罪去使用他,就變成一個他生產的基地
[00:05:12.000 --> 00:05:15.000]  產生了每個人都有的死亡
[00:05:15.000 --> 00:05:20.000]  在這裡說,罪捉住了機會,第二行,最後那幾個字
[00:05:20.000 --> 00:05:24.000]  或者在這裡可以翻譯為,罪成為了一個根據地
[00:05:24.000 --> 00:05:30.000]  在那個地方去不斷產生更多,這個本來說不好做的事情出來
[00:05:30.000 --> 00:05:34.000]  結果呢,就產生了死亡
[00:05:34.000 --> 00:05:37.000]  也都讓人和神隔絕
[00:05:37.000 --> 00:05:40.000]  所以其實不是律法令到人死
[00:05:40.000 --> 00:05:46.000]  而是罪利用了律法,去達成讓人必死無疑的目的
[00:05:46.000 --> 00:05:53.000]  其實小時候你都明白的,我們所身處的城市有很多標語
[00:05:53.000 --> 00:05:57.000]  我不知道你有沒有去過維多利亞公園,看到那個牌
