
[00:00:00.000 --> 00:00:05.000]  好,弟兄姊妹,讓我們在聆聽主導以前,我們再次一起同心低頭禱告。
[00:00:05.000 --> 00:00:11.000]  父神,多謝你給了我們有生命,有氣息,
[00:00:11.000 --> 00:00:14.000]  給我們可以再踏足地上,
[00:00:14.000 --> 00:00:21.000]  在今天的生命生活的裏面,再次去欣賞上帝你的創造,
[00:00:21.000 --> 00:00:26.000]  讓我們可以再次經驗上帝你的同在。
[00:00:26.000 --> 00:00:34.000]  求你與我們每一個弟兄姊妹的心都能夠藉著聖靈的引導,更加貼近你。
[00:00:34.000 --> 00:00:40.000]  求你讓我們在聆聽主導的時候,能夠掌握到聖經裏面的教訓,
[00:00:40.000 --> 00:00:43.000]  好想我們的靈性可以得到成長。
[00:00:43.000 --> 00:00:46.000]  求你的幫助,我們的同心去禱告,
[00:00:46.000 --> 00:00:49.000]  奉教主耶穌基督德性的名字而求。
[00:00:49.000 --> 00:01:04.000]  從古至今,人為了自己的安全,於是建立了各式各樣的圍牆或者圍欄。
[00:01:04.000 --> 00:01:09.000]  尤其是我們住在北美洲,生活在北美洲的人,
[00:01:09.000 --> 00:01:14.000]  應該都這件事絕對不會是陌生的。
[00:01:14.000 --> 00:01:20.000]  每逢當我們可能買了一間房子,搬進去一間房子的時候,
[00:01:20.000 --> 00:01:26.000]  往往第一件事不是怎樣整間房子裏面怎樣漂亮。
[00:01:26.000 --> 00:01:28.000]  當然那是其中一個考慮。
[00:01:28.000 --> 00:01:34.000]  但是往往我們第一件事會是和我們的鄰居去商討,
[00:01:34.000 --> 00:01:40.000]  怎樣在我們的屋與屋之間去建立圍欄。
[00:01:40.000 --> 00:01:48.000]  因為當人活在自己所建立的圍欄以內的環境的話,
[00:01:48.000 --> 00:01:53.000]  就會造成一種講不出的安全感。
[00:01:53.000 --> 00:02:01.000]  覺得整了圍欄之後,大家就會覺得好像有些東西保護自己那樣。
[00:02:01.000 --> 00:02:08.000]  但是不知道大家有沒有留意到每逢我們建了這些圍欄之後,
[00:02:08.000 --> 00:02:13.000]  自此以後可能你和你的鄰居就已經是更加少接觸的。
[00:02:13.000 --> 00:02:18.000]  這件事我覺得在北美洲裏面是很常見的現象。
[00:02:18.000 --> 00:02:22.000]  我就很喜歡接觸人的人來的。
[00:02:22.000 --> 00:02:27.000]  所以即使說我的鄰居和我建了圍欄也好,
[00:02:27.000 --> 00:02:32.000]  我們經常把握機會見面,剪草的時候又聊天,
[00:02:32.000 --> 00:02:38.000]  有時鄰居的一個弟兄還會和我聊聖經,
[00:02:38.000 --> 00:02:43.000]  說很多靈性上的追求等等的問題。
[00:02:43.000 --> 00:02:46.000]  但是如果建了一些圍欄,
[00:02:46.000 --> 00:02:51.000]  試問其實很多人和他的鄰居已經可以說是一刀兩斷。
[00:02:51.000 --> 00:02:53.000]  我不敢說什麼,
[00:02:53.000 --> 00:02:56.000]  即是說我的後院對著後面的家人,
[00:02:56.000 --> 00:03:00.000]  我到他現在是姓什麼名什麼我也不知道他知道是誰。
[00:03:00.000 --> 00:03:02.000]  為什麼這樣的現象呢?
[00:03:02.000 --> 00:03:07.000]  圍欄、圍牆就是造成了這樣的現象。
[00:03:07.000 --> 00:03:12.000]  但是倘若如果圍欄、圍牆這件事,
[00:03:12.000 --> 00:03:18.000]  是在屬靈的世界裏面被建造起來的話,
[00:03:18.000 --> 00:03:20.000]  教會又會變成怎樣?
[00:03:20.000 --> 00:03:23.000]  信徒的生命又會怎樣呢?
[00:03:23.000 --> 00:03:29.000]  在過去這大約三十多年的教會生活裏面,
[00:03:29.000 --> 00:03:31.000]  我會留意到一件事情,
[00:03:31.000 --> 00:03:38.000]  就是當教會越多的東西建造在教會的建築物裏面,
[00:03:38.000 --> 00:03:44.000]  信徒就越來越封閉在自己的群體裏面。
[00:03:44.000 --> 00:03:51.000]  我在多倫多牧會這些日子裏面,
[00:03:51.000 --> 00:03:58.000]  我會留意到教會往往當一建堂的時候,
[00:03:58.000 --> 00:04:06.000]  信徒之間就開始形成了一個自己的圍牢,
[00:04:06.000 --> 00:04:10.000]  自己大家一起開心的狀態。
[00:04:10.000 --> 00:04:12.000]  簡單一點來講,
[00:04:12.000 --> 00:04:15.000]  好像建了一個教堂之後,
[00:04:15.000 --> 00:04:17.000]  建築物建了之後,
[00:04:17.000 --> 00:04:20.000]  講就說我們更有效去侍奉主,
[00:04:20.000 --> 00:04:23.000]  有更好的環境去敬拜上帝,
[00:04:23.000 --> 00:04:27.000]  但是倒轉過來卻造成了一個局面,
[00:04:27.000 --> 00:04:33.000]  教會自己圍內的人變成了一個越來越自封的環境,
[00:04:33.000 --> 00:04:36.000]  因為我們覺得我們在這個環境裏面很舒服,
[00:04:36.000 --> 00:04:38.000]  我們在這個環境裏面很安全,
[00:04:38.000 --> 00:04:42.000]  鈴聲上不會受到任何的挑戰,
[00:04:42.000 --> 00:04:47.000]  有什麼問題教會的牧者會出來為我們擋,
[00:04:47.000 --> 00:04:49.000]  但是這種心態,
[00:04:49.000 --> 00:04:53.000]  這種屬靈的發展的路向,
[00:04:53.000 --> 00:05:00.000]  隨著建堂的開始,信徒就越來越沒有戒心,
[00:05:00.000 --> 00:05:02.000]  並且可以這樣講,
[00:05:02.000 --> 00:05:07.000]  他們為了守護自己這麼舒適的環境,
[00:05:07.000 --> 00:05:11.000]  開始有一種排外的表現,
[00:05:11.000 --> 00:05:15.000]  和這個世界越來越距離越遠,
[00:05:15.000 --> 00:05:18.000]  於是又走上來一個極端,
[00:05:18.000 --> 00:05:20.000]  教會就說要利用教會,
[00:05:20.000 --> 00:05:24.000]  教會再不要叫教會了,教會叫社區中心,
[00:05:24.000 --> 00:05:27.000]  所以過去這二十年裏面我做了很多的研究,
[00:05:27.000 --> 00:05:29.000]  在這方面留意得到,
[00:05:29.000 --> 00:05:34.000]  當教會越走向這個社區中心化的發展的時候,
[00:05:34.000 --> 00:05:41.000]  教會不但越來越沒有了自己應有的特色,
[00:05:41.000 --> 00:05:44.000]  即是像是上帝的特性,
[00:05:44.000 --> 00:05:47.000]  反而教會越來越像世界,
[00:05:47.000 --> 00:05:50.000]  造成了一個局面是什麼呢?
[00:05:50.000 --> 00:05:55.000]  教會再發揮不了原本教會應有,
[00:05:55.000 --> 00:06:00.000]  上帝耶穌基督所委派應有擔當的角色,
[00:06:00.000 --> 00:06:05.000]  而這種情況就是我稱之為一種,
[00:06:05.000 --> 00:06:09.000]  人建造出來的一種屬靈框框,
[00:06:09.000 --> 00:06:13.000]  將自己掛在一個空間裏面,
[00:06:13.000 --> 00:06:20.000]  腐化了都沒有留意到自己原來已經跌入了那個腐化的局面。
[00:06:20.000 --> 00:06:26.000]  所以今天我想和大家一起藉著馬太福音第十二章第一至第八節這段經文,
[00:06:26.000 --> 00:06:30.000]  亦都是這段經文本身想講的一個現象,
[00:06:30.000 --> 00:06:36.000]  就是教會裏面其實如果由人建造的框框,
[00:06:36.000 --> 00:06:41.000]  是否造成了堵塞了屬靈成長的現象呢?
[00:06:41.000 --> 00:06:46.000]  而上帝又怎樣為教會或者為信徒,
[00:06:46.000 --> 00:06:49.000]  去訂立神國裏面應有的生活呢?
[00:06:49.000 --> 00:06:51.000]  我給了他一個很有趣的題目,
[00:06:51.000 --> 00:06:55.000]  叫做「沒有框框的神國框框」,
[00:06:55.000 --> 00:07:00.000]  unbounded boundary of the kingdom of God,
[00:07:00.000 --> 00:07:03.000]  我希望透過這段經文,
[00:07:03.000 --> 00:07:06.000]  能夠幫助我們每一個弟兄姊妹,
[00:07:06.000 --> 00:07:10.000]  能夠更明白上帝怎樣與我們同行這條屬靈的道路,
[00:07:10.000 --> 00:07:13.000]  直走到永恆的裏面。
[00:07:13.000 --> 00:07:15.000]  好了,這段經文大家是耳熟能詳的,
[00:07:15.000 --> 00:07:23.000]  其實很多時候我們即使沒有讀過這段聖經,
[00:07:23.000 --> 00:07:25.000]  都聽過不少人去講的,
[00:07:25.000 --> 00:07:29.000]  不過為了我們能夠更加容易掌握這段經文的內容,
[00:07:29.000 --> 00:07:35.000]  不如讓我們弟兄姊妹再次一起讀第十二章第一至第八節,
[00:07:35.000 --> 00:07:39.000]  我會讀第九節至第十四節給大家,
[00:07:39.000 --> 00:07:41.000]  這是下一課主日的題目,
[00:07:41.000 --> 00:07:43.000]  不過它有相連的關係,
[00:07:43.000 --> 00:07:46.000]  所以我也想讀給大家一個前瞻性。
[00:07:46.000 --> 00:07:48.000]  請大家一起打開馬太福音,
[00:07:48.000 --> 00:07:50.000]  第十二章第一至第八節,
[00:07:50.000 --> 00:07:52.000]  Matthew chapter 12,
[00:07:52.000 --> 00:07:56.000]  from the first verse to the eighth verse,
[00:07:56.000 --> 00:07:58.000]  我們一起讀:
[00:07:58.000 --> 00:08:04.000]  那時,耶穌在安息日從墨地經過,
[00:08:04.000 --> 00:08:09.000]  他的門徒餓了,就捏起墨水來吃。
