
[00:00:00.000 --> 00:00:02.420]  打開《哲行傳》第四章
[00:00:02.420 --> 00:00:05.480]  接著我們有個短片給你看
[00:00:30.000 --> 00:00:35.840]  《哲行傳》第四章 第四章 第四章 第四章
[00:01:00.000 --> 00:01:02.000]  (英文)
[00:01:30.000 --> 00:01:32.000]  (英文)
[00:02:01.000 --> 00:02:03.000]  (英文)
[00:02:30.000 --> 00:02:45.000]  (英文)
[00:02:45.000 --> 00:02:47.000]  (英文)
[00:02:47.000 --> 00:02:52.000]  (英文)
[00:02:52.000 --> 00:03:06.000]  (英文)
[00:03:06.000 --> 00:03:18.000]  (英文)
[00:03:18.000 --> 00:03:20.000]  (英文)
[00:03:20.000 --> 00:03:25.000]  (英文)
[00:03:25.000 --> 00:03:30.000]  (英文)
[00:03:30.000 --> 00:03:48.000]  (英文)
[00:03:48.000 --> 00:03:58.000]  (英文)
[00:03:58.000 --> 00:04:03.000]  (英文)
[00:04:03.000 --> 00:04:11.000]  (英文)
[00:04:11.000 --> 00:04:21.000]  (英文)
[00:04:21.000 --> 00:04:31.000]  (英文)
[00:04:31.000 --> 00:04:47.000]  (英文)
[00:04:47.000 --> 00:04:53.000]  接著進入我們迎向挑戰第四個主題
[00:04:53.000 --> 00:04:55.000]  這麼快就來到這個
[00:04:55.000 --> 00:05:00.000]  先回顧一下
[00:05:00.000 --> 00:05:04.000]  第一個主題是等候聖靈
[00:05:04.000 --> 00:05:06.000]  神蹟天天有
[00:05:06.000 --> 00:05:08.000]  上個星期我們講到夢想出發
[00:05:08.000 --> 00:05:11.000]  第四個主題就是剛才Ruby偷雞
[00:05:11.000 --> 00:05:13.000]  危機電轉機
[00:05:13.000 --> 00:05:18.000]  我又喜歡問一些舉手調查
[00:05:18.000 --> 00:05:22.000]  有誰覺得
[00:05:22.000 --> 00:05:25.000]  你覺得做基督徒很容易
[00:05:25.000 --> 00:05:29.000]  很容易 做了基督徒之後
[00:05:29.000 --> 00:05:31.000]  有很多朋友很開心
[00:05:31.000 --> 00:05:32.000]  有誰覺得是這樣
[00:05:32.000 --> 00:05:34.000]  可不可以舉手
[00:05:34.000 --> 00:05:39.000]  很容易 這麼少
[00:05:39.000 --> 00:05:42.000]  接著問第二條
[00:05:42.000 --> 00:05:44.000]  只有三個會舉手
[00:05:44.000 --> 00:05:45.000]  你覺得做基督徒很難嗎
[00:05:45.000 --> 00:05:47.000]  第一步已經很難
[00:05:47.000 --> 00:05:49.000]  第二步我問第二條問題
[00:05:49.000 --> 00:05:52.000]  做一個有見證的基督徒
[00:05:52.000 --> 00:05:57.000]  有見證的基督徒
[00:05:57.000 --> 00:05:59.000]  是很容易的
[00:05:59.000 --> 00:06:04.000]  要傳呼音
[00:06:04.000 --> 00:06:06.000]  下星期傳呼音看完之後
[00:06:06.000 --> 00:06:12.000]  看有沒有人舉手
[00:06:12.000 --> 00:06:14.000]  你便捉住他們
[00:06:14.000 --> 00:06:16.000]  有沒有人舉手
[00:06:16.000 --> 00:06:18.000]  沒有
[00:06:18.000 --> 00:06:20.000]  即是三個比一個
[00:06:20.000 --> 00:06:22.000]  即是我們都要做多點事
[00:06:22.000 --> 00:06:24.000]  連第一步都覺得做基督徒很難
[00:06:24.000 --> 00:06:26.000]  那怎麼辦
[00:06:26.000 --> 00:06:29.000]  很明顯第二條是難的
[00:06:29.000 --> 00:06:31.000]  即是你做一個有見證的基督徒是難的
[00:06:31.000 --> 00:06:34.000]  上星期完了崇拜
[00:06:34.000 --> 00:06:35.000]  有個姐妹跟我聊天
[00:06:35.000 --> 00:06:38.000]  她說她信了一段時間
[00:06:38.000 --> 00:06:40.000]  跟父母傳呼音
[00:06:40.000 --> 00:06:42.000]  但很難
[00:06:42.000 --> 00:06:44.000]  因為父母都不覺得
[00:06:44.000 --> 00:06:46.000]  信呼音好
[00:06:46.000 --> 00:06:48.000]  不過她說你信你吧
[00:06:48.000 --> 00:06:50.000]  這是我的生活
[00:06:50.000 --> 00:06:53.000]  她問我有什麼辦法
[00:06:53.000 --> 00:06:55.000]  我說有什麼辦法
[00:06:55.000 --> 00:06:57.000]  我真的沒有辦法
[00:06:57.000 --> 00:06:59.000]  我自己信了耶穌之後
[00:06:59.000 --> 00:07:01.000]  我不敢跟父母傳呼音
[00:07:01.000 --> 00:07:03.000]  但我心裏很想他們傳呼音
[00:07:03.000 --> 00:07:07.000]  但神只是給我八年之後
[00:07:07.000 --> 00:07:08.000]  好過八年之後
[00:07:08.000 --> 00:07:12.000]  我才有機會跟父母傳呼音
[00:07:12.000 --> 00:07:14.000]  有機會帶他們去耶穌
[00:07:14.000 --> 00:07:16.000]  這都是一個很長的時間
[00:07:16.000 --> 00:07:18.000]  所以其實傳呼音大部分時間
[00:07:18.000 --> 00:07:20.000]  都是被人拒絕
[00:07:20.000 --> 00:07:21.000]  是不容易的
[00:07:21.000 --> 00:07:24.000]  今天我們想深入探討一下危機
[00:07:24.000 --> 00:07:26.000]  什麼是危機
[00:07:26.000 --> 00:07:27.000]  先看看故事
[00:07:27.000 --> 00:07:32.000]  如果你們打開剛才的經文
[00:07:32.000 --> 00:07:37.000]  經文其實承接上一至第三章
[00:07:37.000 --> 00:07:39.000]  第三章的故事說什麼
[00:07:39.000 --> 00:07:41.000]  最好你們打了聖經
[00:07:41.000 --> 00:07:42.000]  看我給你們的
[00:07:42.000 --> 00:07:44.000]  我只是抽了那部分出來
[00:07:44.000 --> 00:07:46.000]  就算你用點擊
[00:07:46.000 --> 00:07:47.000]  你的手提電話
[00:07:47.000 --> 00:07:48.000]  都看一下經文
[00:07:48.000 --> 00:07:49.000]  回家你零修的時候
[00:07:49.000 --> 00:07:51.000]  都可以讀一下聖經
[00:07:51.000 --> 00:07:52.000]  第三章
[00:07:52.000 --> 00:07:55.000]  記得上一次的故事說什麼嗎
[00:07:55.000 --> 00:07:58.000]  有一個跛的人
[00:07:58.000 --> 00:08:02.000]  後來被德倫約翰治好了
[00:08:02.000 --> 00:08:03.000]  治好了之後
[00:08:03.000 --> 00:08:05.000]  他就藉著
[00:08:05.000 --> 00:08:07.000]  被德倫約翰藉著這個故事
[00:08:07.000 --> 00:08:09.000]  就講了一番教訓
[00:08:09.000 --> 00:08:10.000]  到最後的時候
[00:08:10.000 --> 00:08:11.000]  最後那一節
[00:08:11.000 --> 00:08:12.000]  他這樣說
[00:08:12.000 --> 00:08:15.000]  神先給你們興起他的僕人
[00:08:15.000 --> 00:08:17.000]  就先差他們到你們的子女來
[00:08:17.000 --> 00:08:18.000]  賜給你們
[00:08:18.000 --> 00:08:20.000]  叫你們各人迴轉
[00:08:20.000 --> 00:08:22.000]  離開惡
[00:08:22.000 --> 00:08:23.000]  離開罪惡
[00:08:23.000 --> 00:08:24.000]  藉著這個故事
[00:08:24.000 --> 00:08:26.000]  其實就是教訓他一頓
[00:08:26.000 --> 00:08:27.000]  教訓的時候
[00:08:27.000 --> 00:08:29.000]  當中就突然間有一班人出現
[00:08:29.000 --> 00:08:30.000]  那這班人是什麼呢
[00:08:30.000 --> 00:08:31.000]  就是試圖
[00:08:31.000 --> 00:08:32.000]  講的時候
[00:08:32.000 --> 00:08:33.000]  就是一班的祭司
[00:08:33.000 --> 00:08:34.000]  守殿官
[00:08:34.000 --> 00:08:35.000]  和薩都哥人
[00:08:35.000 --> 00:08:37.000]  忽然這樣出來了
[00:08:37.000 --> 00:08:39.000]  就因為教訓百姓
[00:08:39.000 --> 00:08:40.000]  他們教訓百姓
[00:08:40.000 --> 00:08:41.000]  本著耶穌基督
[00:08:41.000 --> 00:08:43.000]  全港死人復活
[00:08:43.000 --> 00:08:45.000]  他們就非常之懊惱
[00:08:45.000 --> 00:08:47.000]  但是就想抓他們
[00:08:47.000 --> 00:08:48.000]  誰知道呢
[00:08:48.000 --> 00:08:49.000]  因為天色已晚了
[00:08:49.000 --> 00:08:51.000]  所以他們就唯有扣留他們
[00:08:51.000 --> 00:08:52.000]  但是當中
[00:08:52.000 --> 00:08:54.000]  也都有男人
[00:08:54.000 --> 00:08:56.000]  信了耶穌的有五千人
[00:08:56.000 --> 00:08:58.000]  暫時停在這裡
[00:08:58.000 --> 00:09:00.000]  故事大家消化一下
[00:09:00.000 --> 00:09:02.000]  這班人是什麼人呢
[00:09:02.000 --> 00:09:04.000]  這班人其實是一班的
[00:09:04.000 --> 00:09:06.000]  宗教領袖
[00:09:06.000 --> 00:09:08.000]  就是有權勢
[00:09:08.000 --> 00:09:10.000]  有權力的人
[00:09:10.000 --> 00:09:12.000]  當中他們
[00:09:12.000 --> 00:09:14.000]  見到他們全死人復活
[00:09:14.000 --> 00:09:16.000]  的道
[00:09:16.000 --> 00:09:17.000]  他們就不開心
[00:09:17.000 --> 00:09:18.000]  十分之懊惱
[00:09:18.000 --> 00:09:20.000]  於是就想抓他們坐牢
[00:09:20.000 --> 00:09:22.000]  但是因為天色已晚了
[00:09:22.000 --> 00:09:23.000]  抓不到他們
[00:09:23.000 --> 00:09:24.000]  結果拘留他們
[00:09:24.000 --> 00:09:26.000]  第二天才假裝他們
[00:09:26.000 --> 00:09:30.000]  有些背景
[00:09:30.000 --> 00:09:31.000]  想大家明白一下
[00:09:31.000 --> 00:09:32.000]  薩都哥人
[00:09:32.000 --> 00:09:33.000]  是有原因
[00:09:33.000 --> 00:09:35.000]  為什麼他們不喜歡
[00:09:35.000 --> 00:09:37.000]  全死人復活的福音
[00:09:37.000 --> 00:09:38.000]  第一
[00:09:38.000 --> 00:09:40.000]  薩都哥人是不信死人復活
