
[00:00:00.000 --> 00:00:03.120]  歡迎大家來到我們的周六崇拜
[00:00:03.120 --> 00:00:07.480]  兩個月前我們開始了一個新的講道系列
[00:00:07.480 --> 00:00:11.040]  系列的題目叫做「未來報告」
[00:00:11.040 --> 00:00:17.360]  系列所講的內容是《舊約聖經》中的十二個小先知
[00:00:17.360 --> 00:00:21.480]  首先出場的是隊長何西亞
[00:00:21.480 --> 00:00:24.880]  他是北國以色列的先知
[00:00:24.880 --> 00:00:33.360]  宣講上帝對叛逆淫蕩北國以色列民的憤怒和審判
[00:00:33.360 --> 00:00:41.240]  但他同時又呼籲所有的罪人要迴轉、悔改、歸向祥帝
[00:00:41.240 --> 00:00:45.920]  接著出場的是約爾先知
[00:00:45.920 --> 00:00:47.600]  和何西亞一樣
[00:00:47.600 --> 00:00:53.040]  他宣講上帝對叛逆罪人的憤怒和審判
[00:00:53.040 --> 00:01:00.000]  同時他又呼籲所有的罪人快快的迴轉、悔改
[00:01:00.000 --> 00:01:03.160]  但和何西亞不一樣的地方是
[00:01:03.160 --> 00:01:08.160]  我們其實很不肯定約爾先知的時代
[00:01:08.160 --> 00:01:12.240]  和他所宣講的對象
[00:01:12.240 --> 00:01:20.320]  在約爾書中他多次提到猶大、耶路撒冷、祭司和憲制
[00:01:20.320 --> 00:01:22.040]  於是聖經學者推測
[00:01:22.040 --> 00:01:26.840]  他說他應該是在南國猶大的一個先知
[00:01:26.840 --> 00:01:33.600]  而當時他所處的耶路撒冷一定仍然有一個聖殿在其中
[00:01:33.600 --> 00:01:38.040]  在以往聖經學者通常會認為
[00:01:38.040 --> 00:01:46.400]  約爾所處的時代是猶太人還沒被擄巴比倫之前的時代
[00:01:46.400 --> 00:01:53.520]  即是說他所處的聖殿是所羅門起初的聖殿
[00:01:53.520 --> 00:01:58.600]  不過近代的學者就偏向一個比較後的時代
[00:01:58.600 --> 00:02:02.520]  說他想的聖殿其實是第二個聖殿
[00:02:02.520 --> 00:02:05.600]  就是他們被擄迴歸之後
[00:02:05.600 --> 00:02:10.560]  在耶路撒冷重建之後的一個聖殿
[00:02:10.560 --> 00:02:12.840]  無論你的看法如何
[00:02:12.840 --> 00:02:15.280]  當你閱讀約爾書的時候
[00:02:15.280 --> 00:02:18.840]  你總有一個超時空的感覺
[00:02:18.840 --> 00:02:24.120]  約爾的信息不單止只是給他當時的世代的人聽
[00:02:24.120 --> 00:02:32.280]  他亦都是在說給每一個時代、每一個世代的人的重要信息
[00:02:32.280 --> 00:02:38.280]  約爾書有一段非常特別的開場白
[00:02:38.280 --> 00:02:41.000]  我想大家仍然記憶猶新
[00:02:41.000 --> 00:02:50.040]  「展蟲吃剩的蝗蟲來吃,蝗蟲吃剩的男子來吃,男子吃剩的馬雜來吃」
[00:02:50.040 --> 00:02:55.880]  四輪的吞噬完全的摧毀
[00:02:55.880 --> 00:02:59.560]  約爾在說的是蝗蟲的災難
[00:02:59.560 --> 00:03:01.160]  但如果你記得我上個星期說
[00:03:01.160 --> 00:03:05.640]  他其實亦都是意味著亡國被擄的詛咒
[00:03:05.640 --> 00:03:08.200]  因為在生命記第二十八章裏面
[00:03:08.200 --> 00:03:12.520]  你要發現叛逆上帝的詛咒裏面
[00:03:12.520 --> 00:03:16.680]  包括了蝗蟲、包括了被擄、滅國
[00:03:16.680 --> 00:03:23.040]  這兩幅圖畫竟然在生命記裏面是緊緊相求的
[00:03:23.040 --> 00:03:26.240]  無論他在說的是蝗蟲或者被擄
[00:03:26.240 --> 00:03:30.640]  最終這一切都是出於上帝的憤怒
[00:03:30.640 --> 00:03:35.560]  但我們進入一個約爾書裏面一個核心的主旨
[00:03:35.560 --> 00:03:39.800]  就是耶和華的日子,Yom Yahweh
[00:03:39.800 --> 00:03:42.240]  Yom Yahweh,耶和華的日子
[00:03:42.240 --> 00:03:45.720]  上個星期我們說了頭兩部份
[00:03:45.720 --> 00:03:48.480]  耶和華的日子一、耶和華的日子二
[00:03:48.480 --> 00:03:53.080]  今天我們將要繼續說第三段和第四段
[00:03:53.080 --> 00:03:59.560]  就是主拯救的日子和主審判的日子
[00:03:59.560 --> 00:04:02.880]  但最終的目的都是呼喚我們
[00:04:02.880 --> 00:04:07.880]  要趁我們仍然可以呼喚上帝的日子
[00:04:07.880 --> 00:04:10.400]  去呼喚祂拯救我們
[00:04:10.400 --> 00:04:17.320]  以至我們可以得著上帝的拯救
[00:04:17.320 --> 00:04:19.840]  如果你去看看整幅太圖畫的時候
[00:04:19.840 --> 00:04:24.360]  你會發現頭兩部份其實算是比較簡單
[00:04:24.360 --> 00:04:30.240]  今天我們要看的後兩部份其實更顯複雜
[00:04:30.240 --> 00:04:37.040]  但是因為四部份的每一部份都是緊接的相連
[00:04:37.040 --> 00:04:41.360]  所以我必須要帶你回去溫習少少頭兩部份
[00:04:41.360 --> 00:04:46.880]  接著我們再直下去去說第三第四部份
[00:04:46.880 --> 00:04:49.560]  如果你記得我上個星期所說的
[00:04:49.560 --> 00:04:54.120]  第一章裏面說的是第一個耶和華的日子
[00:04:54.120 --> 00:04:57.720]  發生在過去是剛剛大家經歷了的
[00:04:57.720 --> 00:05:01.640]  同時是一個蝗蟲災難的日子
[00:05:01.640 --> 00:05:05.640]  接著第二章裏面說到有第二個耶和華的日子
[00:05:05.640 --> 00:05:07.920]  發生在將來
[00:05:07.920 --> 00:05:12.160]  這第一個耶和華的日子和第二個耶和華的日子的關係
[00:05:12.160 --> 00:05:16.280]  可以用一首短詩來打一個比喻
[00:05:16.280 --> 00:05:20.120]  短詩是我作的 是這樣寫的
[00:05:20.120 --> 00:05:24.360]  從斯蝗蟲災而是主審判
[00:05:24.360 --> 00:05:30.440]  舉目望將來 等候主日子
[00:05:30.440 --> 00:05:34.680]  之前剛剛過去的蝗蟲是一場上帝的審判
[00:05:34.680 --> 00:05:37.480]  將來 遠望將來
[00:05:37.480 --> 00:05:43.400]  我看見上帝又要來審判我們的罪
[00:05:43.400 --> 00:05:49.040]  但在當中他亦都給我們一個拯救的認許
[00:05:49.040 --> 00:05:52.520]  於是你將第一章和第二章連起來的時候
[00:05:52.520 --> 00:05:54.760]  好像有一部投影機
[00:05:54.760 --> 00:05:57.320]  他將他剛剛過去的那個片段
[00:05:57.320 --> 00:06:00.880]  那個蝗蟲的片段去投放到將來
[00:06:00.880 --> 00:06:04.640]  距離越遠 影像就會越大
[00:06:04.640 --> 00:06:08.600]  過去是軍隊般的蝗蟲
[00:06:08.600 --> 00:06:11.880]  剛剛過去的那個 都已經覺得很難受
[00:06:11.880 --> 00:06:16.640]  但是將來那個是蝗蟲般的軍隊
[00:06:16.640 --> 00:06:20.000]  這個大軍壓境的預言
[00:06:20.000 --> 00:06:21.280]  我不知道你有沒有想過
[00:06:21.280 --> 00:06:25.760]  究竟是在何時何刻去成就
[00:06:25.760 --> 00:06:27.480]  原來很多基督徒或者聖經學者
[00:06:27.480 --> 00:06:30.960]  都是不斷地在想這個大軍壓境
[00:06:30.960 --> 00:06:33.680]  這個蝗蟲般的軍隊
[00:06:33.680 --> 00:06:39.160]  究竟是何時在以色列人的歷史裏面成就呢
[00:06:39.160 --> 00:06:46.960]  如果你相信若然是活在秘魯巴比倫之前的話
[00:06:46.960 --> 00:06:50.080]  這個蝗蟲般的軍隊的預言
[00:06:50.080 --> 00:06:55.240]  可能就在公元前586年就成全
[00:06:55.240 --> 00:06:58.880]  公元前586年如果你之前有聽我說過
[00:06:58.880 --> 00:07:03.920]  就是耶路撒冷落在巴比倫人手中那一刻
[00:07:03.920 --> 00:07:07.960]  在那一年裏面聖殿
[00:07:07.960 --> 00:07:12.800]  所羅門的聖殿一被摧毀
[00:07:12.800 --> 00:07:17.280]  如果你相信若然是處於秘魯回歸之前的話
[00:07:17.280 --> 00:07:25.040]  這個大軍壓境的預言大概就在秘魯的時候成全了
[00:07:25.040 --> 00:07:27.360]  不過如果你在想的約議
[00:07:27.360 --> 00:07:30.640]  其實你相信它是秘魯回歸之後
[00:07:30.640 --> 00:07:33.800]  才在做侍功的約議的話
[00:07:33.800 --> 00:07:36.640]  這個蝗蟲的預言
[00:07:36.640 --> 00:07:39.200]  這個蝗蟲軍隊的預言
[00:07:39.200 --> 00:07:43.680]  很可能要等到遙遠公元70年
[00:07:43.680 --> 00:07:48.040]  上個星期都有位朋友問過我這個問題
[00:07:48.040 --> 00:07:54.440]  會不會約議的預言是在說將來公元70年的那一幕
[00:07:54.440 --> 00:07:56.840]  這一幕在聖殿裏面是沒有寫的
[00:07:56.840 --> 00:07:59.480]  不過在以色列人的歷史裏面
[00:07:59.480 --> 00:08:01.400]  大家都知道是一個很重要
[00:08:01.400 --> 00:08:05.400]  上帝對以色列人的一個大審判
[00:08:05.400 --> 00:08:07.840]  就是在公元70年裏面
[00:08:07.840 --> 00:08:11.000]  耶路撒冷被羅馬軍隊所圍城
[00:08:11.000 --> 00:08:15.160]  最後第二個聖殿都被燒毀
[00:08:15.160 --> 00:08:17.920]  今天剩下一個哭場在這裏
[00:08:17.920 --> 00:08:22.520]  就是那個聖殿被摧毀的時候
[00:08:22.520 --> 00:08:25.440]  無論你怎樣去明白第二章
[00:08:25.440 --> 00:08:28.200]  這個蝗蟲軍隊耶和華的日子
[00:08:28.200 --> 00:08:31.360]  究竟是在想公元前586年
[00:08:31.360 --> 00:08:34.520]  還是公元70年呢
[00:08:34.520 --> 00:08:36.520]  無論你怎樣去理解它
[00:08:36.520 --> 00:08:40.560]  去到約議書的第三章
[00:08:40.560 --> 00:08:42.400]  政府圖畫又開始改變了
[00:08:42.400 --> 00:08:43.840]  去到第三章的時候
[00:08:43.840 --> 00:08:48.720]  我們見到一個範圍更加廣大
[00:08:48.720 --> 00:08:52.160]  它的覆蓋到去裂國的一個審判圖畫
[00:08:52.160 --> 00:08:54.840]  就是審判圖畫越來越大了
[00:08:54.840 --> 00:08:58.000]  起初的審判圖畫是蝗蟲在難
[00:08:58.000 --> 00:09:01.520]  接著的審判圖畫是在說
[00:09:01.520 --> 00:09:03.480]  猶大國以色列人
[00:09:03.480 --> 00:09:05.520]  是在說他們會被滅國
[00:09:05.520 --> 00:09:07.760]  他們被避老
[00:09:07.760 --> 00:09:10.080]  但是去到第三章的審判圖畫
[00:09:10.080 --> 00:09:11.880]  這個範圍越來越大了
[00:09:11.880 --> 00:09:13.400]  再不單止是以色列人
[00:09:13.400 --> 00:09:18.280]  還在說裂國的一個審判圖畫
[00:09:18.280 --> 00:09:24.560]  那是一個更加終極的耶和華的日子
[00:09:24.560 --> 00:09:26.160]  約議書第三章
[00:09:26.160 --> 00:09:29.040]  很多我們剛才沒有讀到的
[00:09:29.040 --> 00:09:34.560]  但是我們進入了一個更加複雜的新場景
[00:09:34.560 --> 00:09:36.160]  其中一種複雜
[00:09:36.160 --> 00:09:37.960]  是因為在第三章裏面
[00:09:37.960 --> 00:09:40.880]  出現了很多新的地名
[00:09:40.880 --> 00:09:44.320]  國家名、民族名
[00:09:44.320 --> 00:09:45.360]  一開始的時候
[00:09:45.360 --> 00:09:50.760]  我們會看到幾個我們比較熟悉的名字
[00:09:50.760 --> 00:09:54.280]  耶路撒冷、以色列、猶大、錫安
[00:09:54.280 --> 00:09:55.840]  這些是我們熟悉的名字
[00:09:55.840 --> 00:09:58.840]  之前第一章、第二章都有出現過的
[00:09:58.840 --> 00:10:00.760]  但是接著第三章裏面
[00:10:00.760 --> 00:10:02.360]  有些新的名字
[00:10:02.360 --> 00:10:10.120]  希臘、斯巴、埃及、以東、推羅、西敦、菲律師
[00:10:10.120 --> 00:10:14.080]  全部都是突然間新加入的名字
[00:10:14.080 --> 00:10:15.480]  我們是沒有那麼熟悉的
[00:10:15.480 --> 00:10:17.800]  但是都算有些印象的
[00:10:17.800 --> 00:10:20.160]  我們都知道這些名字
[00:10:20.160 --> 00:10:22.400]  在歷史上、在地理上
[00:10:22.400 --> 00:10:26.480]  你都可以去找找資料可以找到的
[00:10:26.480 --> 00:10:28.400]  不過還有幾個名字
[00:10:28.400 --> 00:10:30.640]  真的不知道它是什麼
[00:10:30.640 --> 00:10:32.920]  什麼叫「弱沙法谷」呢?
[00:10:32.920 --> 00:10:34.960]  什麼叫「斷定谷」呢?
[00:10:34.960 --> 00:10:36.800]  什麼叫「集庭谷」呢?
[00:10:36.800 --> 00:10:39.680]  真是聽到一頭霧水
[00:10:39.680 --> 00:10:46.280]  究竟《弱議》說的預言是什麼?
[00:10:46.280 --> 00:10:47.400]  我們要問
[00:10:47.400 --> 00:10:48.600]  或者我們不問
[00:10:48.600 --> 00:10:50.400]  因為有很多人會問
[00:10:50.400 --> 00:10:52.760]  《弱議》書第三章裏面的預言
[00:10:52.760 --> 00:10:55.720]  將會是什麼時候成就呢?
[00:10:55.720 --> 00:10:59.320]  是在猶太人的歷史當中實現呢?
[00:10:59.320 --> 00:11:01.520]  還是在世紀大戰
[00:11:01.520 --> 00:11:02.800]  將來的世紀大戰
[00:11:02.800 --> 00:11:07.160]  世界末日臨到的時候才成就呢?
[00:11:07.160 --> 00:11:10.240]  《弱議》書第三章引來很多基督徒
[00:11:10.240 --> 00:11:14.880]  很多聖經學者不同的猜想
[00:11:14.880 --> 00:11:16.240]  我沒有那麼聰明
[00:11:16.240 --> 00:11:17.360]  所以我想了很久
[00:11:17.360 --> 00:11:22.040]  都是想找一些比較簡單的理解
[00:11:22.040 --> 00:11:24.520]  去明白這一章聖經
[00:11:24.520 --> 00:11:26.120]  我是這麼想的
[00:11:26.120 --> 00:11:29.560]  我說也許這些預言
[00:11:29.560 --> 00:11:33.600]  都會在過去或者是將來的歷史裏面
[00:11:33.600 --> 00:11:35.480]  實現成就
[00:11:35.480 --> 00:11:37.240]  不過
[00:11:37.240 --> 00:11:40.720]  那個大頭畫永遠是
[00:11:40.720 --> 00:11:44.240]  重要過畫中的細節
[00:11:44.240 --> 00:11:46.640]  很多時候我們很喜歡說細節
[00:11:46.640 --> 00:11:48.360]  我說什麼時候發生
[00:11:48.360 --> 00:11:50.640]  這個國家代表了什麼
[00:11:50.640 --> 00:11:52.840]  是不是跟俄羅斯有關係
[00:11:52.840 --> 00:11:54.720]  是不是跟烏克蘭有關係
[00:11:54.720 --> 00:11:58.600]  我們很喜歡問這些細節問題
[00:11:58.600 --> 00:12:00.840]  但是在細節問題的當中
[00:12:00.840 --> 00:12:06.040]  我們可能忘記了整幅大頭畫
[00:12:06.040 --> 00:12:09.160]  就好像這幅照片一樣
[00:12:09.160 --> 00:12:12.080]  如果我們在這裡聚精會神地去
[00:12:12.080 --> 00:12:16.440]  研究每一點的雀斑
[00:12:16.440 --> 00:12:18.800]  我們沒有辦法去欣賞到
[00:12:18.800 --> 00:12:22.320]  整個面部的輪廓
[00:12:22.320 --> 00:12:27.760]  會不會我們其實失去了這個攝影師的原意呢
[00:12:27.760 --> 00:12:30.200]  他不是叫我們去看雀斑
[00:12:30.200 --> 00:12:37.280]  他是叫我們去看看整個面容的輪廓
[00:12:37.280 --> 00:12:39.640]  所以我想用這個大頭畫的形式
[00:12:39.640 --> 00:12:42.720]  幫你去思想一下約爾書第三章
[00:12:42.720 --> 00:12:45.720]  究竟應該怎麼去明白
[00:12:45.720 --> 00:12:48.760]  我們可以將約爾書第三章裏面的名字
[00:12:48.760 --> 00:12:50.640]  這麼多十幾個名字
[00:12:50.640 --> 00:12:53.080]  我覺得可以分為三類
[00:12:53.080 --> 00:12:56.240]  第一類是黑色字
[00:12:56.240 --> 00:12:59.440]  黑色字代表了上帝所畫的界線
[00:12:59.440 --> 00:13:02.920]  上帝所畫的戰線
[00:13:02.920 --> 00:13:08.680]  石鞍是耶和華君王的寶座
[00:13:08.680 --> 00:13:13.760]  約沙法的意思是上帝審判
[00:13:13.760 --> 00:13:16.560]  但是它不是一個真實的地理位置
[00:13:16.560 --> 00:13:20.880]  所以不要去想一下會在哪裏
[00:13:20.880 --> 00:13:24.960]  但是它意味著一件事就是上帝會審判
[00:13:24.960 --> 00:13:27.000]  上帝在那裏會審判
[00:13:27.000 --> 00:13:29.160]  接著有斷定谷
[00:13:29.160 --> 00:13:31.640]  你看英文叫Value of Decision
[00:13:31.640 --> 00:13:32.920]  它意味著什麼呢
[00:13:32.920 --> 00:13:34.680]  上帝在這個谷裏面
[00:13:34.680 --> 00:13:37.760]  在那個地方或者在那個時間裏面
[00:13:37.760 --> 00:13:41.280]  要作一些斷定或者決定
[00:13:41.280 --> 00:13:46.680]  不過上帝的決定其實是基於我們的決定
[00:13:46.680 --> 00:13:48.720]  你不要想太多想太遠
[00:13:48.720 --> 00:13:52.080]  說我可以控制上帝
[00:13:52.080 --> 00:13:55.600]  如果你要這樣想也沒有問題
[00:13:55.600 --> 00:13:57.080]  那個想法是什麼呢
[00:13:57.080 --> 00:13:59.280]  如果你悔改
[00:13:59.280 --> 00:14:02.320]  如果你悔改上帝不會審判你
[00:14:02.320 --> 00:14:03.640]  如果你不悔改
[00:14:03.640 --> 00:14:04.960]  上帝也不會拯救你
[00:14:04.960 --> 00:14:05.520]  你明白嗎
[00:14:05.520 --> 00:14:09.360]  所以上帝會在這個斷定谷裏面
[00:14:09.360 --> 00:14:12.800]  作祂最終極的決定
[00:14:12.800 --> 00:14:15.040]  但是祂最終極決定在於誰呢
[00:14:15.040 --> 00:14:20.840]  在於你和我的決定
[00:14:20.840 --> 00:14:22.880]  還有一個叫做策庭谷
[00:14:22.880 --> 00:14:26.360]  這個說了上帝給我們的福氣的滋潤
[00:14:26.360 --> 00:14:28.880]  所以在那個谷
[00:14:28.880 --> 00:14:30.000]  無論你怎麼去想
[00:14:30.000 --> 00:14:32.440]  但它不是一個真正地理上的位置
[00:14:32.440 --> 00:14:33.520]  在錫安裏面
[00:14:33.520 --> 00:14:35.600]  上帝要作祂終極的決定
[00:14:35.600 --> 00:14:36.600]  祂要審判
[00:14:36.600 --> 00:14:38.960]  祂要賜福
[00:14:38.960 --> 00:14:43.720]  祂審判賜福是基於你和我今天
[00:14:43.720 --> 00:14:48.160]  我們有生之年怎麼去回應上帝
[00:14:48.160 --> 00:14:53.880]  於是黑色的字將所有的名字分為兩半
[00:14:53.880 --> 00:14:55.080]  接著我們有藍色字
[00:14:55.080 --> 00:14:57.480]  藍色字說的是以色列
[00:14:57.480 --> 00:14:58.680]  猶大爺老撒冷
[00:14:58.680 --> 00:15:01.520]  這裡指的不是所有的猶太人
[00:15:01.520 --> 00:15:03.160]  不要想歪了那些
[00:15:03.160 --> 00:15:04.520]  上帝會拯救他們
[00:15:04.520 --> 00:15:05.560]  不是
[00:15:05.560 --> 00:15:10.280]  這裡所說的是迴轉悔改以色列人的語文
[00:15:10.280 --> 00:15:12.000]  有沒有聽過語文
[00:15:12.000 --> 00:15:13.400]  不是打語那種
[00:15:13.400 --> 00:15:14.560]  剩下的
[00:15:14.560 --> 00:15:16.720]  在以色列人裏面正如保羅會說
[00:15:16.720 --> 00:15:20.240]  不是所有的以色列人都是真以色列人
[00:15:20.240 --> 00:15:23.680]  不是所有阿巴拉罕的兒子兒女
[00:15:23.680 --> 00:15:26.160]  都是屬於阿巴拉罕的
[00:15:26.160 --> 00:15:27.800]  唯有真正悔改
[00:15:27.800 --> 00:15:29.080]  真正相信上帝的
[00:15:29.080 --> 00:15:33.040]  才是這裡說的藍色字
[00:15:33.040 --> 00:15:36.520]  是上帝的語文上帝拯救的對象
[00:15:36.520 --> 00:15:40.160]  那些悔改、迴轉的罪人
[00:15:40.160 --> 00:15:43.280]  接著有紅色字
[00:15:43.280 --> 00:15:46.520]  包括了很多外邦的列國不信之民
[00:15:46.520 --> 00:15:48.600]  他們代表了那些叛逆犯罪
[00:15:48.600 --> 00:15:50.160]  不是說外邦人沒得救
[00:15:50.160 --> 00:15:51.000]  如果外邦人沒得救
[00:15:51.000 --> 00:15:53.160]  那你和我怎麼有得救
[00:15:53.160 --> 00:15:54.280]  我們都是外邦人
[00:15:54.280 --> 00:15:57.240]  他不是說所有的外邦人
[00:15:57.240 --> 00:16:00.000]  或者某一些埃及人還是某些人沒得救
[00:16:00.000 --> 00:16:05.040]  他說的是代表了這班叛逆犯罪的人
[00:16:05.040 --> 00:16:07.840]  他不願迴轉悔改
[00:16:07.840 --> 00:16:15.120]  於是他們會成為上帝審判的對象
[00:16:15.120 --> 00:16:16.840]  在耶和華的日子裏面
[00:16:16.840 --> 00:16:23.360]  上帝將要差遣他簡選的君王來審判世界
[00:16:23.360 --> 00:16:26.120]  當審判世界的君王來到的時候
[00:16:26.120 --> 00:16:27.840]  犯不願悔改的罪人
[00:16:27.840 --> 00:16:31.920]  都要接受永恆烈火的審判
[00:16:31.920 --> 00:16:36.080]  不過願意迴轉悔改的罪人
[00:16:36.080 --> 00:16:39.320]  如果你和我願意迴轉悔改的話
[00:16:39.320 --> 00:16:44.120]  我們都可以脫罪得身
[00:16:44.120 --> 00:16:50.240]  這個是我們基督教一直相信的好消息
[00:16:50.240 --> 00:16:54.160]  這裏可能有一個聰明的弟兄或者姊妹
[00:16:54.160 --> 00:16:55.640]  都會舉手問我這個問題
[00:16:55.640 --> 00:17:00.680]  梁牧師,你說審判,你說拯救
[00:17:00.680 --> 00:17:02.600]  我完全明白審判那一部份
