
[00:00:00.000 --> 00:00:03.000]  今早仍然想和大家一齊思想
[00:00:03.000 --> 00:00:07.000]  《撒慕爾記》上的信息
[00:00:07.000 --> 00:00:10.000]  天秤上的侍奉者
[00:00:10.000 --> 00:00:12.000]  是表示了
[00:00:12.000 --> 00:00:14.000]  作為我們一個侍奉主的人
[00:00:14.000 --> 00:00:16.000]  或者好像今日
[00:00:16.000 --> 00:00:19.000]  我們所思想的經文裏面的數落
[00:00:19.000 --> 00:00:21.000]  其實在我們的人生裏面
[00:00:21.000 --> 00:00:23.000]  我們都很需要看到
[00:00:23.000 --> 00:00:26.000]  如果不是那個賜恩的主
[00:00:26.000 --> 00:00:28.000]  今日我們不能夠站出來
[00:00:28.000 --> 00:00:30.000]  站在神的面前
[00:00:30.000 --> 00:00:32.000]  站在人的當中去侍奉
[00:00:32.000 --> 00:00:35.000]  第一個侍奉者當站出來的時候
[00:00:35.000 --> 00:00:37.000]  就會看到他的外面
[00:00:37.000 --> 00:00:39.000]  和裏面都是很重要
[00:00:39.000 --> 00:00:42.000]  所以今早我們一齊來思想
[00:00:42.000 --> 00:00:45.000]  請我們一起讀一段
[00:00:45.000 --> 00:00:47.000]  兩段的聖經
[00:00:47.000 --> 00:00:49.000]  成為了我們的先導
[00:00:49.000 --> 00:00:52.000]  我們一起讀臨前一章和提後二章
[00:00:52.000 --> 00:00:54.000]  我們找到的時候一起讀
[00:00:54.000 --> 00:00:59.000]  神揀選了世上孰絕的,叫有智慧的羞愧
[00:00:59.000 --> 00:01:04.000]  又揀選了世上軟弱的,叫那強壯的羞愧
[00:01:04.000 --> 00:01:07.000]  人若自潔,脫離卑賤的事
[00:01:07.000 --> 00:01:10.000]  就必作貴重的器皿
[00:01:10.000 --> 00:01:13.000]  成為聖潔,合乎主用
[00:01:13.000 --> 00:01:16.000]  預備行各樣的善事
[00:01:16.000 --> 00:01:21.000]  讓我們一次在神的面前再一次禱告
[00:01:21.000 --> 00:01:27.000]  耶穌說,凡路苦擔重擔的人
[00:01:27.000 --> 00:01:32.000]  可以來到我的面前
[00:01:32.000 --> 00:01:35.000]  我就使他得安息
[00:01:35.000 --> 00:01:37.000]  親愛的主
[00:01:37.000 --> 00:01:41.000]  在今天早上我們再一次
[00:01:41.000 --> 00:01:45.000]  以尋求祢面的心來到祢的根前
[00:01:45.000 --> 00:01:47.000]  因為信靠祢
[00:01:47.000 --> 00:01:50.000]  我們能夠被祢照入陽圈
[00:01:50.000 --> 00:01:53.000]  在祢的教會裡面生活
[00:01:53.000 --> 00:01:57.000]  讓我們每一個早上來到祢的面前
[00:01:57.000 --> 00:01:59.000]  要敬拜祢的時候
[00:01:59.000 --> 00:02:02.000]  我們心無旁貸
[00:02:02.000 --> 00:02:06.000]  能夠以求神的幫助
[00:02:06.000 --> 00:02:08.000]  來成為我們的焦點
[00:02:08.000 --> 00:02:11.000]  好讓我們的生活
[00:02:11.000 --> 00:02:15.000]  不能夠不會因為人種種的事
[00:02:15.000 --> 00:02:17.000]  擾攘我們
[00:02:17.000 --> 00:02:20.000]  以致我們聽不到
[00:02:20.000 --> 00:02:22.000]  或者蒙門不清
[00:02:22.000 --> 00:02:26.000]  聽不見我們目者的聲音
[00:02:26.000 --> 00:02:29.000]  因為耶穌祢說過
[00:02:29.000 --> 00:02:31.000]  祢是大目人
[00:02:31.000 --> 00:02:33.000]  為羊捨命
[00:02:33.000 --> 00:02:35.000]  羊會跟著祢
[00:02:35.000 --> 00:02:37.000]  也都聽到祢的聲音
[00:02:37.000 --> 00:02:40.000]  所以願聖靈在一間陪伴我們
[00:02:40.000 --> 00:02:42.000]  進入真理
[00:02:42.000 --> 00:02:44.000]  好好使我們能夠明白
[00:02:44.000 --> 00:02:47.000]  並且用心謹守
[00:02:47.000 --> 00:02:49.000]  我們這樣的禱告
[00:02:49.000 --> 00:02:51.000]  是奉我們群羊大目者
[00:02:51.000 --> 00:02:53.000]  耶穌基督的命求
[00:02:53.000 --> 00:02:55.000]  阿門
[00:02:55.000 --> 00:02:57.000]  人到四十
[00:02:57.000 --> 00:02:59.000]  是不是無所求呢
[00:02:59.000 --> 00:03:01.000]  當我們見到
[00:03:01.000 --> 00:03:03.000]  在一個
[00:03:03.000 --> 00:03:05.000]  四十的人生的弟兄的身上
[00:03:05.000 --> 00:03:08.000]  我們看到他一個生命的故事
[00:03:08.000 --> 00:03:11.000]  認識弟兄於微時
[00:03:11.000 --> 00:03:14.000]  初時我初出做傳道的時候
[00:03:14.000 --> 00:03:16.000]  有機會去栽培了
[00:03:16.000 --> 00:03:18.000]  是他哥哥
[00:03:18.000 --> 00:03:19.000]  不是他
[00:03:19.000 --> 00:03:22.000]  但是見到他同樣在教會裏成長
[00:03:22.000 --> 00:03:24.000]  到差不多兩兄弟
[00:03:24.000 --> 00:03:26.000]  要受浸加入教會了
[00:03:26.000 --> 00:03:28.000]  所以我就和他兩位
[00:03:28.000 --> 00:03:30.000]  跟著他們回到家裏
[00:03:30.000 --> 00:03:32.000]  拜候他爸爸媽媽
[00:03:32.000 --> 00:03:35.000]  希望他爸爸媽媽能夠通情達理
[00:03:35.000 --> 00:03:37.000]  讓這兩個小兒子
[00:03:37.000 --> 00:03:40.000]  可以受浸加入教會
[00:03:40.000 --> 00:03:44.000]  經過一場的角力
[00:03:44.000 --> 00:03:47.000]  終於能夠見到他兩兄弟
[00:03:47.000 --> 00:03:49.000]  受浸加入教會
[00:03:49.000 --> 00:03:51.000]  仍然見到他們的生命
[00:03:51.000 --> 00:03:52.000]  是文靜的
[00:03:52.000 --> 00:03:53.000]  內向的
[00:03:53.000 --> 00:03:54.000]  不過有一樣東西
[00:03:54.000 --> 00:03:56.000]  就是他們對耶穌很認真
[00:03:56.000 --> 00:03:57.000]  如是者
[00:03:57.000 --> 00:03:59.000]  日子一路過
[00:03:59.000 --> 00:04:01.000]  一位弟弟
[00:04:01.000 --> 00:04:03.000]  轉了一次工之後
[00:04:03.000 --> 00:04:05.000]  他也在教會裏
[00:04:05.000 --> 00:04:07.000]  找到他心儀的姐妹
[00:04:07.000 --> 00:04:08.000]  拍拖
[00:04:08.000 --> 00:04:10.000]  生了子女
[00:04:10.000 --> 00:04:11.000]  他一樣的
[00:04:11.000 --> 00:04:14.000]  好像大家當中作父親的
[00:04:14.000 --> 00:04:18.000]  用心供養他兩個的小朋友
[00:04:18.000 --> 00:04:19.000]  話說回來
[00:04:19.000 --> 00:04:21.000]  二十年了
[00:04:21.000 --> 00:04:23.000]  當有機會在街上碰到他的時候
[00:04:23.000 --> 00:04:26.000]  不禁為他女兒已經準備入大學
[00:04:26.000 --> 00:04:29.000]  兒子已經讀到中三中四的時候
[00:04:29.000 --> 00:04:31.000]  為他一家感恩
[00:04:31.000 --> 00:04:33.000]  但是他在去年
[00:04:33.000 --> 00:04:35.000]  當和我打羽毛球的時候
[00:04:35.000 --> 00:04:38.000]  他就跟我說一個他的想法
[00:04:38.000 --> 00:04:39.000]  他說牧師
[00:04:39.000 --> 00:04:42.000]  我最近公司提供肥雞餐
[00:04:42.000 --> 00:04:44.000]  咦 這麼好呀
[00:04:44.000 --> 00:04:45.000]  那你怎樣呀
[00:04:45.000 --> 00:04:46.000]  我真的吃呀
[00:04:46.000 --> 00:04:47.000]  吃了啦
[00:04:47.000 --> 00:04:49.000]  那我說那你之後會怎樣呀
[00:04:49.000 --> 00:04:50.000]  你很年輕而已
[00:04:50.000 --> 00:04:52.000]  四十幾歲
[00:04:52.000 --> 00:04:53.000]  他說這樣
[00:04:53.000 --> 00:04:58.000]  我大概都會放下這份工
[00:04:58.000 --> 00:05:00.000]  而且準備呢
[00:05:00.000 --> 00:05:04.000]  我正在考這個短孫
[00:05:04.000 --> 00:05:07.000]  原來短孫就在我們教會的樓上
[00:05:07.000 --> 00:05:09.000]  就是一個傳福音
[00:05:09.000 --> 00:05:11.000]  幫人訓練門徒
[00:05:11.000 --> 00:05:13.000]  成為一個傳福音者
[00:05:13.000 --> 00:05:14.000]  那我說
[00:05:14.000 --> 00:05:18.000]  是甚麼令你放下這份工
[00:05:18.000 --> 00:05:20.000]  因為你知不知道
[00:05:20.000 --> 00:05:22.000]  四十幾歲的人呢
[00:05:22.000 --> 00:05:23.000]  人家都會認為你應該
[00:05:23.000 --> 00:05:25.000]  還在找工作
[00:05:25.000 --> 00:05:27.000]  還有養家活兒的
[00:05:27.000 --> 00:05:29.000]  養妻活兒的
[00:05:29.000 --> 00:05:30.000]  你怎樣呀
[00:05:30.000 --> 00:05:31.000]  你家人怎樣看
[00:05:31.000 --> 00:05:32.000]  他說是啊
[00:05:32.000 --> 00:05:34.000]  我太太的外家呢
[00:05:34.000 --> 00:05:36.000]  雖然說信主
[00:05:36.000 --> 00:05:38.000]  但他們都覺得我好像
[00:05:38.000 --> 00:05:40.000]  不應該這樣做
[00:05:40.000 --> 00:05:42.000]  說我不是很負責任
[00:05:42.000 --> 00:05:44.000]  我說那你自己怎樣看呀
[00:05:44.000 --> 00:05:46.000]  最重要是你自己怎樣看
[00:05:46.000 --> 00:05:50.000]  他說我仍然很相信
[00:05:50.000 --> 00:05:52.000]  神是照我
[00:05:52.000 --> 00:05:54.000]  去讀這個短孫
[00:05:54.000 --> 00:05:56.000]  我的學歷不高 牧師
[00:05:56.000 --> 00:05:58.000]  但是我願意
[00:05:58.000 --> 00:06:01.000]  去居當神一個小小的僕人
[00:06:01.000 --> 00:06:03.000]  去參與神國的事
[00:06:03.000 --> 00:06:05.000]  因為他說我相信
[00:06:05.000 --> 00:06:08.000]  主耶穌在這麼多年的生活裡面
[00:06:08.000 --> 00:06:12.000]  祂的聲音一直沒有停止呼召我
[00:06:12.000 --> 00:06:15.000]  對於今天我們在教會裡面
[00:06:15.000 --> 00:06:17.000]  有份參與
[00:06:17.000 --> 00:06:21.000]  侍奉或者有心參加侍奉的人
[00:06:21.000 --> 00:06:23.000]  今天盼望這一旁道
[00:06:23.000 --> 00:06:25.000]  是為你而講
[00:06:25.000 --> 00:06:28.000]  讓我們的心能夠對準
[00:06:28.000 --> 00:06:30.000]  噢 今天我沒有參加教會侍奉
[00:06:30.000 --> 00:06:32.000]  或者我都沒有心
[00:06:32.000 --> 00:06:34.000]  所以我不用聽了
[00:06:34.000 --> 00:06:36.000]  希望不是
[00:06:36.000 --> 00:06:38.000]  因為如果我們民眾看到
[00:06:38.000 --> 00:06:40.000]  原來今天我們在詩歌
[00:06:40.000 --> 00:06:43.000]  或者在自己的讀聖經過去一路的認識裡面
[00:06:43.000 --> 00:06:47.000]  每一個走前來到去敬拜神的人
[00:06:47.000 --> 00:06:49.000]  今天在這個禮堂裡面
[00:06:49.000 --> 00:06:52.000]  應該是百分之九十九點幾的人
[00:06:52.000 --> 00:06:54.000]  都是信耶穌
[00:06:54.000 --> 00:06:56.000]  我們就明白到今天不是
