
[00:00:00.000 --> 00:00:01.000]  丁志明早晨
[00:00:01.000 --> 00:00:02.000]  早晨
[00:00:02.000 --> 00:00:05.000]  相信剛才大家讀了這麼長的經文之後
[00:00:05.000 --> 00:00:09.000]  對這段經文一定有很深刻的印象
[00:00:09.000 --> 00:00:13.000]  相信上次如果你聽過這篇道
[00:00:13.000 --> 00:00:14.000]  不是我說的
[00:00:14.000 --> 00:00:17.000]  這個經文所說的道
[00:00:17.000 --> 00:00:20.000]  你一定都印象很深刻
[00:00:20.000 --> 00:00:28.000]  有沒有人聽過這個經文所說的道
[00:00:28.000 --> 00:00:29.000]  有人嗎
[00:00:29.000 --> 00:00:31.000]  有的你舉手我看看
[00:00:31.000 --> 00:00:33.000]  都多的
[00:00:33.000 --> 00:00:39.000]  同時可能都是一些年資很長的信徒
[00:00:39.000 --> 00:00:40.000]  可能就會聽到
[00:00:40.000 --> 00:00:45.000]  我相信其實不是太多牧師
[00:00:45.000 --> 00:00:50.000]  會用這段經文來講道
[00:00:50.000 --> 00:00:52.000]  不是因為它長
[00:00:52.000 --> 00:00:58.000]  而是因為當中可能有很多的爭議性
[00:00:58.000 --> 00:01:01.000]  可能講完之後
[00:01:01.000 --> 00:01:04.000]  到台下就已經被人挑戰了
[00:01:04.000 --> 00:01:06.000]  所以我今天講完之後
[00:01:06.000 --> 00:01:11.000]  我不知道未出門口可能已經被人挑戰
[00:01:11.000 --> 00:01:16.000]  當然這個經文裡面有很多的挑戰
[00:01:16.000 --> 00:01:18.000]  很多的爭議
[00:01:18.000 --> 00:01:20.000]  很多的討論
[00:01:20.000 --> 00:01:23.000]  令到很多人讀這段經文的時候
[00:01:23.000 --> 00:01:26.000]  有產生很多的懷疑
[00:01:26.000 --> 00:01:35.000]  為什麼我還想用這段經文來跟大家分享信息呢
[00:01:35.000 --> 00:01:39.000]  不是因為我有讀到的見解
[00:01:39.000 --> 00:01:46.000]  是因為我會用一個比較正確的角度
[00:01:46.000 --> 00:01:50.000]  去看這段經文
[00:01:50.000 --> 00:01:55.000]  這段經文如果按照一般傳統
[00:01:55.000 --> 00:02:00.000]  或者很保守的方式來講解這段經文的時候
[00:02:00.000 --> 00:02:06.000]  其實就是會告訴你神用了六日去造天地
[00:02:06.000 --> 00:02:11.000]  如果不是這麼保守的說法
[00:02:11.000 --> 00:02:16.000]  或者比較按照科學研究的說法的時候
[00:02:16.000 --> 00:02:21.000]  會有很多很多的理論在當中
[00:02:21.000 --> 00:02:26.000]  不單止我看了之後會覺得一頭霧水
[00:02:26.000 --> 00:02:27.000]  很複雜
[00:02:27.000 --> 00:02:28.000]  很多東西
[00:02:28.000 --> 00:02:32.000]  同時我理解之後
[00:02:32.000 --> 00:02:35.000]  來這個講道跟大家分享的時候
[00:02:35.000 --> 00:02:38.000]  都不是今天這一堂可以講完
[00:02:38.000 --> 00:02:43.000]  可能要花好幾堂的講道才能講完
[00:02:43.000 --> 00:02:45.000]  同時那個應該是一個講座
[00:02:45.000 --> 00:02:47.000]  而不是一個講道
[00:02:47.000 --> 00:02:49.000]  所以是很不同的
[00:02:49.000 --> 00:02:51.000]  所以我會用這段經文
[00:02:51.000 --> 00:02:56.000]  我就要用正確的一個角度去看這段經文
[00:02:56.000 --> 00:02:59.000]  很多人看了《創世記》第一章
[00:02:59.000 --> 00:03:05.000]  之後就會覺得神創世的過程好像很簡單
[00:03:05.000 --> 00:03:12.000]  用六日就可以把宇宙萬物
[00:03:12.000 --> 00:03:15.000]  包括我們地球造成
[00:03:15.000 --> 00:03:17.000]  就問這個問題
[00:03:17.000 --> 00:03:19.000]  到底這個六日
[00:03:19.000 --> 00:03:24.000]  是不是一天就等於我們今天的24小時呢
[00:03:24.000 --> 00:03:28.000]  這個就是一個爭議性在當中
[00:03:28.000 --> 00:03:30.000]  而且如果是
[00:03:30.000 --> 00:03:36.000]  似乎跟科學家所研究出來的結果相去甚遠
[00:03:36.000 --> 00:03:38.000]  好像差很遠
[00:03:38.000 --> 00:03:39.000]  想問大家
[00:03:39.000 --> 00:03:44.000]  你知不知道地球有多長的壽命
[00:03:44.000 --> 00:03:45.000]  不是壽命
[00:03:45.000 --> 00:03:54.000]  意思是已經經過了多長的日子
[00:03:54.000 --> 00:03:55.000]  有人答對了
[00:03:55.000 --> 00:03:58.000]  還不敢大聲說
[00:03:58.000 --> 00:03:59.000]  對了
[00:03:59.000 --> 00:04:03.000]  科學家得出的結論就是
[00:04:03.000 --> 00:04:06.000]  只是我們生存的這個地球
[00:04:06.000 --> 00:04:10.000]  就是在45.4億年前
[00:04:10.000 --> 00:04:13.000]  其實已經形成了
[00:04:13.000 --> 00:04:16.000]  如果整個宇宙就更不用說了
[00:04:16.000 --> 00:04:20.000]  是138億年前
[00:04:20.000 --> 00:04:23.000]  就是經過大爆炸之後
[00:04:23.000 --> 00:04:27.000]  就開始了有這個宇宙
[00:04:27.000 --> 00:04:32.000]  所以這兩方面的資料是相差很遠的
[00:04:32.000 --> 00:04:37.000]  科學家得出的結論有很多的根據來支持
[00:04:37.000 --> 00:04:41.000]  因此很多聖經學家企圖
[00:04:41.000 --> 00:04:48.000]  利用一些講法來圓這兩者的分別
[00:04:48.000 --> 00:04:50.000]  在這樣的努力之下
[00:04:50.000 --> 00:04:53.000]  終於得出了幾種的講法
[00:04:53.000 --> 00:04:56.000]  我想我們很多人可能都聽過
[00:04:56.000 --> 00:05:00.000]  不過我不妨在這裡再次去講
[00:05:00.000 --> 00:05:04.000]  或者最少基本上在教會間
[00:05:04.000 --> 00:05:09.000]  大家會得出的結論有四種
[00:05:09.000 --> 00:05:11.000]  那哪四種呢
[00:05:11.000 --> 00:05:13.000]  第一就說
[00:05:13.000 --> 00:05:15.000]  這六天就是六天了
[00:05:15.000 --> 00:05:18.000]  一天就是24小時了
[00:05:18.000 --> 00:05:21.000]  這個是最保守的一種講法
[00:05:21.000 --> 00:05:26.000]  這個也是相信聖經無誤的一種講法
[00:05:26.000 --> 00:05:28.000]  因此他就
[00:05:28.000 --> 00:05:32.000]  這一種這麼直接的一種解釋
[00:05:32.000 --> 00:05:38.000]  因此面對科學界的一種證據的時候
[00:05:38.000 --> 00:05:44.000]  證明宇宙的年齡已經超過一百多年
[00:05:44.000 --> 00:05:48.000]  人類以前有很多的生物
[00:05:48.000 --> 00:05:50.000]  很多的化石
[00:05:50.000 --> 00:05:56.000]  來相信這個講法好像是不對的
[00:05:56.000 --> 00:05:59.000]  需要我們很堅定的信心
[00:05:59.000 --> 00:06:01.000]  相信聖經是無誤的
[00:06:01.000 --> 00:06:04.000]  甚至是被人罵的
[00:06:04.000 --> 00:06:07.000]  被人說是阿Q精神
[00:06:07.000 --> 00:06:09.000]  堅持的
[00:06:09.000 --> 00:06:12.000]  所以現在接受這種講法的人
[00:06:12.000 --> 00:06:14.000]  就越來越少
[00:06:14.000 --> 00:06:16.000]  第二種講法就是說
[00:06:16.000 --> 00:06:21.000]  六天的時間其實每一天代表了一千年
[00:06:21.000 --> 00:06:23.000]  這個有什麼根據呢
[00:06:23.000 --> 00:06:26.000]  其實就是根據彼得前書
[00:06:26.000 --> 00:06:28.000]  第三章第八節那裡所講的
[00:06:28.000 --> 00:06:29.000]  親愛的弟兄啊
[00:06:29.000 --> 00:06:31.000]  有一件事你們不可忘記
[00:06:31.000 --> 00:06:34.000]  就是主漢一日如千年
[00:06:34.000 --> 00:06:37.000]  千年如一日
[00:06:37.000 --> 00:06:40.000]  因此六日就是六千年
[00:06:40.000 --> 00:06:42.000]  神用了六千年
[00:06:42.000 --> 00:06:47.000]  來造成這個宇宙萬物和這個世界
[00:06:47.000 --> 00:06:52.000]  這種講法雖然是拉長了地球和宇宙的年齡
[00:06:52.000 --> 00:06:56.000]  但是仍然和我們所認知的
[00:06:56.000 --> 00:06:59.000]  或者科學界所研究出來的
[00:06:59.000 --> 00:07:01.000]  有很大的差距
[00:07:01.000 --> 00:07:05.000]  所以相信的人也不是太多
[00:07:05.000 --> 00:07:07.000]  好了
[00:07:07.000 --> 00:07:10.000]  有第三種的講法了
[00:07:10.000 --> 00:07:11.000]  第三種講法就是
[00:07:11.000 --> 00:07:14.000]  創世紀第一章所記載的
[00:07:14.000 --> 00:07:18.000]  其實不是原初的創造
[00:07:18.000 --> 00:07:20.000]  就是第一章第一節那裡說
[00:07:20.000 --> 00:07:22.000]  起初神創造天地
[00:07:22.000 --> 00:07:29.000]  然後這個創造天地就經歷了很多很多年了
[00:07:29.000 --> 00:07:32.000]  然後才到第二節
[00:07:32.000 --> 00:07:36.000]  因此其中地球也好
[00:07:36.000 --> 00:07:38.000]  或者這個宇宙也好
[00:07:38.000 --> 00:07:42.000]  年齡其實已經符合了
[00:07:42.000 --> 00:07:46.000]  特別符合了這個科學家的一些講法
[00:07:46.000 --> 00:07:49.000]  但是這種講法也很難成立
[00:07:49.000 --> 00:07:50.000]  為什麼呢
[00:07:50.000 --> 00:07:54.000]  因為聖經沒有理由將這麼重要的一個信息
[00:07:54.000 --> 00:07:56.000]  其中空白了
[00:07:56.000 --> 00:07:58.000]  一誤告訴你
[00:07:58.000 --> 00:08:00.000]  好像也不太合理
[00:08:00.000 --> 00:08:03.000]  所以支持這種講法的人
[00:08:03.000 --> 00:08:06.000]  也不是太多
[00:08:06.000 --> 00:08:07.000]  好了
[00:08:07.000 --> 00:08:09.000]  還有第四種講法了
[00:08:09.000 --> 00:08:12.000]  創世紀第一章的一天
[00:08:12.000 --> 00:08:14.000]  不是二十四小時
[00:08:14.000 --> 00:08:17.000]  而是一段不知道多長的時間
[00:08:17.000 --> 00:08:19.000]  這種最好了
[00:08:19.000 --> 00:08:22.000]  你說有四十二億年
[00:08:22.000 --> 00:08:24.000]  那我就隨時錄了
[00:08:24.000 --> 00:08:26.000]  好不好
[00:08:26.000 --> 00:08:27.000]  是不是最好呢
[00:08:27.000 --> 00:08:30.000]  大家就會認為很合理很合理
[00:08:30.000 --> 00:08:32.000]  因為時間夠長
[00:08:32.000 --> 00:08:35.000]  神也夠長時間慢慢地去做
[00:08:35.000 --> 00:08:37.000]  將這個世界造成了
[00:08:37.000 --> 00:08:44.000]  這種講法可以符合現在科學的發言
[00:08:44.000 --> 00:08:47.000]  聖經記載生物出現的順序
[00:08:47.000 --> 00:08:51.000]  和化石紀錄也一致
[00:08:51.000 --> 00:08:55.000]  接受這種講法的基礎圖也不少
[00:08:55.000 --> 00:08:58.000]  但是當別人說
[00:08:58.000 --> 00:09:01.000]  你們是硬來的
[00:09:01.000 --> 00:09:04.000]  或者是硬咬出來的
[00:09:04.000 --> 00:09:06.000]  我們也很難反駁他
[00:09:06.000 --> 00:09:07.000]  是不是
[00:09:07.000 --> 00:09:08.000]  有什麼根據
[00:09:08.000 --> 00:09:10.000]  有什麼理由
[00:09:10.000 --> 00:09:11.000]  好了
[00:09:11.000 --> 00:09:13.000]  你就會問一個問題了
[00:09:13.000 --> 00:09:17.000]  牧師你的看法又如何
[00:09:17.000 --> 00:09:19.000]  或者會問我
[00:09:19.000 --> 00:09:24.000]  牧師我們應該怎麼看這段經文
[00:09:24.000 --> 00:09:26.000]  我告訴你
[00:09:26.000 --> 00:09:34.000]  將它看為神話就可以了
[00:09:34.000 --> 00:09:36.000]  沒有默契嗎
[00:09:36.000 --> 00:09:40.000]  我以為我一講完你已經默契了
[00:09:40.000 --> 00:09:42.000]  我們神話一般的觀念是什麼
[00:09:42.000 --> 00:09:44.000]  就是說是荒謬的故事
[00:09:44.000 --> 00:09:46.000]  是虛構的故事
[00:09:46.000 --> 00:09:48.000]  英文叫做myth
[00:09:48.000 --> 00:09:50.000]  是不是
[00:09:50.000 --> 00:09:54.000]  但是我說的神話是不是這個神話
[00:09:54.000 --> 00:09:56.000]  可能我發音不是太準確
[00:09:56.000 --> 00:09:59.000]  我應該說神話
[00:09:59.000 --> 00:10:02.000]  the word of god
[00:10:02.000 --> 00:10:06.000]  你將它看為神的說話
[00:10:06.000 --> 00:10:09.000]  那就對了
[00:10:09.000 --> 00:10:13.000]  因為成本聖經其實都是神的說話
[00:10:13.000 --> 00:10:16.000]  它不是神話故事
[00:10:16.000 --> 00:10:18.000]  它不是好像西遊記
[00:10:18.000 --> 00:10:20.000]  風神榜
[00:10:20.000 --> 00:10:22.000]  或者寶蓮燈
[00:10:22.000 --> 00:10:24.000]  白蛇磚那些神話故事
[00:10:24.000 --> 00:10:26.000]  不是
[00:10:26.000 --> 00:10:28.000]  它是神的話語
[00:10:28.000 --> 00:10:30.000]  the word of god
[00:10:30.000 --> 00:10:32.000]  因為它是神的話語
[00:10:32.000 --> 00:10:35.000]  如果我們從這個正確的角度
[00:10:35.000 --> 00:10:37.000]  看這段記載
[00:10:37.000 --> 00:10:39.000]  甚至整本聖經的時候
[00:10:39.000 --> 00:10:41.000]  我們就知道
