
[00:00:00.000 --> 00:00:03.080]  當我們今天在一個基督徒合一主日當中
[00:00:03.080 --> 00:00:07.160]  我們思想到基督徒的使命是傳揚福音
[00:00:07.160 --> 00:00:08.480]  但在傳揚福音的時候
[00:00:08.480 --> 00:00:11.280]  我們怎樣讓人看得到我們在這班合一
[00:00:11.280 --> 00:00:15.360]  好像主耶穌所吩咐我們要彼此相愛的信徒呢?
[00:00:15.360 --> 00:00:18.800]  我們作為一個中國人的基督徒
[00:00:18.800 --> 00:00:20.280]  或者華人的基督徒
[00:00:20.280 --> 00:00:22.440]  我們都有很多東西影響我們
[00:00:22.440 --> 00:00:25.240]  怎樣去做一個上主所喜悅的人
[00:00:25.240 --> 00:00:26.760]  怎樣能夠合一呢?
[00:00:26.760 --> 00:00:28.720]  怎樣能夠彼此相愛呢?
[00:00:28.720 --> 00:00:32.360]  在現代裡是一個非常困難的功課
[00:00:32.360 --> 00:00:35.800]  國父孫中山先生曾經這樣慨嘆地說
[00:00:35.800 --> 00:00:40.520]  中國人是一盤散沙
[00:00:40.520 --> 00:00:42.960]  不知道你聽到這句話有什麼感受呢?
[00:00:42.960 --> 00:00:44.360]  也有人這樣說的
[00:00:44.360 --> 00:00:46.320]  不單是國父有這樣的慨嘆
[00:00:46.320 --> 00:00:47.520]  有人這樣說
[00:00:47.520 --> 00:00:50.680]  三個日本人在一起的時候
[00:00:50.680 --> 00:00:53.800]  就會有一間大公司
[00:00:53.800 --> 00:00:54.920]  OK?
[00:00:54.920 --> 00:00:59.720]  如果三個中國人在一起會怎樣呢?
[00:00:59.720 --> 00:01:00.480]  你知道嗎?
[00:01:00.480 --> 00:01:03.280]  有三間小的公司
[00:01:03.280 --> 00:01:05.920]  這句話挺有趣的
[00:01:05.920 --> 00:01:08.440]  他好像在說日本人很團結的
[00:01:08.440 --> 00:01:09.960]  很容易合作的
[00:01:09.960 --> 00:01:12.280]  但是就會有大公司
[00:01:12.280 --> 00:01:13.320]  三個中國人在一起
[00:01:13.320 --> 00:01:14.640]  我也要做老闆
[00:01:14.640 --> 00:01:16.320]  每個人都想做老闆
[00:01:16.320 --> 00:01:18.000]  每個人都想作主
[00:01:18.000 --> 00:01:19.920]  所以可能這些說話
[00:01:19.920 --> 00:01:22.640]  都有它的味道和意義
[00:01:22.640 --> 00:01:24.000]  三個中國人在一起
[00:01:24.000 --> 00:01:26.560]  就有三間小的公司
[00:01:26.560 --> 00:01:29.560]  似乎很多時候在文化裡的了解的時候
[00:01:29.560 --> 00:01:32.240]  中國人的文化或者背景
[00:01:32.240 --> 00:01:34.520]  就好像很不容易團結
[00:01:34.520 --> 00:01:37.040]  內鬥、內訌
[00:01:37.040 --> 00:01:39.240]  中國人的群體裡面存在的現象
[00:01:39.240 --> 00:01:40.560]  做得好像是這樣的
[00:01:40.560 --> 00:01:42.200]  不容易去合作的
[00:01:42.200 --> 00:01:44.240]  本來這是一個無可厚非的
[00:01:44.240 --> 00:01:46.440]  每一個民族都有一些特性的
[00:01:46.440 --> 00:01:49.080]  日本人、中國人、英國人
[00:01:49.080 --> 00:01:50.080]  或者猶太人
[00:01:50.080 --> 00:01:51.600]  都有自己的一些特性
[00:01:51.600 --> 00:01:52.720]  很可惜的就是
[00:01:52.720 --> 00:01:54.520]  中國人好像給人一個印象
[00:01:54.520 --> 00:01:58.240]  就是一個不容易團結的情況
[00:01:58.240 --> 00:02:00.400]  不過更加可惜的我覺得
[00:02:00.400 --> 00:02:02.280]  不單止作為一個中國人
[00:02:02.280 --> 00:02:05.640]  可能我們會很難的來到彼此合作
[00:02:05.640 --> 00:02:08.800]  有時候作為一個中國人的基督徒
[00:02:08.800 --> 00:02:09.880]  中國籍的基督徒
[00:02:09.880 --> 00:02:12.920]  我們都很難來到和別人一起合作
[00:02:12.920 --> 00:02:14.520]  甚至我見到很多時候
[00:02:14.520 --> 00:02:15.800]  在大英姐妹之間
[00:02:15.800 --> 00:02:16.920]  傳道人之間
[00:02:16.920 --> 00:02:18.680]  基督教機構當中
[00:02:18.680 --> 00:02:20.480]  教會的領袖裡面
[00:02:20.480 --> 00:02:21.560]  有時有意無意
[00:02:21.560 --> 00:02:23.160]  都表現得到一些
[00:02:23.160 --> 00:02:27.240]  很難合一團結的一些現象
[00:02:27.240 --> 00:02:30.280]  那究竟在一個上帝心意當中
[00:02:30.280 --> 00:02:32.640]  其實想我們怎樣去合一呢?
[00:02:32.640 --> 00:02:33.920]  怎樣去表現出
[00:02:33.920 --> 00:02:36.920]  我們是聽上帝的吩咐話語
[00:02:36.920 --> 00:02:39.720]  來做好我們彼此相愛
[00:02:39.720 --> 00:02:42.520]  合一的本份呢?
[00:02:42.520 --> 00:02:44.960]  這個著實是一個分裂的時代
[00:02:44.960 --> 00:02:45.880]  因為我見得到
[00:02:45.880 --> 00:02:47.800]  從來都沒有見過
[00:02:47.800 --> 00:02:49.280]  在這個時代當中
[00:02:49.280 --> 00:02:52.640]  有因為文化的不同、信仰的不同
[00:02:52.640 --> 00:02:55.280]  政見的不同、傳統的不同
[00:02:55.280 --> 00:02:56.560]  背景的不同
[00:02:56.560 --> 00:02:59.560]  而有這麼分化的表現和行動
[00:02:59.560 --> 00:03:00.480]  這個現象
[00:03:00.480 --> 00:03:02.680]  甚至已經進入到教會裡面
[00:03:02.680 --> 00:03:06.320]  在教會當中都見到很多這樣的事情
[00:03:06.320 --> 00:03:07.520]  我們見得到
[00:03:07.520 --> 00:03:08.800]  在這個時代當中
[00:03:08.800 --> 00:03:10.400]  在過去一年裡面
[00:03:10.400 --> 00:03:13.360]  在基督教教會界當中
[00:03:13.360 --> 00:03:15.480]  我們見得到有些牧師
[00:03:15.480 --> 00:03:18.520]  和教會領袖有些紛爭
[00:03:18.520 --> 00:03:19.600]  不需要掩飾的
[00:03:19.600 --> 00:03:20.520]  見到的
[00:03:20.520 --> 00:03:22.080]  看新聞會看到的
[00:03:22.080 --> 00:03:23.520]  是很可惜的事
[00:03:23.520 --> 00:03:24.920]  又或者有些基督徒覺得
[00:03:24.920 --> 00:03:27.760]  一些機構在一些公義的事情上
[00:03:27.760 --> 00:03:30.200]  或者他們的制度上做得不好的時候
[00:03:30.200 --> 00:03:33.480]  他們都會訴諸於網上一些方法
[00:03:33.480 --> 00:03:35.680]  來講他們的訴求
[00:03:35.680 --> 00:03:38.040]  但為什麼不直接來處理
[00:03:38.040 --> 00:03:40.440]  甚至來講出處理那些問題
[00:03:40.440 --> 00:03:41.400]  怎樣處理呢?
[00:03:41.400 --> 00:03:43.480]  我見到很多很多過去一年裡面
[00:03:43.480 --> 00:03:45.680]  在香港教會界當中
[00:03:45.680 --> 00:03:47.600]  很多的紛爭出現
[00:03:47.600 --> 00:03:50.640]  令到人感到他很沮喪
[00:03:50.640 --> 00:03:52.360]  也都很心鬱
[00:03:52.360 --> 00:03:55.880]  但當我們想起主耶穌的吩咐的時候
[00:03:55.880 --> 00:03:58.840]  他在《約翰福音》第十三章第三十四節裡面
[00:03:58.840 --> 00:04:00.960]  去頒佈一個命令
[00:04:00.960 --> 00:04:02.040]  主耶穌的命令是什麼?
[00:04:02.040 --> 00:04:04.640]  「我頒佈給你們一條新的命令」
[00:04:04.640 --> 00:04:05.560]  下一句是什麼?
[00:04:05.560 --> 00:04:06.800]  命令是什麼?
[00:04:06.800 --> 00:04:10.880]  「是叫你們彼此相愛」
[00:04:10.880 --> 00:04:13.560]  命令是Command
[00:04:13.560 --> 00:04:15.280]  命令是Imperative
[00:04:15.280 --> 00:04:17.960]  是一個要求我們去做的
[00:04:17.960 --> 00:04:20.640]  如果主所頒佈一個命令的時候
[00:04:20.640 --> 00:04:21.640]  當我們知道的時候
[00:04:21.640 --> 00:04:22.880]  我們怎樣去做
[00:04:22.880 --> 00:04:24.200]  就非常重要
[00:04:24.200 --> 00:04:25.280]  或者你會說
[00:04:25.280 --> 00:04:26.440]  「哎呀不是啊劉牧師」
[00:04:26.440 --> 00:04:28.480]  「我都知道一個命令」
[00:04:28.480 --> 00:04:32.720]  「我要去做彼此相愛的生命去表現出來」
[00:04:32.720 --> 00:04:34.200]  「在教會當中」
[00:04:34.200 --> 00:04:35.760]  「在和弟妹相處的時候」
[00:04:35.760 --> 00:04:39.080]  「去表現這份彼此相愛的生命出來」
[00:04:39.080 --> 00:04:40.920]  但有時候真的很難的
[00:04:40.920 --> 00:04:42.000]  就算我知道命令
[00:04:42.000 --> 00:04:44.680]  但有時候我的內心很多的矛盾
[00:04:44.680 --> 00:04:46.360]  因為我著實有些人
[00:04:46.360 --> 00:04:48.760]  我是很難去接納
[00:04:48.760 --> 00:04:51.520]  一方面我們知道這是主的吩咐
[00:04:51.520 --> 00:04:53.400]  但在生活當中
[00:04:53.400 --> 00:04:56.000]  甚至在教會有時候的相處裡面
[00:04:56.000 --> 00:04:58.040]  都有很多時候令到我們覺得
[00:04:58.040 --> 00:04:59.720]  令到我會生氣
[00:04:59.720 --> 00:05:00.880]  我會不開心
[00:05:00.880 --> 00:05:02.520]  有些事發生了
[00:05:02.520 --> 00:05:03.720]  沮喪
[00:05:03.720 --> 00:05:05.680]  很難接受的事情
[00:05:05.680 --> 00:05:07.400]  我覺得很困難
[00:05:07.400 --> 00:05:10.000]  怎樣去聽主的命令呢?
[00:05:10.000 --> 00:05:11.320]  更加困難的
[00:05:11.320 --> 00:05:12.520]  是因為當我們見到
[00:05:12.520 --> 00:05:15.320]  這個社會裡面很多不義的事情的時候
[00:05:15.320 --> 00:05:18.320]  越多的謊話充斥在社會當中的時候
[00:05:18.320 --> 00:05:20.200]  我們這個人都會被撩動
[00:05:20.200 --> 00:05:22.360]  撩到很不舒服
[00:05:22.360 --> 00:05:25.440]  我要很多不滿去表現出來
[00:05:25.440 --> 00:05:27.840]  甚至這種的不滿
[00:05:27.840 --> 00:05:29.080]  這種的表達
[00:05:29.080 --> 00:05:31.480]  很容易在教會裡面
[00:05:31.480 --> 00:05:33.080]  和弟兄姊妹相處裡面
[00:05:33.080 --> 00:05:35.960]  都表現得到出來
[00:05:35.960 --> 00:05:37.480]  剛才所讀的經文
[00:05:37.480 --> 00:05:40.720]  哥林多前書第十二章一至十一節
[00:05:40.720 --> 00:05:43.400]  保羅給我們一個很重要的提醒
[00:05:43.400 --> 00:05:44.320]  告訴我們
[00:05:44.320 --> 00:05:45.480]  在聖靈裡面
[00:05:45.480 --> 00:05:47.800]  我們大家都是弟兄姊妹
[00:05:47.800 --> 00:05:50.040]  我們會有不同的時候
[00:05:50.040 --> 00:05:51.200]  不同的恩賜
[00:05:51.200 --> 00:05:54.600]  不同的屬上帝所給我們的能力
[00:05:54.600 --> 00:05:57.760]  在第四節到第十一節裡面說了很多
[00:05:57.760 --> 00:06:00.240]  一開始第一節到第三節的時候
[00:06:00.240 --> 00:06:01.560]  保羅就提醒我們
[00:06:01.560 --> 00:06:03.280]  每個人都有不同
[00:06:03.280 --> 00:06:05.200]  但我們屬靈恩賜的不同
[00:06:05.200 --> 00:06:09.200]  全部都是出於聖靈的感動
[00:06:09.200 --> 00:06:12.440]  在第三節裡面告訴我們
[00:06:12.440 --> 00:06:13.760]  是被聖靈感動的
[00:06:13.760 --> 00:06:16.840]  沒有人會說耶穌該受詛咒
[00:06:16.840 --> 00:06:17.560]  不會的
[00:06:17.560 --> 00:06:19.400]  聖靈感動會保守著我們
[00:06:19.400 --> 00:06:22.040]  或者如果不是被聖靈感動的話
[00:06:22.040 --> 00:06:24.840]  沒有人能夠說耶穌是主
[00:06:24.840 --> 00:06:26.840]  有些說話不應該說的
[00:06:26.840 --> 00:06:27.920]  不會說
[00:06:27.920 --> 00:06:29.760]  有些說話應該說的
[00:06:29.760 --> 00:06:30.960]  耶穌是主
[00:06:30.960 --> 00:06:32.880]  我們會因為聖靈的感動
[00:06:32.880 --> 00:06:35.280]  而一同宣告
[00:06:35.280 --> 00:06:37.760]  由第四節到第十一節
[00:06:37.760 --> 00:06:41.360]  就說了大家在我們成長的背景
[00:06:41.360 --> 00:06:43.480]  信主的經歷不同的當中
[00:06:43.480 --> 00:06:45.920]  在對屬靈的事情的渴慕
[00:06:45.920 --> 00:06:47.560]  追求的不同的當中
[00:06:47.560 --> 00:06:51.120]  我們都會有不同的恩賜
[00:06:51.120 --> 00:06:53.600]  這些恩賜怎樣影響我們
[00:06:53.600 --> 00:06:57.160]  去經歷到聖靈的同在和帶領呢?
[00:06:57.160 --> 00:06:58.080]  第四節他說
[00:06:58.080 --> 00:06:59.600]  我們恩賜有很多種
[00:06:59.600 --> 00:07:01.800]  但都是同一位的聖靈
[00:07:01.800 --> 00:07:03.520]  侍奉有很多種的
[00:07:03.520 --> 00:07:05.280]  侍奉的同一位主
[00:07:05.280 --> 00:07:06.360]  工作有很多種
[00:07:06.360 --> 00:07:07.440]  然後是什麼?
[00:07:07.440 --> 00:07:10.200]  同一位的上帝帶領著我們
[00:07:10.200 --> 00:07:11.880]  第七節他告訴我們
[00:07:11.880 --> 00:07:14.520]  聖靈在我們大家的身上
[00:07:14.520 --> 00:07:15.920]  去彰顯祂自己
[00:07:15.920 --> 00:07:17.240]  令到我們每個人
[00:07:17.240 --> 00:07:19.320]  都因為將自己的恩賜
[00:07:19.320 --> 00:07:20.520]  譬如剛才
[00:07:20.520 --> 00:07:22.520]  一個獻詩小組
[00:07:22.520 --> 00:07:23.520]  太宅獻詩小組
[00:07:23.520 --> 00:07:24.440]  我覺得唱得很好聽
[00:07:24.440 --> 00:07:25.640]  有和唱
[00:07:25.640 --> 00:07:26.640]  又有倫唱
[00:07:26.640 --> 00:07:28.080]  不同的一些
[00:07:28.080 --> 00:07:29.000]  高音、低音
[00:07:29.000 --> 00:07:32.160]  我唱的時候好像一個很合一的一種
[00:07:32.160 --> 00:07:33.520]  經過了練習
[00:07:33.520 --> 00:07:36.760]  經過了一切來練唱的時候
[00:07:36.760 --> 00:07:39.520]  去表達那種和諧
[00:07:39.520 --> 00:07:40.400]  有不同
[00:07:40.400 --> 00:07:41.760]  但在不同的當中
[00:07:41.760 --> 00:07:43.760]  更加的美麗
[00:07:43.760 --> 00:07:45.040]  保羅更加告訴我們
[00:07:45.040 --> 00:07:47.040]  我們會有不同的恩賜
[00:07:47.040 --> 00:07:50.320]  譬如領受了智慧的言語
[00:07:50.320 --> 00:07:51.720]  知識的言語
[00:07:51.720 --> 00:07:53.120]  不同的信心
[00:07:53.120 --> 00:07:54.080]  不同的能力
[00:07:54.080 --> 00:07:55.480]  醫病講方言
[00:07:55.480 --> 00:07:56.400]  都有的
[00:07:56.400 --> 00:07:58.720]  但我們怎樣在這些不同的當中
[00:07:58.720 --> 00:08:01.000]  來到有合一的見證呢?
[00:08:01.000 --> 00:08:03.560]  是很考功夫的
[00:08:03.560 --> 00:08:05.080]  我試過去新加坡
[00:08:05.080 --> 00:08:08.560]  參觀一間很大型的禮拜堂教會
[00:08:08.560 --> 00:08:11.240]  去看看他們青少年的工作是怎樣做的
[00:08:11.240 --> 00:08:14.480]  那次是一間靈恩派的教會
[00:08:14.480 --> 00:08:16.880]  那時候是巡迴圍的牧師部
[00:08:16.880 --> 00:08:18.880]  我們去探訪教會
[00:08:18.880 --> 00:08:22.200]  那時候去到這間城市甚麼甚麼教會的時候
[00:08:22.200 --> 00:08:24.840]  去到當中參加崇拜
[00:08:24.840 --> 00:08:26.920]  講完在台上講著講著
[00:08:26.920 --> 00:08:29.040]  很貼切聖經的
[00:08:29.040 --> 00:08:31.680]  最後講到完了之後
[00:08:31.680 --> 00:08:32.800]  臨完了
[00:08:32.800 --> 00:08:35.720]  他就說「好,現在哪一位教友」
[00:08:35.720 --> 00:08:39.200]  「想追求聖靈的恩賜、恩高的話」
[00:08:39.200 --> 00:08:40.880]  「請你出到前面來」
[00:08:40.880 --> 00:08:44.560]  然後很多年輕人就出到台上
[00:08:44.560 --> 00:08:46.520]  然後一起祈禱
[00:08:46.520 --> 00:08:49.320]  然後講方言
[00:08:49.320 --> 00:08:50.520]  我未試過的
[00:08:50.520 --> 00:08:54.320]  我是第一次去參加一個靈恩宗派的聚會
[00:08:54.320 --> 00:08:55.560]  在那個聚會當中
[00:08:55.560 --> 00:08:57.280]  我隔壁有幾個青年人
[00:08:57.280 --> 00:08:59.040]  新加坡的青年人
[00:08:59.040 --> 00:09:00.880]  在隔壁沒有出去
[00:09:00.880 --> 00:09:03.240]  但在他們的位置裡去祈禱的時候
[00:09:03.240 --> 00:09:07.080]  講了一些我不懂得分辨的說話出來
[00:09:07.080 --> 00:09:09.520]  完了之後我就問他
[00:09:09.520 --> 00:09:12.280]  「你剛才是用甚麼說話」
[00:09:12.280 --> 00:09:15.600]  「甚麼語言來祈禱」
[00:09:15.600 --> 00:09:18.480]  他就說「我是用一個」
[00:09:18.480 --> 00:09:21.000]  「非洲的言語來祈禱」
[00:09:21.000 --> 00:09:23.280]  「我不懂非洲的說話」
[00:09:23.280 --> 00:09:25.160]  「我只可以他這樣跟我說」
[00:09:25.160 --> 00:09:27.040]  「我就相信了」
[00:09:27.040 --> 00:09:28.280]  當然你說
[00:09:28.280 --> 00:09:29.240]  「不是啊,牧師」
[00:09:29.240 --> 00:09:34.040]  「聖經裡說要有人翻方言才需要講方言」
[00:09:34.040 --> 00:09:35.640]  「沒有人翻給你聽」
[00:09:35.640 --> 00:09:37.600]  「我不是那個傳統,對不對」
[00:09:37.600 --> 00:09:38.880]  「我不需要去評論」
[00:09:38.880 --> 00:09:40.880]  「我不需要,我可以跟他分享」
[00:09:40.880 --> 00:09:43.760]  「我可以跟他按著聖經來討論」
[00:09:43.760 --> 00:09:46.160]  「但我去參加那個崇拜」
[00:09:46.160 --> 00:09:48.880]  「我是了解他們的屬靈的經歷」
[00:09:48.880 --> 00:09:51.480]  「但這個經驗讓我提醒自己」
[00:09:51.480 --> 00:09:54.520]  「有些事情我未必全都知道」
[00:09:54.520 --> 00:09:56.320]  「但在我未知的過程裡」
[00:09:56.320 --> 00:09:59.960]  「我可以謙卑地聽聽對方所說的是甚麼」
[00:09:59.960 --> 00:10:01.520]  「保羅在這裡所說的」
[00:10:01.520 --> 00:10:03.080]  「聖靈的恩賜的不同」
[00:10:03.080 --> 00:10:04.760]  「正正就是這個意思」
[00:10:04.760 --> 00:10:06.560]  「是不是有些人說智慧的言語」
[00:10:06.560 --> 00:10:07.920]  「有些人說知識的言語」
[00:10:07.920 --> 00:10:10.320]  「有些人做先知能夠辨別諸靈」
[00:10:10.320 --> 00:10:12.320]  「有些人可以翻方言」
[00:10:12.320 --> 00:10:13.760]  「但第十一節告訴你」
[00:10:13.760 --> 00:10:17.000]  「這一切都是由唯一的」
[00:10:17.000 --> 00:10:19.200]  「同一位聖靈所運行」
[00:10:19.200 --> 00:10:23.440]  「隨著自己的旨意分給各人」
[00:10:23.440 --> 00:10:25.320]  「即是說我們在梁法堂崇拜當中」
[00:10:25.320 --> 00:10:27.320]  「這百多人當中裡」
[00:10:27.320 --> 00:10:28.880]  「我們每個人都有不同的恩賜」
[00:10:28.880 --> 00:10:30.960]  「譬如你要擺東西就要找我」
[00:10:30.960 --> 00:10:33.080]  「擺些東西擺得很高的」
[00:10:33.080 --> 00:10:34.000]  「是不是?」
[00:10:34.000 --> 00:10:35.440]  「牧師你真的有恩賜了」
[00:10:35.440 --> 00:10:36.800]  「因為我高嘛」
[00:10:36.800 --> 00:10:39.240]  「我以前幫教會游泳」
[00:10:39.240 --> 00:10:41.080]  「因為要重新游泳」
[00:10:41.080 --> 00:10:43.760]  「所以我試過在聖壇上」
[00:10:43.760 --> 00:10:45.440]  「搭了一條很長的梯子」
[00:10:45.440 --> 00:10:47.880]  「然後我爬到頂端幫忙游泳」
[00:10:47.880 --> 00:10:49.320]  「整個都是我游的」
[00:10:49.320 --> 00:10:50.440]  「因為我最高嘛」
[00:10:50.440 --> 00:10:52.600]  「那條梯子都夠高的了」
[00:10:52.600 --> 00:10:55.040]  「但要有一個更高的人去幫忙做」
[00:10:55.040 --> 00:10:57.600]  「責無旁貸地去做」
[00:10:57.600 --> 00:10:59.640]  「這個都是恩賜來的」
[00:10:59.640 --> 00:11:03.200]  「我都要游得好、游得忠心、游得靚」
[00:11:03.200 --> 00:11:06.120]  「都是一種彼此服侍的時候」
[00:11:06.120 --> 00:11:07.400]  「不過今天我們很多時候」
[00:11:07.400 --> 00:11:09.280]  「我們覺得好像」
[00:11:09.280 --> 00:11:13.040]  「很難去學習彼此相熟」
[00:11:13.040 --> 00:11:16.560]  「彼此能夠去接納的一個時候」
[00:11:16.560 --> 00:11:19.840]  「我自己覺得有時候是很困難的」
[00:11:19.840 --> 00:11:21.080]  「因為聖經裡面告訴你」
[00:11:21.080 --> 00:11:23.120]  「臨前第十二章這裡告訴你」
[00:11:23.120 --> 00:11:24.840]  「信徒是彼此相熟的」
[00:11:24.840 --> 00:11:26.600]  「我們不能否認的」
[00:11:26.600 --> 00:11:28.320]  「不會說你不屬於我」
[00:11:28.320 --> 00:11:29.680]  「我不屬於你」
[00:11:29.680 --> 00:11:31.120]  「又或者我不可以說」
[00:11:31.120 --> 00:11:33.080]  「我們不是弟兄姊妹」
[00:11:33.080 --> 00:11:34.680]  「信了主的自自然然」
[00:11:34.680 --> 00:11:36.240]  「我們就會說是甚麼」
[00:11:36.240 --> 00:11:38.600]  「你是我的弟兄姊妹」
[00:11:38.600 --> 00:11:40.400]  「不能否定的」
[00:11:40.400 --> 00:11:43.720]  「但有些時候我們好像接納不了」
[00:11:43.720 --> 00:11:44.960]  「亦都不懂得怎樣相處」
[00:11:44.960 --> 00:11:47.800]  「我自己讀神學的時候」
[00:11:47.800 --> 00:11:50.160]  「我在神學院住的」
[00:11:50.160 --> 00:11:53.520]  「有一次有個弟兄跟一個姊妹吵架」
[00:11:53.520 --> 00:11:55.800]  「是神學院的神學生」
[00:11:55.800 --> 00:11:58.080]  「在宿舍生活裡面有衝突」
[00:11:58.080 --> 00:11:58.640]  「吵架」
[00:11:58.640 --> 00:12:00.480]  「你說牧師很平常而已」
[00:12:00.480 --> 00:12:03.520]  「兩夫婦都會吵架一起住」
[00:12:03.520 --> 00:12:04.720]  「何況是弟兄姊妹」
[00:12:04.720 --> 00:12:05.720]  「對」
[00:12:05.720 --> 00:12:07.480]  「我們在讀神學」
[00:12:07.480 --> 00:12:10.480]  「當然應該要多點操練自己的」
[00:12:10.480 --> 00:12:13.320]  「忍耐、接納、包容」
[00:12:13.320 --> 00:12:16.200]  「我們一班弟兄就抓了那個弟兄」
[00:12:16.200 --> 00:12:17.320]  「就是吵架的弟兄」
[00:12:17.320 --> 00:12:20.000]  「就進去男生宿舍裡嘮叨他」
[00:12:20.000 --> 00:12:22.280]  「算了,不要這麼麻煩」
[00:12:22.280 --> 00:12:23.520]  「為甚麼不可以接納他」
[00:12:23.520 --> 00:12:24.480]  「他是這樣的」
[00:12:24.480 --> 00:12:25.360]  「那個姊妹是這樣的」
[00:12:25.360 --> 00:12:28.080]  「因為那個姊妹也有他的脾性」
[00:12:28.080 --> 00:12:29.640]  「我唯有解釋給你聽」
[00:12:29.640 --> 00:12:31.560]  「你要接納他是一個這樣的人」
[00:12:31.560 --> 00:12:35.000]  「那個弟兄最後說了一句甚麼呢」
[00:12:35.000 --> 00:12:36.720]  「不要跟我說了」
[00:12:36.720 --> 00:12:38.760]  「多他一個不多」
[00:12:38.760 --> 00:12:40.680]  「下一個是甚麼」
[00:12:40.680 --> 00:12:42.480]  「少他一個唔少」
[00:12:42.480 --> 00:12:45.120]  「救命呀,我簡直流汗了」
[00:12:45.120 --> 00:12:47.200]  「那不用說了」
[00:12:47.200 --> 00:12:49.480]  「叫你和好,你就說多他一個不多」
[00:12:49.480 --> 00:12:50.880]  「少他一個唔少」
[00:12:50.880 --> 00:12:55.800]  「我明白有時我們要道地的信仰」
[00:12:55.800 --> 00:12:57.320]  「著實在很憤怒的時候」
[00:12:57.320 --> 00:12:59.840]  「你就會說這些說話的了」
[00:12:59.840 --> 00:13:03.440]  「但是我們怎樣去控制自己」
[00:13:03.440 --> 00:13:07.680]  「求聖靈引導我們不要過於過份」
[00:13:07.680 --> 00:13:09.880]  「來給予彼此傷害呢」
[00:13:09.880 --> 00:13:12.680]  「是很考功夫的」
[00:13:12.680 --> 00:13:15.400]  「以致我們能夠去表現得到」
[00:13:15.400 --> 00:13:18.360]  「我們真是聽主的吩咐、命令」
[00:13:18.360 --> 00:13:20.280]  「給予彼此傷害」
[00:13:20.280 --> 00:13:23.080]  「有些傷害說話不是那麼容易說出來」
[00:13:23.080 --> 00:13:26.000]  「要限制自己說話的方法」
[00:13:26.000 --> 00:13:29.320]  「合一不是一種虛構出來的理想」
[00:13:29.320 --> 00:13:33.080]  「基督徒的合一乃是聖靈所賜的」
[00:13:33.080 --> 00:13:34.680]  「每一個重新得救的基督徒」
[00:13:34.680 --> 00:13:38.880]  「都應該靠著聖靈的來住在我們生命裏」
[00:13:38.880 --> 00:13:42.960]  「以致我們能夠透過同一位主、同一位靈」
[00:13:42.960 --> 00:13:47.440]  「我們能夠活出一個合一的生活出來」
[00:13:47.440 --> 00:13:51.760]  「教會要合一,信徒必須要合一」
[00:13:51.760 --> 00:13:53.480]  「信徒要合一」
[00:13:53.480 --> 00:13:57.320]  「身為教會的領袖必須要首先合一」
[00:13:57.320 --> 00:13:59.320]  「領袖要合一嗎?」
[00:13:59.320 --> 00:14:02.680]  「教會的傳導人要先合一」
[00:14:02.680 --> 00:14:04.440]  「傳導人要合一嗎?」
[00:14:04.440 --> 00:14:07.760]  「首先自己謙卑在上帝的面前」
[00:14:07.760 --> 00:14:10.840]  「在靈裏面合一」
[00:14:10.840 --> 00:14:12.640]  我覺得這是很重要的
[00:14:12.640 --> 00:14:15.640]  因為在教會界當中
[00:14:15.640 --> 00:14:20.400]  很多時候我見不到甚至傳導人
[00:14:20.400 --> 00:14:24.240]  目者都不合一
[00:14:24.240 --> 00:14:26.080]  個個都有他自己的困難
[00:14:26.080 --> 00:14:28.080]  我作為一個目者、一個目師
[00:14:28.080 --> 00:14:31.720]  我都為了自己見到這樣的現象而內省
[00:14:31.720 --> 00:14:34.560]  自己有沒有這樣的情況出現
[00:14:34.560 --> 00:14:38.240]  有一座講道是講彼此相愛
[00:14:38.240 --> 00:14:40.000]  在神愛堂
[00:14:40.000 --> 00:14:42.240]  我講完道差不多了
[00:14:42.240 --> 00:14:45.640]  就請弟兄姊妹給大家一段時間安靜
[00:14:45.640 --> 00:14:47.080]  想想有沒有一個人
[00:14:47.080 --> 00:14:51.160]  弟兄姊妹你是很難去表達他的愛和接納
[00:14:51.160 --> 00:14:53.720]  很難和他一起侍奉的
[00:14:53.720 --> 00:14:55.160]  我就說
[00:14:55.160 --> 00:14:56.680]  我準備講章的時候
[00:14:56.680 --> 00:14:57.560]  我已經準備好
[00:14:57.560 --> 00:15:00.280]  「是,這是我的反省」
[00:15:00.280 --> 00:15:02.640]  但當我準備講章的時候
[00:15:02.640 --> 00:15:05.560]  沒有一個這樣的人出現在我腦海
[00:15:05.560 --> 00:15:07.760]  但當我在講壇上一講完這句
