
[00:00:00.000 --> 00:00:03.080]  過去幾個禮拜,我們講了"靈加油"
[00:00:03.080 --> 00:00:06.000]  我跟大家講過,其實大家每個禮拜回來
[00:00:06.000 --> 00:00:08.960]  都希望你的靈,屬靈的生命
[00:00:08.960 --> 00:00:12.400]  能夠加點油,而不是"靈加油"
[00:00:12.400 --> 00:00:16.080]  第一堂講的,大家記不記得?
[00:00:16.080 --> 00:00:18.800]  不要看我跌墜表,不要看週刊
[00:00:18.800 --> 00:00:21.160]  第一堂我們講"靜不了"
[00:00:21.160 --> 00:00:23.320]  如果我們的靈需要加油的話
[00:00:23.320 --> 00:00:26.360]  第一件事我們要學的,是要"靜"
[00:00:26.360 --> 00:00:29.080]  靜下來,停下來
[00:00:29.080 --> 00:00:32.360]  事實上你的車也是一樣,你要加油站的時候加油
[00:00:32.360 --> 00:00:34.160]  你不停下來,可不可以加油?
[00:00:34.160 --> 00:00:36.480]  不可以加油
[00:00:36.480 --> 00:00:39.000]  我兒子最近去看車,看油電車
[00:00:39.000 --> 00:00:42.080]  大家知道現在很多油電車省油
[00:00:42.080 --> 00:00:43.760]  其實我沒什麼認識
[00:00:43.760 --> 00:00:45.920]  跟着他去的時候,才發現
[00:00:45.920 --> 00:00:49.760]  原來油電車停下來的時間
[00:00:49.760 --> 00:00:52.120]  就是插電的時間
[00:00:52.120 --> 00:00:54.640]  你繼續開的時候,行得快,是要用油的
[00:00:54.640 --> 00:00:56.680]  但停下來不動的時候,那個時間
[00:00:56.680 --> 00:01:00.520]  指揮員在插電,你走本地路的時間
[00:01:00.520 --> 00:01:02.320]  就可以用電力去推行
[00:01:02.320 --> 00:01:05.000]  簡單來講,你不停下來,不靜下來
[00:01:05.000 --> 00:01:06.960]  你是不可以加油
[00:01:06.960 --> 00:01:09.080]  你不可以充電
[00:01:09.080 --> 00:01:13.040]  你就沒力量繼續走你肅靈的道路
[00:01:13.040 --> 00:01:15.720]  上個禮拜,因爲我們有特別的聚會
[00:01:15.720 --> 00:01:18.800]  國語和三谷,我們就講什麼?
[00:01:18.800 --> 00:01:20.320]  "餓不了"
[00:01:20.320 --> 00:01:22.080]  你不停下來,不靜下來
[00:01:22.080 --> 00:01:25.520]  有時忙到忘記喫飯
[00:01:25.520 --> 00:01:28.520]  你停下來才覺得餓
[00:01:28.520 --> 00:01:31.480]  不單止肚子餓,是靈裏面覺得餓
[00:01:31.480 --> 00:01:34.360]  所以我們要去追求,多點去認識神
[00:01:34.360 --> 00:01:36.920]  所以上個禮拜,我們講禁食
[00:01:36.920 --> 00:01:38.160]  在教會很少講的
[00:01:38.160 --> 00:01:40.120]  如果你有時間,可以上我們的網
[00:01:40.120 --> 00:01:41.480]  可以聽到Pastor Peng
[00:01:41.480 --> 00:01:43.680]  和大家分享這個禁食的功課
[00:01:43.680 --> 00:01:46.760]  安息的功課,是非常好的
[00:01:46.760 --> 00:01:48.760]  但今天呢
[00:01:48.760 --> 00:01:52.360]  講完靜,講完餓
[00:01:52.360 --> 00:01:54.360]  你裏面清曬所有的東西
[00:01:54.360 --> 00:01:58.440]  我們就能夠去接收神給我們的靈量
[00:01:58.440 --> 00:02:00.320]  基督徒就知道什麼是靈量
[00:02:00.320 --> 00:02:02.320]  這是教會里面常用的字眼
[00:02:02.320 --> 00:02:06.280]  如果你不信耶穌的話,什麼是靈量?
[00:02:06.280 --> 00:02:07.880]  很簡單,靈量是什麼?
[00:02:07.880 --> 00:02:10.960]  就是聖經,就是神的說話
[00:02:10.960 --> 00:02:12.400]  我們看很熟的兩節聖經
[00:02:12.400 --> 00:02:14.880]  提摩太後書三章十六十七節
[00:02:14.880 --> 00:02:17.080]  很多基督徒會背的,不過我們再看一看
[00:02:17.080 --> 00:02:21.560]  這次我們看的是現代中文版的翻譯
[00:02:21.560 --> 00:02:24.800]  提摩太後書三章十六十七節
[00:02:24.800 --> 00:02:30.440]  這裏說,全部聖經是受上帝的靈感而寫的
[00:02:30.440 --> 00:02:34.720]  對於教導真理,指責謀誤,矯正過錯
[00:02:34.720 --> 00:02:37.520]  指示人生正路,都有益處
[00:02:37.520 --> 00:02:38.480]  十七節
[00:02:38.480 --> 00:02:41.440]  要使侍奉上帝的人
[00:02:41.440 --> 00:02:45.440]  得到充分的準備能做各樣的善事
[00:02:45.440 --> 00:02:47.440]  這兩節聖經這麼熟
[00:02:47.440 --> 00:02:49.560]  大家有沒有留意到裏面其實呢
[00:02:49.560 --> 00:02:51.960]  提出兩樣東西對我們來說相當重要
[00:02:51.960 --> 00:02:53.120]  第一樣東西呢
[00:02:53.120 --> 00:02:57.640]  原來對指責謀誤,矯正過錯,指證人生的道路
[00:02:57.640 --> 00:02:59.880]  有益的
[00:02:59.880 --> 00:03:02.520]  對我們來說是應該好的
[00:03:02.520 --> 00:03:06.200]  教我們怎麼做人,怎麼能夠經歷豐盛的人生
[00:03:06.200 --> 00:03:07.240]  但第二樣東西呢
[00:03:07.240 --> 00:03:08.840]  對基督徒來說
[00:03:08.840 --> 00:03:12.600]  是使侍奉上帝的人可以受裝備
[00:03:12.600 --> 00:03:16.120]  以至到我們能夠更加有效地去服侍神
[00:03:16.120 --> 00:03:19.360]  做神要我們做的善事
[00:03:19.360 --> 00:03:21.960]  哇,聖經原來是這麼好的
[00:03:21.960 --> 00:03:23.120]  問題是
[00:03:23.120 --> 00:03:26.440]  爲什麼今天這麼多人不讀呢
[00:03:26.440 --> 00:03:29.360]  大家有沒有經常讀聖經啊
[00:03:29.360 --> 00:03:30.400]  我做牧師這麼久了
[00:03:30.400 --> 00:03:33.120]  我從來都不assume弟兄姊妹經常讀聖經
[00:03:33.120 --> 00:03:36.560]  我想弟兄姊妹經常讀聖經
[00:03:36.560 --> 00:03:39.560]  不過我相信很多弟兄姊妹
[00:03:39.560 --> 00:03:41.360]  不是經常讀聖經
[00:03:41.360 --> 00:03:43.160]  聖經這麼重要
[00:03:43.160 --> 00:03:46.200]  指示人生的道路,使我們過豐盛的生活
[00:03:46.200 --> 00:03:47.440]  聖經這麼重要
[00:03:47.440 --> 00:03:50.760]  能夠幫助我們有效地服侍神
[00:03:50.760 --> 00:03:52.160]  爲什麼我們不讀聖經呢
[00:03:52.160 --> 00:03:54.560]  Why?
[00:03:54.560 --> 00:03:57.280]  Riverside Community Church做了一個研究
[00:03:57.280 --> 00:03:59.000]  可能根據他們自己的教會
[00:03:59.000 --> 00:04:01.680]  有十大原因
[00:04:01.680 --> 00:04:02.600]  有十大原因
[00:04:02.600 --> 00:04:05.400]  看看當中有沒有你的原因
[00:04:05.400 --> 00:04:06.720]  Number 10大家知道是什麼嗎
[00:04:06.720 --> 00:04:08.920]  誒,出來了
[00:04:08.920 --> 00:04:11.320]  Number 10就是沒有時間
[00:04:11.320 --> 00:04:13.800]  這個其實是Number 10而已
[00:04:13.800 --> 00:04:16.000]  不是Number 1
[00:04:16.000 --> 00:04:16.520]  爲什麼呢
[00:04:16.520 --> 00:04:17.880]  因爲有沒有時間呢
[00:04:17.880 --> 00:04:21.040]  是看你覺得那樣東西重不重要
[00:04:21.040 --> 00:04:22.360]  你重要就有時間
[00:04:22.360 --> 00:04:24.240]  你不重要就沒有時間
[00:04:24.240 --> 00:04:27.120]  Am I correct?
[00:04:27.120 --> 00:04:29.440]  聖經重不重要
[00:04:29.440 --> 00:04:32.080]  所以是Number 10
[00:04:32.080 --> 00:04:33.560]  聖經我們知道是重要的
[00:04:33.560 --> 00:04:34.880]  但是不知道爲什麼
[00:04:34.880 --> 00:04:36.040]  可能重要到一個地步
[00:04:36.040 --> 00:04:38.080]  我們發覺不足以
[00:04:38.080 --> 00:04:40.760]  我們要花時間去讀聖經
[00:04:40.760 --> 00:04:41.680]  可能你跟我argue
[00:04:41.680 --> 00:04:42.440]  跟牧師說
[00:04:42.440 --> 00:04:45.240]  牧師我連跟我的子女聊天都沒有時間
[00:04:45.240 --> 00:04:48.120]  跟我老公和我老婆聊天都沒有時間
[00:04:48.120 --> 00:04:49.520]  我哪有時間看聖經
[00:04:49.520 --> 00:04:51.840]  You are right
[00:04:51.840 --> 00:04:54.440]  所以你就是婚姻有問題
[00:04:54.440 --> 00:04:56.200]  溝通有問題
[00:04:56.200 --> 00:04:57.600]  所以你就是家庭有問題
[00:04:57.600 --> 00:04:58.600]  小孩不聽你的話
[00:04:58.600 --> 00:05:01.160]  你不花時間跟我一起聊天
[00:05:01.160 --> 00:05:03.040]  當我們不花時間去跟神聊天
[00:05:03.040 --> 00:05:04.320]  聽神的話的時候
[00:05:04.320 --> 00:05:07.360]  我們怎麼能跟神建立親密的關係
[00:05:07.360 --> 00:05:09.560]  That's why
[00:05:09.560 --> 00:05:12.120]  如果你覺得這件事重要的話
[00:05:12.120 --> 00:05:13.120]  你能夠花時間
[00:05:13.120 --> 00:05:14.160]  你會用時間
[00:05:14.160 --> 00:05:15.800]  求神幫助我們看到這件事
[00:05:15.800 --> 00:05:16.760]  第二件事
[00:05:16.760 --> 00:05:18.120]  Number 9是什麼
[00:05:18.120 --> 00:05:19.160]  不知從哪裏開始
[00:05:19.160 --> 00:05:19.920]  This is easy
[00:05:19.920 --> 00:05:20.800]  這個很簡單
[00:05:20.800 --> 00:05:21.880]  不知從哪裏開始
[00:05:21.880 --> 00:05:22.720]  一會兒完了崇拜
[00:05:22.720 --> 00:05:24.800]  隨便找個牧師就行了
[00:05:24.800 --> 00:05:25.400]  OK
[00:05:25.400 --> 00:05:27.160]  鄭牧師在這裏
[00:05:27.160 --> 00:05:28.360]  潘牧師在三谷
[00:05:28.360 --> 00:05:29.200]  我也在這裏
[00:05:29.200 --> 00:05:31.800]  你問任何一個比較成熟的基督
[00:05:31.800 --> 00:05:33.120]  可以幫助到你
[00:05:33.120 --> 00:05:35.520]  所以我不花時間跟大家去講
[00:05:35.520 --> 00:05:37.760]  Number 8
[00:05:37.760 --> 00:05:39.480]  是什麼
[00:05:39.480 --> 00:05:41.840]  閱讀使我睏倦
[00:05:41.840 --> 00:05:44.760]  我想我們在座很多父母
[00:05:44.760 --> 00:05:46.400]  是不是這個是你們的問題呢
[00:05:46.400 --> 00:05:48.040]  兩個都要上班
[00:05:48.040 --> 00:05:49.400]  下班之後又要煮飯
[00:05:49.400 --> 00:05:50.320]  又要照顧孩子
[00:05:50.320 --> 00:05:51.440]  然後又要喫東西
[00:05:51.440 --> 00:05:52.160]  又要衝涼
[00:05:52.160 --> 00:05:54.000]  哇 搞到十一二點
[00:05:54.000 --> 00:05:55.600]  那時候讀聖經
[00:05:55.600 --> 00:05:57.480]  已經散了
[00:05:57.480 --> 00:05:59.760]  一坐下就睡着了
[00:05:59.760 --> 00:06:02.120]  還會讀到聖經嗎
[00:06:02.120 --> 00:06:04.720]  聖經是幫助我們催眠的
[00:06:04.720 --> 00:06:06.400]  睡不着覺就看看聖經
[00:06:06.400 --> 00:06:10.600]  是不是這樣
[00:06:10.600 --> 00:06:12.160]  弟兄姐妹
[00:06:12.160 --> 00:06:14.120]  如果讀聖經那麼重要
[00:06:14.120 --> 00:06:16.400]  可不可以找另外一個時間
[00:06:16.400 --> 00:06:19.120]  找一個你自己能夠騰出來的時間
[00:06:19.120 --> 00:06:20.320]  做工我知道你辛苦
[00:06:20.320 --> 00:06:21.800]  不過你也要休息一下
[00:06:21.800 --> 00:06:24.680]  纔會令你的工作有果效
[00:06:24.680 --> 00:06:26.000]  所以公司給你半個小時
[00:06:26.000 --> 00:06:27.040]  九個小時喫飯
[00:06:27.040 --> 00:06:29.080]  特別是我當中很多專業的人士
[00:06:29.080 --> 00:06:30.280]  可能你喫飯的時候
[00:06:30.280 --> 00:06:32.440]  一個小時兩個小時都可以的
[00:06:32.440 --> 00:06:33.920]  是不是
[00:06:33.920 --> 00:06:35.120]  可不可以用那個時間
[00:06:35.120 --> 00:06:37.600]  走開去車裏去公園坐下
[00:06:37.600 --> 00:06:38.960]  去一個bench
[00:06:38.960 --> 00:06:40.200]  或者早點起牀
[00:06:40.200 --> 00:06:41.200]  我喜歡早點起牀
[00:06:41.200 --> 00:06:43.440]  因爲師母起牀我就要陪她
[00:06:43.440 --> 00:06:46.280]  我還要跟着她上班
[00:06:46.280 --> 00:06:48.600]  在她起牀之前我做完所有的事情
[00:06:48.600 --> 00:06:50.640]  咦 還可以的
[00:06:50.640 --> 00:06:52.400]  在你不睏倦的時候
[00:06:52.400 --> 00:06:53.320]  去看聖經
[00:06:53.320 --> 00:06:56.320]  因爲聖經對我們來說很重要
[00:06:56.320 --> 00:06:57.720]  然後第七是什麼
[00:06:57.720 --> 00:06:59.320]  聖經太過混亂了
[00:06:59.320 --> 00:07:02.320]  哇 看下去的時候好像很多東西
[00:07:02.320 --> 00:07:03.640]  我又不是以色列人
[00:07:03.640 --> 00:07:04.720]  又不是猶太人
[00:07:04.720 --> 00:07:05.800]  我又不懂得歷史
[00:07:05.800 --> 00:07:06.360]  看下去的時候
[00:07:06.360 --> 00:07:07.520]  哇 蒙查查
[00:07:07.520 --> 00:07:09.920]  很多東西都不知道背景的各樣東西
[00:07:09.920 --> 00:07:11.760]  弟兄姊妹
[00:07:11.760 --> 00:07:14.000]  大家讀過書對不對
[00:07:14.000 --> 00:07:15.160]  物理 幾何 化學
[00:07:15.160 --> 00:07:16.720]  我不知道你讀什麼東西
[00:07:16.720 --> 00:07:18.320]  任何一門學問
[00:07:18.320 --> 00:07:19.080]  當你開始的時候
[00:07:19.080 --> 00:07:21.440]  都是這麼混亂的
[00:07:21.440 --> 00:07:23.200]  對不對
[00:07:23.200 --> 00:07:25.320]  不過你知道那個原來是重要的
[00:07:25.320 --> 00:07:27.200]  那個東西是對你有幫助的
[00:07:27.200 --> 00:07:29.360]  以後讀書做人有幫助的
[00:07:29.360 --> 00:07:31.080]  你看多幾看
[00:07:31.080 --> 00:07:32.480]  慢慢就會通的了
[00:07:32.480 --> 00:07:34.000]  慢慢就哦 原來是這樣的原因
[00:07:34.000 --> 00:07:35.480]  你越多資料
[00:07:35.480 --> 00:07:36.520]  越多的資訊
[00:07:36.520 --> 00:07:38.040]  越多能夠去閱讀的時候
[00:07:38.040 --> 00:07:39.640]  慢慢你就能夠掌握到
[00:07:39.640 --> 00:07:44.040]  到底那門科學或者那門學問
[00:07:44.040 --> 00:07:46.240]  是說什麼的
[00:07:46.240 --> 00:07:47.240]  第六呢
[00:07:47.240 --> 00:07:49.480]  第六個原因呢
[00:07:49.480 --> 00:07:51.440]  沒有得着
[00:07:51.440 --> 00:07:52.800]  我不是沒看過的牧師
[00:07:52.800 --> 00:07:53.880]  我經常看聖經的
[00:07:53.880 --> 00:07:55.520]  不過看來看去
[00:07:55.520 --> 00:07:56.840]  看完就算了
[00:07:56.840 --> 00:07:59.760]  好像沒什麼得着
[00:07:59.760 --> 00:08:02.840]  這個跟我們怎麼讀聖經有關
[00:08:02.840 --> 00:08:04.280]  一會兒我們會講
[00:08:04.280 --> 00:08:06.600]  怎麼讀才能夠有得着呢
[00:08:06.600 --> 00:08:08.000]  怎麼讀才能夠
[00:08:08.000 --> 00:08:10.480]  讓聖經能夠創造我們的心理
[00:08:10.480 --> 00:08:11.840]  怎麼讀才能夠
[00:08:11.840 --> 00:08:14.560]  讓聖經可以成爲我們生活的一部分
[00:08:14.560 --> 00:08:16.160]  活出來
[00:08:16.160 --> 00:08:18.280]  一會兒我們會跟大家分享這件事
[00:08:18.280 --> 00:08:19.080]  第五呢
[00:08:19.080 --> 00:08:21.200]  有些人說爲什麼我不讀聖經呢
[00:08:21.200 --> 00:08:24.640]  因爲聖經裏面有很多自相矛盾的地方
[00:08:24.640 --> 00:08:25.560]  我想問問你們
[00:08:25.560 --> 00:08:27.560]  你們聽人家講
[00:08:27.560 --> 00:08:28.960]  說聖經有很多自相矛盾
[00:08:28.960 --> 00:08:30.560]  只是你真的自己去看的時候發覺
[00:08:30.560 --> 00:08:31.560]  咦 我真的看過牧師
[00:08:31.560 --> 00:08:32.800]  這裏又不行 那裏又不對
[00:08:32.800 --> 00:08:37.160]  好像不夠consistent
[00:08:37.160 --> 00:08:38.560]  如果你真的找出來的時候
[00:08:38.560 --> 00:08:40.880]  ok 你們來找牧師吧
[00:08:40.880 --> 00:08:43.440]  不過我發覺很多人其實是聽人家講
[00:08:43.440 --> 00:08:45.640]  多於真的自己去找出來
[00:08:45.640 --> 00:08:47.920]  以前我在神學院的教授
[00:08:47.920 --> 00:08:49.880]  他說我讀神學之前
[00:08:49.880 --> 00:08:52.640]  哇 我list了200-300questions
[00:08:52.640 --> 00:08:54.080]  我發覺我不明白他在講什麼
[00:08:54.080 --> 00:08:56.280]  好像有很多矛盾的地方
[00:08:56.280 --> 00:08:57.680]  但是當我讀完神學之後
[00:08:57.680 --> 00:08:58.800]  我現在在神學院裏面教書
[00:08:58.800 --> 00:08:59.800]  我發覺
[00:08:59.800 --> 00:09:01.200]  eliminated to 5
[00:09:01.200 --> 00:09:03.960]  我still cannot find the answer
[00:09:03.960 --> 00:09:05.360]  但不等於他有矛盾
[00:09:05.360 --> 00:09:08.320]  我只是找不到答案
[00:09:08.320 --> 00:09:09.640]  因爲聖經是神學說話
[00:09:09.640 --> 00:09:12.040]  聖經是真理
[00:09:12.040 --> 00:09:14.360]  所以只要你願意花時間去研究
[00:09:14.360 --> 00:09:15.560]  去探索的時候
[00:09:15.560 --> 00:09:17.040]  你會發覺原來
[00:09:17.040 --> 00:09:18.800]  聖經所有的東西都make sense
[00:09:18.800 --> 00:09:21.440]  以及是很consistent的
[00:09:21.440 --> 00:09:25.600]  第四 讀聖經很沉悶
[00:09:25.600 --> 00:09:29.040]  大家說什麼讀聖經很悶
[00:09:29.040 --> 00:09:30.800]  其實讀聖經悶不悶
[00:09:30.800 --> 00:09:32.600]  跟讀書悶不悶
[00:09:32.600 --> 00:09:34.920]  都很有關係的
[00:09:34.920 --> 00:09:38.280]  其實我們發覺神做人很奇妙
[00:09:38.280 --> 00:09:41.280]  神做人有不同學習的方式
[00:09:41.280 --> 00:09:45.840]  有些人很喜歡聽
[00:09:45.840 --> 00:09:47.240]  他聽入腦的時候
[00:09:47.240 --> 00:09:49.000]  譬如我很喜歡聽歌
[00:09:49.000 --> 00:09:50.480]  聽一些音樂
[00:09:50.480 --> 00:09:51.920]  很容易受感動
[00:09:51.920 --> 00:09:54.040]  有些人要看到纔行
[00:09:54.040 --> 00:09:56.480]  我讀書不能看着熒光幕
[00:09:56.480 --> 00:09:57.840]  我要print出來
[00:09:57.840 --> 00:10:00.160]  但不是每個人都這樣
[00:10:00.160 --> 00:10:01.400]  所以你要找到自己的style
[00:10:01.400 --> 00:10:05.400]  你會發覺這裏有七種不同的learning style
[00:10:05.400 --> 00:10:07.000]  你自己是哪一種呢
[00:10:07.000 --> 00:10:09.160]  有靠視像看東西的
[00:10:09.160 --> 00:10:10.120]  有些是靠聽的
[00:10:10.120 --> 00:10:11.880]  有些是自己反省的
[00:10:11.880 --> 00:10:13.480]  有些是靠邏輯推理的
[00:10:13.480 --> 00:10:16.640]  有些是要動的 要做出來的
[00:10:16.640 --> 00:10:18.880]  透過行動去學習
[00:10:18.880 --> 00:10:21.120]  有些是大家要坐下去jam一下
[00:10:21.120 --> 00:10:22.160]  自己看不到什麼
[00:10:22.160 --> 00:10:23.000]  大家坐下來jam的時候
[00:10:23.000 --> 00:10:24.280]  你自己個個設計
[00:10:24.280 --> 00:10:25.600]  越談越多idea
[00:10:25.600 --> 00:10:26.440]  所以我們有小組
[00:10:26.440 --> 00:10:29.360]  有茶經小組就是這個意思
[00:10:29.360 --> 00:10:31.960]  當我們找到一種能夠合適自己的學習模式的時候
[00:10:31.960 --> 00:10:32.480]  你會發覺
[00:10:32.480 --> 00:10:35.320]  原來聖經並不是那麼boring
[00:10:35.320 --> 00:10:37.280]  聖經並不是那麼沉悶
[00:10:37.280 --> 00:10:39.880]  聖經是真的可以幫助到我們的
[00:10:39.880 --> 00:10:41.440]  然後第三個原因
[00:10:41.440 --> 00:10:43.600]  爲什麼很多人不讀聖經呢
[00:10:43.600 --> 00:10:45.800]  第三個原因是
[00:10:45.800 --> 00:10:47.280]  怕讀完聖經之後
[00:10:47.280 --> 00:10:48.880]  神要我們做些什麼
[00:10:48.880 --> 00:10:51.160]  要我們改變些什麼
[00:10:51.160 --> 00:10:53.160]  其實這個是很矛盾的
[00:10:53.160 --> 00:10:54.840]  如果我們讀聖經
[00:10:54.840 --> 00:10:56.800]  聽完神給我們的說話之後
[00:10:56.800 --> 00:10:58.520]  但我們沒有想着去改變
[00:10:58.520 --> 00:11:01.440]  那我們讀聖經來做什麼呢
[00:11:01.440 --> 00:11:02.520]  只是爲了知識
[00:11:02.520 --> 00:11:04.480]  難怪我們有空纔去
[00:11:04.480 --> 00:11:05.120]  知識而已
[00:11:05.120 --> 00:11:06.680]  知識多些少些沒所謂的
[00:11:06.680 --> 00:11:07.440]  我這麼多東西要做
[00:11:07.440 --> 00:11:09.800]  遲點再看
[00:11:09.800 --> 00:11:10.600]  如果我們讀聖經
[00:11:10.600 --> 00:11:13.520]  不想着神會在聖經當中跟我們說話
[00:11:13.520 --> 00:11:14.680]  我們讀聖經不會想着
[00:11:14.680 --> 00:11:16.480]  神會透過聖經的話語
[00:11:16.480 --> 00:11:17.880]  去改變我們的生命
[00:11:17.880 --> 00:11:18.600]  我們讀了
[00:11:18.600 --> 00:11:19.600]  只是爲了我們的習慣
[00:11:19.600 --> 00:11:20.880]  爲了牧師的要求
[00:11:20.880 --> 00:11:22.720]  弟兄姊妹的期待
[00:11:22.720 --> 00:11:24.800]  那我們讀來做什麼呢
[00:11:24.800 --> 00:11:27.000]  那真的會浪費時間
[00:11:27.000 --> 00:11:28.920]  因爲你發覺不到
[00:11:28.920 --> 00:11:30.240]  看不到
[00:11:30.240 --> 00:11:33.280]  讀聖經的價值在哪裏
[00:11:33.280 --> 00:11:36.000]  而第二
[00:11:36.000 --> 00:11:37.080]  第二
[00:11:37.080 --> 00:11:38.600]  善忘
[00:11:38.600 --> 00:11:40.320]  我們易受干擾
[00:11:40.320 --> 00:11:42.200]  我很難集中精神的
[00:11:42.200 --> 00:11:43.280]  這個我不再說了
[00:11:43.280 --> 00:11:43.680]  爲什麼呢
[00:11:43.680 --> 00:11:45.400]  如果你要再瞭解的話
[00:11:45.400 --> 00:11:47.880]  你回到我們的網上
[00:11:47.880 --> 00:11:51.360]  第一堂講靜不了
[00:11:51.360 --> 00:11:52.520]  你回去再聽一下
[00:11:52.520 --> 00:11:54.000]  如何能夠靜下來
[00:11:54.000 --> 00:11:55.360]  安靜下來
[00:11:55.360 --> 00:11:57.560]  找一個時間
[00:11:57.560 --> 00:12:00.600]  每個人都有容易善忘受干擾的問題
[00:12:00.600 --> 00:12:01.960]  無論什麼年紀
[00:12:01.960 --> 00:12:03.680]  都會有這樣的
[00:12:03.680 --> 00:12:04.440]  但是
[00:12:04.440 --> 00:12:06.440]  其實我們有方法
[00:12:06.440 --> 00:12:08.040]  可以去處理這個問題
[00:12:08.040 --> 00:12:09.960]  所以讀聖經之前要準備
[00:12:09.960 --> 00:12:11.800]  一會兒我也會講
[00:12:11.800 --> 00:12:12.960]  我們不準備好的時候
[00:12:12.960 --> 00:12:13.720]  趕快去讀聖經
[00:12:13.720 --> 00:12:14.640]  很快你就會忘記
[00:12:14.640 --> 00:12:18.000]  很快你就會
[00:12:18.000 --> 00:12:18.560]  發覺
[00:12:18.560 --> 00:12:20.760]  我專心不了去讀聖經
[00:12:20.760 --> 00:12:22.960]  一會兒我會再跟大家探討這個問題
[00:12:22.960 --> 00:12:25.960]  大家知道第一個問題是什麼嗎
[00:12:25.960 --> 00:12:27.400]  我們以爲第一個問題是
[00:12:27.400 --> 00:12:29.040]  沒有時間
[00:12:29.040 --> 00:12:30.880]  但是我已經講過了
[00:12:30.880 --> 00:12:32.640]  你覺得重要就有時間
[00:12:32.640 --> 00:12:34.440]  不重要就沒有時間
[00:12:34.440 --> 00:12:35.480]  但是我發覺原來
[00:12:35.480 --> 00:12:37.000]  那些人去做研究
[00:12:37.000 --> 00:12:38.280]  第一個原因是覺得
[00:12:38.280 --> 00:12:39.680]  我不夠聰明
[00:12:39.680 --> 00:12:40.560]  真的很幽默
[00:12:40.560 --> 00:12:41.080]  我發覺
[00:12:41.080 --> 00:12:41.720]  特別是在灣區
[00:12:41.720 --> 00:12:43.480]  那麼多醒目的人在
[00:12:43.480 --> 00:12:45.680]  大家坐在那裏都很醒目
[00:12:45.680 --> 00:12:47.000]  醒目太深了
[00:12:47.000 --> 00:12:47.720]  太難了
[00:12:47.720 --> 00:12:49.680]  我不夠聰明
[00:12:49.680 --> 00:12:50.800]  去看聖經
[00:12:50.800 --> 00:12:52.920]  所以很多人就不看
[00:12:52.920 --> 00:12:54.280]  我不知道這個是不是我們當中
[00:12:54.280 --> 00:12:55.920]  其中一些人的想法
[00:12:55.920 --> 00:12:59.160]  哎呀 看着都不明白
[00:12:59.160 --> 00:13:00.120]  很多事情
[00:13:00.120 --> 00:13:01.680]  大陸的東西知道他在說什麼
[00:13:01.680 --> 00:13:03.600]  不過有很多東西真的不太明白
[00:13:03.600 --> 00:13:04.680]  可能我不夠聰明
[00:13:04.680 --> 00:13:08.560]  所以我不想繼續看了
[00:13:08.560 --> 00:13:09.720]  不過我想告訴你們
[00:13:09.720 --> 00:13:11.200]  兄弟姐妹
[00:13:11.200 --> 00:13:12.760]  你聰不聰明對我們來說
[00:13:12.760 --> 00:13:14.680]  這個不是最重要的
[00:13:14.680 --> 00:13:15.680]  最重要的是
[00:13:15.680 --> 00:13:18.520]  你有沒有渴慕神話於心
[00:13:18.520 --> 00:13:20.840]  如果這個是神的話
[00:13:20.840 --> 00:13:22.880]  這個是神跟我們說的話
[00:13:22.880 --> 00:13:23.960]  這個是真理
[00:13:23.960 --> 00:13:25.160]  我們不是單單這麼說
[00:13:25.160 --> 00:13:26.920]  我們是相信
[00:13:26.920 --> 00:13:29.560]  你有一個渴慕的心的話
[00:13:29.560 --> 00:13:30.440]  你聰明也好
[00:13:30.440 --> 00:13:31.240]  不聰明也好
[00:13:31.240 --> 00:13:33.400]  我愛夫愛母不識字
[00:13:33.400 --> 00:13:34.040]  OK
[00:13:34.040 --> 00:13:35.400]  但是他喜歡聽聖經
[00:13:35.400 --> 00:13:37.280]  聽人講道
[00:13:37.280 --> 00:13:38.520]  我們當中有很多PHD
[00:13:38.520 --> 00:13:39.120]  我都不知道
[00:13:39.120 --> 00:13:40.120]  原來後來
[00:13:40.120 --> 00:13:40.760]  那些弟兄姐妹說
[00:13:40.760 --> 00:13:41.880]  哦 那個PHD那個PHD
[00:13:41.880 --> 00:13:43.520]  是嗎
[00:13:43.520 --> 00:13:44.360]  感謝主啦
