
[00:00:00.000 --> 00:00:05.340]  初期教會的信徒都是猶太人
[00:00:05.340 --> 00:00:08.900]  他們相信耶穌是尼塞亞
[00:00:08.900 --> 00:00:14.840]  是猶太人所盼望要來拯救他們的尼塞亞
[00:00:14.840 --> 00:00:18.640]  所以他們就變成了耶穌基督的門徒
[00:00:18.640 --> 00:00:22.240]  他們相信耶穌就是這個尼塞亞
[00:00:22.240 --> 00:00:28.740]  但這些門徒和其他猶太人基本上是沒有分別的
[00:00:28.740 --> 00:00:30.800]  在表面上看不到分別
[00:00:30.800 --> 00:00:36.000]  在他們的生活、言語、行為上看不到分別
[00:00:36.000 --> 00:00:40.500]  他們都好像其他猶太人一樣會遵守律法
[00:00:40.500 --> 00:00:49.540]  會遵守猶太人的生活標準和道德標準
[00:00:49.540 --> 00:00:55.440]  所以他們是不需要有另一個名稱來稱呼自己的
[00:00:55.440 --> 00:01:00.100]  因為猶太人就是上帝的選民
[00:01:00.100 --> 00:01:03.800]  他們是有尼塞亞的盼望
[00:01:03.800 --> 00:01:07.840]  正如今天有很多信耶穌的猶太人
[00:01:07.840 --> 00:01:11.240]  都不喜歡別人稱他們為基督徒
[00:01:11.240 --> 00:01:17.440]  他們自稱為一些已經認識了尼塞亞的猶太人
[00:01:17.440 --> 00:01:19.540]  他們相信耶穌是尼塞亞
[00:01:19.540 --> 00:01:21.500]  他們接受了尼塞亞
[00:01:21.500 --> 00:01:23.440]  但他們仍然是猶太人
[00:01:23.440 --> 00:01:27.340]  他們跟其他猶太人的生活是一樣
[00:01:27.340 --> 00:01:31.340]  他們反而不喜歡像其他基督徒那樣的生活
[00:01:31.340 --> 00:01:33.040]  或者過基督徒的節日
[00:01:33.040 --> 00:01:35.140]  回到基督徒的教會
[00:01:35.140 --> 00:01:38.040]  他們仍然會在會堂聚會
[00:01:38.040 --> 00:01:40.140]  他們仍然會遵守律法
[00:01:40.140 --> 00:01:45.140]  他們仍然會過猶太人的節日
[00:01:45.140 --> 00:01:51.540]  但聖經說在安提阿開始有很多外邦人信主
[00:01:51.540 --> 00:01:55.740]  安提阿是一個外邦人的城市
[00:01:55.740 --> 00:01:57.640]  主要是外邦人的城市
[00:01:57.640 --> 00:01:58.940]  安提阿在哪裡呢?
[00:01:58.940 --> 00:02:01.340]  安提阿就在今天的敘利亞境內
[00:02:01.340 --> 00:02:06.440]  是一個當時很重要很大的城市
[00:02:06.440 --> 00:02:11.040]  比大馬塞更繁盛和興盛的城市
[00:02:11.040 --> 00:02:15.040]  所以那裡有很多外邦人信耶穌
[00:02:15.040 --> 00:02:17.540]  這些人不是猶太人
[00:02:17.540 --> 00:02:21.440]  這些人也不會變成猶太人一樣
[00:02:21.440 --> 00:02:25.140]  他們也不會遵守猶太人的規矩
[00:02:25.140 --> 00:02:29.140]  但這些人因著他們是耶穌基督的門徒
[00:02:29.140 --> 00:02:35.740]  他們開始被人表現到他們和其他的外邦人是不同的
[00:02:35.740 --> 00:02:38.340]  他們的生活是不同的
[00:02:38.340 --> 00:02:40.940]  他們的標準是不同的
[00:02:40.940 --> 00:02:45.340]  於是他們需要一個新的名稱來稱呼他們
[00:02:45.340 --> 00:02:47.940]  他們就被稱為基督徒
[00:02:47.940 --> 00:02:53.540]  基督這個字其實就是尼采瓦的意思
[00:02:53.540 --> 00:02:55.640]  在希伯來文叫尼采瓦
[00:02:55.640 --> 00:02:57.840]  在新約就叫基督
[00:02:57.840 --> 00:03:00.140]  都是指這些人
[00:03:00.140 --> 00:03:01.240]  雖然是外邦人
[00:03:01.240 --> 00:03:02.240]  他們不是猶太人
[00:03:02.240 --> 00:03:04.140]  他們從來沒有尼采瓦的盼望
[00:03:04.140 --> 00:03:06.740]  但他們今天說他們接受了一個尼采瓦
[00:03:06.740 --> 00:03:08.140]  他們就是基督
[00:03:08.140 --> 00:03:09.240]  就是耶穌
[00:03:09.240 --> 00:03:13.540]  就是他們成為跟從耶穌基督的人
[00:03:13.540 --> 00:03:16.140]  他們需要一個新的名稱
[00:03:16.140 --> 00:03:20.040]  因為他們和外邦人是不同的
[00:03:20.040 --> 00:03:22.940]  就是和他們本來未信耶穌之前的那一班人
[00:03:22.940 --> 00:03:25.940]  而因為他們跟從耶穌的時間
[00:03:25.940 --> 00:03:30.340]  他們又不會完全遵守猶太人的規則
[00:03:30.340 --> 00:03:33.040]  所以他們和猶太人又不同了
[00:03:33.040 --> 00:03:35.240]  所以他們有一個新的身份
[00:03:35.240 --> 00:03:39.040]  被稱為基督徒
[00:03:39.040 --> 00:03:41.240]  今天我們被稱為基督徒
[00:03:41.240 --> 00:03:44.640]  我們在這個世界生活
[00:03:44.640 --> 00:03:47.040]  我們在表面也看不到
[00:03:47.040 --> 00:03:51.040]  我們和其他香港人有什麼不同
[00:03:51.040 --> 00:03:53.940]  我們不會額頭鑿著我們是基督徒
[00:03:53.940 --> 00:03:57.040]  我們也不需要特別標奇立異
[00:03:57.040 --> 00:03:59.340]  讓別人覺得我們是基督徒
[00:03:59.340 --> 00:04:01.240]  在樣貌上看
[00:04:01.240 --> 00:04:03.040]  所以你現在走出街
[00:04:03.040 --> 00:04:04.640]  在街上見到一些人
[00:04:04.640 --> 00:04:06.340]  你很難認得出誰是基督徒
[00:04:06.340 --> 00:04:08.640]  誰不是基督徒
[00:04:08.640 --> 00:04:10.640]  唯一一樣比較明顯的
[00:04:10.640 --> 00:04:13.540]  星期日穿西裝打領帶的
[00:04:13.540 --> 00:04:14.940]  要不就是傳道人
[00:04:14.940 --> 00:04:17.140]  要不就是回教會做主席
[00:04:17.140 --> 00:04:17.940]  也是這樣
[00:04:17.940 --> 00:04:19.940]  這裡全場只有我和醫生
[00:04:19.940 --> 00:04:20.840]  我打領帶而已
[00:04:20.840 --> 00:04:22.340]  穿西裝
[00:04:22.340 --> 00:04:24.140]  這件事比較容易看到
[00:04:24.140 --> 00:04:25.640]  在其他的情況下
[00:04:25.640 --> 00:04:29.540]  就不是很容易看到
[00:04:29.540 --> 00:04:32.840]  當然我們說我們需要有好的見證
[00:04:32.840 --> 00:04:37.440]  我們基督徒不是在表面上看到
[00:04:37.440 --> 00:04:39.740]  我們在生活行為上面
[00:04:39.740 --> 00:04:43.840]  我們應該顯出我們和其他人不同
[00:04:43.840 --> 00:04:45.540]  而很多時候我們就覺得
[00:04:45.540 --> 00:04:48.340]  我們應該是一個好人
[00:04:48.340 --> 00:04:50.340]  很多人對基督徒的印象
[00:04:50.340 --> 00:04:52.340]  就是基督徒也挺好人的
[00:04:52.340 --> 00:04:56.140]  基督徒是樂意行善的
[00:04:56.140 --> 00:04:59.640]  但是問題在中國人的社會裡面
[00:04:59.640 --> 00:05:01.640]  我們有另一個困難
[00:05:01.640 --> 00:05:04.240]  就是很多中國人都是好人
[00:05:04.240 --> 00:05:05.140]  是不是
[00:05:05.140 --> 00:05:06.640]  我們沒有理由
[00:05:06.640 --> 00:05:08.840]  就是說只是基督徒是好人
[00:05:08.840 --> 00:05:11.440]  在史能主義的時代又不一樣
[00:05:11.440 --> 00:05:14.040]  因為外邦人的生活是很腐化的
[00:05:14.040 --> 00:05:16.440]  外邦人的生活是很放縱的
[00:05:16.440 --> 00:05:18.240]  所以當他們做了基督徒的時候
[00:05:18.240 --> 00:05:20.140]  他們跟從耶穌的時候
[00:05:20.140 --> 00:05:22.240]  他們有很明顯的改變
[00:05:22.240 --> 00:05:25.540]  但是今時今日我們就不是
[00:05:25.540 --> 00:05:26.440]  是不是
[00:05:26.440 --> 00:05:29.340]  你也認識很多不是基督徒的朋友
[00:05:29.340 --> 00:05:31.340]  你也可能有很多家人不是基督徒
[00:05:31.340 --> 00:05:33.240]  你可不可以說他們都是壞人
[00:05:33.240 --> 00:05:33.740]  當然不是
[00:05:33.740 --> 00:05:35.240]  他們都是很多好人
[00:05:35.240 --> 00:05:39.440]  因為我們中國人都有很多好的標準
[00:05:39.440 --> 00:05:41.440]  所以很多人他就覺得
[00:05:41.440 --> 00:05:42.640]  基督徒都是好人
[00:05:42.640 --> 00:05:44.340]  不過基督徒的好人
[00:05:44.340 --> 00:05:46.340]  和中國人那些傳統的好人
