
[00:00:00.000 --> 00:00:05.000]  弟兄姐妹們平安
[00:00:05.000 --> 00:00:10.000]  今天是二零二三年的最後一天
[00:00:10.000 --> 00:00:13.000]  今天是二零二三年的最後一天
[00:00:13.000 --> 00:00:17.000]  感謝神我們可以在這裡一同的來敬拜他
[00:00:17.000 --> 00:00:20.000]  感謝神我們可以在這裡一同的來敬拜他
[00:00:20.000 --> 00:00:24.000]  這也是結束這一年最佳的方式了
[00:00:24.000 --> 00:00:27.000]  這也是結束這一年最佳的方式了
[00:00:27.000 --> 00:00:31.000]  在分享今天的信息之前,讓我們首先來做一個禱告
[00:00:31.000 --> 00:00:34.000]  在分享今天的信息之前,讓我們首先來做一個禱告
[00:00:34.000 --> 00:00:36.000]  滿有慈愛的父神
[00:00:36.000 --> 00:00:37.000]  滿有慈愛的父神
[00:00:37.000 --> 00:00:40.000]  當我們再次開啟你話語的時候
[00:00:40.000 --> 00:00:43.000]  當我們再次開啟你話語的時候
[00:00:43.000 --> 00:00:46.000]  願你的兒女被你的話語所得著
[00:00:46.000 --> 00:00:49.000]  願你的兒女被你的話語所得著
[00:00:49.000 --> 00:00:51.000]  禱告奉主耶穌基督的名
[00:00:51.000 --> 00:00:53.000]  禱告奉主耶穌基督的名
[00:00:53.000 --> 00:00:54.000]  Amen
[00:00:54.000 --> 00:00:55.000]  Amen
[00:00:55.000 --> 00:00:57.000]  今天我們要來結束約翰一書的講道系列
[00:00:57.000 --> 00:01:00.000]  今天我們要來結束約翰一書的講道系列
[00:01:00.000 --> 00:01:02.000]  今天我們要來結束約翰一書的講道系列
[00:01:02.000 --> 00:01:04.000]  今天我們要來結束約翰一書的講道系列
[00:01:04.000 --> 00:01:06.000]  今天我們要來結束約翰一書的講道系列
[00:01:06.000 --> 00:01:08.000]  今天要跟大家分享的主題是
[00:01:08.000 --> 00:01:09.000]  今天要跟大家分享的主題是
[00:01:09.000 --> 00:01:10.000]  在基督裡得勝
[00:01:10.000 --> 00:01:12.000]  今天要跟大家分享的主題是
[00:01:12.000 --> 00:01:13.000]  在基督裡得勝
[00:01:13.000 --> 00:01:14.000]  今天要跟大家分享的主題是
[00:01:14.000 --> 00:01:15.000]  在基督裡得勝
[00:01:15.000 --> 00:01:17.000]  說到得勝,首先要跟大家分享一個運動品牌
[00:01:17.000 --> 00:01:19.000]  說到得勝,首先要跟大家分享一個運動品牌
[00:01:19.000 --> 00:01:20.000]  說到得勝,首先要跟大家分享一個運動品牌
[00:01:20.000 --> 00:01:25.000]  在基督裡得勝,首先要跟大家分享一個運動品牌
[00:01:25.000 --> 00:01:26.000]  在基督裡得勝,首先要跟大家分享一個運動品牌
[00:01:26.000 --> 00:01:27.000]  在基督裡得勝,首先要跟大家分享一個運動品牌
[00:01:27.000 --> 00:01:28.000]  在基督裡得勝,首先要跟大家分享一個運動品牌
[00:01:28.000 --> 00:01:29.000]  在基督裡得勝,首先要跟大家分享一個運動品牌
[00:01:29.000 --> 00:01:30.000]  在基督裡得勝,首先要跟大家分享一個運動品牌
[00:01:30.000 --> 00:01:31.000]  在基督裡得勝,首先要跟大家分享一個運動品牌
[00:01:31.000 --> 00:01:32.000]  在基督裡得勝,首先要跟大家分享一個運動品牌
[00:01:32.000 --> 00:01:33.000]  在基督裡得勝,首先要跟大家分享一個運動品牌
[00:01:33.000 --> 00:01:34.000]  在基督裡得勝,首先要跟大家分享一個運動品牌
[00:01:34.000 --> 00:01:35.000]  在基督裡得勝,首先要跟大家分享一個運動品牌
[00:01:50.000 --> 00:01:56.000]  在基督裡得勝,首先要跟大家分享一個運動品牌
[00:02:20.000 --> 00:02:25.000]  在基督裡得勝,首先要跟大家分享一個運動品牌
[00:02:25.000 --> 00:02:26.000]  在基督裡得勝,首先要跟大家分享一個運動品牌
[00:02:26.000 --> 00:02:27.000]  在基督裡得勝,首先要跟大家分享一個運動品牌
[00:02:27.000 --> 00:02:28.000]  在基督裡得勝,首先要跟大家分享一個運動品牌
[00:02:28.000 --> 00:02:29.000]  在基督裡得勝,首先要跟大家分享一個運動品牌
[00:02:29.000 --> 00:02:30.000]  在基督裡得勝,首先要跟大家分享一個運動品牌
[00:02:30.000 --> 00:02:31.000]  在基督裡得勝,首先要跟大家分享一個運動品牌
[00:02:31.000 --> 00:02:32.000]  在基督裡得勝,首先要跟大家分享一個運動品牌
[00:02:32.000 --> 00:02:33.000]  在基督裡得勝,首先要跟大家分享一個運動品牌
[00:02:33.000 --> 00:02:34.000]  在基督裡得勝,首先要跟大家分享一個運動品牌
[00:02:34.000 --> 00:02:35.000]  在基督裡得勝,首先要跟大家分享一個運動品牌
[00:02:51.000 --> 00:02:52.000]  在基督裡得勝,首先要跟大家分享一個運動品牌
[00:02:52.000 --> 00:02:53.000]  在基督裡得勝,首先要跟大家分享一個運動品牌
[00:02:53.000 --> 00:02:54.000]  在基督裡得勝,首先要跟大家分享一個運動品牌
[00:02:54.000 --> 00:02:59.000]  在基督裡得勝,首先要跟大家分享一個運動品牌
[00:02:59.000 --> 00:03:00.000]  在基督裡得勝,首先要跟大家分享一個運動品牌
[00:03:00.000 --> 00:03:01.000]  在基督裡得勝,首先要跟大家分享一個運動品牌
[00:03:01.000 --> 00:03:02.000]  在基督裡得勝,首先要跟大家分享一個運動品牌
[00:03:02.000 --> 00:03:03.000]  在基督裡得勝,首先要跟大家分享一個運動品牌
[00:03:03.000 --> 00:03:04.000]  在基督裡得勝,首先要跟大家分享一個運動品牌
[00:03:04.000 --> 00:03:05.000]  在基督裡得勝,首先要跟大家分享一個運動品牌
[00:03:05.000 --> 00:03:06.000]  在基督裡得勝,首先要跟大家分享一個運動品牌
[00:03:20.000 --> 00:03:21.000]  在基督裡得勝,首先要跟大家分享一個運動品牌
[00:03:21.000 --> 00:03:22.000]  在基督裡得勝,首先要跟大家分享一個運動品牌
[00:03:22.000 --> 00:03:23.000]  在基督裡得勝,首先要跟大家分享一個運動品牌
[00:03:23.000 --> 00:03:24.000]  在基督裡得勝,首先要跟大家分享一個運動品牌
[00:03:24.000 --> 00:03:29.000]  在基督裡得勝,首先要跟大家分享一個運動品牌
[00:03:50.000 --> 00:03:56.000]  陳恒鑌議員
[00:04:20.000 --> 00:04:26.000]  陳恒鑌議員
[00:04:26.000 --> 00:04:32.000]  陳恒鑌議員
[00:04:32.000 --> 00:04:38.000]  陳恒鑌議員
[00:04:38.000 --> 00:04:44.000]  陳恒鑌議員
[00:04:44.000 --> 00:04:50.000]  陳恒鑌議員
[00:04:50.000 --> 00:04:56.000]  陳恒鑌議員
[00:04:56.000 --> 00:05:02.000]  陳恒鑌議員
[00:05:02.000 --> 00:05:08.000]  陳恒鑌議員
[00:05:08.000 --> 00:05:14.000]  陳恒鑌議員
[00:05:14.000 --> 00:05:20.000]  陳恒鑌議員
[00:05:20.000 --> 00:05:26.000]  陳恒鑌議員
[00:05:26.000 --> 00:05:32.000]  陳恒鑌議員
[00:05:32.000 --> 00:05:38.000]  陳恒鑌議員
[00:05:38.000 --> 00:05:44.000]  陳恒鑌議員
[00:05:44.000 --> 00:05:50.000]  陳恒鑌議員
[00:05:50.000 --> 00:05:56.000]  陳恒鑌議員
[00:05:56.000 --> 00:05:58.000]  陳恒鑌議員
[00:05:58.000 --> 00:06:04.000]  陳恒鑌議員
[00:06:04.000 --> 00:06:10.000]  陳恒鑌議員
[00:06:10.000 --> 00:06:16.000]  陳恒鑌議員
[00:06:16.000 --> 00:06:22.000]  陳恒鑌議員
[00:06:22.000 --> 00:06:28.000]  陳恒鑌議員
[00:06:28.000 --> 00:06:34.000]  陳恒鑌議員
[00:06:34.000 --> 00:06:40.000]  陳恒鑌議員
[00:06:40.000 --> 00:06:46.000]  陳恒鑌議員
[00:06:46.000 --> 00:06:52.000]  陳恒鑌議員
[00:06:52.000 --> 00:06:58.000]  陳恒鑌議員
[00:06:58.000 --> 00:07:04.000]  陳恒鑌議員
[00:07:04.000 --> 00:07:10.000]  陳恒鑌議員
[00:07:10.000 --> 00:07:14.000]  陳恒鑌議員
[00:07:14.000 --> 00:07:20.000]  陳恒鑌議員
[00:07:20.000 --> 00:07:26.000]  陳恒鑌議員
[00:07:26.000 --> 00:07:32.000]  陳恒鑌議員
[00:07:32.000 --> 00:07:38.000]  陳恒鑌議員
[00:07:38.000 --> 00:07:42.000]  陳恒鑌議員
[00:07:42.000 --> 00:07:48.000]  陳恒鑌議員
[00:07:48.000 --> 00:07:54.000]  陳恒鑌議員
[00:07:54.000 --> 00:08:00.000]  陳恒鑌議員
[00:08:00.000 --> 00:08:06.000]  陳恒鑌議員
[00:08:06.000 --> 00:08:10.000]  陳恒鑌議員
[00:08:10.000 --> 00:08:16.000]  陳恒鑌議員
[00:08:16.000 --> 00:08:22.000]  陳恒鑌議員
[00:08:22.000 --> 00:08:28.000]  陳恒鑌議員
[00:08:28.000 --> 00:08:34.000]  陳恒鑌議員
[00:08:34.000 --> 00:08:38.000]  陳恒鑌議員
[00:08:38.000 --> 00:08:44.000]  陳恒鑌議員
[00:08:44.000 --> 00:08:50.000]  陳恒鑌議員
[00:08:50.000 --> 00:08:56.000]  陳恒鑌議員
[00:08:56.000 --> 00:09:02.000]  陳恒鑌議員
[00:09:02.000 --> 00:09:08.000]  陳恒鑌議員
[00:09:08.000 --> 00:09:14.000]  陳恒鑌議員
[00:09:14.000 --> 00:09:20.000]  陳恒鑌議員
[00:09:20.000 --> 00:09:26.000]  陳恒鑌議員
[00:09:26.000 --> 00:09:32.000]  陳恒鑌議員
[00:09:32.000 --> 00:09:38.000]  陳恒鑌議員
[00:09:38.000 --> 00:09:44.000]  陳恒鑌議員
[00:09:44.000 --> 00:09:50.000]  陳恒鑌議員
[00:09:50.000 --> 00:09:56.000]  陳恒鑌議員
[00:09:56.000 --> 00:10:02.000]  陳恒鑌議員
[00:10:02.000 --> 00:10:08.000]  陳恒鑌議員
[00:10:08.000 --> 00:10:14.000]  陳恒鑌議員
[00:10:14.000 --> 00:10:20.000]  陳恒鑌議員
[00:10:20.000 --> 00:10:26.000]  陳恒鑌議員
[00:10:26.000 --> 00:10:32.000]  陳恒鑌議員
[00:10:32.000 --> 00:10:38.000]  陳恒鑌議員
[00:10:38.000 --> 00:10:44.000]  陳恒鑌議員
[00:10:44.000 --> 00:10:50.000]  陳恒鑌議員
[00:10:50.000 --> 00:10:56.000]  陳恒鑌議員
[00:10:56.000 --> 00:11:02.000]  陳恒鑌議員
[00:11:02.000 --> 00:11:08.000]  陳恒鑌議員
[00:11:08.000 --> 00:11:14.000]  陳恒鑌議員
[00:11:14.000 --> 00:11:20.000]  陳恒鑌議員
[00:11:20.000 --> 00:11:26.000]  陳恒鑌議員
[00:11:26.000 --> 00:11:32.000]  陳恒鑌議員
[00:11:32.000 --> 00:11:38.000]  陳恒鑌議員
[00:11:38.000 --> 00:11:44.000]  陳恒鑌議員
[00:11:44.000 --> 00:11:50.000]  陳恒鑌議員
[00:11:50.000 --> 00:11:56.000]  陳恒鑌議員
[00:11:56.000 --> 00:12:02.000]  陳恒鑌議員
[00:12:02.000 --> 00:12:08.000]  陳恒鑌議員
[00:12:08.000 --> 00:12:14.000]  陳恒鑌議員
[00:12:14.000 --> 00:12:20.000]  陳恒鑌議員
[00:12:20.000 --> 00:12:26.000]  陳恒鑌議員
[00:12:26.000 --> 00:12:32.000]  陳恒鑌議員
[00:12:32.000 --> 00:12:38.000]  陳恒鑌議員
[00:12:38.000 --> 00:12:44.000]  陳恒鑌議員
[00:12:44.000 --> 00:12:50.000]  陳恒鑌議員
[00:12:50.000 --> 00:12:56.000]  陳恒鑌議員
[00:12:56.000 --> 00:13:02.000]  陳恒鑌議員
[00:13:02.000 --> 00:13:08.000]  陳恒鑌議員
[00:13:08.000 --> 00:13:14.000]  陳恒鑌議員
[00:13:14.000 --> 00:13:20.000]  陳恒鑌議員
[00:13:20.000 --> 00:13:26.000]  陳恒鑌議員
[00:13:26.000 --> 00:13:32.000]  陳恒鑌議員
[00:13:32.000 --> 00:13:38.000]  陳恒鑌議員
[00:13:38.000 --> 00:13:44.000]  陳恒鑌議員
[00:13:44.000 --> 00:13:50.000]  陳恒鑌議員
[00:13:50.000 --> 00:13:56.000]  陳恒鑌議員
[00:13:56.000 --> 00:14:02.000]  陳恒鑌議員
[00:14:02.000 --> 00:14:08.000]  陳恒鑌議員
[00:14:08.000 --> 00:14:14.000]  陳恒鑌議員
[00:14:14.000 --> 00:14:20.000]  陳恒鑌議員
[00:14:20.000 --> 00:14:26.000]  陳恒鑌議員
[00:14:26.000 --> 00:14:32.000]  陳恒鑌議員
[00:14:32.000 --> 00:14:38.000]  陳恒鑌議員
[00:14:38.000 --> 00:14:44.000]  陳恒鑌議員
[00:14:44.000 --> 00:14:50.000]  陳恒鑌議員
[00:14:50.000 --> 00:14:56.000]  陳恒鑌議員
[00:14:56.000 --> 00:15:02.000]  陳恒鑌議員
[00:15:02.000 --> 00:15:08.000]  陳恒鑌議員
[00:15:08.000 --> 00:15:14.000]  陳恒鑌議員
[00:15:14.000 --> 00:15:20.000]  陳恒鑌議員
[00:15:20.000 --> 00:15:26.000]  陳恒鑌議員
[00:15:26.000 --> 00:15:32.000]  陳恒鑌議員
[00:15:32.000 --> 00:15:38.000]  陳恒鑌議員
[00:15:38.000 --> 00:15:44.000]  陳恒鑌議員
[00:15:44.000 --> 00:15:50.000]  陳恒鑌議員
[00:15:50.000 --> 00:15:56.000]  陳恒鑌議員
[00:15:56.000 --> 00:16:02.000]  陳恒鑌議員
