
[00:00:00.000 --> 00:00:02.440]  相信不需要我多講
[00:00:02.440 --> 00:00:04.320]  大家都會認同
[00:00:04.320 --> 00:00:09.560]  一個名字、一個名字、一個稱呼的重要性
[00:00:09.560 --> 00:00:13.040]  我從小就很喜歡我自己的名字
[00:00:13.040 --> 00:00:14.440]  更加感恩的是
[00:00:14.440 --> 00:00:18.360]  沒有被佛抄過我自己的名字
[00:00:18.360 --> 00:00:20.120]  這個名字不惑之多
[00:00:20.120 --> 00:00:22.040]  可以讓我從小的時候
[00:00:22.040 --> 00:00:25.600]  就將那些大格寶裡面的一個大格
[00:00:25.600 --> 00:00:29.520]  填得充充滿滿
[00:00:29.520 --> 00:00:33.680]  曾經嘗試過在網上去搜查去Google
[00:00:33.680 --> 00:00:37.200]  發覺跟我同名的人不是很多
[00:00:37.200 --> 00:00:41.840]  同姓的更加是少之又少
[00:00:41.840 --> 00:00:45.320]  這個名字又容易記
[00:00:45.320 --> 00:00:48.360]  我叫做李柱成
[00:00:48.360 --> 00:00:52.600]  只不過很多人只記得我的花名
[00:00:52.600 --> 00:00:54.560]  至於我的花名是什麼
[00:00:54.560 --> 00:00:56.200]  大家想一想
[00:00:56.200 --> 00:00:59.480]  我相信你都會知道
[00:00:59.480 --> 00:01:03.000]  但是很多人只記得我的花名
[00:01:03.000 --> 00:01:07.040]  而忽略了我爸爸改這個名的原意
[00:01:07.040 --> 00:01:10.520]  他想我鑄成大業
[00:01:10.520 --> 00:01:12.680]  創一番事業
[00:01:12.680 --> 00:01:14.760]  原來我們很多時
[00:01:14.760 --> 00:01:16.760]  叫一個名字叫得多
[00:01:16.760 --> 00:01:19.080]  我們會忘記了這個名字
[00:01:19.080 --> 00:01:23.280]  這個稱呼真正的意義
[00:01:23.280 --> 00:01:26.240]  上一次跟大家分享
[00:01:26.240 --> 00:01:29.640]  主耶穌教導我們的主祷文
[00:01:29.640 --> 00:01:32.280]  我希望大家還記得
[00:01:32.280 --> 00:01:38.120]  主祷文是一個稱呼加三個願望
[00:01:38.120 --> 00:01:43.200]  加三個祈求加一個重贊
[00:01:43.200 --> 00:01:44.520]  由第一句
[00:01:44.520 --> 00:01:49.080]  我們在天上的符我們領會得到
[00:01:49.080 --> 00:01:53.360]  一個觸摸天父心懷的禱告
[00:01:53.360 --> 00:01:58.760]  首先要認清楚我們禱告的對象是誰
[00:01:58.760 --> 00:02:04.560]  我們的禱告對象就是我們天神的父
[00:02:04.560 --> 00:02:09.200]  一個跟我們有父親兒女關係的神
[00:02:09.200 --> 00:02:11.200]  他願意聽我們禱告
[00:02:11.200 --> 00:02:14.360]  又深切的愛護我們
[00:02:14.360 --> 00:02:16.600]  當我們向他禱告
[00:02:16.600 --> 00:02:18.200]  我們就在禱告之中
[00:02:18.200 --> 00:02:22.120]  跟天父享受天倫之樂
[00:02:22.120 --> 00:02:26.720]  就在這種父親兒女的關係當中
[00:02:26.720 --> 00:02:30.880]  主耶穌首先教我們這樣禱告
[00:02:30.880 --> 00:02:35.120]  願人都尊你的名為聖
[00:02:35.120 --> 00:02:39.600]  如果我們真是由心底認同這句禱文
[00:02:39.600 --> 00:02:42.320]  而真是這樣向天父禱告
[00:02:42.320 --> 00:02:48.160]  我們心裡不單止有尊父神聖名的心
[00:02:48.160 --> 00:02:51.400]  也都表達了我們希望其他的人
[00:02:51.400 --> 00:02:55.720]  也都會尊父神的聖名
[00:02:55.720 --> 00:02:58.640]  願人都尊你的名為聖
[00:02:58.640 --> 00:03:03.080]  這種的心願其實是由心底裡面
[00:03:03.080 --> 00:03:07.160]  真實跟父神的關係而引發出來
[00:03:07.160 --> 00:03:09.760]  這句禱文不單止表達了
[00:03:09.760 --> 00:03:12.880]  主耶穌對禱告父神的人
[00:03:12.880 --> 00:03:18.480]  鼓勵他們以尊父神聖名的態度
[00:03:18.480 --> 00:03:21.400]  來增進跟天父的關係
[00:03:21.400 --> 00:03:28.600]  也都同時鼓勵他們有尊父神聖名的生命和生活
[00:03:28.600 --> 00:03:31.160]  以至可以影響他們周圍的人
[00:03:31.160 --> 00:03:33.320]  有同樣的態度
[00:03:33.320 --> 00:03:35.080]  認識父神的名
[00:03:35.080 --> 00:03:39.480]  而向他敬拜禱告
[00:03:39.480 --> 00:03:43.280]  所以這句禱文的重點
[00:03:43.280 --> 00:03:45.640]  其實是叫我們在禱告生活當中
[00:03:45.640 --> 00:03:49.440]  怎樣跟天父增進關係
[00:03:49.440 --> 00:03:56.000]  當我們真正活出尊父神聖名的禱告生命的時候
[00:03:56.000 --> 00:04:02.960]  也就是觸動天父心懷的禱告
[00:04:02.960 --> 00:04:07.360]  願人都尊你的名為聖
[00:04:07.360 --> 00:04:10.560]  神的名是什麼?
[00:04:10.560 --> 00:04:12.360]  舉幾個例子
[00:04:12.360 --> 00:04:15.640]  舊約最初有幾個名 創世紀一章一節
[00:04:15.640 --> 00:04:21.040]  神創造天地 我們叫祂做神
[00:04:21.040 --> 00:04:23.040]  創世紀二章四節
[00:04:23.040 --> 00:04:29.040]  耶和華神造天地的日子 耶和華神
[00:04:29.040 --> 00:04:33.760]  創世紀四十九章二十五節
[00:04:33.760 --> 00:04:36.440]  全能者
[00:04:36.440 --> 00:04:39.720]  文秀記二十四章十六節
[00:04:39.720 --> 00:04:42.600]  至高者
[00:04:42.600 --> 00:04:47.040]  這些都是在舊約裡面的幾個簡單的例子
[00:04:47.040 --> 00:04:51.480]  當神差派摩西去埃及的時候
[00:04:51.480 --> 00:04:52.920]  摩西對神說
[00:04:52.920 --> 00:04:55.840]  我去到以色列人那裡對他們說
[00:04:55.840 --> 00:04:59.280]  你們祖宗的神打發我來到你們這裡來
[00:04:59.280 --> 00:05:02.800]  如果他們問我 祂叫什麼名字?
[00:05:02.800 --> 00:05:05.400]  我怎樣回答他們?
[00:05:05.400 --> 00:05:07.680]  出埃及記三章十四節
[00:05:07.680 --> 00:05:12.240]  神對摩西說 我是自有永有的
[00:05:12.240 --> 00:05:14.200]  I am who I am
[00:05:14.200 --> 00:05:18.720]  又或者 I will be what I will be
[00:05:18.720 --> 00:05:22.640]  出埃及記三章十五節又說
[00:05:22.640 --> 00:05:28.040]  耶和華是我的名直到永遠
[00:05:28.040 --> 00:05:30.880]  神說 我是自有永有的
[00:05:30.880 --> 00:05:33.240]  I am who I am
[00:05:33.240 --> 00:05:39.120]  這個名字在希伯來文裡面是用一個這樣的字
[00:05:39.120 --> 00:05:41.800]  Yahweh 來表示
[00:05:41.800 --> 00:05:45.320]  是由幾個希伯來文字母
[00:05:45.320 --> 00:05:50.400]  Yod He Wo He 組成
[00:05:50.400 --> 00:05:55.000]  因為猶太人不敢直接稱呼神的名字
[00:05:55.000 --> 00:05:57.160]  會當他們看到這個字
[00:05:57.160 --> 00:06:01.160]  就用Adonai 主來代替
[00:06:01.160 --> 00:06:02.960]  所以對於近代猶太人
[00:06:02.960 --> 00:06:05.520]  雖然都知道Yahweh這個字
[00:06:05.520 --> 00:06:09.920]  但是你不知道這個字真正的讀音
[00:06:09.920 --> 00:06:11.640]  我們叫神做耶和華
[00:06:11.640 --> 00:06:14.520]  是因為聖經翻譯成為德文
[00:06:14.520 --> 00:06:16.800]  翻譯成為英文的初時
[00:06:16.800 --> 00:06:21.000]  翻譯的人直接將這組字加上了響音
[00:06:21.000 --> 00:06:24.840]  而成為英文的Jehovah
[00:06:24.840 --> 00:06:30.080]  於是中文也跟著翻譯成為耶和華
[00:06:30.080 --> 00:06:32.560]  不過聖經學者很快就發現
[00:06:32.560 --> 00:06:36.320]  這個翻譯是一個誤會
[00:06:36.320 --> 00:06:41.160]  於是紛紛改譯成為其他的譯名
[00:06:41.160 --> 00:06:49.040]  英文的譯本當中就以Lord這個字最為普遍
[00:06:49.040 --> 00:06:52.840]  大家留意這個字個個都是大寫的
[00:06:52.840 --> 00:06:56.120]  L-O-R-D
[00:06:56.120 --> 00:06:59.200]  但是用神的地方就用God
[00:06:59.200 --> 00:07:04.360]  有耶和華神的地方就用Lord God
[00:07:04.360 --> 00:07:08.560]  大家最喜歡讀的詩篇是哪一篇?
[00:07:08.560 --> 00:07:11.520]  我相信大家或者其中
[00:07:11.520 --> 00:07:15.960]  一定會有人說是詩篇23篇
[00:07:15.960 --> 00:07:18.960]  詩篇23篇的主旨是什麼?
[00:07:18.960 --> 00:07:21.720]  這個主旨其實跟神的名字
[00:07:21.720 --> 00:07:26.080]  是有極大的關係的
[00:07:26.080 --> 00:07:30.360]  耶和華的希伯來文是這個字
[00:07:30.360 --> 00:07:36.400]  根據希伯來文這四個字母的排列的總數
[00:07:36.400 --> 00:07:40.720]  加起來是26
