
[00:00:00.000 --> 00:00:03.000]  讓我們今天去看《保羅·加拉泰書》
[00:00:03.000 --> 00:00:04.300]  聖位提醒我們
[00:00:04.300 --> 00:00:08.800]  讓我們知道教會是互為之體
[00:00:08.800 --> 00:00:12.500]  而這種關係叫我們做些什麼呢?
[00:00:12.500 --> 00:00:15.300]  為什麼我們要這樣做?
[00:00:15.300 --> 00:00:18.000]  讓我們一起同心祈禱
[00:00:18.000 --> 00:00:23.500]  改變人生命的上帝
[00:00:23.500 --> 00:00:29.200]  祢是各種知識和力量的源頭
[00:00:31.000 --> 00:00:33.800]  求祢的感化、祢的感動
[00:00:33.800 --> 00:00:36.300]  去充滿我們的心
[00:00:36.300 --> 00:00:39.700]  在這一刻成為我們的幫助
[00:00:39.700 --> 00:00:42.900]  賜給我們一個聆聽的耳朵
[00:00:42.900 --> 00:00:45.000]  開放的心
[00:00:45.000 --> 00:00:47.700]  求祢藉著今天的訊息
[00:00:47.700 --> 00:00:50.500]  讓我們能夠反省
[00:00:50.500 --> 00:00:54.000]  求祢的力量、祢的能力來改變我們
[00:00:54.000 --> 00:01:01.000]  讓我們聽到連帶的我們生命是有所轉變
[00:01:01.000 --> 00:01:02.200]  求祢幫助我們
[00:01:02.200 --> 00:01:04.000]  我們祈禱奉耶穌命求
[00:01:04.000 --> 00:01:05.500]  阿們
[00:01:05.500 --> 00:01:09.000]  我們一起讀《加拉泰書》六章一節
[00:01:09.000 --> 00:01:10.000]  一二三
[00:01:10.000 --> 00:01:22.500]  一開始保羅就說「弟兄們」
[00:01:22.500 --> 00:01:24.500]  「弟兄們」所指的是什麼?
[00:01:24.500 --> 00:01:26.500]  其實我們知道這段經文
[00:01:26.500 --> 00:01:29.500]  是保羅向加拉泰教會說的
[00:01:29.500 --> 00:01:31.500]  所以即將下來
[00:01:31.500 --> 00:01:35.500]  保羅的教導是指向教會裏面的
[00:01:35.500 --> 00:01:36.500]  他在說
[00:01:36.500 --> 00:01:41.500]  如果教會裏面有人偶然被過犯所成
[00:01:41.500 --> 00:01:43.500]  另一個翻譯去形容
[00:01:43.500 --> 00:01:46.000]  就是在說什麼叫做過犯所成?
[00:01:46.000 --> 00:01:47.000]  他就在說
[00:01:47.000 --> 00:01:51.000]  形容一些人掉入一個陷阱裏面
[00:01:51.000 --> 00:01:54.500]  被一些惡念困住了
[00:01:54.500 --> 00:01:58.000]  被一個惡念看中了
[00:01:58.000 --> 00:02:00.000]  不能夠自己
[00:02:00.000 --> 00:02:03.500]  這個惡念是神中異
[00:02:03.500 --> 00:02:08.500]  但是人被這個惡念主宰了他的生命
[00:02:08.500 --> 00:02:09.500]  主宰了他自己
[00:02:09.500 --> 00:02:11.500]  主宰了他的行動
[00:02:11.500 --> 00:02:13.500]  他的思想、行為
[00:02:13.500 --> 00:02:15.500]  有什麼後果呢?
[00:02:15.500 --> 00:02:19.500]  一個人被惡念主宰的話
[00:02:19.500 --> 00:02:26.500]  他就沒辦法自由地做上帝叫他做的事
[00:02:26.500 --> 00:02:28.500]  所以教會的弟兄姊妹
[00:02:28.500 --> 00:02:31.500]  身邊的人應該要怎麼做呢?
[00:02:31.500 --> 00:02:33.500]  為什麼保羅會這樣說呢?
[00:02:33.500 --> 00:02:35.500]  原來保羅說這句話前一段
[00:02:35.500 --> 00:02:37.500]  說的是第六章
[00:02:37.500 --> 00:02:39.500]  其實是在說順從肉體
[00:02:39.500 --> 00:02:41.500]  不是順從聖靈的事
[00:02:41.500 --> 00:02:43.500]  他說「信一主」
[00:02:43.500 --> 00:02:45.500]  其實我們還沒完全清義
[00:02:45.500 --> 00:02:47.500]  我們知道我們因信而清義
[00:02:47.500 --> 00:02:49.500]  原來我們因信而清義
[00:02:49.500 --> 00:02:51.500]  是我們盼望的清義
[00:02:51.500 --> 00:02:53.500]  是將來的清義
[00:02:53.500 --> 00:02:55.500]  是還沒完全的清義
[00:02:55.500 --> 00:02:57.500]  我們信徒在世界上生活
[00:02:57.500 --> 00:03:00.500]  其實是在走這個清義的道路
[00:03:00.500 --> 00:03:02.500]  我們有清義的盼望
[00:03:02.500 --> 00:03:03.500]  但未清為宜
[00:03:03.500 --> 00:03:05.500]  什麼時候是清義呢?
[00:03:05.500 --> 00:03:07.500]  就是信徒要努力
[00:03:07.500 --> 00:03:09.500]  去行完這個人生路的時候
[00:03:09.500 --> 00:03:11.500]  等到將來死在審判裡
[00:03:11.500 --> 00:03:14.500]  上帝才會判我們為清義
[00:03:14.500 --> 00:03:17.500]  但走這條路的時候會怎樣呢?
[00:03:17.500 --> 00:03:19.500]  在走這條路的過程裡
[00:03:19.500 --> 00:03:22.500]  我們知道世界有各種的隱憂
[00:03:22.500 --> 00:03:25.500]  有很多吸引的東西
[00:03:25.500 --> 00:03:27.500]  叫我們在走這條路的時候
[00:03:27.500 --> 00:03:29.500]  去分心
[00:03:29.500 --> 00:03:31.500]  信徒應該用什麼態度
[00:03:31.500 --> 00:03:33.500]  去面對呢?
[00:03:33.500 --> 00:03:38.500]  有一個玩極限運動的選手
[00:03:38.500 --> 00:03:40.500]  他在走鋼線
[00:03:40.500 --> 00:03:44.500]  有一次他從一個山
[00:03:44.500 --> 00:03:47.500]  要走鋼線走到另一座山
[00:03:47.500 --> 00:03:49.500]  過程很驚險
[00:03:49.500 --> 00:03:51.500]  為什麼呢?
[00:03:51.500 --> 00:03:53.500]  因為山有很大的風
[00:03:53.500 --> 00:03:55.500]  難度很高
[00:03:55.500 --> 00:03:57.500]  要挑戰自己
[00:03:57.500 --> 00:03:59.500]  他也沒有安全措施
[00:03:59.500 --> 00:04:01.500]  所以大家在旁邊看的時候
[00:04:01.500 --> 00:04:03.500]  都非常驚險
[00:04:03.500 --> 00:04:05.500]  完成之後有人訪問他
[00:04:05.500 --> 00:04:07.500]  很厲害
