
[00:00:00.000 --> 00:00:01.800]  今天想跟大家講一段經文
[00:00:01.800 --> 00:00:03.600]  我相信大家都很熟悉
[00:00:03.600 --> 00:00:06.600]  就是剛才主席Ken和大家一起啟英的認識
[00:00:06.600 --> 00:00:07.800]  讀出的經文
[00:00:07.800 --> 00:00:09.200]  我相信你一定聽過
[00:00:09.200 --> 00:00:11.400]  也都很知道這段經文的內容
[00:00:11.400 --> 00:00:14.400]  中間講到一班人他們去找耶穌
[00:00:14.400 --> 00:00:16.600]  在《楊福音大六章》來到這裡
[00:00:16.600 --> 00:00:18.600]  到了第二十二二十三節開始
[00:00:18.600 --> 00:00:20.100]  他們去找耶穌
[00:00:20.100 --> 00:00:21.100]  他們找不到耶穌
[00:00:21.100 --> 00:00:22.000]  他們就繼續找
[00:00:22.000 --> 00:00:23.400]  到了二十五節這裡
[00:00:23.400 --> 00:00:24.700]  他們就找到了
[00:00:24.700 --> 00:00:26.800]  二十五節這裡他說
[00:00:26.800 --> 00:00:29.000]  既在海那邊找著了
[00:00:29.000 --> 00:00:33.000]  就對他說
[00:00:33.000 --> 00:00:36.000]  拉比你什麼時候到這裡來的
[00:00:36.000 --> 00:00:38.000]  原來背景就是當這些人
[00:00:38.000 --> 00:00:40.200]  很想去找耶穌的時候找不到
[00:00:40.200 --> 00:00:43.400]  他們在湖附近就見不到耶穌
[00:00:43.400 --> 00:00:46.000]  最後他們輾轉就找到了
[00:00:46.000 --> 00:00:48.000]  在海的另外一邊
[00:00:48.000 --> 00:00:50.200]  其實那裡是一個湖大家知道
[00:00:50.200 --> 00:00:54.000]  就對說拉比你什麼時候來到這裡的
[00:00:54.000 --> 00:00:56.400]  二十六節耶穌其實的回答
[00:00:56.400 --> 00:00:58.200]  都有一點點不客氣
[00:00:58.200 --> 00:01:00.400]  很直接他在二十六節那裡說
[00:01:00.400 --> 00:01:01.600]  耶穌回答說
[00:01:01.600 --> 00:01:04.000]  我實實在在告訴你們
[00:01:04.000 --> 00:01:07.600]  你們找我並不是因見了神蹟
[00:01:07.600 --> 00:01:12.200]  而是因吃餅吃飽了
[00:01:12.200 --> 00:01:14.600]  簡單來講如果用廣東話的意義
[00:01:14.600 --> 00:01:15.800]  就是說你們找我
[00:01:15.800 --> 00:01:19.000]  我知道你不是因為我是神的兒子
[00:01:19.000 --> 00:01:21.000]  或者你不是因為我行了神蹟
[00:01:21.000 --> 00:01:22.200]  去證明我的身份
[00:01:22.200 --> 00:01:24.600]  只不過是你們又想我變氣法
[00:01:24.600 --> 00:01:27.000]  又想我給你們有餅吃
[00:01:27.000 --> 00:01:29.800]  吃飽的意思是不是
[00:01:29.800 --> 00:01:33.000]  其實今天你和我成為基督徒
[00:01:33.000 --> 00:01:34.800]  或者你來到教會
[00:01:34.800 --> 00:01:36.600]  無論你是以前在香港已經信了主
[00:01:36.600 --> 00:01:38.800]  或者你去英國才大入教會
[00:01:38.800 --> 00:01:43.200]  不知道你跟從耶穌的原因是什麼
[00:01:43.200 --> 00:01:46.200]  不知道你跟從耶穌的動機是什麼
[00:01:46.200 --> 00:01:48.600]  當然今天我和你不會好像當時耶穌時代那樣
[00:01:48.600 --> 00:01:50.800]  真的可以用腳走去找
[00:01:50.800 --> 00:01:52.000]  追問耶穌你去了哪裡
[00:01:52.000 --> 00:01:53.000]  找你啊
[00:01:53.000 --> 00:01:56.200]  今天我們可能特別是來到教會聚會
[00:01:56.200 --> 00:01:57.400]  我們叫跟從耶穌
[00:01:57.400 --> 00:01:58.800]  我們去尋求我們的主
[00:01:58.800 --> 00:02:00.200]  我們透過禱告
[00:02:00.200 --> 00:02:02.000]  我們透過個人的靈修等等
[00:02:02.000 --> 00:02:03.800]  我們去尋求我們的主
[00:02:03.800 --> 00:02:05.800]  但是不知道你今天你跟從耶穌
[00:02:05.800 --> 00:02:07.000]  你去找耶穌
[00:02:07.000 --> 00:02:08.000]  你尋求祂
[00:02:08.000 --> 00:02:09.000]  你成為一個信徒
[00:02:09.000 --> 00:02:10.400]  成為一個基督的門徒
[00:02:10.400 --> 00:02:14.400]  你的原因又是什麼呢
[00:02:14.400 --> 00:02:17.200]  在這裡也跟大家講一個挺有趣的歷史
[00:02:17.200 --> 00:02:19.200]  記得自己年輕的時候也很多年了
[00:02:19.200 --> 00:02:20.600]  十幾歲的時候
[00:02:20.600 --> 00:02:24.200]  都是第一次踏入教會
[00:02:24.200 --> 00:02:25.800]  第一次去找耶穌
[00:02:25.800 --> 00:02:27.600]  第一次去認識
[00:02:27.600 --> 00:02:30.000]  第一次去進行教會
[00:02:30.000 --> 00:02:32.600]  參與祂們的崇拜和斷棋
[00:02:32.600 --> 00:02:35.000]  當時你猜我為什麼會去
[00:02:35.000 --> 00:02:36.400]  為什麼會跟朋友去教會
[00:02:36.400 --> 00:02:38.400]  你想想
[00:02:38.400 --> 00:02:39.200]  是不是說
[00:02:39.200 --> 00:02:41.400]  真好終於找到我生命的主宰了
[00:02:41.400 --> 00:02:44.000]  終於找到天上的量了
[00:02:44.000 --> 00:02:45.800]  終於找到我的神我的主了
