
[00:00:00.000 --> 00:00:03.320]  剛纔的師哥說到雲上的太陽
[00:00:03.320 --> 00:00:07.080]  剛纔說的師哥里面的師哥講到雲上的太陽
[00:00:07.080 --> 00:00:08.240]  它總是不改變
[00:00:08.240 --> 00:00:09.400]  它總是不改變
[00:00:09.400 --> 00:00:11.400]  無論是烏雲密佈
[00:00:11.400 --> 00:00:13.040]  無論是烏雲密佈
[00:00:13.040 --> 00:00:14.560]  無論是狂風暴雨
[00:00:14.560 --> 00:00:15.800]  無論是狂風暴雨
[00:00:15.800 --> 00:00:18.560]  這個太陽仍然是光照的
[00:00:18.560 --> 00:00:20.960]  那個太陽仍然是光照的
[00:00:20.960 --> 00:00:22.480]  今天是復活節
[00:00:22.480 --> 00:00:23.680]  今天是復活節
[00:00:23.680 --> 00:00:25.920]  我們都不經不覺
[00:00:25.920 --> 00:00:29.440]  是經歷了三年疫情的復活節
[00:00:29.440 --> 00:00:31.360]  我們已經不經不覺
[00:00:31.360 --> 00:00:34.440]  已經經過了三個疫情裏面的復活節
[00:00:34.440 --> 00:00:36.120]  我沒記錯的話
[00:00:36.120 --> 00:00:39.440]  至少有兩次是被停止實體的崇拜
[00:00:39.440 --> 00:00:40.400]  若說沒有記錯的話
[00:00:40.400 --> 00:00:42.560]  至少是有兩次被停止的實體崇拜
[00:00:42.560 --> 00:00:44.760]  但這個禮拜是最後一個星期
[00:00:44.760 --> 00:00:47.320]  但願這個禮拜是最後一個星期
[00:00:47.320 --> 00:00:50.520]  原本今天都是教會的四十八週年堂慶
[00:00:50.520 --> 00:00:53.480]  原本今天也是教會四十八週年的堂慶
[00:00:53.480 --> 00:00:57.240]  因爲政府已經公佈二十一號之後
[00:00:57.240 --> 00:00:59.800]  放寬宗教場所的限制
[00:00:59.800 --> 00:01:02.680]  因爲政府已經公佈二十一號之後
[00:01:02.680 --> 00:01:04.320]  放寬宗教場所的限制
[00:01:04.320 --> 00:01:07.400]  原本下個禮拜我們可以再在教會重聚
[00:01:07.400 --> 00:01:09.440]  我們下個禮拜就可以在教會里面重聚
[00:01:09.440 --> 00:01:13.560]  所以我們將堂慶改爲五月第一個主日舉行
[00:01:13.560 --> 00:01:17.360]  所以我們將堂慶改爲五月第一個主日
[00:01:17.360 --> 00:01:21.000]  復活節是一個充滿慶典和歡樂的日子
[00:01:21.000 --> 00:01:24.000]  復活節是一個充滿慶典和歡樂的日子
[00:01:24.000 --> 00:01:26.200]  也充滿一個盼望的主日
[00:01:26.200 --> 00:01:27.800]  也是一個充滿盼望的主日
[00:01:27.800 --> 00:01:30.160]  因爲我們所信的基督已經從死裏面復活
[00:01:30.160 --> 00:01:32.440]  因爲我們所相信的基督已經從死裏復活
[00:01:32.440 --> 00:01:34.320]  它帶給我們永恆的盼望
[00:01:34.320 --> 00:01:36.040]  它帶給我們永恆的盼望
[00:01:36.040 --> 00:01:38.920]  在疫情之下
[00:01:38.920 --> 00:01:40.040]  在疫情之下
[00:01:40.040 --> 00:01:44.520]  我們過了三年很平淡的復活節
[00:01:44.520 --> 00:01:46.440]  我們過了三年很平淡的復活節
[00:01:46.440 --> 00:01:49.280]  或者我們過了三年很難捱的日子
[00:01:49.280 --> 00:01:51.640]  和我們過了三年很難捱的日子
[00:01:51.640 --> 00:01:54.240]  但是正正因爲這個疫情
[00:01:54.240 --> 00:01:56.240]  但是正正因爲這個疫情
[00:01:56.240 --> 00:02:00.240]  復活節的盼望對我們來說更加迷信更加實際
[00:02:00.240 --> 00:02:05.240]  所以復活節的盼望對我們更加的實質
[00:02:05.240 --> 00:02:07.720]  有人說基督教的信仰
[00:02:07.720 --> 00:02:09.120]  有人說基督教的信仰
[00:02:09.120 --> 00:02:11.480]  其中一個最常見的答案就是
[00:02:11.480 --> 00:02:13.240]  其中一個最常見的答案就是
[00:02:13.240 --> 00:02:15.400]  所有宗教都是導人向神的
[00:02:15.400 --> 00:02:16.960]  所有宗教都是導人向神的
[00:02:16.960 --> 00:02:19.160]  所以殊途同歸信什麼都一樣
[00:02:19.160 --> 00:02:21.480]  所以殊途同歸信什麼都一樣的
[00:02:21.480 --> 00:02:23.720]  但是從基督教的角度來說
[00:02:23.720 --> 00:02:25.600]  但是從基督教的角度來說
[00:02:25.600 --> 00:02:26.920]  是不是真的一樣呢
[00:02:26.920 --> 00:02:28.120]  是否一樣呢
[00:02:28.120 --> 00:02:32.560]  基督教和其他的宗教有一個很關鍵性的不同
[00:02:32.560 --> 00:02:35.040]  基督教和其他的宗教有一個很關鍵性的問題
[00:02:35.040 --> 00:02:36.360]  就是耶穌基督的復活
[00:02:36.360 --> 00:02:37.800]  就是耶穌基督的復活
[00:02:37.800 --> 00:02:39.360]  你想一想
[00:02:39.360 --> 00:02:40.600]  你想一想
[00:02:40.600 --> 00:02:43.960]  創立佛教的釋迦牟尼
[00:02:43.960 --> 00:02:46.680]  創立佛教的釋迦牟尼
[00:02:46.680 --> 00:02:48.280]  他死了就死了
[00:02:48.280 --> 00:02:49.520]  他死了就死了
[00:02:49.520 --> 00:02:52.040]  伊斯蘭教的創立人
[00:02:52.040 --> 00:02:53.520]  伊斯蘭教的創立人
[00:02:53.520 --> 00:02:55.680]  摩罕默德他死了就死了
[00:02:55.680 --> 00:02:58.080]  摩罕默德他死了就死了
[00:02:58.080 --> 00:03:00.240]  唯有我們所信奉的耶穌基督
[00:03:00.240 --> 00:03:01.960]  唯有我們所先奉的耶穌基督
[00:03:01.960 --> 00:03:03.880]  他宣稱他從死裏面復活
[00:03:03.880 --> 00:03:05.640]  他宣稱他從死裏復活
[00:03:05.640 --> 00:03:07.080]  不單止是這樣
[00:03:07.080 --> 00:03:08.040]  不單止是這樣
[00:03:08.040 --> 00:03:12.000]  他由於每年他的生日和他的復活
[00:03:12.000 --> 00:03:13.840]  每年他的生日他的復活
[00:03:13.840 --> 00:03:17.080]  都被很多的國家定爲這個法定的假期
[00:03:17.080 --> 00:03:19.040]  他被很多的國家定爲法定的假期
[00:03:19.040 --> 00:03:20.120]  一統的慶祝
[00:03:20.120 --> 00:03:22.040]  一統的慶祝
[00:03:22.040 --> 00:03:27.040]  在1991年美國發動了沙漠風暴的戰爭
[00:03:27.040 --> 00:03:31.280]  1991年美國發動了沙漠風暴的戰爭
[00:03:31.280 --> 00:03:34.000]  他們在很短的時間內就征服了伊拉克
[00:03:34.000 --> 00:03:36.120]  他們在很短的時間內就征服了伊拉克
[00:03:36.120 --> 00:03:40.200]  大家都知道現代的戰爭講求戰術
[00:03:40.200 --> 00:03:41.200]  現在大家都知道
[00:03:41.200 --> 00:03:43.320]  現在的戰爭都是講求戰術
[00:03:43.320 --> 00:03:45.680]  爲了減低失亡率
[00:03:45.680 --> 00:03:47.400]  爲了減低失亡率
[00:03:47.400 --> 00:03:53.480]  通常就會用這些飛機去轟炸他們所有的軍事設施
[00:03:53.480 --> 00:03:56.120]  通常就會用這些飛機去轟炸他們所有的軍事設施
[00:03:56.120 --> 00:03:59.480]  破壞他們所有的戰鬥能力
[00:03:59.480 --> 00:04:01.120]  破壞他們所有的戰鬥能力
[00:04:01.120 --> 00:04:05.200]  然後你纔去地面收拾殘餘的結局
[00:04:05.200 --> 00:04:09.040]  然後他在地面收拾殘餘的結局
[00:04:09.040 --> 00:04:13.320]  其實其中一個原因是減少所謂的傷亡
[00:04:13.320 --> 00:04:15.520]  其中一個原因就是減少傷亡率
[00:04:15.520 --> 00:04:18.120]  但是無論如何戰爭就總有傷亡
[00:04:18.120 --> 00:04:20.240]  無論如何戰爭也是有傷亡的
[00:04:20.240 --> 00:04:23.280]  就在這次沙漠風暴的戰爭裏面
[00:04:23.280 --> 00:04:25.280]  這次沙漠風暴的戰爭裏面
[00:04:25.280 --> 00:04:28.520]  有一天國防部打了個電話通知一對父母
[00:04:28.520 --> 00:04:30.680]  國防部打了個電話通知一對父母
[00:04:30.680 --> 00:04:33.880]  告訴他們很不幸他們的兒子Clayton
[00:04:33.880 --> 00:04:36.920]  在這次戰役裏面已經是陣亡
[00:04:36.920 --> 00:04:40.200]  說他們的兒子Clayton在這次戰役裏面陣亡
[00:04:40.200 --> 00:04:44.960]  他的媽媽事後回憶收到這個電話之後
[00:04:44.960 --> 00:04:47.840]  他的媽媽事後回憶收到這個電話之後
[00:04:47.840 --> 00:04:49.720]  他說我整個人都崩潰了
[00:04:49.720 --> 00:04:51.000]  我整個人都崩潰了
[00:04:51.000 --> 00:04:54.400]  他實在接受不了
[00:04:54.400 --> 00:04:58.480]  我養了他二十幾年的兒子
[00:04:58.480 --> 00:05:00.160]  我養了他二十多年的兒子
[00:05:00.160 --> 00:05:02.320]  現在這樣就失去了生命
[00:05:02.320 --> 00:05:03.960]  現在這樣就失去了生命
[00:05:03.960 --> 00:05:05.960]  那麼跟着那幾天呢
[00:05:05.960 --> 00:05:06.960]  他跟着那幾天
[00:05:06.960 --> 00:05:09.960]  他每天起牀就是淚流滿面
[00:05:09.960 --> 00:05:14.080]  他每天早上起來就是淚流滿面
[00:05:14.080 --> 00:05:15.240]  以淚洗面
[00:05:15.240 --> 00:05:16.440]  以淚洗臉
[00:05:16.440 --> 00:05:18.480]  他簡直不能夠想象
[00:05:18.480 --> 00:05:19.960]  他簡直是不能想象
[00:05:19.960 --> 00:05:21.080]  失去兒子
[00:05:21.080 --> 00:05:23.120]  他餘下的人生還有什麼希望
[00:05:23.120 --> 00:05:24.160]  他失去兒子
[00:05:24.160 --> 00:05:25.840]  他餘下的人生怎麼去過
[00:05:25.840 --> 00:05:27.360]  彷彿好像世界末日
[00:05:27.360 --> 00:05:28.880]  彷彿就好像世界末日一樣
[00:05:28.880 --> 00:05:30.600]  更令人氣憤的呢
[00:05:30.600 --> 00:05:31.800]  更讓他氣憤的
[00:05:31.800 --> 00:05:33.440]  每次看新聞報導
[00:05:33.440 --> 00:05:34.640]  每次看新聞報導
[00:05:34.640 --> 00:05:37.480]  都說我們美軍是大禍傳承
[00:05:37.480 --> 00:05:38.600]  沒什麼傷亡
[00:05:38.600 --> 00:05:40.720]  都說美軍是大禍傳承
[00:05:40.720 --> 00:05:41.480]  沒什麼傷亡
[00:05:41.480 --> 00:05:45.840]  但爲什麼圍堵他的兒子在這次戰爭裏面陣亡呢
[00:05:45.840 --> 00:05:48.720]  爲什麼圍堵他的兒子在這次戰爭裏面死亡呢
[00:05:48.720 --> 00:05:52.240]  想起二十幾年和兒子那種點點滴滴
[00:05:52.240 --> 00:05:54.880]  想使二十多年看着他兒子點點滴滴
[00:05:54.880 --> 00:05:56.680]  他覺得人生再沒有希望
[00:05:56.680 --> 00:05:58.600]  他覺得他人生再沒有希望
[00:05:58.600 --> 00:06:00.880]  想不到三天之後一個清晨
[00:06:00.880 --> 00:06:02.800]  想不到三天之後一個早上
[00:06:02.800 --> 00:06:04.080]  他又接到另外一個電話
[00:06:04.080 --> 00:06:05.200]  他接到另外一個電話
[00:06:05.200 --> 00:06:08.400]  電話裏面一拎起這個電話呢
[00:06:08.400 --> 00:06:09.920]  他一拿起這個電話
[00:06:09.920 --> 00:06:11.920]  就聽見他的兒子在那裏喊
[00:06:11.920 --> 00:06:13.520]  媽媽我是凱騰
[00:06:13.520 --> 00:06:16.080]  他聽他的兒子叫他媽媽我是凱騰
[00:06:16.080 --> 00:06:17.800]  部隊搞錯了
[00:06:17.800 --> 00:06:18.640]  部隊搞錯了
[00:06:18.640 --> 00:06:19.800]  他認我陣亡
[00:06:19.800 --> 00:06:20.600]  他認我陣亡
[00:06:20.600 --> 00:06:21.840]  其實是另有其人
[00:06:21.840 --> 00:06:23.000]  其實是另有其人
[00:06:23.000 --> 00:06:25.760]  媽媽聽到聲音認出是自己的兒子
[00:06:25.760 --> 00:06:27.760]  媽媽聽到聲音認出是自己的兒子
[00:06:27.760 --> 00:06:29.120]  他回想起來
[00:06:29.120 --> 00:06:29.920]  他回想起來
[00:06:29.920 --> 00:06:31.960]  他說這個簡直是不可思議
