
[00:00:00.000 --> 00:00:05.000]  神賜給我們有很多尊貴的身份
[00:00:05.000 --> 00:00:08.000]  有好像這個貴官一樣的
[00:00:08.000 --> 00:00:16.000]  得勝者成功的身份
[00:00:16.000 --> 00:00:20.000]  也都給我們作為神的兒女
[00:00:20.000 --> 00:00:22.000]  有尊貴的
[00:00:22.000 --> 00:00:31.000]  王子、公主的身份
[00:00:31.000 --> 00:00:34.000]  為什麼在十誡上
[00:00:34.000 --> 00:00:38.000]  耶穌頭戴的
[00:00:38.000 --> 00:00:44.000]  只是一個荊棘的冠冕呢?
[00:00:44.000 --> 00:00:50.000]  神在整個的救恩的歷史當中
[00:00:50.000 --> 00:00:52.000]  告訴我們
[00:00:52.000 --> 00:00:54.000]  這個荊棘的冠冕
[00:00:54.000 --> 00:00:57.000]  不只是羅馬丁丁
[00:00:57.000 --> 00:01:04.000]  對耶穌作為尼塞亞猶太人的君王
[00:01:04.000 --> 00:01:07.000]  的一種嘲弄、一種政治的手段
[00:01:07.000 --> 00:01:10.000]  去羞辱耶穌
[00:01:10.000 --> 00:01:16.000]  去令到猶太人不再敢在地上
[00:01:16.000 --> 00:01:20.000]  去妄想有一個政治的角度
[00:01:20.000 --> 00:01:28.000]  一個君王、君士式的尼塞亞的來臨
[00:01:28.000 --> 00:01:31.000]  神原來就是給祂的指紋
[00:01:31.000 --> 00:01:34.000]  給祂所創造的、祂所愛的人
[00:01:34.000 --> 00:01:37.000]  有著尊貴的身份
[00:01:37.000 --> 00:01:40.000]  有著得勝的生命
[00:01:40.000 --> 00:01:41.000]  到今天
[00:01:41.000 --> 00:01:43.000]  那些原來屬於祂的人
[00:01:43.000 --> 00:01:48.000]  究竟是否在尋求神給予他們的尊貴和得勝呢?
[00:01:48.000 --> 00:01:49.000]  今天
[00:01:49.000 --> 00:01:51.000]  大家你們是否在復活的日子
[00:01:51.000 --> 00:01:54.000]  耶穌帶給你新生的機會的時候
[00:01:54.000 --> 00:01:57.000]  你跟著耶穌的腳中價值去走
[00:01:57.000 --> 00:02:03.000]  還是跟著這個世界的觀點去走呢?
[00:02:03.000 --> 00:02:05.000]  今天我們很多弟兄姊妹
[00:02:05.000 --> 00:02:09.000]  很可能不自覺被這個世界所催逼
[00:02:09.000 --> 00:02:13.000]  很多家長可能都在掙扎
[00:02:13.000 --> 00:02:17.000]  我們是否要幫我們的子女贏在起跑線呢?
[00:02:17.000 --> 00:02:21.000]  去得到這個世界所認許的成功和價值
[00:02:21.000 --> 00:02:26.000]  這個世界所認定的尊貴
[00:02:26.000 --> 00:02:30.000]  要自己作王、自己作主
[00:02:30.000 --> 00:02:35.000]  神在歷史的開始的時候
[00:02:35.000 --> 00:02:39.000]  祂已經把人放在給天使微小一點
[00:02:39.000 --> 00:02:41.000]  有著尊貴的身份
[00:02:41.000 --> 00:02:44.000]  去得著神所賜給他們的冠冕
[00:02:44.000 --> 00:02:48.000]  去管治大地
[00:02:48.000 --> 00:02:50.000]  這個是其他創造物
[00:02:50.000 --> 00:02:52.000]  沒有辦法可以享受到的
[00:02:52.000 --> 00:02:54.000]  一個尊榮的身份
[00:02:54.000 --> 00:03:02.000]  一個能夠跟神相愛、同工相交的地位
[00:03:02.000 --> 00:03:04.000]  但很可惜
[00:03:04.000 --> 00:03:06.000]  我們的始祖
[00:03:06.000 --> 00:03:08.000]  阿當孝說
[00:03:08.000 --> 00:03:10.000]  不是學校耶穌說
[00:03:10.000 --> 00:03:12.000]  不義與神同等為強奪的
[00:03:12.000 --> 00:03:15.000]  反倒剛剛相反
[00:03:15.000 --> 00:03:18.000]  他就覺得還是差一點點
[00:03:18.000 --> 00:03:20.000]  為什麼我不可以跟創造主
[00:03:20.000 --> 00:03:22.000]  我們的神一樣
[00:03:22.000 --> 00:03:24.000]  那麼能夠分別善惡
[00:03:24.000 --> 00:03:27.000]  那麼有能力、那麼有智慧呢?
[00:03:27.000 --> 00:03:31.000]  所以他們做了一個很致命的錯誤的選擇
[00:03:31.000 --> 00:03:36.000]  他不是去領受神所賜給他的榮譽的冠冕
[00:03:36.000 --> 00:03:40.000]  他要自己作自己生命的王
[00:03:40.000 --> 00:03:46.000]  作自己生命的主
[00:03:46.000 --> 00:03:48.000]  這個致命的選擇
[00:03:48.000 --> 00:03:50.000]  將整個人類的歷史
[00:03:50.000 --> 00:03:55.000]  帶入了一個需要蒙拯救的狀態
[00:03:55.000 --> 00:04:01.000]  原來冠冕是給那些被重視
[00:04:01.000 --> 00:04:07.000]  有特殊榮譽的一個記號、一個獎勵
[00:04:07.000 --> 00:04:11.000]  但是人渴想自己與神同等
[00:04:11.000 --> 00:04:14.000]  渴想有神一樣的能力
[00:04:14.000 --> 00:04:19.000]  結果我們選擇了一個死亡的冠冕
[00:04:19.000 --> 00:04:25.000]  人失去了神給我們最終的心靈的一個家鄉
[00:04:25.000 --> 00:04:27.000]  伊甸園
[00:04:27.000 --> 00:04:32.000]  一個原來可以與神永遠和好相交的地方
[00:04:32.000 --> 00:04:36.000]  一個永遠不能夠滅去的生命
[00:04:36.000 --> 00:04:41.000]  是神賜給人原有的恩典的禮物
[00:04:41.000 --> 00:04:44.000]  但是因著人要選擇自己作王
[00:04:44.000 --> 00:04:47.000]  人要選擇自己作主
[00:04:47.000 --> 00:04:49.000]  我們失去這一切
[00:04:49.000 --> 00:04:51.000]  換來的是甚麼呢?
[00:04:51.000 --> 00:04:57.000]  聖經說神賜給人一個新的離開樂園的生存狀況
[00:04:57.000 --> 00:04:59.000]  就是人要努力耕作
[00:04:59.000 --> 00:05:03.000]  人要面對這個地下會生出的襲泥和荊棘
[00:05:03.000 --> 00:05:05.000]  與它相對抗
[00:05:05.000 --> 00:05:07.000]  再不活在一個和諧的世界
[00:05:07.000 --> 00:05:11.000]  活在一個不和諧的世界
[00:05:11.000 --> 00:05:20.000]  人要為自己的選擇去作出一個後果的承擔
[00:05:20.000 --> 00:05:25.000]  結果人類就活在一個不和諧的世界
[00:05:25.000 --> 00:05:28.000]  常被苦難的荊棘圍困
[00:05:28.000 --> 00:05:30.000]  常被這個世界的荊棘
[00:05:30.000 --> 00:05:33.000]  這些扭曲的價值
[00:05:33.000 --> 00:05:38.000]  去轉移他們的目光離開他們所信靠的神
[00:05:38.000 --> 00:05:44.000]  我們遲早要面對死亡的終局
[00:05:44.000 --> 00:05:50.000]  是我們今天每一個人都需要去面對的結果
[00:05:50.000 --> 00:05:54.000]  但是神因著人選擇的錯誤
[00:05:54.000 --> 00:05:59.000]  放棄將人帶回一個美好的相交的關係
[00:05:59.000 --> 00:06:03.000]  將人帶回樂園的思想
[00:06:03.000 --> 00:06:06.000]  所以神給人荊棘是提醒他們
[00:06:06.000 --> 00:06:11.000]  你們的選擇是帶來苦難的結果
[00:06:11.000 --> 00:06:16.000]  因為人不願意信服神的心意
[00:06:16.000 --> 00:06:19.000]  人就必須要面對這個世界裏面
[00:06:19.000 --> 00:06:23.000]  有很多苦罪的迷思的現實的情況
[00:06:23.000 --> 00:06:29.000]  整個創造陷在一個待贖待拯救的狀態裏面
[00:06:29.000 --> 00:06:32.000]  因著尊貴人是被神所看重的
[00:06:32.000 --> 00:06:35.000]  尊貴的人做的錯誤的決定
[00:06:35.000 --> 00:06:42.000]  取了一個不應該得著的冠冕
[00:06:42.000 --> 00:06:46.000]  誰能夠將這個情況扭轉呢?
[00:06:46.000 --> 00:06:51.000]  誰能夠將這個人的錯誤選擇的後果消除呢?
[00:06:51.000 --> 00:06:56.000]  必須要有一個過程和由人來承擔
[00:06:56.000 --> 00:07:09.000]  將這個勝利將人從這個荊棘死亡罪惡的戰場裏面帶出來
[00:07:09.000 --> 00:07:12.000]  神對夏娃去宣告說
[00:07:12.000 --> 00:07:15.000]  你要傷蛇的頭
[00:07:15.000 --> 00:07:17.000]  蛇要傷你的腳筋
[00:07:17.000 --> 00:07:25.000]  就展開了這場很長久大的屬靈的爭戰
[00:07:25.000 --> 00:07:29.000]  整個救恩歷史的序幕就開始
[00:07:29.000 --> 00:07:34.000]  第一個亞當就是選擇強與神同等
[00:07:34.000 --> 00:07:39.000]  令到自己離開了神所給我們的依戀樂園
[00:07:39.000 --> 00:07:42.000]  而第二個亞當呢?
[00:07:42.000 --> 00:07:43.000]  而第二個亞當
[00:07:43.000 --> 00:07:44.000]  我們的主耶穌基督
[00:07:44.000 --> 00:07:48.000]  就好像我們在菲律賓的書2章那首的基督頌一樣
[00:07:48.000 --> 00:07:52.000]  就說他不以與神同等為強奪的
[00:07:52.000 --> 00:07:55.000]  他為了要進入這個苦罪的戰場裏面
[00:07:55.000 --> 00:07:59.000]  他選擇離開了天上和好美好的
[00:07:59.000 --> 00:08:02.000]  三位體神的相交的團契當中
[00:08:02.000 --> 00:08:04.000]  離開這個榮耀的地位
[00:08:04.000 --> 00:08:08.000]  離開這個最愛最和諧的境況
[00:08:08.000 --> 00:08:11.000]  去到這個世界當中
[00:08:11.000 --> 00:08:12.000]  有人福音說
[00:08:12.000 --> 00:08:15.000]  剛要進入黑暗
[00:08:15.000 --> 00:08:18.000]  黑暗卻不接受剛
[00:08:18.000 --> 00:08:23.000]  耶穌基督就是帶著一個去面對拒絕
[00:08:23.000 --> 00:08:26.000]  去面對人的攻擊
[00:08:26.000 --> 00:08:29.000]  去面對人的傷害不認同
[00:08:29.000 --> 00:08:35.000]  這個種的存活狀態來去認同人
[00:08:35.000 --> 00:08:37.000]  第二個亞當
[00:08:37.000 --> 00:08:42.000]  他要帶的是一個生命的冠冕
[00:08:42.000 --> 00:08:44.000]  他帶來的是要給人
[00:08:44.000 --> 00:08:48.000]  由死亡罪惡的困鎖裏面
[00:08:48.000 --> 00:08:52.000]  回到神的生命當中
[00:08:52.000 --> 00:08:59.000]  有美好的相交的機會
