
[00:00:00.000 --> 00:00:01.720]  各位弟兄姊妹、平安神
[00:00:01.720 --> 00:00:04.040]  今天要向你講說話
[00:00:04.040 --> 00:00:07.280]  每一個人都有些事情我們很害怕的
[00:00:07.280 --> 00:00:10.640]  另外有些事情我們很擔憂的
[00:00:10.640 --> 00:00:13.800]  害怕和擔憂是兩回事
[00:00:13.800 --> 00:00:15.880]  我也認識有一位姊妹
[00:00:15.880 --> 00:00:19.280]  當醫生告訴她她有癌症的時候
[00:00:19.280 --> 00:00:21.400]  她就害怕得很厲害
[00:00:21.400 --> 00:00:22.720]  她害怕什麼呢?
[00:00:22.720 --> 00:00:25.240]  她害怕死亡
[00:00:25.240 --> 00:00:28.840]  因為癌症有第二期、第三期
[00:00:28.840 --> 00:00:31.560]  第四期就差不多末期
[00:00:31.560 --> 00:00:33.760]  她當時是第三期
[00:00:33.760 --> 00:00:35.120]  她經常問醫生
[00:00:35.120 --> 00:00:37.400]  我什麼時候會到第四期?
[00:00:37.400 --> 00:00:40.760]  她又很怕到第四期她會很辛苦
[00:00:40.760 --> 00:00:43.840]  這種是一種很大的恐懼
[00:00:43.840 --> 00:00:47.000]  擔憂就是當我們發燒的時候
[00:00:47.000 --> 00:00:50.440]  我們就會懷疑自己是不是中了COVID
[00:00:50.440 --> 00:00:54.640]  當我的腳有時候走路痛的時候
[00:00:54.640 --> 00:00:59.600]  我就會擔憂會不會我的膝蓋的退化
[00:00:59.600 --> 00:01:01.720]  會越來越嚴重
[00:01:01.720 --> 00:01:04.440]  原來我們會有很多事情擔憂
[00:01:04.440 --> 00:01:07.560]  我們也會害怕一些事情
[00:01:07.560 --> 00:01:10.440]  但是今天我要送神的話給你
[00:01:10.440 --> 00:01:14.320]  因為神的話給我們一個很大的幫助
[00:01:14.320 --> 00:01:18.120]  原來神祂會幫我們
[00:01:18.120 --> 00:01:19.480]  神幫我
[00:01:19.480 --> 00:01:21.280]  神又幫你
[00:01:21.280 --> 00:01:27.680]  在以塞亞書41章第10到11節
[00:01:27.680 --> 00:01:31.000]  說了兩個不要
[00:01:31.000 --> 00:01:34.840]  祂說你不要害怕
[00:01:34.840 --> 00:01:36.360]  你不要害怕
[00:01:36.360 --> 00:01:40.760]  因為我與你同在
[00:01:40.760 --> 00:01:43.680]  祂不只是說你不要害怕
[00:01:43.680 --> 00:01:45.800]  祂給了你一個理由
[00:01:45.800 --> 00:01:48.000]  為什麼我會不害怕呢?
[00:01:48.000 --> 00:01:51.440]  因為神祂和我同在
[00:01:51.440 --> 00:01:53.640]  就是神和我一起
[00:01:53.640 --> 00:01:55.160]  那我還用怕什麼呢?
[00:01:55.160 --> 00:01:56.720]  有神在我旁邊
[00:01:56.720 --> 00:01:57.960]  有神在我旁邊
[00:01:57.960 --> 00:01:59.680]  我隨時可以抱住祂
[00:01:59.680 --> 00:02:02.640]  我隨時可以有祂在我的身邊
[00:02:02.640 --> 00:02:04.040]  加我的力量
[00:02:04.040 --> 00:02:06.160]  所以第一你不要害怕
[00:02:06.160 --> 00:02:09.040]  因為祂與你同在
[00:02:09.040 --> 00:02:12.280]  第二祂說你不要驚慌
[00:02:12.280 --> 00:02:14.360]  驚慌就是我們有時候說
[00:02:14.360 --> 00:02:18.160]  我們好像打冷顫一樣
[00:02:18.160 --> 00:02:21.880]  驚慌就是我們很膽怯
[00:02:21.880 --> 00:02:24.080]  我們很劣
[00:02:24.080 --> 00:02:28.040]  我們很恐懼、恐慌
[00:02:28.040 --> 00:02:32.320]  祂說因為我就是你的神
[00:02:32.320 --> 00:02:34.240]  你還有什麼好怕呢?
[00:02:34.240 --> 00:02:36.280]  你還有什麼好怕呢?
[00:02:36.280 --> 00:02:39.080]  祂不只是在我們旁邊與我們同在
[00:02:39.080 --> 00:02:42.320]  而且祂就是神
[00:02:42.320 --> 00:02:44.120]  神有多麼的能力
[00:02:44.120 --> 00:02:46.240]  神有多麼的大能力
[00:02:46.240 --> 00:02:48.000]  有神在
[00:02:48.000 --> 00:02:50.280]  請問你還擔心什麼?
[00:02:50.280 --> 00:02:51.480]  怕什麼?
[00:02:51.480 --> 00:02:54.080]  所以這兩句真的很重要
[00:02:54.080 --> 00:02:56.320]  不要害怕
[00:02:56.320 --> 00:02:58.400]  不要驚慌
[00:02:58.400 --> 00:03:00.520]  因為祂與我們同在
[00:03:00.520 --> 00:03:02.000]  因為祂是神
[00:03:02.000 --> 00:03:05.320]  然後下面還有三個必
[00:03:05.320 --> 00:03:09.160]  祂說我必兼顧你
[00:03:09.160 --> 00:03:12.080]  我必幫助你
[00:03:12.080 --> 00:03:16.640]  因為我會用公義的右手
[00:03:16.640 --> 00:03:18.680]  扶持著你
[00:03:18.680 --> 00:03:20.640]  我會托著你
[00:03:20.640 --> 00:03:22.520]  幫著你
[00:03:22.520 --> 00:03:24.080]  扶持你
[00:03:24.080 --> 00:03:25.320]  所以第一
[00:03:25.320 --> 00:03:27.520]  祂兼顧我們
[00:03:27.520 --> 00:03:28.400]  第二
[00:03:28.400 --> 00:03:30.760]  祂幫助我們
[00:03:30.760 --> 00:03:31.760]  第三
[00:03:31.760 --> 00:03:34.400]  祂扶實我們
[00:03:34.400 --> 00:03:36.240]  當我讀到這次聖經
[00:03:36.240 --> 00:03:39.360]  我心裡真的很安慰
[00:03:39.360 --> 00:03:41.640]  我們的神對我們多麼好
[00:03:41.640 --> 00:03:43.600]  真是無味不至
[00:03:43.600 --> 00:03:46.000]  我知道有很多媽媽
[00:03:46.000 --> 00:03:48.840]  真的很疼愛她們的小朋友
[00:03:48.840 --> 00:03:52.120]  照顧得他們無味不至
[00:03:52.120 --> 00:03:54.160]  小朋友肚子餓的時候
[00:03:54.160 --> 00:03:56.920]  媽媽馬上就會去餵奶
[00:03:56.920 --> 00:03:58.520]  當小朋友需要什麼
[00:03:58.520 --> 00:04:01.960]  媽媽馬上就會幫他找
[00:04:01.960 --> 00:04:04.840]  神也是這樣答應我們
[00:04:04.840 --> 00:04:07.680]  祂說我會兼顧你
[00:04:07.680 --> 00:04:10.360]  兼顧的反面就是軟弱
[00:04:10.360 --> 00:04:12.400]  有時我們會軟弱
[00:04:12.400 --> 00:04:15.760]  有時我們好像整個人沉了下來一樣
[00:04:15.760 --> 00:04:17.240]  神兼顧我們
[00:04:17.240 --> 00:04:18.120]  第二
[00:04:18.120 --> 00:04:20.280]  神幫助我們
[00:04:20.280 --> 00:04:22.840]  有時我們會自己覺得很無助
[00:04:22.840 --> 00:04:24.000]  求救
[00:04:24.000 --> 00:04:26.040]  你可不可以來幫幫我
[00:04:26.040 --> 00:04:27.840]  我想弄些什麼
[00:04:27.840 --> 00:04:28.680]  我又不懂弄
[00:04:28.680 --> 00:04:30.600]  你可不可以來幫幫我
[00:04:30.600 --> 00:04:32.480]  原來神幫我們
[00:04:32.480 --> 00:04:33.600]  第三
[00:04:33.600 --> 00:04:36.760]  祂用公義的右手
[00:04:36.760 --> 00:04:39.080]  來扶持我們
[00:04:39.080 --> 00:04:42.040]  有些人習慣用右手
[00:04:42.040 --> 00:04:45.240]  又有少數人習慣用左手
[00:04:45.240 --> 00:04:47.040]  用右手的人多一些
[00:04:47.040 --> 00:04:49.360]  右手好像比較有力
[00:04:49.360 --> 00:04:53.680]  神說祂是用祂公義的右手
[00:04:53.680 --> 00:04:55.760]  來扶持我們
[00:04:55.760 --> 00:04:58.080]  如果你想拖一個人的時候
[00:04:58.080 --> 00:05:00.440]  一定要用最有力的手
[00:05:00.440 --> 00:05:02.680]  來扶持他
[00:05:02.680 --> 00:05:04.640]  讓他不會跌
[00:05:04.640 --> 00:05:07.680]  神就是用公義的右手
[00:05:07.680 --> 00:05:09.040]  扶著我們
[00:05:09.040 --> 00:05:10.400]  你就不會跌
[00:05:10.400 --> 00:05:12.120]  你就不會動搖
[00:05:12.120 --> 00:05:14.520]  你就不會擔憂
[00:05:14.520 --> 00:05:17.400]  我們的神真的很愛我們
[00:05:17.400 --> 00:05:20.000]  而且愛我們愛到一個地步
[00:05:20.000 --> 00:05:22.880]  是無微不至的愛
[00:05:22.880 --> 00:05:24.440]  祂愛我們
[00:05:24.440 --> 00:05:25.880]  祂掛著我們
[00:05:25.880 --> 00:05:27.400]  祂看顧我們
[00:05:27.400 --> 00:05:29.360]  在聖經裡面關於神的愛
[00:05:29.360 --> 00:05:31.520]  真的有太多的經文
[00:05:31.520 --> 00:05:34.120]  有一段耶穌自己說
[00:05:34.120 --> 00:05:36.440]  祂好像沒有雞
[00:05:36.440 --> 00:05:40.760]  招聚小雞在祂的翅膀底下
[00:05:40.760 --> 00:05:42.200]  我不知道你見過沒有
[00:05:42.200 --> 00:05:47.200]  有時小雞很喜歡靠近母雞
[00:05:47.200 --> 00:05:49.760]  母雞伸開祂兩隻的翅膀
[00:05:49.760 --> 00:05:52.920]  就將小雞全部圍實
[00:05:52.920 --> 00:05:55.440]  於是小雞就很安全
[00:05:55.440 --> 00:05:58.840]  當有隻狗上來搞小雞的時候
[00:05:58.840 --> 00:06:01.240]  母雞就保護牠們
[00:06:01.240 --> 00:06:05.280]  母雞就攔著一切的攻擊
[00:06:05.280 --> 00:06:10.120]  今天神都同樣是這樣來看顧我們
[00:06:10.120 --> 00:06:13.520]  當我們幸在一個仰望神
[00:06:13.520 --> 00:06:14.640]  依靠神
[00:06:14.640 --> 00:06:17.440]  信靠祂的道路裡面
[00:06:17.440 --> 00:06:20.520]  我們就可以堅持下去
[00:06:20.520 --> 00:06:22.280]  走得暢順
[00:06:22.280 --> 00:06:24.920]  走得開心愉快
[00:06:24.920 --> 00:06:26.880]  願神兼顧你
[00:06:26.880 --> 00:06:30.200]  叫你無論落在什麼的境況裡面
[00:06:30.200 --> 00:06:32.480]  你都可以安心
[00:06:32.480 --> 00:06:35.200]  因為祂與我們同在
[00:06:35.200 --> 00:06:37.400]  祂就是我們的神
[00:06:37.400 --> 00:06:40.000]  所以今天神要向你講說話
[00:06:40.000 --> 00:06:41.800]  神要將這個應許
[00:06:41.800 --> 00:06:44.080]  將這個幫助送給你
[00:06:44.080 --> 00:06:45.640]  所以請你記得
[00:06:45.640 --> 00:06:49.880]  以塞亞書41章10到11節
[00:06:49.880 --> 00:06:52.800]  神送給你的金句
