
[00:00:00.000 --> 00:00:02.760]  多謝敬拜女兒 帶領一個很好的敬拜
[00:00:02.760 --> 00:00:04.720]  因為講到這麼近
[00:00:04.720 --> 00:00:08.040]  不好意思 整個思緒還是從上一篇引導下來的
[00:00:08.040 --> 00:00:09.360]  在上一個星期
[00:00:09.360 --> 00:00:12.320]  就講了施比壽的「唯有福」
[00:00:12.320 --> 00:00:15.720]  我就去小組討論
[00:00:15.720 --> 00:00:17.360]  在討論的時候發覺
[00:00:17.360 --> 00:00:21.440]  原來大家對施與壽這兩個身份的
[00:00:21.440 --> 00:00:23.840]  心路歷程都是很複雜的
[00:00:23.840 --> 00:00:25.840]  我見到有部分的弟兄姊妹
[00:00:25.840 --> 00:00:27.520]  特別是年輕的弟兄姊妹
[00:00:27.520 --> 00:00:30.600]  他們是很喜歡接受別人的事
[00:00:30.600 --> 00:00:33.680]  很喜歡被別人服侍
[00:00:33.680 --> 00:00:37.520]  但是到了一些年紀大一點的
[00:00:37.520 --> 00:00:39.640]  就開始發覺原來都是複雜的
[00:00:39.640 --> 00:00:42.000]  我們喜歡去幫助別人
[00:00:42.000 --> 00:00:44.160]  但是要接受別人幫助
[00:00:44.160 --> 00:00:47.080]  都有一些怪怪的感覺
[00:00:47.080 --> 00:00:49.960]  又不是很想麻煩別人諸如此類
[00:00:49.960 --> 00:00:53.120]  所以對於學習原來去愛人
[00:00:53.120 --> 00:00:55.360]  我發現都很複雜的
[00:00:55.360 --> 00:00:57.920]  但是當中有一個分享
[00:00:57.920 --> 00:01:01.320]  我覺得都形成了我今天的講章
[00:01:01.320 --> 00:01:03.640]  他就說真是麻煩
[00:01:03.640 --> 00:01:06.760]  愛人都弄得這麼麻煩
[00:01:06.760 --> 00:01:09.800]  可不可以大家瀟灑一點呢
[00:01:09.800 --> 00:01:13.440]  頂只會你覺得你愛得瀟灑
[00:01:13.440 --> 00:01:16.280]  大家都是有些入頭有些不太好
[00:01:16.280 --> 00:01:18.640]  那我就想怎麼可以令我們
[00:01:18.640 --> 00:01:22.440]  去愛人的時候可以愛得瀟灑一點呢
[00:01:22.440 --> 00:01:24.880]  一想起這個話題的時候
[00:01:24.880 --> 00:01:27.040]  不好意思你看到這幅圖你就知道了
[00:01:27.040 --> 00:01:28.960]  我突然想起一首詩
[00:01:28.960 --> 00:01:32.240]  一首詩是我們中學生時代很喜歡的
[00:01:32.240 --> 00:01:35.360]  就是「再別康橋」
[00:01:35.360 --> 00:01:37.440]  我不知道是不是這一代的人
[00:01:37.440 --> 00:01:38.960]  那就是徐志摩的
[00:01:38.960 --> 00:01:41.480]  講兩句給年輕人聽一下好嗎
[00:01:41.480 --> 00:01:43.000]  一開始的時候他就說
[00:01:43.000 --> 00:01:46.920]  「輕輕的我走了 正如我輕輕的來」
[00:01:46.920 --> 00:01:51.400]  「我輕輕的揮手 作別西天的雲彩」
[00:01:51.400 --> 00:01:53.600]  最後尾段是差不多的
[00:01:53.600 --> 00:01:57.840]  「悄悄的我走了 正如我悄悄的來」
[00:01:57.840 --> 00:02:02.840]  「我揮一揮衣袖 不帶走一片雲彩」
[00:02:02.840 --> 00:02:04.880]  我不知道你接觸這首詩的時候怎麼樣
[00:02:04.880 --> 00:02:07.000]  那時候是一首歌 你明白嗎
[00:02:07.000 --> 00:02:10.840]  年輕的我簡直覺得很棒
[00:02:10.840 --> 00:02:13.560]  這個愛情真的挺瀟灑的 你明白嗎
[00:02:13.560 --> 00:02:15.920]  靜靜的來又靜靜的去
[00:02:15.920 --> 00:02:20.240]  你不帶走一片雲彩 很棒
[00:02:20.240 --> 00:02:21.400]  事實上是這樣的
[00:02:21.400 --> 00:02:23.040]  小時候經常被騙的 是不是
[00:02:23.040 --> 00:02:25.720]  當我開始很喜歡這個徐志摩是誰
[00:02:25.720 --> 00:02:27.080]  挺帥氣的
[00:02:27.080 --> 00:02:28.640]  於是就看他的東西
[00:02:28.640 --> 00:02:31.080]  發現 你問我 對不起
[00:02:31.080 --> 00:02:32.400]  如果你是他的迷
[00:02:32.400 --> 00:02:33.200]  不好意思
[00:02:33.200 --> 00:02:33.760]  我看完之後
[00:02:33.760 --> 00:02:35.640]  我從以後幾十年都不會再看他的了
[00:02:35.640 --> 00:02:37.960]  我覺得他是渣男
[00:02:37.960 --> 00:02:40.120]  今天不是講愛情故事
[00:02:40.120 --> 00:02:41.360]  所以不處理這個問題
[00:02:41.360 --> 00:02:42.160]  事實上是的
[00:02:42.160 --> 00:02:45.400]  我們都很想在愛人這件事
[00:02:45.400 --> 00:02:48.320]  或者是愛這件事裡面是瀟灑的
[00:02:48.320 --> 00:02:50.520]  不過問題是廣東話是比較麻煩
[00:02:50.520 --> 00:02:52.320]  因為我們的「愛」字很複雜
[00:02:52.320 --> 00:02:53.920]  就是你愛不愛
[00:02:53.920 --> 00:02:55.280]  那愛就買了它
[00:02:55.280 --> 00:02:55.880]  你喜不喜歡
[00:02:55.880 --> 00:02:57.320]  喜歡就買了它那些
[00:02:57.320 --> 00:03:00.800]  我們的「愛」不同聖經裡面說的「愛」
[00:03:00.800 --> 00:03:02.880]  我們的「愛」是有佔有的感覺
[00:03:02.880 --> 00:03:05.200]  還有有些是我喜歡就我喜歡
[00:03:05.200 --> 00:03:06.280]  徐志摩就是這樣
[00:03:06.280 --> 00:03:07.680]  他好像很瀟灑
[00:03:07.680 --> 00:03:10.880]  但是他沒有去負上這個愛情的責任
[00:03:10.880 --> 00:03:11.880]  大哥 是不是
[00:03:11.880 --> 00:03:14.640]  還有我們有時候做基督徒都會是
[00:03:14.640 --> 00:03:15.840]  為什麼你會信主
[00:03:15.840 --> 00:03:18.200]  大部分都是因為你祈求的東西
[00:03:18.200 --> 00:03:20.600]  你想的東西神為你成就
[00:03:20.600 --> 00:03:22.280]  那你就很容易信主
[00:03:22.280 --> 00:03:24.760]  為什麼這麼多人信了主之後又會離開
[00:03:24.760 --> 00:03:26.280]  因為當他想要的東西
[00:03:26.280 --> 00:03:27.520]  他喜歡的東西
[00:03:27.520 --> 00:03:29.680]  好像上帝都不成就的時候
[00:03:29.680 --> 00:03:32.680]  於是他們就會真的離開這個信仰
[00:03:32.680 --> 00:03:35.520]  因此今天我想在教會裡面一段時間的弟兄姊妹
[00:03:35.520 --> 00:03:37.640]  我們真的明白這個救恩
[00:03:37.640 --> 00:03:39.760]  我們真的很想去跟從神
[00:03:39.760 --> 00:03:42.240]  很想去愛主去愛人的時候
[00:03:42.240 --> 00:03:45.200]  我們心裡面都是有些糾結的
[00:03:45.200 --> 00:03:46.880]  原因就是愛神
[00:03:46.880 --> 00:03:48.440]  我們都愛的 是不是
[00:03:48.440 --> 00:03:50.480]  就是覺得神對我們很好
[00:03:50.480 --> 00:03:53.840]  但是愛神就好像有些虛無飄渺的感覺
[00:03:53.840 --> 00:03:55.400]  當然當你回到教會裡
[00:03:55.400 --> 00:03:58.480]  你知道愛神原來你是需要去愛人的
[00:03:58.480 --> 00:04:00.560]  那不是太抗拒的
[00:04:00.560 --> 00:04:02.920]  不過如果你有些不好的經驗
[00:04:02.920 --> 00:04:05.040]  於是你這個人就越來越粗了
[00:04:05.040 --> 00:04:07.520]  初初來的時候很熱情的
[00:04:07.520 --> 00:04:09.040]  但是慢慢你發覺
[00:04:09.040 --> 00:04:10.040]  有得這麼少
[00:04:10.040 --> 00:04:12.400]  酷酷的基督徒都是信得這麼少的
[00:04:12.400 --> 00:04:14.640]  他越來越酷
[00:04:14.640 --> 00:04:16.480]  因此當教會一路去講
[00:04:16.480 --> 00:04:18.560]  我們要去愛身邊的人
[00:04:18.560 --> 00:04:19.800]  愛你的親戚朋友
[00:04:19.800 --> 00:04:21.080]  都勉強OK
[00:04:21.080 --> 00:04:23.000]  到講愛社區
