
[00:00:00.000 --> 00:00:02.000]  復活節
[00:00:02.000 --> 00:00:04.000]  今天還有另一個節
[00:00:04.000 --> 00:00:06.000]  今天是清明節
[00:00:06.000 --> 00:00:10.000]  清明節就是掃墓
[00:00:10.000 --> 00:00:13.000]  我們基督徒不說拜山的
[00:00:13.000 --> 00:00:16.000]  有些東西我們說留在拜山之講
[00:00:16.000 --> 00:00:18.000]  基督徒就不說拜山的
[00:00:18.000 --> 00:00:20.000]  我們就說掃墓
[00:00:20.000 --> 00:00:21.000]  獻花
[00:00:21.000 --> 00:00:23.000]  所以今天的道
[00:00:23.000 --> 00:00:25.000]  就說一下生
[00:00:25.000 --> 00:00:27.000]  即是復活
[00:00:27.000 --> 00:00:28.000]  又說一下死
[00:00:28.000 --> 00:00:30.000]  弟子們我們怎樣體會
[00:00:30.000 --> 00:00:32.000]  在我們的生活裡
[00:00:32.000 --> 00:00:34.000]  我們今天在世的每一個人
[00:00:34.000 --> 00:00:36.000]  我們都應該沒經歷過死
[00:00:36.000 --> 00:00:38.000]  是不是
[00:00:38.000 --> 00:00:40.000]  沒經歷過死
[00:00:40.000 --> 00:00:42.000]  那個的經驗
[00:00:42.000 --> 00:00:44.000]  但是可能有些情況
[00:00:44.000 --> 00:00:46.000]  我們在死亡的邊緣回來
[00:00:46.000 --> 00:00:48.000]  弟子們我們
[00:00:48.000 --> 00:00:50.000]  看我們的信仰我們會怎樣去理解
[00:00:50.000 --> 00:00:54.000]  當這一班的婦女
[00:00:54.000 --> 00:00:57.000]  如果我們看在路加福音的24章
[00:00:57.000 --> 00:00:59.000]  頭的時候
[00:00:59.000 --> 00:01:01.000]  由一節開始就說
[00:01:01.000 --> 00:01:03.000]  七天的頭一天早上
[00:01:03.000 --> 00:01:05.000]  一班的婦女就要去到
[00:01:05.000 --> 00:01:07.000]  主耶穌基督的墓前
[00:01:07.000 --> 00:01:09.000]  要預備香料去
[00:01:09.000 --> 00:01:11.000]  塗抹她的身體的時候
[00:01:11.000 --> 00:01:13.000]  誰知一進去就
[00:01:13.000 --> 00:01:15.000]  不見耶穌
[00:01:15.000 --> 00:01:17.000]  天使就告訴她
[00:01:17.000 --> 00:01:19.000]  她已經復活了
[00:01:19.000 --> 00:01:21.000]  在這樣的情況下
[00:01:21.000 --> 00:01:23.000]  婦女就很害怕
[00:01:23.000 --> 00:01:25.000]  那兩個人就告訴她
[00:01:25.000 --> 00:01:27.000]  你為什麼在死人的裏面找活人呢
[00:01:27.000 --> 00:01:29.000]  你為什麼在死人的裏面
[00:01:29.000 --> 00:01:31.000]  找活人呢
[00:01:31.000 --> 00:01:33.000]  弟子們你會不會在死人的裏面
[00:01:33.000 --> 00:01:35.000]  找活人呢
[00:01:35.000 --> 00:01:37.000]  你會不會去墳墓裏面
[00:01:37.000 --> 00:01:39.000]  找個活人出來給你看呢
[00:01:39.000 --> 00:01:41.000]  我們不會這樣
[00:01:41.000 --> 00:01:43.000]  當我們看到這一段的時候
[00:01:43.000 --> 00:01:45.000]  天使就告訴她
[00:01:45.000 --> 00:01:47.000]  人子已經被釘了
[00:01:47.000 --> 00:01:49.000]  第三天復活
[00:01:49.000 --> 00:01:51.000]  這一班的婦女
[00:01:51.000 --> 00:01:53.000]  包括
[00:01:53.000 --> 00:01:55.000]  茉達拉瑪麗亞
[00:01:55.000 --> 00:01:57.000]  約阿娜
[00:01:57.000 --> 00:01:59.000]  亞國的母親瑪麗亞
[00:01:59.000 --> 00:02:01.000]  和他們一起的一班的婦女
[00:02:01.000 --> 00:02:03.000]  知道這個消息
[00:02:03.000 --> 00:02:05.000]  就去告訴使徒
[00:02:05.000 --> 00:02:09.000]  這班使徒
[00:02:09.000 --> 00:02:11.000]  是不是跟了耶穌三年
[00:02:11.000 --> 00:02:15.000]  其實說很多有關耶穌的
[00:02:15.000 --> 00:02:17.000]  事蹟的時候
[00:02:17.000 --> 00:02:21.000]  他們知道很多
[00:02:21.000 --> 00:02:23.000]  反應就跟婦女說
[00:02:23.000 --> 00:02:27.000]  這個是胡言
[00:02:27.000 --> 00:02:31.000]  胡言亂講
[00:02:31.000 --> 00:02:35.000]  胡言就不相信
[00:02:35.000 --> 00:02:37.000]  一班的使徒
[00:02:37.000 --> 00:02:39.000]  就不相信
[00:02:39.000 --> 00:02:41.000]  唯有一個就是彼得
[00:02:41.000 --> 00:02:43.000]  聽到就跑去墳墓
[00:02:43.000 --> 00:02:45.000]  低頭看到
[00:02:45.000 --> 00:02:47.000]  細麻布的時候
[00:02:47.000 --> 00:02:49.000]  就回去了
[00:02:49.000 --> 00:02:51.000]  這是一件
[00:02:51.000 --> 00:02:53.000]  稀奇所成就的事
[00:02:53.000 --> 00:02:57.000]  稀奇你可以看是很奇怪
[00:02:57.000 --> 00:02:59.000]  又或者就正如我們今天
[00:02:59.000 --> 00:03:01.000]  唱的一個詩歌
[00:03:01.000 --> 00:03:03.000]  Amazing
[00:03:03.000 --> 00:03:05.000]  Amaze
[00:03:05.000 --> 00:03:07.000]  是一種很稀奇很奇特
[00:03:07.000 --> 00:03:09.000]  很奇妙的意思
[00:03:09.000 --> 00:03:13.000]  這個就是講述耶穌基督復活的
[00:03:13.000 --> 00:03:15.000]  第一至十二節
[00:03:15.000 --> 00:03:17.000]  然後今天我們的講道
[00:03:17.000 --> 00:03:19.000]  就到此
[00:03:19.000 --> 00:03:21.000]  兩個門徒
[00:03:21.000 --> 00:03:23.000]  聖經的記載只是提一個名字
[00:03:23.000 --> 00:03:27.000]  這個名字叫格勞巴
[00:03:27.000 --> 00:03:29.000]  似乎在
[00:03:29.000 --> 00:03:31.000]  聖經裡面只有一個
[00:03:31.000 --> 00:03:33.000]  這樣的名字
[00:03:33.000 --> 00:03:35.000]  有些人說在約翰福音裡面
[00:03:35.000 --> 00:03:37.000]  有一個叫格羅拜
[00:03:37.000 --> 00:03:39.000]  這個不肯定
[00:03:39.000 --> 00:03:41.000]  留給解經家你慢慢去處理
[00:03:41.000 --> 00:03:43.000]  這裡就說其中一個門徒
[00:03:43.000 --> 00:03:45.000]  叫格勞巴
[00:03:45.000 --> 00:03:47.000]  完全不記得他的名字
[00:03:47.000 --> 00:03:49.000]  已經不是很重要
[00:03:49.000 --> 00:03:51.000]  這兩個門徒
[00:03:51.000 --> 00:03:53.000]  就要去到一個村
[00:03:53.000 --> 00:03:55.000]  這個村
[00:03:55.000 --> 00:03:57.000]  叫做爾瑪五斯
[00:03:57.000 --> 00:03:59.000]  爾瑪五斯
[00:03:59.000 --> 00:04:01.000]  如果你在耶路撒冷
[00:04:01.000 --> 00:04:03.000]  這裡說的是25里
[00:04:03.000 --> 00:04:05.000]  英里就大概18至20度
[00:04:05.000 --> 00:04:07.000]  在耶路撒冷的
[00:04:07.000 --> 00:04:09.000]  西北
[00:04:09.000 --> 00:04:11.000]  偏西
[00:04:11.000 --> 00:04:13.000]  25里
[00:04:13.000 --> 00:04:15.000]  要去到那裡
[00:04:15.000 --> 00:04:17.000]  他們在路途上
[00:04:17.000 --> 00:04:19.000]  兩個人最好
[00:04:19.000 --> 00:04:21.000]  行路最好兩個人
[00:04:21.000 --> 00:04:23.000]  不要一個人自言自語
[00:04:23.000 --> 00:04:25.000]  兩個人傾談
[00:04:25.000 --> 00:04:27.000]  有關他們在耶路撒冷
[00:04:27.000 --> 00:04:29.000]  所經歷
[00:04:29.000 --> 00:04:31.000]  所遇見的事
[00:04:31.000 --> 00:04:33.000]  在過程裡面
[00:04:33.000 --> 00:04:35.000]  一路走一路說
[00:04:35.000 --> 00:04:37.000]  說什麼呢?
[00:04:37.000 --> 00:04:39.000]  耶穌已經離開了
[00:04:39.000 --> 00:04:41.000]  他們又聽到耶穌復活
[00:04:41.000 --> 00:04:43.000]  聽到而已
[00:04:43.000 --> 00:04:45.000]  他們沒有看到
[00:04:45.000 --> 00:04:47.000]  就在那裡傾談
[00:04:47.000 --> 00:04:49.000]  接著第十五節
[00:04:49.000 --> 00:04:51.000]  在談論的時候
[00:04:51.000 --> 00:04:53.000]  耶穌就親自
[00:04:53.000 --> 00:04:55.000]  就近他們
[00:04:55.000 --> 00:04:57.000]  和他們一起走
[00:04:57.000 --> 00:04:59.000]  走著走著
[00:04:59.000 --> 00:05:01.000]  有個人走近他們
[00:05:01.000 --> 00:05:03.000]  在他們旁邊
[00:05:03.000 --> 00:05:05.000]  聖經這裡記載就很有趣
[00:05:05.000 --> 00:05:07.000]  怎樣說呢?
[00:05:07.000 --> 00:05:09.000]  只是他們的眼睛
[00:05:09.000 --> 00:05:11.000]  迷糊了
[00:05:11.000 --> 00:05:13.000]  不認識他
[00:05:13.000 --> 00:05:15.000]  他們的眼睛迷糊了
[00:05:15.000 --> 00:05:17.000]  不認識他
[00:05:17.000 --> 00:05:19.000]  弟子妹
[00:05:19.000 --> 00:05:21.000]  你什麼情況下
[00:05:21.000 --> 00:05:23.000]  眼睛會迷糊的?
[00:05:23.000 --> 00:05:25.000]  你有三四天沒睡
[00:05:25.000 --> 00:05:27.000]  你的眼睛應該模糊的
[00:05:27.000 --> 00:05:29.000]  對不對?
[00:05:29.000 --> 00:05:31.000]  你過了六十歲
[00:05:31.000 --> 00:05:33.000]  你是不是應該有些白內障
[00:05:33.000 --> 00:05:35.000]  你都會模糊的
[00:05:35.000 --> 00:05:37.000]  對不對?
[00:05:37.000 --> 00:05:39.000]  我們有很多人有近視
[00:05:39.000 --> 00:05:41.000]  你現在脫了眼鏡
[00:05:41.000 --> 00:05:43.000]  看看你模糊不模糊
[00:05:43.000 --> 00:05:47.000]  你有近視
[00:05:47.000 --> 00:05:49.000]  你又看不到遠
[00:05:49.000 --> 00:05:51.000]  很模糊
[00:05:51.000 --> 00:05:53.000]  聖經這裡就說
[00:05:53.000 --> 00:05:55.000]  這兩個門徒
[00:05:55.000 --> 00:05:57.000]  雖然他們見到耶穌
[00:05:57.000 --> 00:05:59.000]  耶穌親自
[00:05:59.000 --> 00:06:01.000]  就近他們
[00:06:01.000 --> 00:06:03.000]  有時候我們祈禱
[00:06:03.000 --> 00:06:05.000]  主耶穌親自
[00:06:05.000 --> 00:06:07.000]  來處理一些事情
[00:06:07.000 --> 00:06:09.000]  主耶穌親自來到我們當中
[00:06:09.000 --> 00:06:11.000]  有時候
[00:06:11.000 --> 00:06:13.000]  主耶穌親自在我們當中
[00:06:13.000 --> 00:06:15.000]  你有什麼反應呢?
[00:06:15.000 --> 00:06:17.000]  但是這兩個門徒就很迷糊
[00:06:17.000 --> 00:06:19.000]  眼睛迷糊
[00:06:19.000 --> 00:06:21.000]  不認識他
[00:06:21.000 --> 00:06:23.000]  弟子妹這兩個門徒
[00:06:23.000 --> 00:06:25.000]  經歷了什麼呢?
[00:06:25.000 --> 00:06:27.000]  經歷了他們所愛的師父
[00:06:27.000 --> 00:06:29.000]  老師 耶穌
[00:06:29.000 --> 00:06:31.000]  在三年裡跟他們一起生活
[00:06:31.000 --> 00:06:33.000]  教導他們
[00:06:33.000 --> 00:06:35.000]  告訴他們
[00:06:35.000 --> 00:06:37.000]  我是一個救贖主
[00:06:37.000 --> 00:06:39.000]  我要拯救他們
[00:06:39.000 --> 00:06:41.000]  他們期望將他們從一個
[00:06:41.000 --> 00:06:43.000]  強權裡面拯救
[00:06:43.000 --> 00:06:45.000]  在羅馬政權裡面
[00:06:45.000 --> 00:06:47.000]  這些以色列人要得著救贖
[00:06:47.000 --> 00:06:49.000]  有這樣的期望
[00:06:49.000 --> 00:06:51.000]  但是最終
[00:06:51.000 --> 00:06:53.000]  在十字架上被釘
[00:06:53.000 --> 00:06:55.000]  死了
[00:06:55.000 --> 00:06:57.000]  然後他們聽到
[00:06:57.000 --> 00:06:59.000]  他復活
[00:06:59.000 --> 00:07:01.000]  他們不單是眼睛迷糊
[00:07:01.000 --> 00:07:03.000]  頭腦也迷糊
