
[00:00:00.000 --> 00:00:07.000]  福特兄姊妹,讓我們在聆聽主導而先,我們一起同心低頭禱告
[00:00:07.000 --> 00:00:12.000]  師父,我多謝你,多謝你讓我們能夠再次回來,在主你的說話的面前仰望
[00:00:12.000 --> 00:00:18.000]  也多謝你讓我們能夠眾大兄姊妹可以一同的勾哥重贊,仰望在主你的當中
[00:00:18.000 --> 00:00:26.000]  求你的帶領,讓我們能夠在整個崇拜的裏面,每一個大兄姊妹都能夠真的緊貼主你的心
[00:00:26.000 --> 00:00:31.000]  也讓我們能夠在聆聽主導的過程裏面,有聖靈帶領誘導我們
[00:00:31.000 --> 00:00:35.000]  好想我們能夠掌握到聖經當中的真正的教導
[00:00:35.000 --> 00:00:43.000]  從而使我們在每一天的生命生活裏面,知道怎樣信行合一,行在主你的心思意念當中
[00:00:43.000 --> 00:00:50.000]  我們再次將這段時間交上,求你的帶領,奉靠主耶穌基督得聖的名字而靠,阿們
[00:00:50.000 --> 00:00:57.000]  好,開始之前我想問一下大家一條問題,基督徒應不應該說謊?
[00:00:57.000 --> 00:01:00.000]  或者基督徒可不可以說謊?
[00:01:00.000 --> 00:01:06.000]  我可以很斬釘截鐵地說,基督徒是不應該說謊的
[00:01:06.000 --> 00:01:17.000]  不過很多時候當我們去看回聖經的時候,就很多疑問甚至引發出有很多不同類型的神學
[00:01:17.000 --> 00:01:22.000]  就去關乎於講話的,特別講大話這個題目
[00:01:22.000 --> 00:01:30.000]  在聖經當中,譬如在馬太福音第五章第37節裏面,耶穌曾經這樣教過
[00:01:30.000 --> 00:01:40.000]  祂說:「你們的話,是就說是,不是就說是不是,若再多說就出於那惡者」
[00:01:40.000 --> 00:01:44.000]  這句話其實是一個很清楚的指示
[00:01:44.000 --> 00:01:48.000]  本來在登山寶墳當中,給我們一個這樣的教導
[00:01:48.000 --> 00:01:54.000]  其實是告訴我們,我們不應該說任何含糊其詞
[00:01:54.000 --> 00:02:02.000]  或者有引導人有任何錯誤思想,甚至有一些偏離真實事實的一些說話
[00:02:02.000 --> 00:02:06.000]  是從基督徒而出,或者從神的指紋而出
[00:02:06.000 --> 00:02:15.000]  但是這種說法也造成了一些信徒,就說如果遇著一些情形
[00:02:15.000 --> 00:02:24.000]  我們是會有一個現象是說了大話可能會好一點,容易過一點
[00:02:24.000 --> 00:02:29.000]  或者可以救到人的生命的話,那為什麼不能說呢
[00:02:29.000 --> 00:02:38.000]  所以也都在聖經讀的過程當中,不少的人就嘗試去找一些經文
[00:02:38.000 --> 00:02:40.000]  去印證說大話是有它的好處
[00:02:40.000 --> 00:02:46.000]  那我們就要回來問耶穌這樣教
[00:02:46.000 --> 00:02:52.000]  但是你又找一些例子來嘗試,聖經都說有人去說大話
[00:02:52.000 --> 00:03:04.000]  譬如最簡單的一個例子,在舊約聖經約書阿記,一開始有個開記載的女士叫拉合
[00:03:04.000 --> 00:03:14.000]  因為她說大話,就保守了兩個神的指紋當中去差派的探子
[00:03:14.000 --> 00:03:23.000]  那就造就了成功的上帝進入迦南地的序幕,那為什麼不好呢
[00:03:23.000 --> 00:03:30.000]  今天我就想透過這段聖經來一方面去想這個題目
[00:03:30.000 --> 00:03:32.000]  但這個題目不是最核心的問題
[00:03:32.000 --> 00:03:39.000]  今天想去看的是從這段經文當中去看一下門徒訓練裡面其中一個的挑戰
[00:03:39.000 --> 00:03:45.000]  甚至挑戰的場合,就是說究竟我們遇見這些情況
[00:03:45.000 --> 00:03:51.000]  我們說話究竟是要怎樣去說,甚至是不是說大話可以可行呢
[00:03:51.000 --> 00:03:57.000]  大話是不是一種睿智呢,還是一種真正的謊言呢
[00:03:57.000 --> 00:04:04.000]  這個成為了今天這段經文裡面一個很有趣的一個題目
[00:04:04.000 --> 00:04:10.000]  尤其是在今天我們教會信徒當中,經常都有一些理由
[00:04:10.000 --> 00:04:14.000]  就是有一些叫做白色的謊言,那我們是不是說白色謊言就沒問題呢
[00:04:14.000 --> 00:04:17.000]  將這些謊言將它變成白,洗白它
[00:04:17.000 --> 00:04:24.000]  有時候好像將黑錢洗白,這樣的做法就已經變成沒事了
[00:04:24.000 --> 00:04:28.000]  我們一起去看一下這段聖經說些什麼吧
[00:04:28.000 --> 00:04:32.000]  剛才Sandy麻煩跟我們讀了一次,那我們再讀多一次好嗎
[00:04:32.000 --> 00:04:37.000]  讀多一次這段經文,其實這段經文不是不熟悉的,我們很熟悉的
[00:04:37.000 --> 00:04:42.000]  不過呢,我們經常很專注在片段而已
[00:04:42.000 --> 00:04:45.000]  但是我們整體來看一下這段聖經說些什麼吧
[00:04:45.000 --> 00:04:51.000]  我們一起打開馬太福音第十七章24至27節
[00:04:51.000 --> 00:04:56.000]  馬太福音第十七章24至27節
[00:04:56.000 --> 00:05:02.000]  好,我們一起讀吧,慢慢讀,讓上帝的說話進入我們的腦袋,進入我們的心
[00:05:02.000 --> 00:05:04.000]  好,我們一起讀
[00:05:26.000 --> 00:05:30.000]  神王向誰徵收關稅,丁稅
[00:05:30.000 --> 00:05:35.000]  是向自己的兒子呢,是向外人呢
[00:05:35.000 --> 00:05:38.000]  彼得說,是向外人
[00:05:38.000 --> 00:05:44.000]  耶穌說,既然如此,兒子就可免稅了
[00:05:44.000 --> 00:05:48.000]  但恐怕觸犯他們
[00:05:48.000 --> 00:05:51.000]  你且往海邊去釣魚
[00:05:51.000 --> 00:05:55.000]  把先釣上來的魚拿起來
[00:05:55.000 --> 00:05:59.000]  開了他的口,必得一塊錢
[00:05:59.000 --> 00:06:05.000]  可以拿去給他們,作理我的稅緊
[00:06:05.000 --> 00:06:07.000]  很有趣的一段經文
[00:06:07.000 --> 00:06:11.000]  未看過內容,先看回前面說些什麼吧
[00:06:11.000 --> 00:06:17.000]  這段經文其實前面剛剛才說了給我們知道
[00:06:17.000 --> 00:06:20.000]  原來無論我們在做的侍奉也好
[00:06:20.000 --> 00:06:24.000]  或者說跟隨耶穌走我們侍奉的人生
[00:06:24.000 --> 00:06:30.000]  其實這件事情未必真的像我們所想的
[00:06:30.000 --> 00:06:35.000]  很燦爛、很光輝、很有刺激感、很有滿足感
[00:06:35.000 --> 00:06:39.000]  可能只不過是一些很平平無奇的事
[00:06:39.000 --> 00:06:43.000]  簡單一點,就像聖經說的
[00:06:43.000 --> 00:06:47.000]  我們行膳,在登山寶範圍行膳的時候
[00:06:47.000 --> 00:06:48.000]  左手不要讓右手知道
[00:06:48.000 --> 00:06:51.000]  這麼秘密的,到了這個地步
[00:06:51.000 --> 00:06:55.000]  或者甚至可能是一件很掃興的事
[00:06:55.000 --> 00:07:00.000]  我們看了耶穌帶著祂的門徒
[00:07:00.000 --> 00:07:04.000]  但是那些門徒就想這次有得米了
[00:07:04.000 --> 00:07:06.000]  我們有一個這麼好的主
[00:07:06.000 --> 00:07:10.000]  又有法力無邊,可以行那麼多神蹟奇事
[00:07:10.000 --> 00:07:13.000]  我們跟著祂一定沒有錯過
[00:07:13.000 --> 00:07:15.000]  一定有好的結果
[00:07:15.000 --> 00:07:17.000]  誰不知祂告訴你
[00:07:17.000 --> 00:07:22.000]  耶穌說我要被人在耶路撒冷那裡去遭殖
[00:07:22.000 --> 00:07:24.000]  甚至被殺
[00:07:24.000 --> 00:07:26.000]  最後三天復活
[00:07:26.000 --> 00:07:30.000]  聽起來是失敗的
[00:07:30.000 --> 00:07:37.000]  丁姐妹,侍奉主其實在我們今天的過程裡面
[00:07:37.000 --> 00:07:40.000]  看起來其實真的很不吸引
[00:07:40.000 --> 00:07:43.000]  如果按照聖經耶穌的啟示
[00:07:43.000 --> 00:07:48.000]  但是為什麼今天教會的人這麼興奮呢
[00:07:48.000 --> 00:07:50.000]  在教會這麼喜歡踴躍去教會呢
[00:07:50.000 --> 00:07:53.000]  其實也是因為教會的領導
[00:07:53.000 --> 00:07:57.000]  他知道這樣的道理是不吸引
[00:07:57.000 --> 00:08:01.000]  為了要他這個團體吸引人來
[00:08:01.000 --> 00:08:04.000]  於是乎他們就使出了一招
[00:08:04.000 --> 00:08:06.000]  這一招叫做什麼
[00:08:06.000 --> 00:08:09.000]  使你覺得很有屬靈的感覺
[00:08:09.000 --> 00:08:14.000]  很有這種所謂驚乾的感受
[00:08:14.000 --> 00:08:18.000]  於是乎在教會你就會很願意來參加
[00:08:18.000 --> 00:08:21.000]  無論在聚會的設計上面就要做到
[00:08:21.000 --> 00:08:24.000]  好像那些靈恩派我之前說的
[00:08:24.000 --> 00:08:29.000]  要有很多使人很興奮的音樂、影像
[00:08:29.000 --> 00:08:31.000]  所以大家有沒有留意
[00:08:31.000 --> 00:08:33.000]  教會這幾十年來最出名
[00:08:33.000 --> 00:08:35.000]  最喜歡做的是什麼呢
[00:08:35.000 --> 00:08:37.000]  就是搞燈光、音響
[00:08:37.000 --> 00:08:40.000]  教會很喜歡搞這些東西
[00:08:40.000 --> 00:08:43.000]  整天就為了燈光、音響而去吵架
[00:08:43.000 --> 00:08:46.000]  因為做得好的燈光
[00:08:46.000 --> 00:08:49.000]  你就能夠給人一種感覺好像很驚乾
[00:08:49.000 --> 00:08:51.000]  我曾經去過一間教會
[00:08:51.000 --> 00:08:53.000]  好像是看演唱會那樣
[00:08:53.000 --> 00:08:55.000]  一進場之後
[00:08:55.000 --> 00:08:57.000]  準備開始從那些音樂起
[00:08:57.000 --> 00:08:59.000]  砰砰聲的音樂來
[00:08:59.000 --> 00:09:02.000]  然後那些燈光慢慢暗下來
[00:09:02.000 --> 00:09:05.000]  你好像進入了一個屬靈的世界
[00:09:05.000 --> 00:09:08.000]  不知道你還以為去了迪士尼樂園
[00:09:08.000 --> 00:09:11.000]  玩那些機動遊戲進入山洞裡面
[00:09:11.000 --> 00:09:13.000]  貪險那樣
[00:09:13.000 --> 00:09:16.000]  然後那些音響就很厲害了
[00:09:16.000 --> 00:09:18.000]  有柔和的、有激昂的
[00:09:18.000 --> 00:09:21.000]  導致你有一種很興奮的感覺
[00:09:21.000 --> 00:09:22.000]  為什麼要做這些
[00:09:22.000 --> 00:09:24.000]  因為給人感覺到教會很吸引
[00:09:24.000 --> 00:09:26.000]  而侍奉又怎麼樣
[00:09:26.000 --> 00:09:28.000]  侍奉的人你要做的時候
[00:09:28.000 --> 00:09:30.000]  你就要讓他覺得你做了之後
[00:09:30.000 --> 00:09:33.000]  就可以幫到很多人的靈性
[00:09:33.000 --> 00:09:35.000]  侍奉了上帝
[00:09:35.000 --> 00:09:39.000]  但是幫一個人的靈性
[00:09:39.000 --> 00:09:41.000]  是不是要靠這些侍功
[00:09:41.000 --> 00:09:43.000]  或者做一些行善的事呢
[00:09:43.000 --> 00:09:45.000]  行善很容易做的
[00:09:45.000 --> 00:09:47.000]  行善很容易做
[00:09:47.000 --> 00:09:49.000]  但行善不代表行善了
[00:09:49.000 --> 00:09:51.000]  你是一個好的信徒
[00:09:51.000 --> 00:09:53.000]  行善只不過是鋪排出來
[00:09:53.000 --> 00:09:55.000]  讓人覺得你可以給人一個機會
[00:09:55.000 --> 00:09:57.000]  去讚許你
[00:09:57.000 --> 00:10:00.000]  真正一個人栽培到他的靈性
[00:10:00.000 --> 00:10:03.000]  是上帝的說話、是上帝的啟示
[00:10:03.000 --> 00:10:07.000]  所以當我們去看回剛才一開始的時候
[00:10:07.000 --> 00:10:09.000]  我們說到謊言的問題
[00:10:09.000 --> 00:10:11.000]  我也想回到聖經去看
[00:10:11.000 --> 00:10:13.000]  聖經究竟對謊言的看法
[00:10:13.000 --> 00:10:15.000]  是什麼一回事
[00:10:15.000 --> 00:10:19.000]  聖經說得很坦誠的
[00:10:19.000 --> 00:10:21.000]  是就是、不是就不是
[00:10:21.000 --> 00:10:23.000]  你不需要多說
[00:10:23.000 --> 00:10:25.000]  多說你會有其他的second thought
[00:10:25.000 --> 00:10:28.000]  其他的想法就會參入了
[00:10:28.000 --> 00:10:31.000]  這是我們上一堂的崇拜
[00:10:31.000 --> 00:10:34.000]  在上一段經文所看到的內容
[00:10:34.000 --> 00:10:37.000]  於是那些門徒就在那個時候怎麼樣
[00:10:37.000 --> 00:10:42.000]  我們看回第17章的第23節的尾
[00:10:42.000 --> 00:10:45.000]  門徒就大大地憂愁
[00:10:45.000 --> 00:10:46.000]  如果本聖經是你的
[00:10:46.000 --> 00:10:49.000]  或者你正在用電子聖經都好
