
[00:00:00.000 --> 00:00:02.000]  今日同大家分享一個人物
[00:00:02.000 --> 00:00:04.000]  他是時司
[00:00:04.000 --> 00:00:06.000]  撒慕爾
[00:00:06.000 --> 00:00:11.000]  經文是撒慕爾記上八章一至七節
[00:00:11.000 --> 00:00:14.000]  我先讀這段經文一次
[00:00:14.000 --> 00:00:17.000]  撒慕爾年紀老邁就立
[00:00:17.000 --> 00:00:20.000]  他兒子作以色列的時司
[00:00:20.000 --> 00:00:24.000]  長子名叫若爾
[00:00:24.000 --> 00:00:27.000]  次子名叫瓦比亞
[00:00:27.000 --> 00:00:29.000]  他們在別氏巴作時司
[00:00:29.000 --> 00:00:31.000]  他兒子不行他的道
[00:00:31.000 --> 00:00:33.000]  貪圖財利
[00:00:33.000 --> 00:00:36.000]  收受賄賂屈枉聖職
[00:00:36.000 --> 00:00:39.000]  以色列的長老都聚集
[00:00:39.000 --> 00:00:42.000]  來到拉瑪見撒慕爾對他說
[00:00:42.000 --> 00:00:43.000]  你年紀老邁了
[00:00:43.000 --> 00:00:45.000]  你兒子不行你的道
[00:00:45.000 --> 00:00:50.000]  現在求你為我們立一個王治理我們
[00:00:50.000 --> 00:00:53.000]  像列國一樣
[00:00:53.000 --> 00:00:54.000]  撒慕爾不起語他們說
[00:00:54.000 --> 00:00:56.000]  立一個王治理我們
[00:00:56.000 --> 00:00:59.000]  他就禱告耶和華
[00:00:59.000 --> 00:01:01.000]  耶和華對撒慕爾說
[00:01:01.000 --> 00:01:04.000]  百姓向你說的一切話
[00:01:04.000 --> 00:01:05.000]  你只管依從
[00:01:05.000 --> 00:01:08.000]  因為他們不是厭棄你
[00:01:08.000 --> 00:01:10.000]  乃是厭棄我
[00:01:10.000 --> 00:01:16.000]  不要我作他們的王
[00:01:16.000 --> 00:01:19.000]  經文一開始就提到
[00:01:19.000 --> 00:01:22.000]  撒慕爾年紀都很大
[00:01:22.000 --> 00:01:23.000]  究竟他有多大呢
[00:01:23.000 --> 00:01:26.000]  經文就沒有甚麼交代
[00:01:26.000 --> 00:01:27.000]  不過如果從第七章看
[00:01:27.000 --> 00:01:31.000]  他是一個年青有為的人
[00:01:31.000 --> 00:01:33.000]  很多的活動
[00:01:33.000 --> 00:01:34.000]  去到第八章的時候
[00:01:34.000 --> 00:01:37.000]  突然間就說他是一個年紀很大的人
[00:01:37.000 --> 00:01:41.000]  兩章之間可能已經將幾十年的活動
[00:01:41.000 --> 00:01:43.000]  都沒有記錄下來
[00:01:43.000 --> 00:01:46.000]  所以我們不知道他究竟當時有多大
[00:01:46.000 --> 00:01:50.000]  但是估計他身體的健康都不錯
[00:01:50.000 --> 00:01:52.000]  因為稍後經文就提到
[00:01:52.000 --> 00:01:56.000]  他將會稿納蘇羅為王
[00:01:56.000 --> 00:01:58.000]  不過他因為遲到
[00:01:58.000 --> 00:02:00.000]  蘇羅就自立為王
[00:02:00.000 --> 00:02:04.000]  後來他就成功稿納了大衛做王
[00:02:04.000 --> 00:02:06.000]  他還經常回到自己的地方
[00:02:06.000 --> 00:02:09.000]  他的鄉下拉馬
[00:02:09.000 --> 00:02:13.000]  又監督一群先知的活動
[00:02:13.000 --> 00:02:16.000]  所以估計撒慕爾當時
[00:02:16.000 --> 00:02:19.000]  都是一個比較身體健康的人
[00:02:19.000 --> 00:02:21.000]  年紀是老邁了
[00:02:21.000 --> 00:02:24.000]  他就預先安排了兩個兒子
[00:02:24.000 --> 00:02:26.000]  準備他們接續
[00:02:26.000 --> 00:02:31.000]  在自己身後正式成為士司
[00:02:31.000 --> 00:02:33.000]  士司的職責是什麼呢?
[00:02:33.000 --> 00:02:36.000]  基本上是審理民間的案件
[00:02:36.000 --> 00:02:37.000]  好像法官一樣
[00:02:37.000 --> 00:02:39.000]  另外就是治理
[00:02:39.000 --> 00:02:41.000]  去統治平民百姓
[00:02:41.000 --> 00:02:46.000]  不過這兩個都不是當時士司最重要的工作
[00:02:46.000 --> 00:02:49.000]  根據士司記裡面記載
[00:02:49.000 --> 00:02:53.000]  很多士司的主要活動是什麼呢?
[00:02:53.000 --> 00:02:57.000]  是對抗外敵的侵擾和壓迫
[00:02:57.000 --> 00:03:00.000]  驅逐這些外敵在境外
[00:03:00.000 --> 00:03:04.000]  這是士司主要的職責
[00:03:04.000 --> 00:03:09.000]  兩個兒子履行職務的地點在哪裡呢?
[00:03:09.000 --> 00:03:11.000]  在別士巴
[00:03:11.000 --> 00:03:13.000]  別士巴又在哪裡呢?
[00:03:13.000 --> 00:03:16.000]  當以色列人進入迦南地之後
[00:03:16.000 --> 00:03:19.000]  最南邊的邊境上有一個城鎮
[00:03:19.000 --> 00:03:21.000]  就是別士巴
[00:03:21.000 --> 00:03:25.000]  但他父親薩姆爾任職的地方並不是別士巴
[00:03:25.000 --> 00:03:29.000]  是拉瑪自己的地方
[00:03:29.000 --> 00:03:31.000]  自己的鄉下
[00:03:31.000 --> 00:03:36.000]  究竟拉瑪和別士巴兩個地方的距離有多少呢?
[00:03:36.000 --> 00:03:38.000]  我們如果看地圖一量的話
[00:03:38.000 --> 00:03:42.000]  拉一條直線就是60公里
[00:03:42.000 --> 00:03:45.000]  我們平時的速度走得快
[00:03:45.000 --> 00:03:49.000]  大概八九個小時
[00:03:49.000 --> 00:03:53.000]  可以從拉瑪去到別士巴
[00:03:53.000 --> 00:03:58.000]  但如果走得慢就要十五個小時
[00:03:58.000 --> 00:03:59.000]  換言之
[00:03:59.000 --> 00:04:05.000]  父親薩姆爾如果要近距離監督兩個兒子士司的工作
[00:04:05.000 --> 00:04:07.000]  就難了
[00:04:07.000 --> 00:04:11.000]  當時在古代大多數都是步行
[00:04:11.000 --> 00:04:13.000]  最多騎隻驢仔
[00:04:13.000 --> 00:04:16.000]  想要很近距離觀察兒子做得怎樣
[00:04:16.000 --> 00:04:19.000]  監督他們是很困難的
[00:04:19.000 --> 00:04:23.000]  在父親無法監督兩個兒子的情況下
[00:04:23.000 --> 00:04:27.000]  究竟他們任職士司的工作表現是怎樣呢?
[00:04:27.000 --> 00:04:29.000]  第三節就提到
[00:04:29.000 --> 00:04:33.000]  他兒子不幸他度貪圖財利
[00:04:33.000 --> 00:04:37.000]  收受賄賂屈枉正直
[00:04:37.000 --> 00:04:43.000]  他兩個兒子的表現和父親的表現是否很一致呢?
[00:04:43.000 --> 00:04:45.000]  父親並不是這樣的
[00:04:45.000 --> 00:04:49.000]  父親是對上帝很忠誠
[00:04:49.000 --> 00:04:53.000]  也很忠心履行自己士司的職務
[00:04:53.000 --> 00:04:55.000]  兩個兒子就不同了
[00:04:55.000 --> 00:04:56.000]  背道而馳
[00:04:56.000 --> 00:04:58.000]  對上帝不忠
[00:04:58.000 --> 00:05:02.000]  也沒有好好履行自己的職責
[00:05:02.000 --> 00:05:08.000]  現在經文講到他們收受一些不義之財
[00:05:08.000 --> 00:05:11.000]  士司其中一個職責是審訊
[00:05:11.000 --> 00:05:13.000]  在審理過程的時候
[00:05:13.000 --> 00:05:18.000]  他會偏幫提供利益給他們的人
[00:05:18.000 --> 00:05:23.000]  相反去欺壓平民百姓
[00:05:23.000 --> 00:05:27.000]  做父親的撒姆爾
[00:05:27.000 --> 00:05:30.000]  他的表現又怎樣呢?
