
[00:00:00.000 --> 00:00:02.000]  各位弟姐們平安
[00:00:02.000 --> 00:00:05.000]  要請大家再一次低頭祈禱
[00:00:05.000 --> 00:00:11.000]  真祈求你的靈與我們同在
[00:00:11.000 --> 00:00:15.000]  賜給我們有悟性能夠明白你懷疑中國奧秘
[00:00:15.000 --> 00:00:19.000]  有願聽的和講的都同蒙你的月立
[00:00:19.000 --> 00:00:21.000]  祈禱奉主耶穌基督的名求
[00:00:21.000 --> 00:00:22.000]  阿們
[00:00:22.000 --> 00:00:28.000]  那一星期香港世界的特首誕生了
[00:00:28.000 --> 00:00:31.000]  以歷來最高的票數當選
[00:00:31.000 --> 00:00:34.000]  另外也有四位被譽為溫和派的領袖被捕
[00:00:34.000 --> 00:00:38.000]  香港也都迎來了多天的暴雨
[00:00:38.000 --> 00:00:43.000]  這些事情給你什麼想法和感受呢
[00:00:43.000 --> 00:00:45.000]  會不會很複雜
[00:00:45.000 --> 00:00:47.000]  一時間都講不到什麼
[00:00:47.000 --> 00:00:50.000]  疫情持續緩和
[00:00:50.000 --> 00:00:53.000]  不過誰都講不完
[00:00:53.000 --> 00:00:55.000]  究竟會不會爆發第六波
[00:00:56.000 --> 00:00:58.000]  會不會有全民檢測
[00:00:58.000 --> 00:01:00.000]  會不會再停貨
[00:01:00.000 --> 00:01:02.000]  再關閉食肆
[00:01:02.000 --> 00:01:04.000]  再關閉宗教場所
[00:01:04.000 --> 00:01:08.000]  香港的經濟又會不會再繼續的下陷呢
[00:01:08.000 --> 00:01:12.000]  究竟香港撐不撐得住呢
[00:01:12.000 --> 00:01:15.000]  不過可能你會這樣想
[00:01:15.000 --> 00:01:16.000]  如果真的要這樣
[00:01:16.000 --> 00:01:18.000]  我們都無能為力
[00:01:18.000 --> 00:01:19.000]  可以怎樣呢
[00:01:19.000 --> 00:01:21.000]  想怎樣就怎樣
[00:01:21.000 --> 00:01:25.000]  不知道你有沒有一種無能為力的感覺呢
[00:01:26.000 --> 00:01:27.000]  可能你說
[00:01:27.000 --> 00:01:28.000]  牧師
[00:01:28.000 --> 00:01:30.000]  不是這樣我們又可以怎樣呢
[00:01:30.000 --> 00:01:32.000]  其實作為牧師我看到有很多人
[00:01:32.000 --> 00:01:34.000]  包括弟兄姊妹
[00:01:34.000 --> 00:01:36.000]  都有一種沒有神氣
[00:01:36.000 --> 00:01:38.000]  沒有招氣
[00:01:38.000 --> 00:01:41.000]  好像舉手投降
[00:01:41.000 --> 00:01:43.000]  我覺得很心痛
[00:01:43.000 --> 00:01:47.000]  這個和我們原本有的信仰生命很不同
[00:01:47.000 --> 00:01:51.000]  這幾個月我一直和大家分享羅馬書
[00:01:51.000 --> 00:01:54.000]  而羅馬書的作者是保羅
[00:01:54.000 --> 00:01:57.000]  保羅被譽為是搗亂天下
[00:01:57.000 --> 00:01:59.000]  翻天覆地的使徒
[00:01:59.000 --> 00:02:02.000]  他的能力他的膽識是從何而來的呢
[00:02:02.000 --> 00:02:06.000]  他滿有招氣活力迎難而上
[00:02:06.000 --> 00:02:09.000]  包圍艱苦的那份韌力
[00:02:09.000 --> 00:02:11.000]  從何而來的呢
[00:02:11.000 --> 00:02:14.000]  事實上所面對的困難
[00:02:14.000 --> 00:02:16.000]  是從來都沒有停過的
[00:02:16.000 --> 00:02:17.000]  他的動力
[00:02:17.000 --> 00:02:19.000]  又是從何而來的呢
[00:02:19.000 --> 00:02:21.000]  當然我們都知道
[00:02:21.000 --> 00:02:23.000]  保羅是不為他自己私人的利益
[00:02:24.000 --> 00:02:27.000]  他也不是故意去搞事
[00:02:27.000 --> 00:02:29.000]  去搞亂天下
[00:02:29.000 --> 00:02:31.000]  讓當時的人覺得
[00:02:31.000 --> 00:02:33.000]  整個世界翻天覆地
[00:02:33.000 --> 00:02:35.000]  他真正的目的
[00:02:35.000 --> 00:02:37.000]  只是想讓人認識
[00:02:37.000 --> 00:02:40.000]  和知道上帝真正的心意
[00:02:40.000 --> 00:02:44.000]  保羅只是想完成上帝所託付給他的任務
[00:02:44.000 --> 00:02:46.000]  他要將福音傳給大家
[00:02:46.000 --> 00:02:49.000]  他不是想搞亂局局
[00:02:49.000 --> 00:02:51.000]  今天所選的經文
