
[00:00:00.000 --> 00:00:03.000]  歡迎大家來到我們的週六重拜
[00:00:03.000 --> 00:00:07.000]  上年12月我們開始了一個新的講道系列
[00:00:07.000 --> 00:00:11.000]  我們要宣講的是《教育聖經》裡面的誕爾里書
[00:00:11.000 --> 00:00:17.000]  題目是《在巴比倫等待君王》
[00:00:17.000 --> 00:00:23.000]  不少人誤以為誕爾里是一本普通的兒童故事書
[00:00:23.000 --> 00:00:28.000]  其實它是一本精挑細奪的文學作品
[00:00:28.000 --> 00:00:34.000]  整本書的主題是《致死中心見證天國》
[00:00:34.000 --> 00:00:38.000]  由一系列的天國異象所組成
[00:00:38.000 --> 00:00:45.000]  接著再緊緊抱著兩個致死中心的見證
[00:00:45.000 --> 00:00:49.000]  就是烈火堯和獅子坑的故事
[00:00:49.000 --> 00:00:52.000]  在過去的三個月裡面
[00:00:52.000 --> 00:00:55.000]  我們仔細研讀了誕爾里書的第一章
[00:00:55.000 --> 00:00:58.000]  第二章和第三章
[00:00:58.000 --> 00:01:00.000]  在誕爾里書第一章裡面
[00:01:00.000 --> 00:01:05.000]  我們看到誕爾里和他三位朋友的立志
[00:01:05.000 --> 00:01:09.000]  他們拒絕被巴比倫玷污和同化
[00:01:09.000 --> 00:01:13.000]  他們立志活出一個天國子民的身份
[00:01:13.000 --> 00:01:19.000]  他們要做上帝終身致死的見證人
[00:01:19.000 --> 00:01:22.000]  接著在誕爾里書的第二章裡面
[00:01:22.000 --> 00:01:25.000]  我們看到一個天國降臨
[00:01:25.000 --> 00:01:28.000]  列國傾覆的異象
[00:01:28.000 --> 00:01:32.000]  這個異象呼喚世上的君王智者
[00:01:32.000 --> 00:01:35.000]  萬國萬民都迴轉悔改
[00:01:35.000 --> 00:01:38.000]  不過對於上帝的子民來說
[00:01:38.000 --> 00:01:41.000]  這個異象更加是意義深重
[00:01:41.000 --> 00:01:44.000]  這個異象讓他們更加堅定立志
[00:01:44.000 --> 00:01:46.000]  不玷污自己
[00:01:46.000 --> 00:01:51.000]  終身致死作上帝的見證人
[00:01:51.000 --> 00:01:53.000]  第二章裡面的天國異象
[00:01:53.000 --> 00:01:57.000]  大大加力給四位少年人
[00:01:57.000 --> 00:02:00.000]  結果就成為了誕爾里書第三章
[00:02:00.000 --> 00:02:02.000]  列火堯的故事
[00:02:02.000 --> 00:02:04.000]  如果沒有了第二章
[00:02:04.000 --> 00:02:07.000]  天國異象那個大能大力
[00:02:07.000 --> 00:02:10.000]  你不知道這三位少年人
[00:02:10.000 --> 00:02:12.000]  有沒有這樣的勇氣
[00:02:12.000 --> 00:02:15.000]  跳進去列火堯的當中
[00:02:15.000 --> 00:02:18.000]  但是因為上帝加力
[00:02:18.000 --> 00:02:20.000]  上帝讓他的話語加力給他們
[00:02:20.000 --> 00:02:27.000]  於是他們成就了列火堯的見證
[00:02:27.000 --> 00:02:31.000]  總觀誕爾里書第一章至第三章
[00:02:31.000 --> 00:02:34.000]  上帝是每個故事的主角
[00:02:34.000 --> 00:02:37.000]  接著誕爾里和他三位朋友
[00:02:37.000 --> 00:02:40.000]  就輪流充當配角
[00:02:40.000 --> 00:02:43.000]  這個理解對不對呢
[00:02:43.000 --> 00:02:46.000]  這個理解其實是沒有錯的
[00:02:46.000 --> 00:02:50.000]  但是聖經學者叫我們不要忽略
[00:02:50.000 --> 00:02:53.000]  有另外一個很重要的角色
[00:02:53.000 --> 00:02:56.000]  就是每個單元故事裡面
[00:02:56.000 --> 00:02:58.000]  都有出現過的一個人
[00:02:58.000 --> 00:03:02.000]  那個人是巴比倫王尼布甲利薩
[00:03:02.000 --> 00:03:06.000]  尼布甲利薩不單止在每個故事裡面出現
[00:03:06.000 --> 00:03:08.000]  我們可以這樣說
[00:03:08.000 --> 00:03:12.000]  其實他坐著的是最前排最好的位置
[00:03:12.000 --> 00:03:14.000]  the front row seat
[00:03:14.000 --> 00:03:17.000]  每個故事裡面他都是坐著最前排的
[00:03:17.000 --> 00:03:20.000]  他在觀看誕爾里書第一章裡面
[00:03:20.000 --> 00:03:23.000]  四個被擄少年人的冒起
[00:03:23.000 --> 00:03:25.000]  是他親眼目睹的
[00:03:25.000 --> 00:03:28.000]  去到第二章誕爾里書第二章裡面
[00:03:28.000 --> 00:03:31.000]  尼布甲利薩親眼看見
[00:03:31.000 --> 00:03:33.000]  天國降臨
[00:03:33.000 --> 00:03:35.000]  列國傾覆的異象
[00:03:35.000 --> 00:03:40.000]  接著他又親耳聽到這個異象的演繹
[00:03:40.000 --> 00:03:43.000]  去到第三章誕爾里書第三章
[00:03:43.000 --> 00:03:46.000]  他親眼的看到
[00:03:46.000 --> 00:03:49.000]  列火謠當中的奇妙救贖
[00:03:49.000 --> 00:03:51.000]  在每一個故事裡面
[00:03:51.000 --> 00:03:55.000]  他都是坐著前排的
[00:03:55.000 --> 00:03:57.000]  最好的位置去看
[00:03:57.000 --> 00:03:59.000]  每一個故事都有他的份
[00:03:59.000 --> 00:04:02.000]  每一個異象都好像是為他而設的
[00:04:02.000 --> 00:04:04.000]  連故事的對白
[00:04:04.000 --> 00:04:06.000]  都是因為尼布甲利薩的原因
[00:04:06.000 --> 00:04:08.000]  改了阿蘭文
[00:04:08.000 --> 00:04:09.000]  你記不記得
[00:04:09.000 --> 00:04:10.000]  第二章開始
[00:04:10.000 --> 00:04:13.000]  對白都改了變了做阿蘭文
[00:04:13.000 --> 00:04:15.000]  再不是希伯來文
[00:04:15.000 --> 00:04:20.000]  難道耶和華上帝定義要將天國的福音
[00:04:20.000 --> 00:04:22.000]  傳給尼布甲利薩
[00:04:22.000 --> 00:04:24.000]  這個外邦君王
[00:04:24.000 --> 00:04:27.000]  要他都歸順上帝
[00:04:27.000 --> 00:04:31.000]  你去到這裡就開始問這個問題了
[00:04:31.000 --> 00:04:35.000]  其實來到誕爾里書第三章的尾段
[00:04:35.000 --> 00:04:40.000]  王彷彿已經開始應信了
[00:04:40.000 --> 00:04:44.000]  你記得上次我們看第三章的時候是這樣的
[00:04:44.000 --> 00:04:45.000]  第三章第26節
[00:04:45.000 --> 00:04:48.000]  尼布甲利薩靠近列火謠說
[00:04:48.000 --> 00:04:51.000]  至高上帝的僕人出來
[00:04:51.000 --> 00:04:52.000]  來吧
[00:04:52.000 --> 00:04:53.000]  第29節
[00:04:53.000 --> 00:04:55.000]  現在我降旨
[00:04:55.000 --> 00:04:59.000]  無論何方何國何族
[00:04:59.000 --> 00:05:01.000]  凡有毀謗上帝
[00:05:01.000 --> 00:05:02.000]  必被凌遲
[00:05:02.000 --> 00:05:09.000]  因為沒有別神能像這樣施行拯救
[00:05:09.000 --> 00:05:13.000]  他叫耶和華上帝為至高的上帝
[00:05:13.000 --> 00:05:17.000]  接著他又向各國各民宣告
[00:05:17.000 --> 00:05:19.000]  他說沒有別的神能像
[00:05:19.000 --> 00:05:22.000]  這個上帝這樣施行救贖
[00:05:22.000 --> 00:05:24.000]  我們問他是不是真正悔改
[00:05:24.000 --> 00:05:27.000]  接著他要敬拜獨一的真神
[00:05:27.000 --> 00:05:30.000]  答案是哪有這麼容易
[00:05:30.000 --> 00:05:33.000]  哪有這麼容易
[00:05:33.000 --> 00:05:39.000]  金像典禮確實是被三個少年人中斷了
[00:05:39.000 --> 00:05:43.000]  但這個並不代表王就這麼容易放棄
[00:05:43.000 --> 00:05:45.000]  甚至毀滅這個金像
[00:05:45.000 --> 00:05:46.000]  你可不可以想像
[00:05:46.000 --> 00:05:49.000]  王因為列火謠的原因毀滅了
[00:05:49.000 --> 00:05:51.000]  他不知道花了多少錢
[00:05:51.000 --> 00:05:54.000]  多少心力所建造的金像
[00:05:54.000 --> 00:05:56.000]  大概不會
[00:05:56.000 --> 00:05:58.000]  歷史學家告訴我們
[00:05:58.000 --> 00:06:02.000]  奧格利薩統治巴比倫總共有四十三年
[00:06:02.000 --> 00:06:06.000]  很長的一個旅程
[00:06:06.000 --> 00:06:08.000]  但伊利書第一章和第二章
[00:06:08.000 --> 00:06:11.000]  是他登基初期的故事
[00:06:11.000 --> 00:06:13.000]  剛剛開始沒多久
[00:06:13.000 --> 00:06:14.000]  那幾年而已
[00:06:14.000 --> 00:06:17.000]  但伊利書第三章也很有可能
[00:06:17.000 --> 00:06:20.000]  他作王前期的故事
[00:06:20.000 --> 00:06:23.000]  今天我們要讀到的第四章
[00:06:23.000 --> 00:06:25.000]  應該是後期的故事
[00:06:25.000 --> 00:06:28.000]  中間隔了很多年
[00:06:28.000 --> 00:06:31.000]  在中間那段時間他做了些什麼呢
[00:06:31.000 --> 00:06:34.000]  第一他南征北討
[00:06:34.000 --> 00:06:38.000]  攻完前586年尤其是
[00:06:38.000 --> 00:06:42.000]  他作王大概18、19年的時候
[00:06:42.000 --> 00:06:44.000]  他攻陷了耶路撒冷
[00:06:44.000 --> 00:06:49.000]  猶大亡國第三次被擄巴比倫
[00:06:49.000 --> 00:06:52.000]  但伊利是第一批被擄的
[00:06:52.000 --> 00:06:54.000]  18年之後去到第三批了
[00:06:54.000 --> 00:06:57.000]  連國家都沒了
[00:06:57.000 --> 00:06:58.000]  誰做的
[00:06:58.000 --> 00:07:01.000]  尼布格利薩做的
[00:07:01.000 --> 00:07:05.000]  接著除了南征北討之外
[00:07:05.000 --> 00:07:07.000]  他也大興土木
[00:07:07.000 --> 00:07:11.000]  多方建造當中包括著名
[00:07:11.000 --> 00:07:14.000]  雖然著名但沒人可以考古學找到
[00:07:14.000 --> 00:07:17.000]  著名的巴比倫空中花園
[00:07:17.000 --> 00:07:21.000]  是古代七大奇跡之一
[00:07:21.000 --> 00:07:25.000]  但沒人見過沒人知道是什麼
[00:07:25.000 --> 00:07:28.000]  只是文獻上有說過這個叫做
[00:07:28.000 --> 00:07:30.000]  巴比倫的空中花園
[00:07:30.000 --> 00:07:32.000]  無論你怎麼看
[00:07:32.000 --> 00:07:34.000]  串勝時期的尼布格利薩王
[00:07:34.000 --> 00:07:37.000]  真是站於世界的巔峰
[00:07:37.000 --> 00:07:41.000]  於是如果你繼續去看
[00:07:41.000 --> 00:07:44.000]  但伊利書第四章到29、30節的時候
[00:07:44.000 --> 00:07:45.000]  這樣記載
[00:07:45.000 --> 00:07:50.000]  他說有一天他在巴比倫皇宮頂上散步
[00:07:50.000 --> 00:07:52.000]  接著王說
[00:07:52.000 --> 00:07:55.000]  這大巴比倫豈不是
[00:07:55.000 --> 00:07:58.000]  我用大能大力建造的首都
[00:07:58.000 --> 00:08:02.000]  要顯示我威嚴的榮耀嗎
[00:08:02.000 --> 00:08:06.000]  就是他這個很囂張的謊言
[00:08:06.000 --> 00:08:10.000]  引來耶和華上帝重重的回應
[00:08:10.000 --> 00:08:12.000]  這個重重的回應
[00:08:12.000 --> 00:08:15.000]  就是第四章裡面的故事
[00:08:15.000 --> 00:08:17.000]  不單止要審判他
[00:08:17.000 --> 00:08:20.000]  更是要打醒他
[00:08:20.000 --> 00:08:23.000]  以至可以拯救他
[00:08:23.000 --> 00:08:26.000]  於是帶我們進入
[00:08:26.000 --> 00:08:29.000]  但伊利書第四章
[00:08:29.000 --> 00:08:33.000]  上帝出手重重的擊打他
[00:08:33.000 --> 00:08:36.000]  讓他可以更加認識上帝
[00:08:36.000 --> 00:08:40.000]  是一章非常獨特的聖經
[00:08:40.000 --> 00:08:41.000]  第四章
[00:08:41.000 --> 00:08:42.000]  但伊利書第四章
[00:08:42.000 --> 00:08:45.000]  因為雖然但伊利再次出現
[00:08:45.000 --> 00:08:48.000]  你記得他第三章是不在的
[00:08:48.000 --> 00:08:49.000]  第四章
[00:08:49.000 --> 00:08:51.000]  但伊利再次出現
[00:08:51.000 --> 00:08:54.000]  但整個故事彷彿都是圍繞著尼布甲尼撒
[00:08:54.000 --> 00:08:55.000]  就是他再次出現
[00:08:55.000 --> 00:08:57.000]  他不是做主角的
[00:08:57.000 --> 00:08:59.000]  他是做配角的
[00:08:59.000 --> 00:09:00.000]  在故事裡面
[00:09:00.000 --> 00:09:02.000]  當然上帝是做主角
[00:09:02.000 --> 00:09:03.000]  除了上帝以外
[00:09:03.000 --> 00:09:04.000]  誰在做主角
[00:09:04.000 --> 00:09:06.000]  原來不是但伊利
[00:09:06.000 --> 00:09:09.000]  竟然是尼布甲尼撒
[00:09:09.000 --> 00:09:14.000]  是尼布甲尼撒的救贖故事
[00:09:14.000 --> 00:09:17.000]  但伊利書第四章第一節
[00:09:17.000 --> 00:09:19.000]  尼布甲尼撒王對著
[00:09:19.000 --> 00:09:24.000]  在各地各方各國各族的人說
[00:09:24.000 --> 00:09:26.000]  願你們大享平安
[00:09:26.000 --> 00:09:29.000]  我樂意宣揚至高上帝
[00:09:29.000 --> 00:09:32.000]  向我所行的神職其事
[00:09:32.000 --> 00:09:33.000]  第三節
[00:09:33.000 --> 00:09:35.000]  他的神職何其大
[00:09:35.000 --> 00:09:39.000]  他的其事何其盛
[00:09:39.000 --> 00:09:41.000]  一開始的時候你要注意
[00:09:41.000 --> 00:09:43.000]  你需要知道一件事
[00:09:43.000 --> 00:09:46.000]  就是這個宣告和讚美兵
[00:09:46.000 --> 00:09:49.000]  不是第三章的延續
[00:09:49.000 --> 00:09:50.000]  你就這樣讀起來
[00:09:50.000 --> 00:09:51.000]  好像是的
[00:09:51.000 --> 00:09:52.000]  因為第三章
[00:09:52.000 --> 00:09:53.000]  他叫上帝至高的上帝
[00:09:53.000 --> 00:09:56.000]  這裡又叫上帝至高的上帝
[00:09:56.000 --> 00:09:58.000]  第三章他跟各國各民各族
[00:09:58.000 --> 00:09:59.000]  在說話
[00:09:59.000 --> 00:10:00.000]  然後這裡又繼續
[00:10:00.000 --> 00:10:01.000]  好像是連著的
[00:10:01.000 --> 00:10:03.000]  其實不是的
[00:10:03.000 --> 00:10:04.000]  其實這裡的讚美
[00:10:04.000 --> 00:10:09.000]  是第四章故事發生之後的讚美
[00:10:09.000 --> 00:10:13.000]  再將讚美搬回去頭那邊的
[00:10:13.000 --> 00:10:16.000]  還有第三章和第四章中間
[00:10:16.000 --> 00:10:18.000]  可能是隔了很多很多年
