
[00:00:00.000 --> 00:00:03.080]  我們讀一段聖經在約瑟雅基第一章第三節
[00:00:03.080 --> 00:00:05.000]  約瑟雅基第一章第三節
[00:00:05.000 --> 00:00:07.280]  只有一節的聖經我們一同來唸
[00:00:07.280 --> 00:00:09.400]  凡你們腳掌所踏之地
[00:00:09.400 --> 00:00:14.400]  我都照著我所應許摩西的話賜給你們
[00:00:14.400 --> 00:00:17.400]  感謝神上個禮拜我們特會結束
[00:00:17.400 --> 00:00:21.680]  我們看見神已經豐豐滿滿與我們同在
[00:00:21.680 --> 00:00:27.000]  首先真的是神果然按照我們所禱告所祈求的
[00:00:27.000 --> 00:00:29.480]  我們看見許多人生命被改變
[00:00:29.480 --> 00:00:31.080]  身體得到一致
[00:00:31.080 --> 00:00:32.800]  信心得到恢復
[00:00:32.800 --> 00:00:36.280]  侍奉的火再一次被神點燃起來
[00:00:36.280 --> 00:00:37.680]  你還記得我曾經說過
[00:00:37.680 --> 00:00:40.880]  我們希望這次特會能夠帶來兩種改變
[00:00:40.880 --> 00:00:41.680]  記得嗎
[00:00:41.680 --> 00:00:44.560]  一個是Think differently
[00:00:44.560 --> 00:00:47.680]  第二個Act differently
[00:00:47.680 --> 00:00:50.080]  希望你想法不再一樣
[00:00:50.080 --> 00:00:52.680]  做法不再一樣
[00:00:52.680 --> 00:00:57.880]  我相信神已經在我們許多人生命當中帶來了改變
[00:00:57.880 --> 00:01:02.280]  第二我們也經歷了神信使的供應
[00:01:02.280 --> 00:01:05.880]  這次我們大會的預算是十四萬八千塊
[00:01:05.880 --> 00:01:07.880]  我還記得我第一天晚上announce這件事情
[00:01:07.880 --> 00:01:11.880]  許多這麼多很多人都在啊啊啊
[00:01:11.880 --> 00:01:13.680]  達得到嗎
[00:01:13.680 --> 00:01:18.480]  結果我們頭三個晚上收到的十萬四千塊錢
[00:01:18.480 --> 00:01:21.080]  如果你上禮拜參加主日崇拜在convention center
[00:01:21.080 --> 00:01:24.680]  我還說我們還差四萬四千塊錢
[00:01:24.680 --> 00:01:25.880]  結果聚會一結束
[00:01:25.880 --> 00:01:28.280]  我們的財務同工就告訴我們說
[00:01:28.280 --> 00:01:38.080]  那個特會的奉獻剛剛好是四萬五千八百塊
[00:01:38.080 --> 00:01:42.280]  不但剛剛好還足夠有餘一些
[00:01:42.280 --> 00:01:43.280]  Hallelujah
[00:01:43.280 --> 00:01:44.680]  你們跟你們朋友說足夠有餘
[00:01:44.680 --> 00:01:47.480]  跟他說
[00:01:47.480 --> 00:01:49.080]  第三個我們看見上主日
[00:01:49.080 --> 00:01:50.680]  我們在convention center聚會
[00:01:50.680 --> 00:01:53.080]  我們實在經歷神榮耀的同在
[00:01:53.080 --> 00:01:57.280]  雖然的確在很多準備功夫各方面的仍然有缺失
[00:01:57.280 --> 00:02:03.680]  可是當我們整個會眾能夠如同一人聚集在身邊
[00:02:03.680 --> 00:02:05.280]  敬拜讚美的時候
[00:02:05.280 --> 00:02:10.280]  真的感覺到我們真的偉大奇妙的真神
[00:02:10.280 --> 00:02:11.280]  你知道在聚會當中
[00:02:11.280 --> 00:02:14.280]  我真的感覺到好像神打開了
[00:02:14.280 --> 00:02:16.880]  一些東西被神打開了
[00:02:16.880 --> 00:02:19.480]  很多事後告訴我說劉牧師
[00:02:19.480 --> 00:02:22.280]  我感覺到今天在我們的崇拜當中
[00:02:22.280 --> 00:02:27.880]  我感覺到神好像把我們整個教會提升到另一個屬靈的層次裡去了
[00:02:27.880 --> 00:02:30.680]  我相信很多地方都有這樣的同感
[00:02:30.680 --> 00:02:34.480]  我們看見神正在我們教會做提升的工作
[00:02:34.480 --> 00:02:38.480]  神正在我們教會做打開的工作
[00:02:38.480 --> 00:02:42.080]  我還記得convention和牧師為我們整個教會做prophecy的時候
[00:02:42.080 --> 00:02:44.280]  他說這是一個轉變的時刻
[00:02:44.280 --> 00:02:46.880]  這是個得地為業的時刻
[00:02:46.880 --> 00:02:49.480]  所以我們要剛強壯膽
[00:02:49.480 --> 00:02:53.080]  因為神說我們腳掌所踏之地
[00:02:53.080 --> 00:02:55.880]  他都要賞賜給我們
[00:02:55.880 --> 00:02:58.080]  神要提升我們
[00:02:58.080 --> 00:03:01.080]  帶領我們進入到新的領域裡面去
[00:03:01.080 --> 00:03:06.280]  那你說神要在我們中間做怎麼樣一種提升的工作呢
[00:03:06.280 --> 00:03:08.480]  從今天這段經文當中
[00:03:08.480 --> 00:03:11.080]  我們看起碼有三方面
[00:03:11.080 --> 00:03:14.480]  第一個是會眾生命的提升
[00:03:14.480 --> 00:03:18.280]  跟你們說會眾生命的提升
[00:03:18.280 --> 00:03:20.880]  在約書亞記第一章第三節主說
[00:03:20.880 --> 00:03:23.480]  凡你們腳掌所踏之地
[00:03:23.480 --> 00:03:26.480]  我請問你誰是你們啊
[00:03:26.480 --> 00:03:28.480]  就是我們
[00:03:28.480 --> 00:03:33.280]  神在這裡並沒有只是指少數一兩個領袖來講
[00:03:33.280 --> 00:03:37.080]  神沒有說約書亞你腳掌所踏之地
[00:03:37.080 --> 00:03:40.280]  神沒有說迦勒你腳掌所踏之地
[00:03:40.280 --> 00:03:44.080]  神說你們腳掌所踏之地
[00:03:44.080 --> 00:03:47.480]  換句話說當神要提升我們的時候
[00:03:47.480 --> 00:03:50.080]  不是只是提升少數的領袖
[00:03:50.080 --> 00:03:53.080]  而是要提升每一個會眾
[00:03:53.080 --> 00:03:56.080]  我們的生命都要被神提升起來
[00:03:56.080 --> 00:03:58.280]  無論你感覺到與否
[00:03:58.280 --> 00:04:00.280]  無論你準備好與否
[00:04:00.280 --> 00:04:04.680]  神都要你在這樣一個屬神的群體當中
[00:04:04.680 --> 00:04:06.880]  一同來經歷神的得勝
[00:04:06.880 --> 00:04:13.680]  你還記得當以色列百姓要進入迦南地所打的第一場戰爭
[00:04:13.680 --> 00:04:15.880]  是在耶律哥城打
[00:04:15.880 --> 00:04:18.680]  神很清楚的教導以色列人說
[00:04:18.680 --> 00:04:23.480]  所有的以色列人都要繞城走一周
[00:04:23.480 --> 00:04:25.680]  不只是年輕力壯
[00:04:25.680 --> 00:04:28.880]  神沒有說找那些年輕力壯
[00:04:28.880 --> 00:04:31.280]  神說所有的人
[00:04:31.280 --> 00:04:33.480]  老幼婦孺
[00:04:33.480 --> 00:04:38.480]  通通都要在這個繞城的過程當中有份
[00:04:38.480 --> 00:04:39.680]  為什麼呢
[00:04:39.680 --> 00:04:40.680]  沒有人這樣打仗的
[00:04:40.680 --> 00:04:42.680]  為什麼神要這樣做呢
[00:04:42.680 --> 00:04:46.080]  神真的相信神要每一個以色列人
[00:04:46.080 --> 00:04:49.280]  無論是男女老幼
[00:04:49.280 --> 00:04:51.280]  都要一同來經歷
[00:04:51.280 --> 00:04:56.080]  我再說一同經歷神為他們所預備的得勝
[00:04:56.080 --> 00:04:57.080]  Amen
[00:04:57.080 --> 00:05:02.680]  所以他要求每一個人都要一同來繞城
[00:05:02.680 --> 00:05:04.280]  而當他們繞城的時候
[00:05:04.280 --> 00:05:05.880]  頭六天
[00:05:05.880 --> 00:05:09.680]  神要他們每天繞城一圈
[00:05:09.680 --> 00:05:12.880]  而且不許出聲
[00:05:12.880 --> 00:05:14.080]  這不容易
[00:05:14.080 --> 00:05:17.880]  這麼多的會眾連同小孩子
[00:05:17.880 --> 00:05:20.080]  不許出聲
[00:05:20.080 --> 00:05:22.280]  為什麼不許出聲
[00:05:22.280 --> 00:05:24.280]  我相信這是象徵著
[00:05:24.280 --> 00:05:30.480]  神的百姓過去所承受的壓制跟捆鎖
[00:05:30.480 --> 00:05:31.280]  多少年來
[00:05:31.280 --> 00:05:34.680]  他們在埃及人的統治之下
[00:05:34.680 --> 00:05:36.080]  多少年來來
[00:05:36.080 --> 00:05:38.880]  我們看見在沒有自己的地界
[00:05:38.880 --> 00:05:41.280]  遭受敵人的攻擊
[00:05:41.280 --> 00:05:45.880]  那種感覺無可奈何的光景
[00:05:45.880 --> 00:05:48.280]  神要他們一邊走
[00:05:48.280 --> 00:05:52.080]  一邊紀念到他們過去生命當中
[00:05:52.080 --> 00:05:56.280]  所承受的痛苦跟壓制
[00:05:56.280 --> 00:05:58.280]  可是到了第七天
[00:05:58.280 --> 00:06:01.880]  神吩咐他們說要繞城七次
[00:06:01.880 --> 00:06:04.480]  然後一同大聲呼喊
[00:06:04.480 --> 00:06:07.080]  城牆就要倒塌
[00:06:07.080 --> 00:06:10.280]  我深深相信在這裡神要他們大聲呼喊的時候
[00:06:10.280 --> 00:06:12.080]  不是只要他們隨意亂叫一下
[00:06:12.080 --> 00:06:13.280]  不是
[00:06:13.280 --> 00:06:15.480]  這裡大聲呼喊
[00:06:15.480 --> 00:06:18.280]  乃是要叫他們大聲來讚美
[00:06:18.280 --> 00:06:21.680]  抓住神的應許來宣告得勝
[00:06:21.680 --> 00:06:22.680]  Amen
[00:06:22.680 --> 00:06:26.280]  我們就看見當他們大聲宣告得勝的時候
[00:06:26.280 --> 00:06:29.680]  那個堅固的城牆就倒塌了
[00:06:29.680 --> 00:06:31.080]  Hallelujah
[00:06:31.080 --> 00:06:31.480]  第二點
[00:06:31.480 --> 00:06:34.480]  今天多少時候我們生活在地上
[00:06:34.480 --> 00:06:38.080]  多少時候我們不就像當時的以色列人一樣嗎
[00:06:38.080 --> 00:06:42.280]  我們生活在各樣的重擔壓力之中
[00:06:42.280 --> 00:06:47.080]  多少時候我們被心靈多少的捆鎖捆綁
[00:06:47.080 --> 00:06:49.080]  好像我們人生活在這個地上
[00:06:49.080 --> 00:06:51.680]  特別在美國的時候物質生活很豐富
[00:06:51.680 --> 00:06:56.280]  可是你心靈多少的捆鎖是無可奈何的
[00:06:56.280 --> 00:06:59.280]  甚至多少時候我們成為屬神的兒女
[00:06:59.280 --> 00:07:01.280]  雖然是屬神的兒女
[00:07:01.280 --> 00:07:05.680]  但當我們面對每天生活的重擔工作上的挫折
[00:07:05.680 --> 00:07:07.880]  身體疾病的殘累
[00:07:07.880 --> 00:07:11.680]  多少時候壓著我們透不過氣來
[00:07:11.680 --> 00:07:15.080]  好像每天生活的重擔是周而復始
[00:07:15.080 --> 00:07:17.880]  你知道前六天每天走一圈
[00:07:17.880 --> 00:07:20.480]  你就感覺那就是生活
[00:07:20.480 --> 00:07:22.280]  那種重擔
[00:07:22.280 --> 00:07:23.880]  那種壓力
[00:07:23.880 --> 00:07:25.480]  周而復始
[00:07:25.480 --> 00:07:27.480]  沒有歇息的
[00:07:27.480 --> 00:07:30.280]  無可奈何
[00:07:30.280 --> 00:07:33.280]  多少時候我們就像當年的以色列一樣
[00:07:33.280 --> 00:07:36.280]  神要以色列一天走一圈
[00:07:36.280 --> 00:07:41.080]  就讓他們紀念到過去所承受一切的痛苦跟壓制
[00:07:41.080 --> 00:07:41.880]  但弟兄姐妹
[00:07:41.880 --> 00:07:44.680]  神今天要對你說
[00:07:44.680 --> 00:07:46.480]  時候到了
[00:07:46.480 --> 00:07:49.880]  現在就是神所命定第七天到了
[00:07:49.880 --> 00:07:51.280]  Hallelujah
[00:07:51.280 --> 00:07:53.880]  我再說時候到了
[00:07:53.880 --> 00:07:57.080]  這是神所命定的第七天
[00:07:57.080 --> 00:08:00.880]  你要起來要呼喊得勝
[00:08:00.880 --> 00:08:05.080]  仇敵一切的工作就要倒塌了
[00:08:05.080 --> 00:08:09.280]  待會我們在回應師哥的時候會給你一點時間來呼喊得勝
[00:08:09.280 --> 00:08:12.680]  你不要給我隨意亂叫我告訴你
[00:08:12.680 --> 00:08:15.480]  你一定要抓住神的應許
[00:08:15.480 --> 00:08:17.880]  無論在你過去生命當中
[00:08:17.880 --> 00:08:20.280]  仇敵的攻擊壓制
[00:08:20.280 --> 00:08:22.280]  這是一個時刻到了
[00:08:22.280 --> 00:08:24.280]  你要抓住神的應許
[00:08:24.280 --> 00:08:27.280]  大聲來呼喊得勝
