
[00:00:00.000 --> 00:00:02.760]  一同聚集聆聽佢嘅說話
[00:00:02.760 --> 00:00:05.760]  我哋先一齊嘅低頭祈禱
[00:00:05.760 --> 00:00:08.760]  秋日天佛我哋感謝贊美你自己嘅恩典
[00:00:08.760 --> 00:00:10.400]  喺主日嘅精神
[00:00:10.400 --> 00:00:13.520]  俾我哋有呢個時間一同嚟到敬拜你
[00:00:13.520 --> 00:00:16.760]  佛話我哋有嘅生命氣息都係從你而來
[00:00:16.760 --> 00:00:19.920]  你俾我哋有咁多屬靈嘅福氣
[00:00:19.920 --> 00:00:21.520]  我哋滿心感謝你
[00:00:21.520 --> 00:00:23.720]  求聖靈喺我哋當中幫助我哋
[00:00:23.720 --> 00:00:25.920]  明白聖經嘅訊息
[00:00:25.920 --> 00:00:27.920]  亦都能夠喺我哋生活裏面
[00:00:27.920 --> 00:00:30.920]  實踐你自己話語嘅教訓
[00:00:30.920 --> 00:00:33.920]  奉耶穌基督嘅名祈禱阿們
[00:00:33.920 --> 00:00:39.720]  我哋最近都係講仕途行傳
[00:00:39.720 --> 00:00:42.720]  呢卷書可以話係記載天國
[00:00:42.720 --> 00:00:46.320]  係點樣喺主耶穌升天之後
[00:00:46.320 --> 00:00:48.520]  不斷擴展嘅
[00:00:48.520 --> 00:00:52.720]  我哋睇到教會喺聖靈降臨之後
[00:00:52.720 --> 00:00:56.520]  都令嗰啲仕途門呢係充滿住能力
[00:00:56.520 --> 00:01:00.120]  佢哋唔怕猶太人嘅壓迫
[00:01:00.120 --> 00:01:04.120]  亦都唔怕羅馬官員嘅殺害
[00:01:04.120 --> 00:01:07.120]  有啲人畀石頭掟死咗
[00:01:07.120 --> 00:01:12.120]  有啲人就畀希律王殺咗
[00:01:12.120 --> 00:01:15.320]  但教會仍然係不斷咁擴展擴展
[00:01:15.320 --> 00:01:19.320]  得救嘅人數亦都不斷嘅增加
[00:01:19.320 --> 00:01:24.320]  後來上帝又用神蹟向保羅顯現
[00:01:24.320 --> 00:01:28.320]  將呢一位迫害基督徒嘅恐怖份子
[00:01:28.320 --> 00:01:31.320]  變成一位忠心
[00:01:31.320 --> 00:01:35.320]  唔怕勞苦嘅外邦人嘅仕途
[00:01:35.320 --> 00:01:39.320]  保羅信主之後又同巴拿巴一齊
[00:01:39.320 --> 00:01:43.320]  被安提亞教會差派到海外傳道
[00:01:43.320 --> 00:01:46.320]  我相信佢哋真係教會嘅第一隊
[00:01:46.320 --> 00:01:48.920]  被差派出去嘅海外宣教士
[00:01:48.920 --> 00:01:52.920]  上個星期我哋就睇到仕途行傳第十六章嘅時候
[00:01:52.920 --> 00:01:59.920]  我哋知道保羅同西拉開始咗佢哋第二次嘅宣教之旅
[00:01:59.920 --> 00:02:02.920]  佢哋喺特羅亞見到
[00:02:02.920 --> 00:02:06.920]  喺教會歷史上稱為馬其頓嘅異象
[00:02:06.920 --> 00:02:11.920]  要去希臘向歐洲人傳福音
[00:02:11.920 --> 00:02:15.920]  結果佢哋就去到菲律比傳福音
[00:02:15.920 --> 00:02:17.920]  今日我哋跳咗兩章經文
[00:02:17.920 --> 00:02:19.920]  十七十八我哋冇睇到
[00:02:19.920 --> 00:02:21.920]  而家就嚟到聖經十九章
[00:02:21.920 --> 00:02:26.920]  記載保羅喺以弗所嘅宣教工作
[00:02:26.920 --> 00:02:33.920]  喺呢度嘅工作其實係保羅第三次嘅宣教旅程
[00:02:33.920 --> 00:02:36.920]  我哋睇一幅地圖
[00:02:36.920 --> 00:02:40.920]  呢個係保羅嘅第二次宣教旅程
[00:02:40.920 --> 00:02:45.920]  第二次宣教旅程保羅最後係嚟到哥林多
[00:02:45.920 --> 00:02:50.920]  佢喺哥林多就預備要去耶路撒冷返返去安提亞教會
[00:02:50.920 --> 00:02:54.920]  佢就坐船嚟到以弗所
[00:02:54.920 --> 00:02:57.920]  佢第一次去到以弗所嘅時候
[00:02:57.920 --> 00:03:00.920]  佢可能要喺嗰度等船
[00:03:00.920 --> 00:03:03.920]  有船返返去凱撒尼亞
[00:03:03.920 --> 00:03:05.920]  等待嘅時間佢都禁不住
[00:03:05.920 --> 00:03:07.920]  要去到猶太人嘅會堂
[00:03:07.920 --> 00:03:10.920]  同猶太人嚟到傳福音
[00:03:10.920 --> 00:03:14.920]  不過佢冇喺以弗所停留太耐嘅時間
[00:03:14.920 --> 00:03:17.920]  可能一有船就快啲上船走
[00:03:17.920 --> 00:03:22.920]  喺《士徒人願》十八章二十至二十一節
[00:03:22.920 --> 00:03:24.920]  就有咁嘅記載
[00:03:24.920 --> 00:03:27.920]  大家就請佢留落嚟
[00:03:27.920 --> 00:03:29.920]  就多住一些日子
[00:03:29.920 --> 00:03:31.920]  但係保羅唔肯
[00:03:31.920 --> 00:03:33.920]  臨別嘅時候就對佢哋講
[00:03:33.920 --> 00:03:35.920]  如果係上帝嘅旨意
[00:03:35.920 --> 00:03:38.920]  我會再回到你們這裡來
[00:03:38.920 --> 00:03:42.920]  於是保羅又從以弗所上船
[00:03:42.920 --> 00:03:49.920]  最後保羅第二次旅程就返返去安提亞教會結束
[00:03:49.920 --> 00:03:53.920]  今日嘅經文一開始就記載保羅
[00:03:53.920 --> 00:03:57.920]  係開始咗其實佢嘅第三次旅程
[00:03:57.920 --> 00:03:59.920]  睇返另一幅地圖
[00:03:59.920 --> 00:04:03.920]  佢第三次旅程係由安提亞教會出發
[00:04:03.920 --> 00:04:05.920]  今次佢係行內陸嘅
[00:04:05.920 --> 00:04:07.920]  佢唔係坐船
[00:04:07.920 --> 00:04:10.920]  佢行經內陸嘅原因就係
[00:04:10.920 --> 00:04:14.920]  佢第一次旅程係嗰啲地方建立咗教會
[00:04:14.920 --> 00:04:18.920]  佢第三次出去就先去探訪嗰啲教會
[00:04:18.920 --> 00:04:23.920]  然後就真係神嘅旨意俾佢去到
[00:04:23.920 --> 00:04:26.920]  以弗所嘅地方
[00:04:26.920 --> 00:04:31.920]  以弗所係今日土耳其嘅西岸
[00:04:31.920 --> 00:04:35.920]  有條河叫Kesa嘅河口嗰度
[00:04:35.920 --> 00:04:40.920]  喺羅馬時代由於以弗所嘅地理位置
[00:04:40.920 --> 00:04:44.920]  係海陸交通都十分方便
[00:04:44.920 --> 00:04:47.920]  保羅有一次係從海路去
[00:04:47.920 --> 00:04:49.920]  有一次係從陸路去
[00:04:49.920 --> 00:04:53.920]  其實係當時嘅國際嘅商業中心
[00:04:53.920 --> 00:04:55.920]  亦都係亞西亞省
[00:04:55.920 --> 00:04:58.920]  成個呢個地方叫亞西亞省
[00:04:58.920 --> 00:05:01.920]  亞西亞係指呢一帶嘅地方
[00:05:01.920 --> 00:05:05.920]  過咗嚟呢邊就馬其頓省
[00:05:05.920 --> 00:05:10.920]  以弗所係當代嘅第三大城市
[00:05:10.920 --> 00:05:13.920]  亦都係亞西亞省嘅省會
[00:05:13.920 --> 00:05:19.920]  好似雪梨係紐省嘅省會
[00:05:19.920 --> 00:05:22.920]  以弗所呢個城最著名嘅
[00:05:22.920 --> 00:05:25.920]  就係有一個亞底米女神
[00:05:25.920 --> 00:05:27.920]  佢嘅神像係咁樣嘅
[00:05:27.920 --> 00:05:29.920]  亞底米女神
[00:05:29.920 --> 00:05:31.920]  呢位女神唔單止係
[00:05:31.920 --> 00:05:34.920]  以弗所城裏面嘅人敬拜
[00:05:34.920 --> 00:05:36.920]  而係整個省
[00:05:36.920 --> 00:05:39.920]  整個亞西亞省嘅地區
[00:05:39.920 --> 00:05:41.920]  都係敬奉呢位女神
[00:05:41.920 --> 00:05:44.920]  既然有神就一定有神廟
[00:05:44.920 --> 00:05:47.920]  亞底米嘅神廟亦都係
[00:05:47.920 --> 00:05:50.920]  好犀利好輝煌
[00:05:50.920 --> 00:05:52.920]  建於主前六世紀
[00:05:52.920 --> 00:05:54.920]  呢個圖畫唔係真嘅
[00:05:54.920 --> 00:05:56.920]  即係佢諗出嚟
[00:05:56.920 --> 00:05:57.920]  畫返出嚟
[00:05:57.920 --> 00:06:01.920]  呢個廟曾經係
[00:06:01.920 --> 00:06:04.920]  被列為古代世界嘅
[00:06:04.920 --> 00:06:06.920]  七大奇觀之一
[00:06:06.920 --> 00:06:09.920]  佢嘅長度唔包括平台
[00:06:09.920 --> 00:06:11.920]  就有120公尺長
[00:06:11.920 --> 00:06:13.920]  闊就係60公尺
[00:06:13.920 --> 00:06:16.920]  高就有成20公尺
[00:06:16.920 --> 00:06:18.920]  每一條柱呢
[00:06:18.920 --> 00:06:21.920]  嗰度裏面有120條巨柱
[00:06:21.920 --> 00:06:24.920]  每一條柱係高20公尺
[00:06:24.920 --> 00:06:28.920]  大約呢如果我哋睇今日起嗰啲apartment嘅樓
[00:06:28.920 --> 00:06:30.920]  大約有五六層樓咁高
[00:06:30.920 --> 00:06:32.920]  好犀利
[00:06:32.920 --> 00:06:35.920]  而嗰啲柱上面呢又有雕刻
[00:06:35.920 --> 00:06:37.920]  十分嘅美麗精緻
[00:06:37.920 --> 00:06:39.920]  有一啲呢就鑲埋寶石
[00:06:39.920 --> 00:06:41.920]  極盡奢華
[00:06:41.920 --> 00:06:43.920]  因此呢爾弗所
[00:06:43.920 --> 00:06:45.920]  亦都成為外邦人嘅
