
[00:00:00.000 --> 00:00:03.000]  聖經都是神所默示的
[00:00:03.000 --> 00:00:05.500]  於教訓督責
[00:00:05.500 --> 00:00:09.500]  使人歸正教導學義都是有益的
[00:00:09.500 --> 00:00:12.000]  叫屬神的人得以完全
[00:00:12.000 --> 00:00:15.000]  預備行各樣的善事
[00:00:15.000 --> 00:00:17.000]  感謝主今日會透過聖經的經文
[00:00:17.000 --> 00:00:19.000]  和大家思考的題目
[00:00:19.000 --> 00:00:22.000]  《紹傲詩言》
[00:00:22.000 --> 00:00:25.000]  我們也知道
[00:00:25.000 --> 00:00:28.500]  王羲之的《蘭亭集序》
[00:00:28.500 --> 00:00:32.500]  是書法裡面最高的境界
[00:00:32.500 --> 00:00:35.500]  但可能你就未必知道
[00:00:35.500 --> 00:00:37.500]  《蘭亭集序》這個書法
[00:00:37.500 --> 00:00:40.500]  在什麼情況之下寫成
[00:00:40.500 --> 00:00:43.500]  話說王羲之和一班好友
[00:00:43.500 --> 00:00:45.500]  只是喝酒流傷的時候
[00:00:45.500 --> 00:00:48.500]  本來是一件很快樂的事
[00:00:48.500 --> 00:00:50.500]  就在半醉的時間
[00:00:50.500 --> 00:00:52.500]  他有一個感悟
[00:00:52.500 --> 00:00:54.500]  於是《蘭亭集序》裡面
[00:00:54.500 --> 00:00:56.500]  有一句話這樣說
[00:00:56.500 --> 00:00:58.500]  死生可謂大義
[00:00:58.500 --> 00:01:00.500]  今天我們這麼開心
[00:01:00.500 --> 00:01:02.500]  一旦死亡來的時候
[00:01:02.500 --> 00:01:04.500]  就全部都取消了
[00:01:04.500 --> 00:01:06.500]  死亡帶來分離
[00:01:06.500 --> 00:01:08.500]  帶來痛苦
[00:01:08.500 --> 00:01:12.500]  中國人一直都追求逍遙
[00:01:12.500 --> 00:01:14.500]  逍遙是一種境界
[00:01:14.500 --> 00:01:17.500]  不讓任何物外的東西來障礙我們
[00:01:17.500 --> 00:01:20.500]  但廣東有一句說話這樣說
[00:01:20.500 --> 00:01:22.500]  不到棺材不流淚
[00:01:22.500 --> 00:01:23.500]  言下之意
[00:01:23.500 --> 00:01:25.500]  無論多麼逍遙
[00:01:25.500 --> 00:01:27.500]  面對著生死的時候
[00:01:27.500 --> 00:01:30.500]  就會驚恐不已
[00:01:30.500 --> 00:01:32.500]  今天我會繼續說
[00:01:32.500 --> 00:01:34.500]  但爾利
[00:01:34.500 --> 00:01:36.500]  但爾利這個人
[00:01:36.500 --> 00:01:39.500]  他是怎樣真正的逍遙
[00:01:39.500 --> 00:01:43.500]  而且是笑傲思遠
[00:01:43.500 --> 00:01:46.500]  但爾利來到已經是第六章了
[00:01:46.500 --> 00:01:48.500]  巴比倫帝國
[00:01:48.500 --> 00:01:51.500]  已經在歷史的長廊裡面
[00:01:51.500 --> 00:01:53.500]  有他們的位置
[00:01:53.500 --> 00:01:55.500]  新的朝代興起
[00:01:55.500 --> 00:01:59.500]  是一個馬代波斯的王朝
[00:01:59.500 --> 00:02:03.500]  所謂一朝天子一朝臣
[00:02:03.500 --> 00:02:05.500]  舊的朝代過去的時候
[00:02:05.500 --> 00:02:07.500]  而前朝的官員
[00:02:07.500 --> 00:02:11.500]  都會被貶或者被殺
[00:02:11.500 --> 00:02:14.500]  但是在聖經裡面第六章說來聽
[00:02:14.500 --> 00:02:19.500]  但爾利仍然在這個新的朝廷裡面
[00:02:19.500 --> 00:02:22.500]  仍然畏懼要職
[00:02:22.500 --> 00:02:24.500]  經文開始的時候說
[00:02:24.500 --> 00:02:28.500]  大利烏王按照心意
[00:02:28.500 --> 00:02:32.500]  將國家分為一百二十個總督
[00:02:32.500 --> 00:02:34.500]  以一百二十個的地方
[00:02:34.500 --> 00:02:39.500]  然後由一百二十個總督來管理
[00:02:39.500 --> 00:02:44.500]  大利烏王和尼布格尼薩王不同
[00:02:44.500 --> 00:02:48.500]  尼布格尼薩王仍然是一代梟雄
