
[00:00:00.000 --> 00:00:04.560]  今天是2021年10月31日
[00:00:04.560 --> 00:00:08.220]  在幾百年前的當年今日
[00:00:08.220 --> 00:00:11.080]  在世界歷史上
[00:00:11.080 --> 00:00:13.360]  都記錄下一個特別的日子
[00:00:13.360 --> 00:00:17.200]  深深影響著今日基督教會的面貌
[00:00:17.200 --> 00:00:18.480]  提到基督教會
[00:00:18.480 --> 00:00:21.960]  我們幾個星期前在初信班裏有一堂課
[00:00:21.960 --> 00:00:25.520]  講解為何有這麼多間教會
[00:00:25.520 --> 00:00:27.960]  我們這裏叫做「潮人生命堂」
[00:00:27.960 --> 00:00:30.880]  我們隔壁街的鄰居叫做「浸信會」
[00:00:30.880 --> 00:00:32.800]  我們或我們的親戚朋友
[00:00:32.800 --> 00:00:36.320]  都有機會在聖公會、宣道會、秦道慧理
[00:00:36.320 --> 00:00:39.280]  這些教會學校裏讀書
[00:00:39.280 --> 00:00:42.440]  我自己就在崇珍會裏面讀書
[00:00:42.440 --> 00:00:44.760]  為何這麼多不同的名字
[00:00:44.760 --> 00:00:47.080]  其實都是純正的基督教會
[00:00:47.080 --> 00:00:51.680]  為何會發展出這麼多的宗派教會呢?
[00:00:51.680 --> 00:00:57.280]  就要從504年的當年今日開始講起
[00:00:57.280 --> 00:01:00.040]  當時是16世紀的歐洲
[00:01:00.040 --> 00:01:03.480]  教會已經成為了一個很龐大的組織
[00:01:03.480 --> 00:01:05.080]  他們有很多權力
[00:01:05.080 --> 00:01:06.440]  他們的組織架構
[00:01:06.440 --> 00:01:07.760]  有很多領袖
[00:01:07.760 --> 00:01:11.000]  伴隨著的就是越來越多的問題
[00:01:11.000 --> 00:01:15.200]  因為有很多的金錢、利益、權力、架構
[00:01:15.200 --> 00:01:18.920]  很多不同的東西參雜在信仰裏面
[00:01:18.920 --> 00:01:21.760]  這個局真的不容易拆除
[00:01:21.760 --> 00:01:24.400]  當時有一個基督教的神學家
[00:01:24.400 --> 00:01:26.280]  他叫做馬丁路德
[00:01:26.280 --> 00:01:28.040]  他在聖經裏面就讀到
[00:01:28.040 --> 00:01:31.040]  關於一個人怎樣可以得到救恩呢?
[00:01:31.040 --> 00:01:32.440]  他就說
[00:01:32.440 --> 00:01:34.120]  聖經裏面明明就講
[00:01:34.120 --> 00:01:36.360]  一個人去得著拯救
[00:01:36.360 --> 00:01:39.440]  是因為神的慈悲
[00:01:39.440 --> 00:01:41.360]  因著人的信心
[00:01:41.360 --> 00:01:46.280]  而不是當時教廷講的一些其他的方法
[00:01:46.280 --> 00:01:48.240]  例如是贖罪券
[00:01:48.240 --> 00:01:50.240]  所以他作為一個神學家
[00:01:50.240 --> 00:01:51.920]  一個大學教授
[00:01:51.920 --> 00:01:54.800]  他就將他所讀到的一些想法
