
[00:00:00.000 --> 00:00:04.280]  首先在講詩篇第一篇之前
[00:00:04.280 --> 00:00:06.280]  我們試試看一個經文
[00:00:06.280 --> 00:00:09.000]  就是《彼得前書二章九節》
[00:00:09.000 --> 00:00:11.000]  我們看這個經文之前
[00:00:11.000 --> 00:00:15.000]  我們先看一段經文是《彼得前書二章九節》
[00:00:15.000 --> 00:00:18.000]  OK 《彼得前書二章九節》
[00:00:18.000 --> 00:00:20.000]  《彼得前書二章九節》
[00:00:20.000 --> 00:00:22.000]  OK 找到的呢
[00:00:22.000 --> 00:00:24.000]  我想大家一起讀
[00:00:24.000 --> 00:00:25.500]  為什麼一起讀呢?
[00:00:25.500 --> 00:00:28.500]  因為這段經文對我們是很重要的
[00:00:28.500 --> 00:00:30.500]  這段經文對我們非常重要
[00:00:30.500 --> 00:00:32.500]  大家找到一同來讀
[00:00:32.500 --> 00:00:34.500]  OK 找到沒有?
[00:00:34.500 --> 00:00:36.500]  找到沒有
[00:00:36.500 --> 00:00:41.500]  OK 找到大家一起讀
[00:00:41.500 --> 00:00:42.500]  開始
[00:00:42.500 --> 00:00:43.500]  找到我們一同來讀
[00:00:43.500 --> 00:00:48.500]  唯有你們是被揀選的族類
[00:00:48.500 --> 00:00:51.500]  是有君尊的祭司
[00:00:51.500 --> 00:00:54.500]  是聖潔的國度
[00:00:54.500 --> 00:00:57.000]  是屬神的子民
[00:00:57.000 --> 00:00:59.500]  要叫你們宣揚
[00:00:59.500 --> 00:01:02.500]  那召你們出黑暗
[00:01:02.500 --> 00:01:06.500]  任其妙過明者的美德
[00:01:06.500 --> 00:01:08.500]  你看看這段經文
[00:01:08.500 --> 00:01:10.000]  你們看這個經文
[00:01:10.000 --> 00:01:12.000]  講出我們有兩個身份
[00:01:12.000 --> 00:01:13.500]  講出我們有兩個身份
[00:01:13.500 --> 00:01:15.000]  所以這段經文
[00:01:15.000 --> 00:01:17.500]  我們首先認識一下我們自己
[00:01:17.500 --> 00:01:19.500]  所以我們要認識我們自己
[00:01:19.500 --> 00:01:21.000]  這裡說什麼?
[00:01:21.000 --> 00:01:22.000]  這裡說什麼?
[00:01:22.000 --> 00:01:24.500]  你們是有君尊的祭司
[00:01:24.500 --> 00:01:26.500]  你們是有君尊的祭司
[00:01:26.500 --> 00:01:28.500]  第一個身份是祭司的身份
[00:01:28.500 --> 00:01:30.500]  第一個身份你們是祭司的身份
[00:01:30.500 --> 00:01:33.500]  第二個身份你們是神的子民
[00:01:33.500 --> 00:01:36.000]  第二個身份你們是神的子民
[00:01:36.000 --> 00:01:38.000]  所以我們的身份是很高貴的
[00:01:38.000 --> 00:01:40.000]  所以我們的身份是很高貴的
[00:01:40.000 --> 00:01:41.500]  你不要小看你的身份
[00:01:41.500 --> 00:01:43.500]  不要小看你的身份
[00:01:43.500 --> 00:01:46.000]  如果你不認識你自己的身份
[00:01:46.000 --> 00:01:48.000]  如果你不認識你自己的身份
[00:01:48.000 --> 00:01:50.500]  你這一輩子就蒙茬茬地過了
[00:01:50.500 --> 00:01:54.000]  你這一生可能就虎裡虎頭過去了
[00:01:54.000 --> 00:01:56.000]  好了 好像有故事
[00:01:56.000 --> 00:01:58.000]  有一個做王子的
[00:01:58.000 --> 00:02:01.000]  和一個乞丐交換他的身份
[00:02:01.000 --> 00:02:03.000]  就像有一個故事講一個
[00:02:03.000 --> 00:02:06.000]  王子和乞丐交換的身份
[00:02:06.000 --> 00:02:07.500]  聽過這個故事沒有?
[00:02:07.500 --> 00:02:08.500]  大家有沒有聽過這個故事?
[00:02:08.500 --> 00:02:10.000]  這個故事很出名的故事
[00:02:10.000 --> 00:02:12.000]  這是個很出名的故事
[00:02:12.000 --> 00:02:14.000]  這個王子做了乞丐
[00:02:14.000 --> 00:02:16.000]  這個王子做了就是
[00:02:16.000 --> 00:02:17.500]  這個乞丐做了王子
[00:02:17.500 --> 00:02:19.500]  這個乞丐做了王子
[00:02:19.500 --> 00:02:21.500]  那個王子做了乞丐之後
[00:02:21.500 --> 00:02:23.000]  才發覺功夫的
[00:02:23.000 --> 00:02:25.000]  然後這個王子做了乞丐以後
[00:02:25.000 --> 00:02:27.000]  才發現生活這麼苦
[00:02:27.000 --> 00:02:28.500]  你知不知道這段經文說
[00:02:28.500 --> 00:02:30.500]  你就是那個王子的身份
[00:02:30.500 --> 00:02:32.000]  你知不知道這段經文說
[00:02:32.000 --> 00:02:34.000]  你就是王子的身份
[00:02:34.000 --> 00:02:36.000]  你一定要了解你的身份
[00:02:36.000 --> 00:02:38.000]  你一定要了解你的身份
[00:02:38.000 --> 00:02:39.000]  否則你這一生人
[00:02:39.000 --> 00:02:41.000]  就會很痛苦地過
[00:02:41.000 --> 00:02:43.000]  不然的話
[00:02:43.000 --> 00:02:45.000]  你的生活就會很痛苦
[00:02:45.000 --> 00:02:48.500]  這裏說你們是被揀選的族類
[00:02:48.500 --> 00:02:51.000]  你們是被揀選的族類
[00:02:51.000 --> 00:02:52.000]  你怎麽這麽厲害
[00:02:52.000 --> 00:02:53.500]  要被神揀選
[00:02:53.500 --> 00:02:55.000]  你這麽了不起
[00:02:55.000 --> 00:02:57.000]  為什麽會被神所揀選呢
[00:02:57.000 --> 00:02:58.500]  可以在九月的時代
[00:02:58.500 --> 00:03:01.000]  在九月的時代
[00:03:01.000 --> 00:03:03.000]  以色列人是神的選民
[00:03:03.000 --> 00:03:05.000]  以色列人是神的選民
[00:03:05.000 --> 00:03:08.000]  神為什麽要揀選這班以色列人
[00:03:08.000 --> 00:03:10.000]  神為什麽揀選以色列人呢
[00:03:10.000 --> 00:03:12.000]  不是因為他們有什麽好
[00:03:12.000 --> 00:03:14.000]  不是他們什麽做得好
[00:03:14.000 --> 00:03:17.000]  現在又請你翻開
[00:03:17.000 --> 00:03:19.000]  《生命記》第七章第六節
[00:03:19.000 --> 00:03:24.000]  請大家翻到《生命記》第七章第六節
[00:03:24.000 --> 00:03:33.000]  《生命記》第七章第六節
[00:03:33.000 --> 00:03:37.000]  《生命記》第七章第六節
[00:03:37.000 --> 00:03:46.000]  《生命記》是一卷什麽書呢
[00:03:46.000 --> 00:03:48.000]  《生命記》是一卷什麽書呢
[00:03:48.000 --> 00:03:50.000]  《生命記》這卷書就是
[00:03:50.000 --> 00:03:54.000]  當波西就要離世的時候
[00:03:54.000 --> 00:03:55.000]  《生命記》這卷書就是
[00:03:55.000 --> 00:03:57.000]  當波西就要離世的時候
[00:03:57.000 --> 00:03:59.000]  可以說是臨別陣言
[00:03:59.000 --> 00:04:01.000]  可以說是臨別陣言
[00:04:01.000 --> 00:04:03.000]  我們招聚全部以色列人
[00:04:03.000 --> 00:04:04.000]  來到他的面前
[00:04:04.000 --> 00:04:07.000]  招聚全部以色列人到他的面前
[00:04:07.000 --> 00:04:09.000]  將過往的歷史
[00:04:09.000 --> 00:04:10.000]  將過往的歷史
[00:04:10.000 --> 00:04:12.000]  再重述一遍
[00:04:12.000 --> 00:04:13.000]  再重述一遍
[00:04:13.000 --> 00:04:15.000]  告訴以色列人
[00:04:15.000 --> 00:04:16.000]  告訴以色列人
[00:04:16.000 --> 00:04:18.000]  你們的祖宗怎麽樣怎麽樣
[00:04:18.000 --> 00:04:21.000]  你們的祖宗怎麽樣怎麽樣
[00:04:21.000 --> 00:04:23.000]  我們這班人是蒙福的人
[00:04:23.000 --> 00:04:25.000]  我們是一班蒙福的人
[00:04:25.000 --> 00:04:28.000]  我們被神揀選為他的選民
[00:04:28.000 --> 00:04:30.000]  我們被神揀選為他的選民
[00:04:30.000 --> 00:04:32.000]  第七章第六節
[00:04:32.000 --> 00:04:33.000]  第七章第六節
[00:04:33.000 --> 00:04:35.000]  不是因為我們有什麽好
[00:04:35.000 --> 00:04:38.000]  第六節說不是因為我們有什麽好
[00:04:38.000 --> 00:04:39.000]  第六節說不是因為我們有什麽好
[00:04:39.000 --> 00:04:41.000]  好了,看看刁講什麽呢
[00:04:41.000 --> 00:04:42.000]  好了,看看刁講什麽呢
[00:04:42.000 --> 00:04:49.000]  刁講:因為你歸耶和華李神為聖傑的民
[00:04:49.000 --> 00:04:53.000]  因為你歸耶和華李神為聖傑的民
[00:04:53.000 --> 00:04:57.000]  耶和華李神從地上的萬民中揀選你
[00:04:57.000 --> 00:05:01.000]  耶和華李神從地上萬民中揀選你
[00:05:01.000 --> 00:05:03.000]  達作自己的子民
[00:05:03.000 --> 00:05:05.000]  達作自己的子民
[00:05:05.000 --> 00:05:07.000]  請你記住
[00:05:07.000 --> 00:05:08.000]  請你記住
[00:05:08.000 --> 00:05:12.000]  現在這個出埃及記那個時代呢
