
[00:00:00.000 --> 00:00:02.000]  好,弟兄姐妹平安
[00:00:02.000 --> 00:00:04.000]  好,我們再一次低頭祈禱
[00:00:04.000 --> 00:00:06.000]  天父,我求祢帶領我們
[00:00:06.000 --> 00:00:09.000]  我們知道祢是愛的神
[00:00:09.000 --> 00:00:11.000]  但是在祢的愛裏面
[00:00:11.000 --> 00:00:14.000]  祢不單止是為我們成就了救贖
[00:00:14.000 --> 00:00:16.000]  祢成為我們的天父
[00:00:16.000 --> 00:00:19.000]  祢也為我們預備了一個贖靈的家庭
[00:00:19.000 --> 00:00:21.000]  就是教會
[00:00:21.000 --> 00:00:25.000]  我們不單止是祢個別拯救的兒女
[00:00:25.000 --> 00:00:30.000]  我們也是聚在一起組織成為教會的時候
[00:00:30.000 --> 00:00:33.000]  我們就是成為祢的家裏面
[00:00:33.000 --> 00:00:37.000]  是祢自己拯救的家庭的一份子
[00:00:37.000 --> 00:00:38.000]  我們獻上感恩
[00:00:38.000 --> 00:00:39.000]  願祢今天跟我們講說話
[00:00:39.000 --> 00:00:41.000]  奉耶穌基督的名祈求
[00:00:41.000 --> 00:00:42.000]  下門
[00:00:42.000 --> 00:00:44.000]  好了,今天試圖信經
[00:00:44.000 --> 00:00:46.000]  我們差不多講到尾聲了
[00:00:46.000 --> 00:00:49.000]  我們再讀一讀先
[00:00:49.000 --> 00:00:53.000]  我們先讀一次
[00:00:53.000 --> 00:00:55.000]  我信上帝全能的父
[00:00:55.000 --> 00:00:57.000]  創造天地的主
[00:00:57.000 --> 00:00:59.000]  我信我主耶穌基督
[00:00:59.000 --> 00:01:01.000]  上帝的獨生子
[00:01:01.000 --> 00:01:02.000]  因聖靈感恩
[00:01:02.000 --> 00:01:04.000]  猶同精女瑪利亞所生
[00:01:04.000 --> 00:01:07.000]  在本丟比拉多手下受難
[00:01:07.000 --> 00:01:10.000]  被釘十字架受死埋葬
[00:01:10.000 --> 00:01:12.000]  第三天從死人中復活
