
[00:00:00.000 --> 00:00:06.000]  有沒有看見基督徒表現得很沮喪?
[00:00:06.000 --> 00:00:08.000]  有沒有?
[00:00:08.000 --> 00:00:10.000]  照鏡子的時候
[00:00:10.000 --> 00:00:12.000]  唉,真是那麼低俗
[00:00:12.000 --> 00:00:15.000]  塗點粉吧
[00:00:15.000 --> 00:00:19.000]  有沒有看見基督徒的牧師傳道
[00:00:19.000 --> 00:00:21.000]  樣子很低俗?
[00:00:21.000 --> 00:00:24.000]  甚麼時候?
[00:00:24.000 --> 00:00:28.000]  教會獨望著空椅的時候
[00:00:28.000 --> 00:00:30.000]  即是那些
[00:00:30.000 --> 00:00:32.000]  有沒有聽過
[00:00:32.000 --> 00:00:36.000]  做基督徒或做神的僕人
[00:00:36.000 --> 00:00:38.000]  都說抑鬱
[00:00:38.000 --> 00:00:40.000]  甚至想死
[00:00:40.000 --> 00:00:42.000]  聖經都有記載
[00:00:42.000 --> 00:00:44.000]  有一個叫以利亞的人物
[00:00:44.000 --> 00:00:46.000]  他侍奉神
[00:00:46.000 --> 00:00:48.000]  侍奉到很低落
[00:00:48.000 --> 00:00:50.000]  唉
[00:00:50.000 --> 00:00:52.000]  差不多說我不死也沒用
[00:00:52.000 --> 00:00:55.000]  當然也有一個若拿
[00:00:55.000 --> 00:00:58.000]  也說我真的想死
[00:00:58.000 --> 00:01:00.000]  很激氣,激氣到死
[00:01:00.000 --> 00:01:02.000]  是真的
[00:01:02.000 --> 00:01:04.000]  有時候我們說
[00:01:04.000 --> 00:01:06.000]  你是神的僕人
[00:01:06.000 --> 00:01:08.000]  你是侍奉神的人
[00:01:08.000 --> 00:01:12.000]  為甚麼你也會灰心呢?
[00:01:12.000 --> 00:01:14.000]  你去看牙醫
[00:01:14.000 --> 00:01:16.000]  有沒有看過牙醫?
[00:01:16.000 --> 00:01:18.000]  牙醫是沒有牙的
[00:01:18.000 --> 00:01:20.000]  我幫你
[00:01:20.000 --> 00:01:22.000]  你怕不怕?
[00:01:22.000 --> 00:01:25.000]  你是非法看到那個人光頭的
[00:01:25.000 --> 00:01:27.000]  我來剪頭髮
[00:01:27.000 --> 00:01:29.000]  不用那麼短
[00:01:29.000 --> 00:01:32.000]  你去看醫生
[00:01:32.000 --> 00:01:33.000]  那個醫生戴著口罩
[00:01:33.000 --> 00:01:35.000]  不斷咳嗽
[00:01:35.000 --> 00:01:38.000]  你很快就沒事了
[00:01:38.000 --> 00:01:40.000]  基督徒為甚麼會信主
[00:01:40.000 --> 00:01:42.000]  仍然會沮喪
[00:01:42.000 --> 00:01:43.000]  灰心呢?
[00:01:43.000 --> 00:01:46.000]  很多原因
[00:01:46.000 --> 00:01:48.000]  當然也會遇到打擊
[00:01:48.000 --> 00:01:50.000]  通常我們在這段經文
[00:01:50.000 --> 00:01:52.000]  找到一個答案
[00:01:52.000 --> 00:01:54.000]  為甚麼基督徒灰心
[00:01:54.000 --> 00:01:55.000]  其中一個主要原因是
[00:01:55.000 --> 00:01:58.000]  我們看不到神想怎樣
[00:01:58.000 --> 00:02:02.000]  我們不知道原來神是為我們征戰
[00:02:02.000 --> 00:02:04.000]  神是陪著我們征戰
[00:02:04.000 --> 00:02:07.000]  我想說的重點是
[00:02:07.000 --> 00:02:09.000]  聖經很多時候說
[00:02:09.000 --> 00:02:11.000]  結果不是最重要
[00:02:11.000 --> 00:02:13.000]  結果不是最重要
[00:02:13.000 --> 00:02:16.000]  是過程才是最重要
[00:02:16.000 --> 00:02:18.000]  是過程才是最重要
[00:02:18.000 --> 00:02:20.000]  我記得我聽過一個爸爸
[00:02:20.000 --> 00:02:22.000]  跟我分享他帶女兒
[00:02:22.000 --> 00:02:30.000]  去賽馬會健康院
[00:02:30.000 --> 00:02:33.000]  做嬰兒檢查
[00:02:33.000 --> 00:02:34.000]  不知多少個月
[00:02:34.000 --> 00:02:36.000]  多少個星期
[00:02:36.000 --> 00:02:37.000]  多少歲
[00:02:37.000 --> 00:02:39.000]  檢查到多少歲
[00:02:39.000 --> 00:02:41.000]  去健康院
[00:02:41.000 --> 00:02:47.000]  即是多少歲
[00:02:47.000 --> 00:02:49.000]  去打針
[00:02:49.000 --> 00:02:51.000]  他的嬰兒帶到健康院
[00:02:51.000 --> 00:02:53.000]  有個姑娘
[00:02:53.000 --> 00:02:55.000]  把嬰兒交給他
[00:02:55.000 --> 00:02:57.000]  怎樣引誘他呢?
[00:02:57.000 --> 00:02:59.000]  給他玩具
[00:02:59.000 --> 00:03:01.000]  嬰兒一坐下
[00:03:01.000 --> 00:03:03.000]  就有個玩具鈴鈴
[00:03:03.000 --> 00:03:05.000]  引誘他
[00:03:05.000 --> 00:03:07.000]  放他在地上
[00:03:07.000 --> 00:03:09.000]  然後那個姑娘
[00:03:09.000 --> 00:03:11.000]  就用鈴鈴引誘他
[00:03:11.000 --> 00:03:13.000]  他看著爸爸
[00:03:13.000 --> 00:03:15.000]  又看著那個姑娘
[00:03:15.000 --> 00:03:17.000]  有個醫生在旁
[00:03:17.000 --> 00:03:19.000]  他小時候
[00:03:19.000 --> 00:03:21.000]  還在地上爬
[00:03:21.000 --> 00:03:23.000]  被鈴鈴帶到前面
[00:03:23.000 --> 00:03:25.000]  小朋友看見鈴鈴
[00:03:25.000 --> 00:03:27.000]  就伸手拿
[00:03:27.000 --> 00:03:29.000]  姑娘向後退
[00:03:29.000 --> 00:03:31.000]  他向前
[00:03:31.000 --> 00:03:33.000]  又引誘他
[00:03:33.000 --> 00:03:35.000]  剛才向前
[00:03:35.000 --> 00:03:37.000]  他又拿不到
[00:03:37.000 --> 00:03:39.000]  他又退後
[00:03:39.000 --> 00:03:41.000]  再追
[00:03:41.000 --> 00:03:43.000]  他又退後
[00:03:43.000 --> 00:03:45.000]  那個嬰兒看著
[00:03:45.000 --> 00:03:47.000]  如果我們會說
[00:03:47.000 --> 00:03:49.000]  你玩什麼?
[00:03:49.000 --> 00:03:51.000]  但他繼續
[00:03:51.000 --> 00:03:53.000]  叫他的名字
[00:03:53.000 --> 00:03:55.000]  爸爸又幫忙叫他
[00:03:55.000 --> 00:03:57.000]  追那個鈴鈴
[00:03:57.000 --> 00:03:59.000]  一路追
[00:03:59.000 --> 00:04:01.000]  又轉右又轉左
[00:04:01.000 --> 00:04:03.000]  最後就把那個鈴鈴交給他
[00:04:03.000 --> 00:04:05.000]  那個嬰兒
[00:04:05.000 --> 00:04:07.000]  最後很開心
[00:04:07.000 --> 00:04:09.000]  抱著那個鈴鈴
[00:04:09.000 --> 00:04:11.000]  跟著醫生說
[00:04:11.000 --> 00:04:13.000]  他的大肌肉
[00:04:13.000 --> 00:04:15.000]  小肌肉都很好
[00:04:15.000 --> 00:04:17.000]  他聽力和視力都很正常
[00:04:17.000 --> 00:04:19.000]  原來
[00:04:19.000 --> 00:04:21.000]  那個小朋友想著
[00:04:21.000 --> 00:04:23.000]  重點是什麼?
