
[00:00:00.000 --> 00:00:02.000]  一齊祈禱
[00:00:02.000 --> 00:00:04.000]  首先感謝站美志的恩典
[00:00:04.000 --> 00:00:07.000]  因為您讓我們在雪梨的地方居住
[00:00:07.000 --> 00:00:09.000]  是滿有平安
[00:00:09.000 --> 00:00:13.000]  我們也特別紀念在法國的死難者
[00:00:13.000 --> 00:00:15.000]  甚至在秘魯那邊
[00:00:15.000 --> 00:00:19.000]  其實最近也有一宗汽車爆炸事件
[00:00:19.000 --> 00:00:22.000]  我們也求父女安慰那些死難者的家屬
[00:00:22.000 --> 00:00:26.000]  幫助他們能夠面對這個人生的現實
[00:00:26.000 --> 00:00:29.000]  幫助他們尋找上帝的平安
[00:00:29.000 --> 00:00:32.000]  幫助他們擁有永生的盼望
[00:00:32.000 --> 00:00:37.000]  感謝您將這麼多屬靈的福氣賜給我們
[00:00:37.000 --> 00:00:40.000]  求父您的靈現在充滿我們
[00:00:40.000 --> 00:00:44.000]  讓我們能夠學習如何在教會裏
[00:00:44.000 --> 00:00:47.000]  幫助教會成為一間健康的教會
[00:00:47.000 --> 00:00:50.000]  我們將以下時間恭敬擺在您的手中
[00:00:50.000 --> 00:00:52.000]  求聖靈願為同在
[00:00:52.000 --> 00:00:54.000]  奉耶穌基督的名祈禱
[00:00:54.000 --> 00:00:59.000]  今天是教會系列的第四講
[00:00:59.000 --> 00:01:02.000]  主題是健康的教會
[00:01:02.000 --> 00:01:05.000]  現代人也很注意健康
[00:01:05.000 --> 00:01:08.000]  隨著醫學不斷的研究
[00:01:08.000 --> 00:01:11.000]  知識不斷的增加的時候
[00:01:11.000 --> 00:01:13.000]  我們就收到更多的資訊
[00:01:13.000 --> 00:01:17.000]  讓我們留意如何保持健康
[00:01:17.000 --> 00:01:19.000]  最近我看到一篇文章
[00:01:19.000 --> 00:01:23.000]  提到原來米的外面含有毛基酸
[00:01:23.000 --> 00:01:27.000]  是一種可以治癌的物質
[00:01:27.000 --> 00:01:30.000]  也是砒霜的主要成分
[00:01:30.000 --> 00:01:33.000]  但是華人吃米吃了這麼多年
[00:01:33.000 --> 00:01:35.000]  人口仍然是加增的
[00:01:35.000 --> 00:01:37.000]  除了華人之外
[00:01:37.000 --> 00:01:42.000]  其實世界上大約有一半的人口都是吃米的
[00:01:42.000 --> 00:01:45.000]  所以雖然對米有些新發現
