
[00:00:00.000 --> 00:00:03.000]  第7節
[00:00:03.000 --> 00:00:06.000]  各位親愛的弟兄姊妹平安神
[00:00:06.000 --> 00:00:08.000]  今天要向你講說話
[00:00:08.000 --> 00:00:11.000]  當你聽到一件意外的事件的時候
[00:00:11.000 --> 00:00:13.000]  可能你都覺得很震撼
[00:00:13.000 --> 00:00:17.000]  在香港一個很大的體育場
[00:00:17.000 --> 00:00:19.000]  就是紅磡體育館
[00:00:19.000 --> 00:00:21.000]  有一個很現代的
[00:00:21.000 --> 00:00:25.000]  很受歡迎的一隊樂隊在那裡
[00:00:25.000 --> 00:00:27.000]  要開演唱會
[00:00:27.000 --> 00:00:29.000]  全場滿座
[00:00:29.000 --> 00:00:32.000]  一年很多天的票全部賣光
[00:00:32.000 --> 00:00:33.000]  那一天
[00:00:33.000 --> 00:00:37.000]  當要演出開頭那個時間的時候
[00:00:37.000 --> 00:00:40.000]  一個很大的電視機
[00:00:40.000 --> 00:00:42.000]  幾乎在上面掛著
[00:00:42.000 --> 00:00:44.000]  是掉下來了
[00:00:44.000 --> 00:00:47.000]  而且有兩個舞蹈員
[00:00:47.000 --> 00:00:50.000]  就被那個電視機扎中了
[00:00:50.000 --> 00:00:54.000]  其中一個剛剛扎中的頭部
[00:00:54.000 --> 00:00:56.000]  受到重傷
[00:00:56.000 --> 00:00:59.000]  當時全場震撼
[00:00:59.000 --> 00:01:01.000]  整個音樂會就被腰斬
[00:01:01.000 --> 00:01:05.000]  所有人的焦點都集中在
[00:01:05.000 --> 00:01:08.000]  這兩個受傷的舞蹈員上面
[00:01:08.000 --> 00:01:11.000]  到底他們會怎樣呢?
[00:01:11.000 --> 00:01:15.000]  其中一位竟然是一個牧師的兒子
[00:01:15.000 --> 00:01:17.000]  而他的爸爸媽媽
[00:01:17.000 --> 00:01:21.000]  是在多倫多牧養一間教會的
[00:01:21.000 --> 00:01:25.000]  當爸爸媽媽聽到兒子有這樣的意外
[00:01:25.000 --> 00:01:32.000]  他們立刻就放下加拿大所有的工作
[00:01:32.000 --> 00:01:34.000]  立刻飛回來香港
[00:01:34.000 --> 00:01:36.000]  要陪他的兒子
[00:01:36.000 --> 00:01:40.000]  要看看他的兒子將來的發展是怎樣
[00:01:40.000 --> 00:01:42.000]  而且那些醫生說
[00:01:42.000 --> 00:01:46.000]  剛剛扎中的是他的腦部
[00:01:46.000 --> 00:01:49.000]  所以他已經不能夠自己呼吸
[00:01:49.000 --> 00:01:52.000]  要靠人工呼吸機
[00:01:52.000 --> 00:01:55.000]  來維持他的生命
[00:01:55.000 --> 00:01:58.000]  他是危在旦夕
[00:01:58.000 --> 00:02:00.000]  但是很奇妙
[00:02:00.000 --> 00:02:02.000]  多謝神的恩典
[00:02:02.000 --> 00:02:05.000]  又透過這個牧師夫婦
[00:02:05.000 --> 00:02:07.000]  發出很多的代討信
[00:02:07.000 --> 00:02:11.000]  我想全世界有很多的基督徒
[00:02:11.000 --> 00:02:15.000]  都為這位舞蹈員Mo來祈禱
[00:02:15.000 --> 00:02:18.000]  求神憐憫
[00:02:18.000 --> 00:02:22.000]  求神保住他的生命
[00:02:22.000 --> 00:02:25.000]  今天我很想送給大家的
[00:02:25.000 --> 00:02:27.000]  就是兩節的聖經
[00:02:27.000 --> 00:02:34.000]  記載在哥林多後書第十二章第九節
[00:02:34.000 --> 00:02:38.000]  哥林多後書十二章第九節
[00:02:38.000 --> 00:02:41.000]  聖經是這麼說的
[00:02:41.000 --> 00:02:43.000]  他對我說
[00:02:43.000 --> 00:02:47.000]  我的恩典是夠你用
[00:02:47.000 --> 00:02:51.000]  神的恩典是很夠用的
[00:02:51.000 --> 00:02:54.000]  你只要知取神的恩典
[00:02:54.000 --> 00:02:58.000]  你只要向上仰望神的恩典
[00:02:58.000 --> 00:03:01.000]  神的恩典是足夠的
[00:03:01.000 --> 00:03:04.000]  是很足夠的幫助你的
[00:03:04.000 --> 00:03:06.000]  因為我的能力
[00:03:06.000 --> 00:03:09.000]  是在人的軟弱上面
[00:03:09.000 --> 00:03:11.000]  更加顯得完全
[00:03:11.000 --> 00:03:13.000]  當你覺得我們很無能
[00:03:13.000 --> 00:03:15.000]  當你覺得我們很無助
[00:03:15.000 --> 00:03:16.000]  當你受傷的時候
[00:03:16.000 --> 00:03:19.000]  我們需要的是神的能力
[00:03:19.000 --> 00:03:21.000]  它奉備我們
[00:03:21.000 --> 00:03:23.000]  奉備這個字
[00:03:23.000 --> 00:03:26.000]  就好像是有個蚌臂
[00:03:26.000 --> 00:03:28.000]  保護著你
[00:03:28.000 --> 00:03:29.000]  包圍著你
[00:03:29.000 --> 00:03:31.000]  承托著你一樣
[00:03:31.000 --> 00:03:33.000]  好像一隻小鳥
[00:03:33.000 --> 00:03:35.000]  當它學飛的時候
[00:03:35.000 --> 00:03:37.000]  那隻媽媽在它旁邊
[00:03:37.000 --> 00:03:39.000]  當這隻小鳥好像要掉下來的時候
[00:03:39.000 --> 00:03:42.000]  媽媽就飛在這隻小鳥的下面
[00:03:42.000 --> 00:03:44.000]  伸開它的翅膀
[00:03:44.000 --> 00:03:47.000]  可以承托著這隻小鳥
[00:03:47.000 --> 00:03:50.000]  原來今天神在用祂的能力
[00:03:50.000 --> 00:03:52.000]  承托著我們
[00:03:52.000 --> 00:03:53.000]  奉備著我們
[00:03:53.000 --> 00:03:54.000]  包圍著我們
[00:03:54.000 --> 00:03:56.000]  叫我們顯得完全
[00:03:56.000 --> 00:04:02.000]  祂說我更喜歡誇自己的軟弱
[00:04:02.000 --> 00:04:05.000]  很叫基督的能力奉備我
[00:04:05.000 --> 00:04:09.000]  保祿說我更喜歡誇自己的軟弱
[00:04:09.000 --> 00:04:11.000]  有沒有人想誇自己的軟弱的
[00:04:11.000 --> 00:04:12.000]  很少的
[00:04:12.000 --> 00:04:14.000]  我的腳不好
[00:04:14.000 --> 00:04:15.000]  我不能走
[00:04:15.000 --> 00:04:16.000]  我的手不太能動
[00:04:16.000 --> 00:04:18.000]  我這裡也不太方便
[00:04:18.000 --> 00:04:20.000]  我的聽覺也不太好
[00:04:20.000 --> 00:04:23.000]  沒有人喜歡誇自己的軟弱
[00:04:23.000 --> 00:04:25.000]  但保祿跟著起第十節
[00:04:25.000 --> 00:04:26.000]  他怎麼說呢
[00:04:26.000 --> 00:04:30.000]  我為基督的緣故
[00:04:30.000 --> 00:04:33.000]  我就以軟弱凌辱
[00:04:33.000 --> 00:04:37.000]  急難逼迫困苦
[00:04:37.000 --> 00:04:39.000]  為可喜樂
[00:04:39.000 --> 00:04:42.000]  因為我什麽時候軟弱
[00:04:42.000 --> 00:04:46.000]  我什麽時候就光強
[00:04:46.000 --> 00:04:47.000]  保祿的意思就是說
[00:04:47.000 --> 00:04:49.000]  我反而反過來
[00:04:49.000 --> 00:04:52.000]  我很喜歡高舉
[00:04:52.000 --> 00:04:56.000]  或者誇張自己的軟弱
[00:04:56.000 --> 00:04:59.000]  橫難逼迫各樣不同的東西
[00:04:59.000 --> 00:05:02.000]  因為我什麽時候軟弱
[00:05:02.000 --> 00:05:05.000]  我什麽時候就光強
[00:05:05.000 --> 00:05:08.000]  原來軟弱是顯出
[00:05:08.000 --> 00:05:10.000]  我們不是靠自己
[00:05:10.000 --> 00:05:12.000]  我們很無能
[00:05:12.000 --> 00:05:13.000]  我們很無助
[00:05:13.000 --> 00:05:18.000]  我們需要的是神在我們裏面
[00:05:18.000 --> 00:05:20.000]  神作我們的幫助
[00:05:20.000 --> 00:05:22.000]  神作我們的力量
[00:05:22.000 --> 00:05:27.000]  我們所靠的是從上頭而來的能力
[00:05:27.000 --> 00:05:30.000]  讓我說回這位舞蹈員Mo
[00:05:30.000 --> 00:05:32.000]  很感恩
[00:05:32.000 --> 00:05:35.000]  他經過在ICU裏面
[00:05:35.000 --> 00:05:37.000]  一段很長的時間
[00:05:37.000 --> 00:05:39.000]  現在慢慢慢慢康復
[00:05:39.000 --> 00:05:42.000]  慢慢慢慢他自己可以呼吸
[00:05:42.000 --> 00:05:45.000]  慢慢慢慢他自己可以吃東西
[00:05:45.000 --> 00:05:49.000]  他就離開了一個ICU
[00:05:49.000 --> 00:05:52.000]  去到普通的病房
[00:05:52.000 --> 00:05:56.000]  沒錯他前面那個痊癒的療程
[00:05:56.000 --> 00:05:58.000]  仍然是很漫長
[00:05:58.000 --> 00:06:01.000]  但是神已經保守他
[00:06:01.000 --> 00:06:05.000]  經過了最危急的關頭
[00:06:05.000 --> 00:06:08.000]  是因為很多弟兄姊妹為他祈禱
[00:06:08.000 --> 00:06:10.000]  是因為神的能力
[00:06:10.000 --> 00:06:14.000]  在人的軟弱上面顯得完全
[00:06:14.000 --> 00:06:16.000]  各位親愛的弟兄姊妹
[00:06:16.000 --> 00:06:18.000]  我不知道在你的生命裏面
[00:06:18.000 --> 00:06:19.000]  你有沒有一些東西
[00:06:19.000 --> 00:06:22.000]  你會覺得為什麽我會這樣
[00:06:22.000 --> 00:06:23.000]  為什麽我會有這些
[00:06:23.000 --> 00:06:25.000]  好像不是很妥當的問題
[00:06:25.000 --> 00:06:27.000]  為什麽我的身體
[00:06:27.000 --> 00:06:29.000]  好像一出世就有些
[00:06:29.000 --> 00:06:32.000]  不是很完全的地方
[00:06:32.000 --> 00:06:35.000]  各位讓我來效法保羅
[00:06:35.000 --> 00:06:37.000]  保羅有一個很正面的心態
[00:06:37.000 --> 00:06:40.000]  他說我誇自己的軟弱
