
[00:00:00.000 --> 00:00:02.000]  丙姐妹早晨
[00:00:02.000 --> 00:00:04.000]  代表一班同工
[00:00:04.000 --> 00:00:06.000]  在今日年初三
[00:00:06.000 --> 00:00:08.000]  馬年第三日
[00:00:08.000 --> 00:00:10.000]  祝大家新年快樂
[00:00:10.000 --> 00:00:12.000]  身體健康
[00:00:12.000 --> 00:00:14.000]  盼望今年我們繼續
[00:00:14.000 --> 00:00:16.000]  好像這一句金句
[00:00:16.000 --> 00:00:18.000]  我們將生命繼續交給主
[00:00:18.000 --> 00:00:20.000]  被祂塗造
[00:00:20.000 --> 00:00:22.000]  我們稱為作主的門徒
[00:00:22.000 --> 00:00:24.000]  我們一起祈禱
[00:00:28.000 --> 00:00:30.000]  天父我們感謝祢
[00:00:30.000 --> 00:00:32.000]  帶領我們的生命
[00:00:32.000 --> 00:00:34.000]  讓我們生命裏面
[00:00:34.000 --> 00:00:36.000]  能夠遇見祢 認識祢
[00:00:36.000 --> 00:00:38.000]  還有祢讓我們有能力
[00:00:38.000 --> 00:00:40.000]  將我們的生命交給祢
[00:00:40.000 --> 00:00:44.000]  神啊 當我們踏入去
[00:00:44.000 --> 00:00:46.000]  一四年的時候
[00:00:46.000 --> 00:00:48.000]  我們繼續願意
[00:00:48.000 --> 00:00:50.000]  學做主祢的門徒
[00:00:50.000 --> 00:00:52.000]  繼續認真地
[00:00:52.000 --> 00:00:54.000]  將主祢自己的腳鐘
[00:00:54.000 --> 00:00:56.000]  成為我們的腳鐘而行
[00:00:56.000 --> 00:00:58.000]  但是主在過程裏面
[00:00:58.000 --> 00:01:00.000]  我們很需要
[00:01:00.000 --> 00:01:02.000]  被祢自己的說話去指引
[00:01:02.000 --> 00:01:04.000]  提醒 去幫助
[00:01:04.000 --> 00:01:06.000]  以致我們
[00:01:06.000 --> 00:01:08.000]  行事為人
[00:01:08.000 --> 00:01:10.000]  不論是裏面還是外面
[00:01:10.000 --> 00:01:12.000]  我們都是配得
[00:01:12.000 --> 00:01:14.000]  稱為神的兒子
[00:01:14.000 --> 00:01:16.000]  主我們將我們中頂姐妹的生命獻上
[00:01:16.000 --> 00:01:18.000]  求主使用
[00:01:18.000 --> 00:01:20.000]  帶領我們
