
[00:00:00.000 --> 00:00:01.720]  在今天的講道以先
[00:00:01.720 --> 00:00:04.760]  讓我們再次同心的禱告
[00:00:04.760 --> 00:00:06.760]  仰望我們的主 我們的神
[00:00:06.760 --> 00:00:11.600]  慈悲的天父 多謝你
[00:00:11.600 --> 00:00:13.760]  讓我們能夠有生命氣息
[00:00:13.760 --> 00:00:16.240]  來到新的一年的裡面
[00:00:16.240 --> 00:00:20.080]  打開一個新一年的侍奉
[00:00:20.080 --> 00:00:24.640]  讓我們每一個屬主你的子民
[00:00:24.640 --> 00:00:27.200]  神國的公民
[00:00:27.200 --> 00:00:28.480]  我們每一個都能夠
[00:00:28.480 --> 00:00:30.840]  在新的一年的裡面
[00:00:30.840 --> 00:00:36.920]  作好一個更全面準確的準備
[00:00:36.920 --> 00:00:41.200]  能夠拿捏到上主你的心思意念
[00:00:41.200 --> 00:00:44.400]  來到在往後的日子當中
[00:00:44.400 --> 00:00:48.800]  繼續作主你所交託的侍奉
[00:00:48.800 --> 00:00:50.280]  求你的帶領
[00:00:50.280 --> 00:00:52.960]  讓在今天我們的講道當中
[00:00:52.960 --> 00:00:55.560]  要透過這段聖經
[00:00:55.560 --> 00:00:58.920]  給我們一個很重要的提醒
[00:00:58.920 --> 00:01:02.200]  好使我們都能夠謹慎道日
[00:01:02.200 --> 00:01:04.320]  免得我們代有一種
[00:01:04.320 --> 00:01:09.600]  只有一個虛名的教徒的名稱
[00:01:09.600 --> 00:01:13.400]  而失去了真正基督徒
[00:01:13.400 --> 00:01:17.000]  本身應有的生命是怎樣
[00:01:17.000 --> 00:01:18.600]  求你的帶領幫助
[00:01:18.600 --> 00:01:21.400]  我們為了在疾病裡面的
[00:01:21.400 --> 00:01:22.600]  每一個弟兄姊妹
[00:01:22.600 --> 00:01:24.720]  我們交在主你手上
[00:01:24.720 --> 00:01:28.320]  讓追求主導真理的生命
[00:01:28.320 --> 00:01:32.720]  在它裡面仍然是火旺地燃燒著
[00:01:32.720 --> 00:01:36.920]  為了一些在弟兄姊妹身邊
[00:01:36.920 --> 00:01:41.880]  可能他們在病患或者憂傷當中的
[00:01:41.880 --> 00:01:45.120]  或者懇求主你一一的私安慰
[00:01:45.120 --> 00:01:50.240]  讓我們能夠在得時 不得時
[00:01:50.240 --> 00:01:54.440]  都同樣去學會怎樣順靠順服
[00:01:54.440 --> 00:01:56.040]  依靠主
[00:01:56.040 --> 00:01:58.320]  我們將這段聽到的時間完全交上
[00:01:58.320 --> 00:02:00.800]  禱告奉靠主耶穌基督
[00:02:00.800 --> 00:02:02.520]  得聖的名字而求
[00:02:02.520 --> 00:02:05.120]  阿妹
[00:02:05.120 --> 00:02:10.240]  在2024年的11月6日
[00:02:10.240 --> 00:02:11.680]  剛剛過了沒多久
[00:02:11.680 --> 00:02:16.400]  應該大家都會很留意到
[00:02:16.400 --> 00:02:18.880]  我們南邊的國家美國
[00:02:18.880 --> 00:02:23.160]  終於就選了一個新的總統出來
[00:02:23.160 --> 00:02:27.080]  這一次選舉的結果
[00:02:27.080 --> 00:02:30.720]  可以說是在美國的歷史上
[00:02:30.720 --> 00:02:33.040]  一個很特別的發展
[00:02:33.040 --> 00:02:38.000]  因為無論是總統的位置
[00:02:38.000 --> 00:02:43.000]  或者總票數的數目
[00:02:43.000 --> 00:02:46.640]  就是全國國家的國民投票
[00:02:46.640 --> 00:02:49.560]  或者是美國的眾議院
[00:02:49.560 --> 00:02:52.960]  或者是參議院
[00:02:52.960 --> 00:02:55.280]  以及州長
[00:02:55.280 --> 00:03:00.680]  都完全可以說是被共和黨的候選人
[00:03:00.680 --> 00:03:02.640]  可以包攬
[00:03:02.640 --> 00:03:06.760]  今天我就跟大家一起去討論美國的政治
[00:03:06.760 --> 00:03:09.760]  不過我卻是留意到一件
[00:03:09.760 --> 00:03:15.680]  在這個選舉之後有很多的評議
[00:03:15.680 --> 00:03:17.640]  在當中他指出
[00:03:17.640 --> 00:03:22.920]  這個共和黨的候選人勝出了之後
[00:03:22.920 --> 00:03:24.160]  無道有偶
[00:03:24.160 --> 00:03:26.960]  很多時候我們看到輸的一方
[00:03:26.960 --> 00:03:30.480]  應該理論上是承認自己的落敗
[00:03:30.480 --> 00:03:34.560]  但是在他們宣佈自己
[00:03:34.560 --> 00:03:37.880]  真的輸了選舉之後
[00:03:37.880 --> 00:03:39.720]  他們沒有直接說到
[00:03:39.720 --> 00:03:42.320]  他們真的輸了選舉
[00:03:42.320 --> 00:03:43.880]  反而他提出了一件事
[00:03:43.880 --> 00:03:45.920]  是令我非常之擔心
[00:03:45.920 --> 00:03:47.400]  甚至是我們作為信徒
[00:03:47.400 --> 00:03:49.800]  應該更加留心的就是
[00:03:49.800 --> 00:03:55.080]  他們反而出來說要繼續進行爭戰
[00:03:55.080 --> 00:03:59.480]  甚至對方落敗的一方
[00:03:59.480 --> 00:04:03.080]  這個民主黨的女候選人
[00:04:03.080 --> 00:04:05.280]  用神的名出來說
[00:04:05.280 --> 00:04:10.440]  繼續去爭取很多不同的自由
[00:04:10.440 --> 00:04:16.200]  才是真正美國的民主的意義
[00:04:16.200 --> 00:04:21.480]  而且當中有很多的人非常之和認
[00:04:21.480 --> 00:04:22.840]  他們會覺得
[00:04:22.840 --> 00:04:27.240]  他們要繼續爭取的是要有墮胎權
[00:04:27.240 --> 00:04:29.040]  變性權
[00:04:29.040 --> 00:04:30.880]  吸毒權
[00:04:30.880 --> 00:04:33.320]  女性的女權
[00:04:33.320 --> 00:04:35.120]  以至於指出
[00:04:35.120 --> 00:04:37.560]  如果他們不繼續爭取的話
[00:04:37.560 --> 00:04:42.320]  整個美國就沒有了大愛
[00:04:42.320 --> 00:04:45.920]  當他講到這一點的時候
[00:04:45.920 --> 00:04:49.040]  我就更加擔心了
[00:04:49.040 --> 00:04:52.240]  因為為什麼呢
[00:04:52.240 --> 00:04:55.920]  基督教一向都經常講愛
[00:04:55.920 --> 00:04:59.680]  在我自信主八十年代的時候
[00:04:59.680 --> 00:05:02.640]  以至於現在的時代
[00:05:02.640 --> 00:05:07.280]  基督教仍然廣泛地去講要有大愛
[00:05:07.280 --> 00:05:10.240]  上帝就是愛
[00:05:10.240 --> 00:05:11.480]  其實這個陳述
[00:05:11.480 --> 00:05:13.080]  在我很早信主的時候
[00:05:13.080 --> 00:05:16.120]  我已經發覺他有他本身的問題
[00:05:16.120 --> 00:05:20.240]  上帝是不是只是講愛呢
[00:05:20.240 --> 00:05:23.040]  而什麼叫做愛呢
[00:05:23.040 --> 00:05:24.320]  所以在聖經裡面
[00:05:24.320 --> 00:05:27.920]  我很多時候很努力去研讀的就是
[00:05:27.920 --> 00:05:34.240]  找回聖經裡面所講的愛是什麼定義
[00:05:34.240 --> 00:05:35.560]  如果我們不在聖經裡面
[00:05:35.560 --> 00:05:38.600]  找回愛的定義的話
[00:05:38.600 --> 00:05:43.960]  我們很氾濫地去用愛的字眼的時候
[00:05:43.960 --> 00:05:48.920]  就很容易跌入了一個人為所訂定的愛
[00:05:48.920 --> 00:05:54.040]  就好像我所看見這些輸了的民主黨的候選人
[00:05:54.040 --> 00:05:56.760]  他們講出來的所謂愛
[00:05:56.760 --> 00:06:03.160]  原來支持很多上帝不喜悅的事情
[00:06:03.160 --> 00:06:07.120]  那份的權利的所謂愛
[00:06:07.120 --> 00:06:12.240]  於是造成了過去在美國這麼多年來
[00:06:12.240 --> 00:06:15.520]  甚至現在在加拿大都有這個現象
[00:06:15.520 --> 00:06:16.960]  就是很多非法移民
[00:06:16.960 --> 00:06:20.200]  甚至罪案激增的情況
[00:06:20.200 --> 00:06:23.400]  在這個禮拜真是嚇我一跳
[00:06:23.400 --> 00:06:26.000]  在多倫多居住
[00:06:26.000 --> 00:06:27.400]  除了打劫金舖
[00:06:27.400 --> 00:06:30.160]  好像已經是常規一樣
[00:06:30.160 --> 00:06:32.720]  大家一會兒如果結束崇拜
[00:06:32.720 --> 00:06:34.840]  如果去Marfield Mall、Fairfield Mall
[00:06:34.840 --> 00:06:36.640]  你小心一點
[00:06:36.640 --> 00:06:37.920]  那裏有兩間金行
[00:06:37.920 --> 00:06:40.000]  結完又結、結完又結
[00:06:40.000 --> 00:06:43.240]  好像結不停似的
[00:06:43.240 --> 00:06:46.880]  現在那些賊大膽到可以用產泥車
[00:06:46.880 --> 00:06:49.880]  產銀行的提款機
[00:06:49.880 --> 00:06:52.720]  可以放火燒銀行
[00:06:52.720 --> 00:06:55.360]  為甚麼落到這種現象呢
[00:06:55.360 --> 00:06:57.040]  我自己所看到的就是
[00:06:57.040 --> 00:06:59.480]  反而是所謂一路高舉的
[00:06:59.480 --> 00:07:03.320]  所謂大愛包容這種思想
[00:07:03.320 --> 00:07:06.960]  原來根本就不是出於聖經裏面的思想
[00:07:06.960 --> 00:07:09.320]  而可可惜今天我們的基督徒
[00:07:09.320 --> 00:07:12.280]  好大部份人自己不知道
[00:07:12.280 --> 00:07:15.240]  原來所主張的東西
[00:07:15.240 --> 00:07:19.720]  其實不是上帝所指著主張的東西
[00:07:19.720 --> 00:07:21.680]  反而我們看見的
[00:07:21.680 --> 00:07:24.000]  那些支持甚麼權利
[00:07:24.000 --> 00:07:27.040]  甚麼墮胎權等等這些事情
[00:07:27.040 --> 00:07:30.160]  反而是魔鬼撒旦的手段
[00:07:30.160 --> 00:07:33.360]  怎樣去討好人心
[00:07:33.360 --> 00:07:36.120]  大師兄、師妹
[00:07:36.120 --> 00:07:39.080]  看到這個世界的發展
[00:07:39.080 --> 00:07:44.240]  看到今天的教會的神學墮落
[00:07:44.240 --> 00:07:49.280]  就讓我想到在今天這段聖經裏面
[00:07:49.280 --> 00:07:52.560]  裏面所講到的一些主人翁
[00:07:52.560 --> 00:07:58.160]  包括眾祭司長、長老門
[00:07:58.160 --> 00:08:01.680]  以及一個我們經常提及的人物
[00:08:01.680 --> 00:08:04.200]  叫做加略仁尤大
[00:08:04.200 --> 00:08:10.760]  他們的靈性可以說是一個非常虔誠的表現
[00:08:10.760 --> 00:08:12.480]  我一會兒去仔細看
[00:08:12.480 --> 00:08:13.600]  他們很虔誠的
[00:08:13.600 --> 00:08:16.200]  不過他們虔誠到很可怕
[00:08:16.200 --> 00:08:18.880]  使我們覺得原來這種的虔誠
[00:08:18.880 --> 00:08:21.760]  原來漸漸滲透在今天的教會裏面
[00:08:21.760 --> 00:08:27.040]  甚至今天流露在很多基督徒裏面
[00:08:27.040 --> 00:08:28.320]  我相信今天這段聖經
[00:08:28.320 --> 00:08:30.840]  可以成為我們今天很多基督徒的
[00:08:30.840 --> 00:08:35.560]  一個很重要的靈性上的反面教材
[00:08:35.560 --> 00:08:38.720]  能夠幫助我們去逃避一個
[00:08:38.720 --> 00:08:41.440]  很容易墮入的陷阱
[00:08:41.440 --> 00:08:46.520]  就是一個蛇鼠一窩的假徑遣的狀態
[00:08:46.520 --> 00:08:53.120]  今天的教會實在太多這些假徑遣的人
[00:08:53.120 --> 00:08:54.600]  聚在一起
[00:08:54.600 --> 00:08:55.880]  蛇鼠一窩
[00:08:55.880 --> 00:08:59.600]  在這裏做著很多很虔誠的事情
[00:08:59.600 --> 00:09:03.400]  但其實卻是上帝不喜悅的事
[00:09:03.400 --> 00:09:04.640]  我們一起回到這段聖經
[00:09:04.640 --> 00:09:06.200]  一起看看
[00:09:06.200 --> 00:09:08.840]  馬太福音第27章
[00:09:08.840 --> 00:09:10.400]  第1至第10節
[00:09:10.400 --> 00:09:14.040]  剛才Sandy姐妹已經幫我們讀了一次
[00:09:14.040 --> 00:09:16.080]  不如我們自己再打開
[00:09:16.080 --> 00:09:18.480]  再自己親身讀多一次
[00:09:18.480 --> 00:09:23.400]  因為自己讀就會深入很多
[00:09:23.400 --> 00:09:25.640]  我們一起打開這段聖經
[00:09:25.640 --> 00:09:29.720]  馬太福音第27章
[00:09:29.720 --> 00:09:33.480]  第1至第10節
