
[00:00:00.000 --> 00:00:06.160]  今天我們看到哥羅西書第三章的十一到十七節
[00:00:06.160 --> 00:00:11.600]  在上個星期我講到的時候也和大家分享過
[00:00:11.600 --> 00:00:13.440]  保羅書信有一個特點
[00:00:13.440 --> 00:00:18.960]  就是保羅通常寫信前半部分的書信會和你解釋神學
[00:00:18.960 --> 00:00:21.200]  他會解釋給你聽主耶穌是誰
[00:00:21.200 --> 00:00:23.040]  告訴你為什麼你要信祂
[00:00:23.040 --> 00:00:24.640]  祂為你做過什麼
[00:00:24.640 --> 00:00:28.480]  然後下半部分保羅就會開始講到應用
[00:00:28.480 --> 00:00:31.520]  既然你信了主你接受了這個救恩
[00:00:31.520 --> 00:00:33.520]  在日常生活當中
[00:00:33.520 --> 00:00:37.280]  在不同的層面你可以怎樣去應用這些真理呢
[00:00:37.280 --> 00:00:39.280]  這個是很重要的
[00:00:39.280 --> 00:00:42.480]  如果你只是講應用的部分
[00:00:42.480 --> 00:00:44.160]  基督徒應該怎樣表現
[00:00:44.160 --> 00:00:48.240]  但是你從來不清楚原來主為你做過什麼
[00:00:48.240 --> 00:00:51.120]  你從神身上得不到一些恩典
[00:00:51.120 --> 00:00:52.800]  你會很辛苦的
[00:00:52.800 --> 00:00:58.320]  兩個星期前星期五晚有個學生和我信仰聊了二十個多小時
[00:00:58.320 --> 00:01:02.000]  他很想信主但是他有一個顧慮
[00:01:02.000 --> 00:01:06.560]  顧慮就是我要問清楚到底基督教有什麼規條
[00:01:06.560 --> 00:01:09.840]  我說我一條規條都不會和你分享
[00:01:09.840 --> 00:01:13.600]  因為所有的規條如果沒有了你和神的關係
[00:01:13.600 --> 00:01:15.040]  那些規條是沒有用的
[00:01:15.040 --> 00:01:17.760]  我先想你專注在神的恩典
[00:01:17.760 --> 00:01:18.960]  主耶穌為你做過什麼
[00:01:18.960 --> 00:01:20.960]  你想不想要這份恩典
[00:01:20.960 --> 00:01:24.320]  你要了之後很多的東西你慢慢會出來
[00:01:24.320 --> 00:01:29.440]  如果我現在你都未曾信主我告訴你的規條會嚇到你
[00:01:29.440 --> 00:01:30.960]  那我就先不要講規條
[00:01:30.960 --> 00:01:32.800]  先不要講你有做什麼改變
[00:01:32.800 --> 00:01:35.680]  我想和你分享主耶穌和你做過什麼
[00:01:35.680 --> 00:01:38.080]  然後到底你信不信這是真的
[00:01:38.080 --> 00:01:39.280]  你信不信接受
[00:01:39.280 --> 00:01:40.880]  這一部分你先搞定
[00:01:40.880 --> 00:01:41.920]  所以保羅也是這樣
[00:01:41.920 --> 00:01:46.080]  保羅寫信不是一開始就告訴你基督教有什麼規條
[00:01:46.080 --> 00:01:47.120]  你應該怎樣怎樣
[00:01:47.120 --> 00:01:49.120]  他首先一定告訴你
[00:01:49.120 --> 00:01:51.120]  你主耶穌是誰
[00:01:51.120 --> 00:01:52.480]  祂為你做過什麼
[00:01:52.480 --> 00:01:54.160]  為什麼你要信祂
[00:01:54.160 --> 00:01:57.920]  你到底領受了多麼寶貴的保證
[00:01:57.920 --> 00:02:00.320]  你到底領受了什麼禮物
[00:02:00.320 --> 00:02:02.720]  先講完這些然後才告訴你
[00:02:02.720 --> 00:02:04.240]  到底我們怎樣去應用
[00:02:04.240 --> 00:02:07.120]  好像上星期我們舉過的例子
[00:02:07.120 --> 00:02:10.080]  保羅在上一段的經文
[00:02:10.080 --> 00:02:13.200]  舉了很多很負面的例子
[00:02:13.200 --> 00:02:14.480]  有些講一些很負面的東西
[00:02:14.480 --> 00:02:15.840]  這些這些你們不可以做
[00:02:15.840 --> 00:02:16.880]  信了主之後
[00:02:16.880 --> 00:02:19.120]  其中一個講到淫亂和污穢
[00:02:19.120 --> 00:02:20.960]  就講到當時的時代
[00:02:20.960 --> 00:02:23.920]  性生活方面是非常墮落的
[00:02:23.920 --> 00:02:26.160]  以前無論是婚外情
[00:02:26.160 --> 00:02:27.440]  還是同性戀
[00:02:27.440 --> 00:02:28.720]  都比今天更加開放
[00:02:28.720 --> 00:02:31.200]  所以當時的羅馬帝國
[00:02:31.200 --> 00:02:33.440]  尤其是愛邦人的文化
[00:02:33.440 --> 00:02:34.400]  是出了名
[00:02:34.400 --> 00:02:36.880]  在性方面是一點界線都沒有
[00:02:36.880 --> 00:02:38.080]  保羅跟他們說
[00:02:38.080 --> 00:02:39.280]  信了主就不可以這樣
[00:02:39.280 --> 00:02:41.040]  要懂得尊重這個婚姻
[00:02:41.040 --> 00:02:42.640]  尊重這個婚約
[00:02:42.640 --> 00:02:44.640]  因為很重要的就是
[00:02:44.640 --> 00:02:47.280]  因為神跟我們是一個約的關係
[00:02:47.280 --> 00:02:51.440]  不是一個客戶的關係
[00:02:51.440 --> 00:02:54.160]  客戶的關係就好像你跟Safeway
[00:02:54.160 --> 00:02:56.400]  或者你跟Starbucks的關係一樣
[00:02:56.400 --> 00:02:58.160]  如果他的貨物是好的價錢
[00:02:58.160 --> 00:02:59.840]  公道你就光顧他
[00:02:59.840 --> 00:03:01.840]  但你跟他是沒有一個約的
[00:03:01.840 --> 00:03:02.960]  你不會跟Safeway說
[00:03:02.960 --> 00:03:04.720]  我一生一世都做你的客戶
[00:03:04.720 --> 00:03:06.480]  無論你的貨品有多差
[00:03:06.480 --> 00:03:06.880]  不會的
[00:03:06.880 --> 00:03:08.880]  但是有些是約的關係就沒有的
[00:03:08.880 --> 00:03:11.040]  約的關係就好像父母和子女
[00:03:11.040 --> 00:03:12.240]  無論你兒子多頑皮
[00:03:12.240 --> 00:03:13.040]  你就是他的父母
[00:03:13.040 --> 00:03:14.480]  一生都是他的父母
[00:03:14.480 --> 00:03:16.880]  所以神跟我們關係是一個約的關係
[00:03:16.880 --> 00:03:18.400]  所以神就說既然
[00:03:18.400 --> 00:03:20.000]  我跟你是一個約的關係
[00:03:20.000 --> 00:03:22.000]  你懂得用這個約的關係
[00:03:22.000 --> 00:03:24.000]  去應用在你的婚姻上
[00:03:24.000 --> 00:03:25.440]  婚姻就是從兩個拍拖
[00:03:25.440 --> 00:03:26.640]  開始從一個客戶關係
[00:03:26.640 --> 00:03:29.120]  大家彼此看看合不合適
[00:03:29.120 --> 00:03:31.680]  靚不靚
[00:03:31.680 --> 00:03:32.800]  身世怎樣
[00:03:32.800 --> 00:03:34.960]  接著就進入一個約的關係
[00:03:34.960 --> 00:03:37.280]  入了約的關係就沒得變
[00:03:37.280 --> 00:03:39.600]  就不可以說到時我遇到一個更年輕的
[00:03:39.600 --> 00:03:40.480]  身世更好的
[00:03:40.480 --> 00:03:42.000]  或者性格更好的
[00:03:42.000 --> 00:03:43.280]  不要你要他
[00:03:43.280 --> 00:03:44.560]  這個客戶關係
[00:03:44.560 --> 00:03:45.440]  那麼約的關係
[00:03:45.440 --> 00:03:47.760]  因為神從來沒有這樣對我們
[00:03:47.760 --> 00:03:49.520]  神沒有說你今天乖
[00:03:49.520 --> 00:03:50.960]  我是你的父神
[00:03:50.960 --> 00:03:52.080]  明天不乖
[00:03:52.080 --> 00:03:52.960]  我只是要他
[00:03:52.960 --> 00:03:53.840]  不認你
[00:03:53.840 --> 00:03:54.480]  神沒有這樣
[00:03:54.480 --> 00:03:57.200]  所以神說約的關係就是
[00:03:57.200 --> 00:03:58.320]  你一天接受我
[00:03:58.320 --> 00:03:59.120]  做你救主
[00:03:59.120 --> 00:03:59.920]  你就是我的兒女
[00:03:59.920 --> 00:04:01.200]  一生一世就是我的兒女
[00:04:01.200 --> 00:04:03.840]  所以因為神是這樣尊重這個約的關係
[00:04:03.840 --> 00:04:05.920]  因為你領受了這個恩典
[00:04:05.920 --> 00:04:07.120]  你懂得將這份恩典
[00:04:07.120 --> 00:04:08.880]  帶回到你的婚姻當中
[00:04:08.880 --> 00:04:10.960]  所以就知道為什麼要尊重婚姻
[00:04:10.960 --> 00:04:13.040]  不可以過一些很淫亂的生活
[00:04:13.040 --> 00:04:15.360]  所以這個是連接在一起的
[00:04:15.360 --> 00:04:16.240]  是兩個一起
[00:04:16.240 --> 00:04:17.120]  你不可以只是說
[00:04:17.120 --> 00:04:17.760]  那不管了
[00:04:17.760 --> 00:04:19.200]  總之婚姻要好
[00:04:19.200 --> 00:04:21.040]  但是如果你不清楚神和你的關係
[00:04:21.040 --> 00:04:23.040]  你都感受不到那份的愛
[00:04:23.040 --> 00:04:24.960]  你很難會尊重婚姻
[00:04:24.960 --> 00:04:26.480]  所以這個是連接在一起
[00:04:26.480 --> 00:04:29.200]  今天我們重新再看另外一個話題
[00:04:29.200 --> 00:04:32.160]  就是講到弟兄姊妹之間的相處
[00:04:32.160 --> 00:04:33.440]  都是一樣的
[00:04:33.440 --> 00:04:36.480]  我們先講究竟這個救恩承傳了些什麼
[00:04:36.480 --> 00:04:37.920]  然後我們再講下一步
[00:04:37.920 --> 00:04:39.040]  我們怎樣去應用
[00:04:39.040 --> 00:04:41.200]  第一步就是這個救恩所帶來的一個
[00:04:41.200 --> 00:04:43.520]  就是全新的人際關係
[00:04:43.520 --> 00:04:45.040]  一個新的人際關係
[00:04:45.040 --> 00:04:47.040]  跟以前是不同了
[00:04:47.040 --> 00:04:50.240]  在哥羅西書的三章十一、十二節
[00:04:50.240 --> 00:04:51.840]  這裡講到
[00:04:51.840 --> 00:04:54.880]  在此不分並不分希臘人
[00:04:54.880 --> 00:04:56.720]  猶太人
[00:04:56.720 --> 00:04:59.360]  受國禮的未受國禮的
[00:04:59.360 --> 00:05:00.960]  愛花人
[00:05:00.960 --> 00:05:03.760]  西古提人
[00:05:03.760 --> 00:05:05.760]  為奴的自主的
[00:05:05.760 --> 00:05:08.400]  唯有在基督是包括一切
[00:05:08.400 --> 00:05:10.640]  又住在眾人之內
[00:05:10.640 --> 00:05:13.360]  所以你們既是神的選民
[00:05:13.360 --> 00:05:15.120]  聖潔無礙的人
[00:05:15.120 --> 00:05:18.720]  就要傳憐憫恩慈
[00:05:18.720 --> 00:05:20.480]  謙虛溫柔
[00:05:20.480 --> 00:05:22.080]  忍耐的心
[00:05:22.080 --> 00:05:23.520]  所以這裡保羅跟我們說
[00:05:23.520 --> 00:05:25.920]  原來這個救恩藉著主耶穌來到
[00:05:25.920 --> 00:05:28.480]  我們有一個全新的人類關係
[00:05:28.480 --> 00:05:30.720]  以前主耶穌還沒來之前
[00:05:30.720 --> 00:05:33.360]  人類關係是分很多層次的
[00:05:33.360 --> 00:05:36.320]  例如分希臘人猶太人
[00:05:36.320 --> 00:05:38.720]  是一個語言的分隔
[00:05:38.720 --> 00:05:40.320]  你知道自從
[00:05:40.320 --> 00:05:41.760]  亞歷山大大帝
[00:05:41.760 --> 00:05:46.160]  33歲征服歐亞非三州之後
[00:05:46.160 --> 00:05:50.560]  當時他就大力推崇希臘文的文化
[00:05:50.560 --> 00:05:53.920]  希望全個希臘帝國都懂得講希臘文
[00:05:53.920 --> 00:05:56.800]  就像我們現在推廣全國的普通話
[00:05:56.800 --> 00:05:58.640]  全民普通話文化一樣
[00:05:58.640 --> 00:06:01.280]  於是在主耶穌的年代
[00:06:01.280 --> 00:06:03.040]  基本上整個羅馬帝國
[00:06:03.040 --> 00:06:06.080]  應該大部分的人都懂得講希臘文
[00:06:06.080 --> 00:06:08.640]  但是猶太人很尊重他們自己的語言
[00:06:08.640 --> 00:06:10.960]  覺得如果不像我們這邊
[00:06:10.960 --> 00:06:12.240]  ABC不懂得講中文
[00:06:12.240 --> 00:06:13.600]  以前猶太人無論幾多代
[00:06:13.600 --> 00:06:16.080]  一定要懂得講希伯來文
[00:06:16.080 --> 00:06:19.120]  所以希臘文是以他們的語言
[00:06:19.120 --> 00:06:21.040]  很驕傲他們的語言
[00:06:21.040 --> 00:06:23.040]  覺得希臘文才是最棒的
[00:06:23.040 --> 00:06:24.480]  猶太人覺得不是
[00:06:24.480 --> 00:06:26.480]  希伯來文才是從神而來的語言
[00:06:26.480 --> 00:06:27.200]  是最棒的
[00:06:27.200 --> 00:06:29.360]  所以不同的語言是分隔
[00:06:29.360 --> 00:06:31.760]  這裡說現在不分了
[00:06:31.760 --> 00:06:33.360]  當時他們經常吵
[00:06:33.360 --> 00:06:36.480]  到底希伯來文厲害還是希臘文厲害
[00:06:36.480 --> 00:06:39.440]  進了神學院就發現兩樣都很難學
[00:06:39.440 --> 00:06:42.160]  無論哪一種都很難學
[00:06:42.160 --> 00:06:45.920]  他們一直在比較這些東西
[00:06:45.920 --> 00:06:47.360]  所以保羅跟他們說
[00:06:47.360 --> 00:06:50.160]  主耶穌來到這個隔膜就沒有了
[00:06:50.160 --> 00:06:52.640]  不要再分我講希伯來文
[00:06:52.640 --> 00:06:54.320]  你說希臘文哪個厲害
[00:06:54.320 --> 00:06:55.680]  哪個有智慧
[00:06:55.680 --> 00:06:56.880]  哪個厲害
[00:06:56.880 --> 00:06:57.920]  不用分
[00:06:57.920 --> 00:07:01.920]  受割禮和未受割禮的分隔也沒有分
[00:07:01.920 --> 00:07:03.520]  這是禮儀上的
[00:07:03.520 --> 00:07:05.280]  不同的民族有不同的禮儀
[00:07:05.280 --> 00:07:06.800]  無論你什麼禮儀
[00:07:06.800 --> 00:07:09.360]  來到主耶穌基督面前都變成一樣
[00:07:09.360 --> 00:07:12.240]  愛快人和西古提人
[00:07:12.240 --> 00:07:14.480]  是在講文化上的差異
[00:07:14.480 --> 00:07:17.600]  西古提人有一個很特別的地方
[00:07:17.600 --> 00:07:20.560]  你知道以前羅馬帝國是分得很清楚的階級
[00:07:20.560 --> 00:07:21.600]  怎麼分呢
[00:07:21.600 --> 00:07:24.320]  第一個最低級當然是畜生
[00:07:24.320 --> 00:07:26.000]  即是野獸 畜生
[00:07:26.000 --> 00:07:28.720]  然後再高級一點就是家禽
[00:07:28.720 --> 00:07:30.480]  即是貓貓狗狗 家禽
[00:07:30.480 --> 00:07:33.600]  再高級一點就是奴隸
[00:07:33.600 --> 00:07:36.640]  有時奴隸和家禽的待遇差不多
[00:07:36.640 --> 00:07:39.680]  再高級一點就是普通的自由人
[00:07:39.680 --> 00:07:43.440]  一級一級的高官達人
[00:07:43.440 --> 00:07:48.640]  以前的希臘羅馬帝國的人覺得
[00:07:48.640 --> 00:07:52.000]  西古提人在哪一個階級
[00:07:52.000 --> 00:07:56.160]  他們稍為比畜生高級一點
[00:07:56.160 --> 00:07:58.400]  他們這樣評價他們
[00:07:58.400 --> 00:08:01.600]  比家禽低一點 比畜生高一點
[00:08:01.600 --> 00:08:05.280]  所以因為西古提人是一個非常野蠻的民族
[00:08:05.280 --> 00:08:09.360]  所以他們的觀念當中認為這些人是沒有文化的
[00:08:09.360 --> 00:08:12.000]  他們是吃人的
[00:08:12.000 --> 00:08:13.360]  他們沒有文化
[00:08:13.360 --> 00:08:17.040]  所以覺得他們稍為比畜生好一點
[00:08:17.040 --> 00:08:18.560]  但又比不上家禽
[00:08:18.560 --> 00:08:20.320]  他們這樣評價他們
[00:08:20.320 --> 00:08:26.480]  但在這裡再保留一個很革命性的想法
[00:08:26.480 --> 00:08:28.880]  是他們當初最看不起那些
[00:08:28.880 --> 00:08:32.000]  覺得最沒有文化的野人 吃人的
[00:08:32.000 --> 00:08:34.560]  比禽獸好一點的那些人
[00:08:34.560 --> 00:08:37.600]  保羅說在這裡不再分了
[00:08:37.600 --> 00:08:40.800]  沒有分我是羅馬帝國的公民
[00:08:40.800 --> 00:08:42.560]  受過高等教育
[00:08:42.560 --> 00:08:44.400]  他是野蠻人 沒讀過書
[00:08:44.400 --> 00:08:45.760]  他說不再分了
[00:08:45.760 --> 00:08:47.760]  在這裡不再分這些
[00:08:47.760 --> 00:08:50.000]  還有不分遺老或者自主
[00:08:50.000 --> 00:08:52.160]  階級不分 文化不分
[00:08:52.160 --> 00:08:53.120]  語言不分
[00:08:53.120 --> 00:08:55.600]  都是打破了全部這一切
[00:08:55.600 --> 00:08:58.240]  主耶穌來到之後就打破了
[00:08:58.240 --> 00:09:02.800]  所有的人在神面前就變成平等了
[00:09:02.800 --> 00:09:07.280]  所有人只要想都能成為神的兒女
[00:09:07.280 --> 00:09:09.360]  包括西古提人
[00:09:09.360 --> 00:09:11.840]  包括他們當初最看不起的那種人
[00:09:11.840 --> 00:09:14.480]  包括他們或者看不起的奴隸
[00:09:14.480 --> 00:09:18.240]  在主面前都是變成神的兒女
[00:09:18.240 --> 00:09:21.040]  所以這是全新的人際關係
[00:09:21.040 --> 00:09:24.000]  就帶來了下面保羅所說的
[00:09:24.000 --> 00:09:27.360]  現在在這個全新的人類關係之下
[00:09:27.360 --> 00:09:31.280]  應該用什麼品格來大家彼此相處呢
[00:09:31.280 --> 00:09:34.000]  這就是基礎
[00:09:34.000 --> 00:09:37.200]  如果你不明白這個就很難明白
[00:09:37.200 --> 00:09:38.240]  有時你會看不懂
[00:09:38.240 --> 00:09:40.880]  印度人說什麼 說英文又不準
[00:09:40.880 --> 00:09:43.360]  又說吃的東西有這麼大味道
[00:09:43.360 --> 00:09:46.000]  我們有很多不同的東西
[00:09:46.000 --> 00:09:48.320]  現在香港罵得最厲害的就是
[00:09:48.320 --> 00:09:50.960]  大陸人和香港人文化之間的差別
[00:09:50.960 --> 00:09:52.880]  吵得很厲害
[00:09:52.880 --> 00:09:54.560]  很多我們吵這些東西
[00:09:54.560 --> 00:09:56.480]  但如果我們不明白主耶穌基督來
[00:09:56.480 --> 00:10:00.080]  帶這個全人類變成一個新的關係
[00:10:00.080 --> 00:10:02.800]  我們就不明白為什麼我們需要
[00:10:02.800 --> 00:10:06.240]  打破這些文化上的障礙
[00:10:06.240 --> 00:10:08.080]  階級的高低
[00:10:08.080 --> 00:10:11.600]  懂得彼此相愛 一起來敬拜神
[00:10:11.600 --> 00:10:12.640]  所以第二個就是
[00:10:12.640 --> 00:10:13.760]  如果我們明白了
[00:10:13.760 --> 00:10:18.800]  現在我們就開始學會用一個新的相處方式
[00:10:18.800 --> 00:10:22.160]  來和身邊不同的文化不同的人相處
[00:10:22.160 --> 00:10:24.640]  用一個新的相處方式
[00:10:24.640 --> 00:10:28.400]  這個新的相處方式我想分三點有不同的地方
[00:10:28.400 --> 00:10:32.560]  第一個就是我們要用新的品格來彼此相處
[00:10:32.560 --> 00:10:36.000]  用一個新的品格來處理我們新的人際關係
[00:10:36.000 --> 00:10:38.800]  在哥羅西書三章十二節我們剛剛讀過
[00:10:38.800 --> 00:10:40.080]  保羅說 所以
[00:10:40.080 --> 00:10:41.840]  他說既然現在不分了
[00:10:41.840 --> 00:10:43.360]  所以你們要這樣
[00:10:43.360 --> 00:10:45.760]  你們既是神的選民
[00:10:45.760 --> 00:10:47.680]  聖潔無礙的人
[00:10:47.680 --> 00:10:49.760]  就要全憐憫
[00:10:49.760 --> 00:10:51.360]  恩慈
[00:10:51.360 --> 00:10:53.200]  謙虛 溫柔
[00:10:53.200 --> 00:10:54.880]  忍耐的心
[00:10:54.880 --> 00:10:56.960]  這個就是所謂的品格
[00:10:56.960 --> 00:11:01.440]  保羅這裡說了五種基督徒應該有的新的品格
[00:11:01.440 --> 00:11:03.040]  來處理人際關係
[00:11:03.040 --> 00:11:04.400]  品格和性格不同
[00:11:04.400 --> 00:11:06.080]  我首先說不要混亂
[00:11:06.080 --> 00:11:06.960]  因為有些人以為
[00:11:06.960 --> 00:11:09.680]  是不是信徒主要改變我的性格
[00:11:09.680 --> 00:11:11.280]  性格有好有壞
[00:11:11.280 --> 00:11:13.120]  性格沒有分好壞
[00:11:13.120 --> 00:11:14.480]  性格只是分不同
[00:11:14.480 --> 00:11:18.560]  有時五歲之內你的性格基本上定了
[00:11:18.560 --> 00:11:20.400]  當然後期你經過很多人生歷練
[00:11:20.400 --> 00:11:21.680]  有時性格都會變的
