
[00:00:00.000 --> 00:00:04.060]  今日繼續講哈蓋書第二章
[00:00:04.060 --> 00:00:05.900]  哈蓋書只有兩章經文
[00:00:05.900 --> 00:00:08.580]  不過按著有四次
[00:00:08.580 --> 00:00:11.980]  神透過哈蓋先知發出的一種呼籲
[00:00:11.980 --> 00:00:15.020]  一種的曉喻、一種的預言
[00:00:15.020 --> 00:00:16.740]  我們有四個訊息
[00:00:16.740 --> 00:00:19.240]  之前已經講了兩個訊息
[00:00:19.240 --> 00:00:21.320]  我們重溫一點
[00:00:21.320 --> 00:00:22.520]  第一
[00:00:22.520 --> 00:00:26.760]  這是一個秘魯回歸之後一段時間
[00:00:26.760 --> 00:00:32.480]  神對以色文這些回歸的子民的一些訊息
[00:00:32.480 --> 00:00:37.140]  當時候已經回歸超過了一段時間
[00:00:37.140 --> 00:00:41.020]  十六年之前他們起了聖殿的根基
[00:00:41.020 --> 00:00:42.820]  但是它是停留了下來
[00:00:42.820 --> 00:00:44.820]  沒有再去繼續興建
[00:00:44.820 --> 00:00:47.120]  神的話語臨到他們當中
[00:00:47.120 --> 00:00:49.860]  說他們只顧著建自己的家
[00:00:49.860 --> 00:00:52.240]  而不去建上帝的殿
[00:00:52.240 --> 00:00:54.240]  故此提醒他們
[00:00:54.240 --> 00:01:00.420]  在一章十四節那裡講到第二年六月二十四日
[00:01:00.420 --> 00:01:03.040]  就是過了一段很短的時間
[00:01:03.040 --> 00:01:05.440]  當第一次神的話語臨到之後
[00:01:05.440 --> 00:01:07.440]  他們開始去興建聖殿
[00:01:07.440 --> 00:01:09.800]  因為在十四節下面的講話
[00:01:09.800 --> 00:01:11.940]  他們就來到萬鈞的耶和華
[00:01:11.940 --> 00:01:13.940]  他們神的殿那裡做工
[00:01:13.940 --> 00:01:18.400]  這個時候是大理烏王第二年六月二十四日
[00:01:18.400 --> 00:01:21.500]  而第二章上一次講到的題目
[00:01:21.500 --> 00:01:25.120]  就是講到內容神的榮耀將來有更大的顯現
[00:01:25.120 --> 00:01:27.120]  比先前的更加的大
[00:01:27.120 --> 00:01:29.120]  所以很多人都開始興奮
[00:01:29.120 --> 00:01:30.120]  當他們做工的時候
[00:01:30.120 --> 00:01:31.880]  看到神的榮耀將要來到
[00:01:31.880 --> 00:01:34.320]  是很大比先前更加的大
[00:01:34.320 --> 00:01:37.560]  但是今天的經文卻是一盤冷水淋下來
[00:01:37.560 --> 00:01:40.360]  說你們好像是在興建聖殿
[00:01:40.360 --> 00:01:44.040]  不過未必是被神所閱了
[00:01:44.040 --> 00:01:45.760]  兩姐妹我不知道你有什麼感受
[00:01:45.760 --> 00:01:49.400]  當你如果去細讀這兩章很短的經文
[00:01:49.400 --> 00:01:52.240]  神好像很奇怪,你叫我們去做
[00:01:52.240 --> 00:01:54.240]  做得來你又好像很不開心
[00:01:54.240 --> 00:01:55.680]  好像還有一些要求
[00:01:55.680 --> 00:01:57.680]  究竟是什麼呢?
[00:01:57.680 --> 00:01:59.680]  或者我們先讀這幾節經文
[00:01:59.680 --> 00:02:05.200]  整個的啟示是由二章十節到第十九節
[00:02:05.200 --> 00:02:08.200]  不過因為時間,今天我們要做其他的東西
[00:02:08.200 --> 00:02:10.200]  我想講一半而已
[00:02:10.200 --> 00:02:14.960]  但是都是一個啟示,一個預言的一個很重要的重點
[00:02:14.960 --> 00:02:16.960]  第十節到第十四節
[00:02:16.960 --> 00:02:18.960]  我們請童星讀出來,好請讀
[00:02:19.440 --> 00:02:21.440]  來禮務王
[00:02:49.400 --> 00:03:17.400]  (廣東話)
[00:03:17.400 --> 00:03:18.400]  好,謝謝
[00:03:18.400 --> 00:03:20.400]  這裏雖然有幾節經文
[00:03:20.400 --> 00:03:22.400]  亦都講到一些很陌生的事情
[00:03:22.400 --> 00:03:24.400]  怎樣拿著衣服去兜肉
[00:03:24.400 --> 00:03:27.400]  我們現在應該沒什麼人這樣
[00:03:27.400 --> 00:03:30.400]  不過我看過一些古裝劇都是這樣
[00:03:30.400 --> 00:03:33.400]  食物沒有地方放就等衣服包著
[00:03:33.400 --> 00:03:36.400]  我講過以前我做小偷的時候都是這樣
[00:03:36.400 --> 00:03:38.400]  把食物偷了放進去
[00:03:38.400 --> 00:03:40.400]  都會塞進去,是會的
[00:03:40.400 --> 00:03:43.400]  這裏似乎都有一個這樣的背景
[00:03:43.400 --> 00:03:46.400]  當時候有些所謂聖肉
[00:03:46.400 --> 00:03:49.400]  就是神聖的聖,可以吃肉的肉
[00:03:49.400 --> 00:03:54.400]  就放在衣服裏面兜著,拿去其他地方
[00:03:54.400 --> 00:03:57.400]  所以這個背景是非常特別
[00:03:57.400 --> 00:03:59.400]  究竟什麼是聖肉呢
[00:03:59.400 --> 00:04:04.400]  或者我們講了這些聖潔的肉是什麼
[00:04:04.400 --> 00:04:08.400]  或者在舊約聖經裏面講到什麼是聖潔呢
[00:04:08.400 --> 00:04:11.400]  其實舊約裏面很多東西都是聖潔的
[00:04:11.400 --> 00:04:13.400]  有好幾個種類
[00:04:13.400 --> 00:04:15.400]  剛才講到肉是其中一種
[00:04:15.400 --> 00:04:17.400]  其實第一個大範疇是物件
[00:04:17.400 --> 00:04:21.400]  很多的物件或者這些肉類都是聖潔的
[00:04:21.400 --> 00:04:24.400]  所以第一個的範疇包括聖殿
[00:04:24.400 --> 00:04:26.400]  我們說聖殿所以它是聖的
[00:04:26.400 --> 00:04:29.400]  祭壇是神聖的
[00:04:29.400 --> 00:04:31.400]  有些肉是神聖的
[00:04:31.400 --> 00:04:34.400]  香或者膏油或者衣服
[00:04:34.400 --> 00:04:37.400]  或者一些香爐或者聖殿裏面
[00:04:37.400 --> 00:04:40.400]  很多的擺設都是神聖的
[00:04:40.400 --> 00:04:42.400]  因為是劃分了出來
