
[00:00:00.000 --> 00:00:02.000]  大兄姊妹新年快樂
[00:00:02.000 --> 00:00:07.000]  新的一年 希望神的恩典加倍的臨到你
[00:00:07.000 --> 00:00:08.000]  使你的福杯滿溢
[00:00:08.000 --> 00:00:10.000]  我們一起低頭禱告
[00:00:10.000 --> 00:00:12.000]  天父 我們多謝你
[00:00:12.000 --> 00:00:14.000]  因為你的恩典與我們同在
[00:00:14.000 --> 00:00:19.000]  在一年的開頭 你都是提醒我們
[00:00:19.000 --> 00:00:22.000]  我們是有新的生活 有新的生命的時候
[00:00:22.000 --> 00:00:24.000]  我們待人處事
[00:00:24.000 --> 00:00:27.000]  我們都是有新的行為 準則和標準
[00:00:27.000 --> 00:00:29.000]  願你藉著今天的聖經教導我們
[00:00:29.000 --> 00:00:32.000]  跟耶穌基督的名字祈求 阿們
[00:00:32.000 --> 00:00:37.000]  今天我們讀到剛才那一段
[00:00:37.000 --> 00:00:39.000]  其實基本上你都知道
[00:00:39.000 --> 00:00:44.000]  是講到在不同方面的倫理生活
[00:00:44.000 --> 00:00:50.000]  譬如在家庭 在工作 這樣的倫理生活
[00:00:50.000 --> 00:00:53.000]  很多時候 不知道你有沒有想過
[00:00:53.000 --> 00:00:55.000]  其實作為一個基督徒
[00:00:55.000 --> 00:00:59.000]  其實我們的生活見證
[00:00:59.000 --> 00:01:02.000]  是一個非常重要的一部份
[00:01:02.000 --> 00:01:07.000]  我們是在不同的崗位當中來見證神
[00:01:07.000 --> 00:01:12.000]  這是我們信耶穌的其中一個神
[00:01:12.000 --> 00:01:15.000]  給我們的使命和託付
[00:01:15.000 --> 00:01:20.000]  很多時候 當你信了耶穌之後
[00:01:20.000 --> 00:01:26.000]  其實你不單止在信仰方面有你的信仰生活
[00:01:26.000 --> 00:01:28.000]  教會生活
[00:01:28.000 --> 00:01:32.000]  或者在你個人方面有你自己屬靈的追求
[00:01:32.000 --> 00:01:36.000]  但是也都當我們信了耶穌之後
[00:01:36.000 --> 00:01:40.000]  我們是有我們人際之間
[00:01:40.000 --> 00:01:43.000]  社會生活之間 家庭生活之間
[00:01:43.000 --> 00:01:47.000]  的神給我們的託付和挑戰
[00:01:48.000 --> 00:01:52.000]  總括來說 其實一般的信仰
[00:01:52.000 --> 00:01:55.000]  其實是分為三種
[00:01:55.000 --> 00:01:59.000]  關於在倫理生活方面
[00:01:59.000 --> 00:02:06.000]  第一種就是對於倫理生活是沒有要求的
[00:02:06.000 --> 00:02:08.000]  譬如舉個例子
[00:02:08.000 --> 00:02:12.000]  一些民間信仰 譬如有些人去拜神
[00:02:12.000 --> 00:02:18.000]  裝香 拜地主 關公那些
[00:02:18.000 --> 00:02:23.000]  在信仰生活那裏 其實是沒有要求的
[00:02:23.000 --> 00:02:32.000]  你不會見到有一個拜關公的人
[00:02:32.000 --> 00:02:35.000]  譬如是祭神的人
[00:02:38.000 --> 00:02:43.000]  你不會見到他在信仰上
[00:02:43.000 --> 00:02:47.000]  譬如他買完燒珠還完神之後
[00:02:47.000 --> 00:02:51.000]  有任何特別的其他的
[00:02:51.000 --> 00:02:54.000]  關於他的信仰有任何的要求
[00:02:54.000 --> 00:02:58.000]  他拜完神 拜完燒珠
[00:02:58.000 --> 00:03:01.000]  或者去黃大仙求完籤之後
[00:03:01.000 --> 00:03:05.000]  這就是第一種
[00:03:07.000 --> 00:03:10.000]  但是很可惜有些基督徒
[00:03:10.000 --> 00:03:14.000]  他們理解信仰都是屬於這一種
[00:03:14.000 --> 00:03:17.000]  當然Sunday Christian
[00:03:17.000 --> 00:03:20.000]  我們自然有一個名詞叫Sunday Christian
[00:03:20.000 --> 00:03:22.000]  就是他星期日的
[00:03:22.000 --> 00:03:24.000]  只是關於信仰那部分
[00:03:24.000 --> 00:03:28.000]  他做完那些 其他關於生活方面
[00:03:28.000 --> 00:03:31.000]  是沒有任何的改變的
[00:03:31.000 --> 00:03:33.000]  其實都是屬於這一種
[00:03:33.000 --> 00:03:35.000]  有時候可能還堂而皇之
[00:03:35.000 --> 00:03:38.000]  我們信仰得救本乎因
[00:03:38.000 --> 00:03:40.000]  信耶穌 神的恩典
[00:03:40.000 --> 00:03:42.000]  是白白的拯救我們
[00:03:42.000 --> 00:03:45.000]  神不會要求我們
[00:03:45.000 --> 00:03:48.000]  要為祂做任何的事才拯救我們
[00:03:48.000 --> 00:03:50.000]  還堂而皇之
[00:03:50.000 --> 00:03:52.000]  就加多一個神學的理由進去
[00:03:52.000 --> 00:03:56.000]  我告訴你 這是絕對錯誤的
[00:03:56.000 --> 00:03:59.000]  因為我們剛剛讀完聖經
[00:03:59.000 --> 00:04:02.000]  你就知道 保羅一講完穿上身形的時候
[00:04:02.000 --> 00:04:06.000]  他都是很詳細的講家庭生活
[00:04:06.000 --> 00:04:08.000]  所以神是很關注的
[00:04:08.000 --> 00:04:10.000]  第二種
[00:04:10.000 --> 00:04:12.000]  第二種就是有些人
[00:04:12.000 --> 00:04:19.000]  信仰就覺得是一種個人的修煉
[00:04:19.000 --> 00:04:23.000]  譬如佛教徒是其中一個例子
[00:04:23.000 --> 00:04:28.000]  他覺得他的信仰幫助他修煉自己
[00:04:28.000 --> 00:04:32.000]  所以他跟家庭的關係是不重要的
[00:04:32.000 --> 00:04:36.000]  最重要的是自己怎樣可以得道
[00:04:36.000 --> 00:04:39.000]  所以有些人就出家
[00:04:39.000 --> 00:04:46.000]  拋棄家庭 家人 社會責任
[00:04:46.000 --> 00:04:51.000]  甚至有些印度的高僧
[00:04:51.000 --> 00:04:54.000]  去荒山野嶺修煉
[00:04:54.000 --> 00:04:57.000]  但也有很可惜的
[00:04:57.000 --> 00:05:00.000]  有些基督徒都是這樣看信仰的
[00:05:00.000 --> 00:05:04.000]  他覺得信仰是一個個人的修煉
[00:05:04.000 --> 00:05:06.000]  即使講到穿上身形
[00:05:06.000 --> 00:05:09.000]  都是怎樣去修好自己
[00:05:09.000 --> 00:05:12.000]  用得不太好聽的說話
[00:05:12.000 --> 00:05:15.000]  怎樣令自己修成正果給神
[00:05:15.000 --> 00:05:19.000]  更加體上是最重要的
[00:05:19.000 --> 00:05:21.000]  這個都是錯誤的
[00:05:21.000 --> 00:05:23.000]  剛才都講過
[00:05:23.000 --> 00:05:25.000]  這段聖經本身
[00:05:25.000 --> 00:05:27.000]  保祿一講穿上身形
[00:05:27.000 --> 00:05:30.000]  就馬上怕我們誤會
[00:05:30.000 --> 00:05:33.000]  穿上身形不是一個個人
[00:05:33.000 --> 00:05:36.000]  屬靈的抽身的修煉
[00:05:36.000 --> 00:05:40.000]  是一個處身於實際場景
[00:05:40.000 --> 00:05:46.000]  家庭社會生活的倫理上的指引和關係
[00:05:46.000 --> 00:05:48.000]  當然第三種
[00:05:48.000 --> 00:05:51.000]  第三種就是我們剛才所講
[00:05:51.000 --> 00:05:53.000]  我們整個信仰
[00:05:53.000 --> 00:05:56.000]  不單止是宗教活動
[00:05:56.000 --> 00:05:59.000]  不單止是個人的修煉
[00:05:59.000 --> 00:06:02.000]  亦都是包括我們
[00:06:02.000 --> 00:06:07.000]  神給我們在社會人倫之間的關係
[00:06:07.000 --> 00:06:08.000]  總統來說
[00:06:08.000 --> 00:06:12.000]  這是一個倫理道德規範的要求
[00:06:12.000 --> 00:06:14.000]  信仰這一部份
[00:06:14.000 --> 00:06:18.000]  神是很重視的
[00:06:18.000 --> 00:06:24.000]  我想你其實在很少信仰的經典那裏
[00:06:24.000 --> 00:06:27.000]  講完信耶穌之後
[00:06:27.000 --> 00:06:30.000]  講完穿上身形之後
[00:06:30.000 --> 00:06:34.000]  他就已經在聖經那裏
[00:06:34.000 --> 00:06:38.000]  特別就是編輯一段出來
[00:06:38.000 --> 00:06:39.000]  或者不是編輯
[00:06:39.000 --> 00:06:43.000]  即是特意去分開一段出來
[00:06:43.000 --> 00:06:45.000]  去教我們怎樣去應用
[00:06:45.000 --> 00:06:48.000]  教我們在人倫家庭關係當中應用
[00:06:48.000 --> 00:06:52.000]  所以這是我們信仰一個很重要的部份
[00:06:52.000 --> 00:06:55.000]  而可能其他很多信仰其實是沒有的
[00:06:55.000 --> 00:06:56.000]  沒有這部份
[00:06:56.000 --> 00:07:00.000]  只是教你怎樣做好自己
[00:07:00.000 --> 00:07:03.000]  或者教你怎樣去修成正果
[00:07:03.000 --> 00:07:04.000]  修煉自己
[00:07:04.000 --> 00:07:06.000]  或者一些宗教活動
[00:07:06.000 --> 00:07:08.000]  但是我們的信仰就是這部份
[00:07:08.000 --> 00:07:11.000]  所以這部份是絕對重要的
[00:07:11.000 --> 00:07:16.000]  而接著你會看到他的關係本身
[00:07:16.000 --> 00:07:21.000]  等一下我會逐件逐件仔細去看
[00:07:21.000 --> 00:07:24.000]  但你看到是一個對應的關係
[00:07:24.000 --> 00:07:26.000]  有講妻子就有講丈夫
[00:07:26.000 --> 00:07:28.000]  有講兒女就有講父母
[00:07:28.000 --> 00:07:32.000]  有講僕人就有講主人
[00:07:32.000 --> 00:07:39.000]  所以每一個是一個對應的關係
[00:07:39.000 --> 00:07:42.000]  所以這也讓我們去思想
[00:07:42.000 --> 00:07:49.000]  原來在我們的信仰倫理的關係方面
[00:07:49.000 --> 00:07:56.000]  神是要求無論你在哪一個位置
[00:07:56.000 --> 00:07:58.000]  你都是沒有例外的
[00:07:58.000 --> 00:08:01.000]  你是沒有例外的
[00:08:01.000 --> 00:08:03.000]  他講完妻子就會講丈夫
[00:08:03.000 --> 00:08:05.000]  講完兒女就會講父母
[00:08:05.000 --> 00:08:07.000]  講完僕人就會講主人
[00:08:07.000 --> 00:08:11.000]  這個當然是人倫之間比較常出現
[00:08:11.000 --> 00:08:13.000]  當然還有其他很多東西
[00:08:13.000 --> 00:08:14.000]  你可以衍生的
[00:08:14.000 --> 00:08:16.000]  譬如你說親戚又怎樣
[00:08:16.000 --> 00:08:17.000]  朋友又怎樣
[00:08:17.000 --> 00:08:19.000]  那些就是你自己去衍生
[00:08:19.000 --> 00:08:23.000]  但是這裡是講到最重要的人倫關係
[00:08:23.000 --> 00:08:25.000]  聖經是很關注
[00:08:25.000 --> 00:08:27.000]  所以你在舊約的時候
[00:08:27.000 --> 00:08:31.000]  十誡講完關於神的部份
[00:08:31.000 --> 00:08:35.000]  就已經講要孝敬父母
[00:08:35.000 --> 00:08:38.000]  因為整個家庭倫理的關係
[00:08:38.000 --> 00:08:40.000]  是神很重視
[00:08:40.000 --> 00:08:42.000]  你就會有一個問題
[00:08:42.000 --> 00:08:45.000]  為什麼神這麼重視這些呢?
[00:08:45.000 --> 00:08:46.000]  不知道你有沒有問過
[00:08:46.000 --> 00:08:48.000]  為什麼神這麼重視這些呢?
[00:08:48.000 --> 00:08:51.000]  家庭倫理的關係
[00:08:51.000 --> 00:08:54.000]  人與人之間的生活
[00:08:54.000 --> 00:08:56.000]  為什麼神這麼重視呢?
[00:08:56.000 --> 00:08:58.000]  神應該最重視我
[00:08:58.000 --> 00:09:01.000]  可能其他東西
[00:09:01.000 --> 00:09:04.000]  譬如屬靈 奉獻 侍奉
[00:09:04.000 --> 00:09:05.000]  那些都是很重視的
[00:09:05.000 --> 00:09:07.000]  聖經有很多的教導在那裡
[00:09:07.000 --> 00:09:10.000]  但是為什麼神要關注這一部份呢?
[00:09:10.000 --> 00:09:12.000]  你有沒有想過呢?
[00:09:12.000 --> 00:09:14.000]  有沒有想過呢?
[00:09:14.000 --> 00:09:15.000]  其實我相信
[00:09:15.000 --> 00:09:18.000]  在背後有一個很重要的原因
[00:09:18.000 --> 00:09:20.000]  就是說
[00:09:20.000 --> 00:09:23.000]  神是想我們的信仰
[00:09:23.000 --> 00:09:28.000]  是落實 植根於我們的生活
[00:09:28.000 --> 00:09:32.000]  而這些家庭當中的生活
[00:09:32.000 --> 00:09:36.000]  夫妻之間 兒女 父母
[00:09:36.000 --> 00:09:39.000]  或者你在工作的主人 僕人
[00:09:39.000 --> 00:09:43.000]  這些是我們生活的
[00:09:43.000 --> 00:09:48.000]  很大部份的組成的一部份
[00:09:48.000 --> 00:09:49.000]  你實在是一種
[00:09:49.000 --> 00:09:52.000]  你可能 如果你說我還沒有結婚
[00:09:52.000 --> 00:09:55.000]  兒女 父母那裡是有你的份
[00:09:55.000 --> 00:09:56.000]  你結了婚的就是
[00:09:56.000 --> 00:09:59.000]  夫妻關係是有你的份
[00:09:59.000 --> 00:10:02.000]  或者你有工作的
[00:10:02.000 --> 00:10:04.000]  那你是僕人主人
[00:10:04.000 --> 00:10:06.000]  或者你在古代的時候
[00:10:06.000 --> 00:10:07.000]  不由自主你是奴隸
[00:10:07.000 --> 00:10:09.000]  那也是有你的份
[00:10:09.000 --> 00:10:11.000]  其實聖經那裡
[00:10:11.000 --> 00:10:13.000]  就是其中一樣東西提到我們
[00:10:13.000 --> 00:10:14.000]  其實我們的信仰
[00:10:14.000 --> 00:10:19.000]  神是很想植根於我們的生活
[00:10:19.000 --> 00:10:20.000]  我們的信仰
[00:10:20.000 --> 00:10:22.000]  永遠都不能夠離開我們的生活
[00:10:22.000 --> 00:10:24.000]  無論你覺得自己有多屬靈
[00:10:24.000 --> 00:10:27.000]  無論你覺得自己有多少屬靈經驗
[00:10:27.000 --> 00:10:31.000]  可能保羅 每個人看聖經的時候
[00:10:31.000 --> 00:10:33.000]  可能你讀保羅的時候
[00:10:33.000 --> 00:10:34.000]  很多人很羨慕他
[00:10:34.000 --> 00:10:36.000]  他有三層天的經驗
[00:10:36.000 --> 00:10:40.000]  去到天上面聽到天使的聲音
[00:10:40.000 --> 00:10:43.000]  或者他有一些神很特別的啟示
[00:10:43.000 --> 00:10:44.000]  去到阿拉伯的曠野
[00:10:44.000 --> 00:10:48.000]  神給他啟示了怎樣去救約
[00:10:48.000 --> 00:10:49.000]  怎樣在基督裡面成全
[00:10:49.000 --> 00:10:51.000]  恩信清義的道理
[00:10:51.000 --> 00:10:55.000]  可能很多人都很羨慕保羅這些屬靈經驗
[00:10:55.000 --> 00:10:57.000]  但是對於保羅來說
[00:10:57.000 --> 00:10:59.000]  在他的教導
[00:10:59.000 --> 00:11:03.000]  他沒有教人怎樣得到這些屬靈經驗
[00:11:03.000 --> 00:11:06.000]  沒有 絕對一個字都沒有提過
[00:11:06.000 --> 00:11:07.000]  但是他的教導
[00:11:07.000 --> 00:11:09.000]  在不同的書信
[00:11:09.000 --> 00:11:12.000]  羅馬書也好 哥羅西書也好
[00:11:12.000 --> 00:11:15.000]  以弗所書也好 加拉太書也好
[00:11:15.000 --> 00:11:18.000]  就有教導我們怎樣在我們的生活裡
[00:11:18.000 --> 00:11:20.000]  去活出基督
[00:11:20.000 --> 00:11:24.000]  我相信這個不是他將最重要的
[00:11:24.000 --> 00:11:27.000]  好像那些叫什麼
[00:11:27.000 --> 00:11:30.000]  有些秘傳 秘方留給自己
[00:11:30.000 --> 00:11:32.000]  不傳授出去
[00:11:32.000 --> 00:11:33.000]  其實我覺得不是
[00:11:33.000 --> 00:11:35.000]  最重要的是因為
[00:11:35.000 --> 00:11:38.000]  他覺得那種在生活方面
[00:11:38.000 --> 00:11:41.000]  能夠活出基督
[00:11:41.000 --> 00:11:45.000]  才是那種真正屬靈的精髓
[00:11:45.000 --> 00:11:47.000]  你真正的屬靈
[00:11:47.000 --> 00:11:52.000]  你有多少的屬靈經驗
[00:11:52.000 --> 00:11:54.000]  譬如你說
[00:11:54.000 --> 00:11:56.000]  我很羨慕有些大兄姊妹
[00:11:56.000 --> 00:11:58.000]  他們很有屬靈經驗
[00:11:58.000 --> 00:12:01.000]  每次聽到都流淚
[00:12:01.000 --> 00:12:08.000]  或者每次唱歌都非常開心
