
[00:00:00.000 --> 00:00:05.000]  今天我們要看一個題目,叫做「有神同在的生命」
[00:00:05.000 --> 00:00:08.000]  今天我們要看一個題目是「有神同在的生命」
[00:00:08.000 --> 00:00:11.000]  請大家一起低頭禱告
[00:00:11.000 --> 00:00:16.000]  天父,感謝祢給我們有機會在這裡聽聖經的話
[00:00:16.000 --> 00:00:22.000]  求祢幫助每個人用心靈誠實來敬拜祢
[00:00:22.000 --> 00:00:28.000]  又求聖靈帶領我們明白聖經上的道理
[00:00:28.000 --> 00:00:31.000]  請祢幫助每個人用心靈誠實來敬拜祢
[00:00:31.000 --> 00:00:33.000]  阿們
[00:00:33.000 --> 00:00:40.000]  很小的時候我在一本書裡看過一張照片
[00:00:40.000 --> 00:00:43.000]  小時候在一本書裡看到一張照片
[00:00:43.000 --> 00:00:50.000]  這張照片是一艘漁船駕駛在甲板上
[00:00:50.000 --> 00:00:53.000]  這張照片是一艘漁船駕駛在甲板上
[00:00:53.000 --> 00:00:59.000]  鋪滿了幾大條魚
[00:00:59.000 --> 00:01:01.000]  鋪滿了幾大條魚
[00:01:01.000 --> 00:01:06.000]  我當時看到這張照片感到很開心
[00:01:06.000 --> 00:01:08.000]  我當時看到這張照片感到很開心
[00:01:08.000 --> 00:01:12.000]  因為有這麼好的漁獲,實在是令人高興
[00:01:12.000 --> 00:01:15.000]  因為有這麼好的漁獲,實在是令人高興
[00:01:15.000 --> 00:01:19.000]  當時我真的覺得有很大的滿足感
[00:01:19.000 --> 00:01:21.000]  當時看見有很大的滿足感
[00:01:21.000 --> 00:01:24.000]  不知道是不是這樣,我就喜歡了釣魚
[00:01:24.000 --> 00:01:26.000]  不知道是不是因為這個原因喜歡釣魚
[00:01:26.000 --> 00:01:29.000]  隨著年月的過去
[00:01:29.000 --> 00:01:30.000]  隨著年月的過去
[00:01:30.000 --> 00:01:36.000]  我似乎沒有再見到這一類豐富漁獲的情景
[00:01:36.000 --> 00:01:40.000]  我似乎沒有見到這一類豐富漁獲的情景
[00:01:40.000 --> 00:01:44.000]  相反,我在電視上看到一些紀錄片
[00:01:44.000 --> 00:01:47.000]  相反,我在電視上看到一些紀錄片
[00:01:47.000 --> 00:01:52.000]  就知道以前生活在地中海
[00:01:52.000 --> 00:01:53.000]  就知道以前生活在地中海
[00:01:53.000 --> 00:01:57.000]  有很多很大的藍吞拿魚
[00:01:57.000 --> 00:02:05.000]  就知道在地中海有很大的藍吞拿魚
[00:02:05.000 --> 00:02:06.000]  就知道在地中海有很大的藍吞拿魚
[00:02:06.000 --> 00:02:12.000]  但因為過去一、二百年被漁民濫捕
[00:02:12.000 --> 00:02:16.000]  但因為過去一、二百年被漁民濫捕
[00:02:16.000 --> 00:02:20.000]  那些很大的藍吞拿魚已經近乎絕跡
[00:02:20.000 --> 00:02:24.000]  那些很大的藍吞拿魚已經近乎絕跡
[00:02:24.000 --> 00:02:29.000]  現在捕捉到的吞拿魚大多都是體積較小的
[00:02:29.000 --> 00:02:33.000]  現在捕捉到的吞拿魚都是體積較小的
[00:02:33.000 --> 00:02:34.000]  現在捕捉到的吞拿魚都是體積較小的
[00:02:34.000 --> 00:02:35.000]  為什麼會發生這樣的現象呢?
[00:02:35.000 --> 00:02:37.000]  為什麼會發生這樣的現象呢?
[00:02:37.000 --> 00:02:40.000]  相信是因為人類為了追求金錢物慾
[00:02:40.000 --> 00:02:41.000]  相信是因為人類為了追求金錢物慾
[00:02:41.000 --> 00:02:45.000]  相信是因為人類為了追求金錢物慾
[00:02:45.000 --> 00:02:49.000]  不惜互相爭奪地球上的資源
[00:02:49.000 --> 00:02:52.000]  不惜互相爭奪地球上的資源
[00:02:52.000 --> 00:02:53.000]  不惜互相爭奪地球上的資源
[00:02:53.000 --> 00:02:54.000]  不惜互相爭奪地球上的資源
[00:02:54.000 --> 00:02:55.000]  不惜互相爭奪地球上的資源
[00:02:55.000 --> 00:02:56.000]  不惜互相爭奪地球上的資源
[00:02:56.000 --> 00:02:57.000]  不惜互相爭奪地球上的資源
[00:02:57.000 --> 00:02:58.000]  不惜互相爭奪地球上的資源
[00:02:58.000 --> 00:02:59.000]  不惜互相爭奪地球上的資源
[00:02:59.000 --> 00:03:00.000]  不惜互相爭奪地球上的資源
[00:03:00.000 --> 00:03:01.000]  不惜互相爭奪地球上的資源
[00:03:01.000 --> 00:03:02.000]  不惜互相爭奪地球上的資源
[00:03:02.000 --> 00:03:15.000]  不惜互相爭奪地球上的資源
[00:03:15.000 --> 00:03:16.000]  不惜互相爭奪地球上的資源
[00:03:16.000 --> 00:03:17.000]  不惜互相爭奪地球上的資源
[00:03:17.000 --> 00:03:18.000]  不惜互相爭奪地球上的資源
[00:03:18.000 --> 00:03:19.000]  不惜互相爭奪地球上的資源
[00:03:19.000 --> 00:03:20.000]  不惜互相爭奪地球上的資源
[00:03:20.000 --> 00:03:21.000]  不惜互相爭奪地球上的資源
[00:03:21.000 --> 00:03:22.000]  不惜互相爭奪地球上的資源
[00:03:22.000 --> 00:03:23.000]  不惜互相爭奪地球上的資源
[00:03:23.000 --> 00:03:24.000]  不惜互相爭奪地球上的資源
[00:03:24.000 --> 00:03:25.000]  不惜互相爭奪地球上的資源
[00:03:25.000 --> 00:03:26.000]  不惜互相爭奪地球上的資源
[00:03:26.000 --> 00:03:38.000]  不惜互相爭奪地球上的資源
[00:03:38.000 --> 00:03:39.000]  不惜互相爭奪地球上的資源
[00:03:39.000 --> 00:03:40.000]  不惜互相爭奪地球上的資源
[00:03:40.000 --> 00:03:41.000]  不惜互相爭奪地球上的資源
[00:03:41.000 --> 00:03:42.000]  不惜互相爭奪地球上的資源
[00:03:42.000 --> 00:03:43.000]  不惜互相爭奪地球上的資源
[00:03:43.000 --> 00:03:44.000]  不惜互相爭奪地球上的資源
[00:03:44.000 --> 00:03:45.000]  不惜互相爭奪地球上的資源
[00:03:45.000 --> 00:03:46.000]  不惜互相爭奪地球上的資源
[00:03:46.000 --> 00:03:47.000]  不惜互相爭奪地球上的資源
[00:03:47.000 --> 00:03:48.000]  不惜互相爭奪地球上的資源
[00:03:48.000 --> 00:03:49.000]  不惜互相爭奪地球上的資源
[00:03:49.000 --> 00:03:59.000]  不惜互相爭奪地球上的資源
[00:03:59.000 --> 00:04:00.000]  不惜互相爭奪地球上的資源
[00:04:00.000 --> 00:04:01.000]  不惜互相爭奪地球上的資源
[00:04:01.000 --> 00:04:02.000]  不惜互相爭奪地球上的資源
[00:04:02.000 --> 00:04:03.000]  不惜互相爭奪地球上的資源
[00:04:03.000 --> 00:04:04.000]  不惜互相爭奪地球上的資源
[00:04:04.000 --> 00:04:05.000]  不惜互相爭奪地球上的資源
[00:04:05.000 --> 00:04:06.000]  不惜互相爭奪地球上的資源
[00:04:06.000 --> 00:04:07.000]  不惜互相爭奪地球上的資源
[00:04:07.000 --> 00:04:08.000]  不惜互相爭奪地球上的資源
[00:04:08.000 --> 00:04:09.000]  不惜互相爭奪地球上的資源
[00:04:09.000 --> 00:04:10.000]  不惜互相爭奪地球上的資源
[00:04:10.000 --> 00:04:20.000]  不惜互相爭奪地球上的資源
[00:04:20.000 --> 00:04:21.000]  不惜互相爭奪地球上的資源
[00:04:21.000 --> 00:04:22.000]  不惜互相爭奪地球上的資源
[00:04:22.000 --> 00:04:23.000]  不惜互相爭奪地球上的資源
[00:04:23.000 --> 00:04:24.000]  不惜互相爭奪地球上的資源
[00:04:24.000 --> 00:04:25.000]  不惜互相爭奪地球上的資源
[00:04:25.000 --> 00:04:26.000]  不惜互相爭奪地球上的資源
[00:04:26.000 --> 00:04:27.000]  不惜互相爭奪地球上的資源
[00:04:27.000 --> 00:04:28.000]  不惜互相爭奪地球上的資源
[00:04:28.000 --> 00:04:29.000]  不惜互相爭奪地球上的資源
[00:04:29.000 --> 00:04:30.000]  不惜互相爭奪地球上的資源
[00:04:30.000 --> 00:04:31.000]  不惜互相爭奪地球上的資源
[00:04:31.000 --> 00:04:41.000]  不惜互相爭奪地球上的資源
[00:04:41.000 --> 00:04:42.000]  不惜互相爭奪地球上的資源
[00:04:42.000 --> 00:04:43.000]  不惜互相爭奪地球上的資源
[00:04:43.000 --> 00:04:44.000]  不惜互相爭奪地球上的資源
[00:04:44.000 --> 00:04:45.000]  不惜互相爭奪地球上的資源
[00:04:45.000 --> 00:04:46.000]  不惜互相爭奪地球上的資源
[00:04:46.000 --> 00:04:47.000]  不惜互相爭奪地球上的資源
[00:04:47.000 --> 00:04:48.000]  不惜互相爭奪地球上的資源
[00:04:48.000 --> 00:04:49.000]  不惜互相爭奪地球上的資源
[00:04:49.000 --> 00:04:50.000]  不惜互相爭奪地球上的資源
[00:04:50.000 --> 00:04:51.000]  不惜互相爭奪地球上的資源
[00:04:51.000 --> 00:04:52.000]  不惜互相爭奪地球上的資源
[00:04:52.000 --> 00:05:02.000]  不惜互相爭奪地球上的資源
[00:05:02.000 --> 00:05:03.000]  不惜互相爭奪地球上的資源
[00:05:03.000 --> 00:05:04.000]  不惜互相爭奪地球上的資源
[00:05:04.000 --> 00:05:05.000]  不惜互相爭奪地球上的資源
[00:05:05.000 --> 00:05:06.000]  不惜互相爭奪地球上的資源
[00:05:06.000 --> 00:05:07.000]  不惜互相爭奪地球上的資源
[00:05:07.000 --> 00:05:08.000]  不惜互相爭奪地球上的資源
[00:05:08.000 --> 00:05:09.000]  不惜互相爭奪地球上的資源
[00:05:09.000 --> 00:05:10.000]  不惜互相爭奪地球上的資源
[00:05:10.000 --> 00:05:11.000]  不惜互相爭奪地球上的資源
[00:05:11.000 --> 00:05:12.000]  不惜互相爭奪地球上的資源
[00:05:12.000 --> 00:05:13.000]  不惜互相爭奪地球上的資源
[00:05:13.000 --> 00:05:22.000]  不惜互相爭奪地球上的資源
[00:05:22.000 --> 00:05:23.000]  不惜互相爭奪地球上的資源
[00:05:23.000 --> 00:05:24.000]  不惜互相爭奪地球上的資源
[00:05:24.000 --> 00:05:25.000]  不惜互相爭奪地球上的資源
[00:05:25.000 --> 00:05:26.000]  不惜互相爭奪地球上的資源
[00:05:26.000 --> 00:05:27.000]  不惜互相爭奪地球上的資源
[00:05:27.000 --> 00:05:28.000]  不惜互相爭奪地球上的資源
[00:05:28.000 --> 00:05:29.000]  不惜互相爭奪地球上的資源
[00:05:29.000 --> 00:05:30.000]  不惜互相爭奪地球上的資源
[00:05:30.000 --> 00:05:31.000]  不惜互相爭奪地球上的資源
[00:05:31.000 --> 00:05:32.000]  不惜互相爭奪地球上的資源
[00:05:32.000 --> 00:05:33.000]  不惜互相爭奪地球上的資源
[00:05:33.000 --> 00:05:46.000]  不惜互相爭奪地球上的資源
[00:05:46.000 --> 00:05:47.000]  不惜互相爭奪地球上的資源
[00:05:47.000 --> 00:05:48.000]  不惜互相爭奪地球上的資源
[00:05:48.000 --> 00:05:49.000]  不惜互相爭奪地球上的資源
[00:05:49.000 --> 00:05:50.000]  不惜互相爭奪地球上的資源
[00:05:50.000 --> 00:05:51.000]  不惜互相爭奪地球上的資源
[00:05:51.000 --> 00:05:52.000]  不惜互相爭奪地球上的資源
[00:05:52.000 --> 00:05:53.000]  不惜互相爭奪地球上的資源
[00:05:53.000 --> 00:05:54.000]  不惜互相爭奪地球上的資源
[00:05:54.000 --> 00:05:55.000]  不惜互相爭奪地球上的資源
[00:05:55.000 --> 00:05:56.000]  不惜互相爭奪地球上的資源
[00:05:56.000 --> 00:05:57.000]  不惜互相爭奪地球上的資源
[00:05:57.000 --> 00:06:04.000]  不惜互相爭奪地球上的資源
[00:06:04.000 --> 00:06:05.000]  不惜互相爭奪地球上的資源
[00:06:05.000 --> 00:06:06.000]  不惜互相爭奪地球上的資源
[00:06:06.000 --> 00:06:07.000]  不惜互相爭奪地球上的資源
[00:06:07.000 --> 00:06:08.000]  不惜互相爭奪地球上的資源
[00:06:08.000 --> 00:06:09.000]  不惜互相爭奪地球上的資源
[00:06:09.000 --> 00:06:10.000]  不惜互相爭奪地球上的資源
[00:06:10.000 --> 00:06:11.000]  不惜互相爭奪地球上的資源
[00:06:11.000 --> 00:06:12.000]  不惜互相爭奪地球上的資源
[00:06:12.000 --> 00:06:13.000]  不惜互相爭奪地球上的資源
[00:06:13.000 --> 00:06:14.000]  不惜互相爭奪地球上的資源
[00:06:14.000 --> 00:06:15.000]  不惜互相爭奪地球上的資源
[00:06:15.000 --> 00:06:37.000]  不惜互相爭奪地球上的資源
[00:06:45.000 --> 00:06:49.000]  不惜互相爭奪地球上的資源
[00:06:49.000 --> 00:06:50.000]  不惜互相爭奪地球上的資源
[00:06:50.000 --> 00:06:51.000]  不惜互相爭奪地球上的資源
