
[00:00:00.000 --> 00:00:02.000]  我們低頭來告告
[00:00:02.000 --> 00:00:05.000]  現在主我們再次來到我們面前
[00:00:05.000 --> 00:00:07.000]  主求你來指教我們的心
[00:00:07.000 --> 00:00:10.000]  讓我們對你的話語明白
[00:00:10.000 --> 00:00:11.000]  對話語可悟
[00:00:11.000 --> 00:00:13.000]  也懇求你幫助我們
[00:00:13.000 --> 00:00:16.000]  當我們透過你的話語的時候
[00:00:16.000 --> 00:00:18.000]  其實我們可悟的是你
[00:00:18.000 --> 00:00:20.000]  我們可悟的是來遇見你
[00:00:20.000 --> 00:00:22.000]  可悟的是因為來領受
[00:00:22.000 --> 00:00:24.000]  主你在我們生命當中的作為
[00:00:24.000 --> 00:00:25.000]  主我們謝謝你
[00:00:25.000 --> 00:00:28.000]  今天早晨讓我們可以聚集在這裡
[00:00:28.000 --> 00:00:30.000]  讓我們透過你的話語
[00:00:30.000 --> 00:00:32.000]  也透過弟兄姊妹的愛
[00:00:32.000 --> 00:00:35.000]  也透過我在你面前的敬拜
[00:00:35.000 --> 00:00:36.000]  主你幫助我們
[00:00:36.000 --> 00:00:39.000]  更懂得來知道你的心意
[00:00:39.000 --> 00:00:40.000]  主因此我懇求你
[00:00:40.000 --> 00:00:43.000]  拆敗聖靈到我們當中來幫助我們
[00:00:43.000 --> 00:00:45.000]  讓我們進入真理的智慧
[00:00:45.000 --> 00:00:47.000]  進入真理的啟示
[00:00:47.000 --> 00:00:49.000]  也進入真理的自由當中
[00:00:49.000 --> 00:00:51.000]  讚美主謝謝你與我們同在
[00:00:51.000 --> 00:00:53.000]  奉耶穌基督的名禱告
[00:00:53.000 --> 00:00:55.000]  Amen
[00:00:56.000 --> 00:00:59.000]  今天我是透過十篇四十六篇
[00:00:59.000 --> 00:01:01.000]  後半段來分享
[00:01:01.000 --> 00:01:02.000]  分享什麼呢
[00:01:02.000 --> 00:01:07.000]  分享在我們生命當中有安息
[00:01:07.000 --> 00:01:09.000]  其實在每個基督徒的生命裡頭
[00:01:09.000 --> 00:01:12.000]  有很大的力道從安息而來
[00:01:12.000 --> 00:01:16.000]  那這個安息其實幫助我們可以往前奔走
[00:01:16.000 --> 00:01:18.000]  所以你會發現到我們生命當中
[00:01:18.000 --> 00:01:21.000]  繁亂我們裡頭很多焦躁
[00:01:21.000 --> 00:01:25.000]  我們裡頭很多事情在繁瑣的時候
[00:01:25.000 --> 00:01:27.000]  你發現我們很難做決定
[00:01:27.000 --> 00:01:29.000]  甚至我們很難跟人家相處
[00:01:29.000 --> 00:01:31.000]  因為我們裡面收滿了很多東西
[00:01:31.000 --> 00:01:34.000]  但是我們如果真實的進入安息裡面
[00:01:34.000 --> 00:01:37.000]  那我們真的可以看清楚上帝的作為
[00:01:37.000 --> 00:01:39.000]  看清楚上帝在我們生命當中的帶領
[00:01:39.000 --> 00:01:42.000]  也看清楚我們下一步該怎麼走
[00:01:42.000 --> 00:01:45.000]  其實整個地球在運轉
[00:01:45.000 --> 00:01:46.000]  所以人也跟著轉
[00:01:46.000 --> 00:01:49.000]  所以你發現都沒有辦法改變這些事實
[00:01:49.000 --> 00:01:51.000]  就是我們常常在生活
[00:01:51.000 --> 00:01:52.000]  我們打開眼睛以後
[00:01:52.000 --> 00:01:54.000]  我們到晚上睡覺之前
[00:01:54.000 --> 00:01:55.000]  其實我們都在轉
[00:01:55.000 --> 00:01:58.000]  但其實不只我們在轉的過程當中
[00:01:58.000 --> 00:01:59.000]  但是在轉什麼呢
[00:01:59.000 --> 00:02:02.000]  為家庭忙碌 為兒女忙碌
[00:02:02.000 --> 00:02:06.000]  還是為自己的身體 為長輩
[00:02:06.000 --> 00:02:09.000]  有很多事情可以讓我們很煩躁
[00:02:09.000 --> 00:02:11.000]  但也有很多事情可以幫助我們
[00:02:11.000 --> 00:02:14.000]  去來思想上帝有做什麼事情
[00:02:14.000 --> 00:02:17.000]  這段經文裡面主要的要解
[00:02:17.000 --> 00:02:18.000]  剛才在第十節
[00:02:18.000 --> 00:02:20.000]  說你們要修習要知道我是神
[00:02:20.000 --> 00:02:22.000]  我必在外邦中被尊崇
[00:02:22.000 --> 00:02:24.000]  在遍地上也被尊崇
[00:02:24.000 --> 00:02:26.000]  所以其實雖然是這樣
[00:02:26.000 --> 00:02:28.000]  可是它場景在哪裡呢
[00:02:28.000 --> 00:02:30.000]  如果我們從第八節來讀的時候
[00:02:30.000 --> 00:02:32.000]  你發現它場景在做什麼呢
[00:02:32.000 --> 00:02:36.000]  在打仗 在打仗
[00:02:36.000 --> 00:02:37.000]  是在一個戰爭當中
[00:02:37.000 --> 00:02:40.000]  在一個上帝指揮戰爭的過程當中
[00:02:40.000 --> 00:02:42.000]  幫助我們來明白一件事
[00:02:42.000 --> 00:02:43.000]  我們就在戰爭當中
[00:02:43.000 --> 00:02:47.000]  我們仍然可以經歷神所要我們的安息
[00:02:47.000 --> 00:02:50.000]  可以在神當中不一樣
[00:02:50.000 --> 00:02:53.000]  這是幾乎生命的一個展現
[00:02:53.000 --> 00:02:55.000]  所以我想我們就來思想
[00:02:55.000 --> 00:03:00.000]  這段經文裡面其實幫助我們去來想這件事
[00:03:00.000 --> 00:03:02.000]  所以我們先來想想
[00:03:02.000 --> 00:03:05.000]  到底聖經說的安息是什麼
[00:03:05.000 --> 00:03:06.000]  聖經說的安息
[00:03:06.000 --> 00:03:08.000]  在字句裡面的定義裡面
[00:03:08.000 --> 00:03:10.000]  有幾個可以運用的
[00:03:10.000 --> 00:03:14.000]  第一個它提到安息是放鬆放下
[00:03:14.000 --> 00:03:19.000]  跟隔壁說放鬆放下
[00:03:19.000 --> 00:03:24.000]  你看看隔壁的神情就知道它有沒有放鬆
[00:03:24.000 --> 00:03:25.000]  有沒有放下來
[00:03:25.000 --> 00:03:27.000]  其實什麼是放鬆
[00:03:27.000 --> 00:03:28.000]  我們想一想
[00:03:28.000 --> 00:03:32.000]  我就記得我學生時代我讀過一本書
[00:03:32.000 --> 00:03:33.000]  那本書很有意思
[00:03:33.000 --> 00:03:36.000]  那本書就是
[00:03:36.000 --> 00:03:38.000]  就有一段裡面在講到說
[00:03:38.000 --> 00:03:41.000]  你怎麼樣睡覺放鬆
[00:03:41.000 --> 00:03:42.000]  我讀那本書
[00:03:42.000 --> 00:03:44.000]  我就說那一章節的時候
[00:03:44.000 --> 00:03:48.000]  我就覺得睡覺難道睡覺很緊張嗎
[00:03:48.000 --> 00:03:51.000]  我不知道你睡覺是不是很緊張
[00:03:51.000 --> 00:03:54.000]  因為我發現睡覺有人會扭曲
[00:03:54.000 --> 00:03:57.000]  有人睡本來是睡個正的
[00:03:57.000 --> 00:03:58.000]  後來怎麼樣
[00:03:58.000 --> 00:04:00.000]  睡360度
[00:04:00.000 --> 00:04:03.000]  有人睡覺的姿勢本來是姿慈的
[00:04:03.000 --> 00:04:06.000]  後來早上起床是像嬰兒的形狀
[00:04:06.000 --> 00:04:07.000]  全聚在一起
[00:04:07.000 --> 00:04:10.000]  有人反正各種神情都有
[00:04:10.000 --> 00:04:12.000]  有人睡覺像大字型
[00:04:12.000 --> 00:04:14.000]  反正會變來變去
[00:04:14.000 --> 00:04:15.000]  那我就嘗試試猜
[00:04:15.000 --> 00:04:18.000]  睡覺難道這麼不放鬆嗎
[00:04:18.000 --> 00:04:19.000]  不是就昏睡了嗎
[00:04:19.000 --> 00:04:20.000]  就睡著了嗎
[00:04:20.000 --> 00:04:22.000]  但是其實原來
[00:04:22.000 --> 00:04:25.000]  在生理學家裡面就發現
