
[00:00:00.000 --> 00:00:04.060]  今天我們回來看《士同傳》的經文
[00:00:04.060 --> 00:00:06.100]  今天我們回到《使徒刑犯》的經文
[00:00:06.100 --> 00:00:10.680]  我們看到聖靈的工作的第四個部份
[00:00:10.680 --> 00:00:13.680]  我們今天看到聖靈工作的第四個部份
[00:00:13.680 --> 00:00:18.920]  教會如何在一個真誠慷慨之下促成成長
[00:00:18.920 --> 00:00:23.940]  教會如何在一個真誠感慨所促成的教會去成長
[00:00:23.940 --> 00:00:27.600]  人呢 因為人的罪性的緣故
[00:00:27.600 --> 00:00:29.600]  因為人的罪性的緣故
[00:00:29.600 --> 00:00:32.400]  人於是生出來就是自私的
[00:00:32.400 --> 00:00:34.400]  人呢 生出來就很自私
[00:00:34.400 --> 00:00:36.400]  但是基督徒
[00:00:36.400 --> 00:00:38.400]  一個真正的信徒
[00:00:38.400 --> 00:00:40.400]  作為基督徒 一個真正的信徒
[00:00:40.400 --> 00:00:43.400]  因為他們一生的最重要的目的
[00:00:43.400 --> 00:00:45.400]  就是和罪去抗衡
[00:00:45.400 --> 00:00:48.400]  他一生的就是跟罪去抗衡
[00:00:48.400 --> 00:00:50.400]  因為這樣的緣故
[00:00:50.400 --> 00:00:51.600]  因為這樣的緣故
[00:00:51.600 --> 00:00:53.600]  信徒的生命一路成長
[00:00:53.600 --> 00:00:55.200]  信徒的生命一路成長
[00:00:55.200 --> 00:01:01.200]  就會從一個自私的生命漸漸演變成一個無私的生命
[00:01:01.200 --> 00:01:04.200]  從一個自私的生命漸漸成為一個無私的生命
[00:01:04.200 --> 00:01:06.200]  而今天我們去看的這段聖經
[00:01:06.200 --> 00:01:09.200]  司徒行傳第二章四十三至四十七節
[00:01:09.200 --> 00:01:13.200]  今天我們看的這個聖經使徒行傳二章四十三到四十七節
[00:01:13.200 --> 00:01:15.200]  就揭開了這個演變的過程
[00:01:15.200 --> 00:01:17.200]  就切開了這個演變的過程
[00:01:17.200 --> 00:01:20.200]  也都透過這段聖經同時給我們看到
[00:01:20.200 --> 00:01:22.200]  也透過這段聖經告訴我們看到
[00:01:22.200 --> 00:01:24.200]  教會的真正的成長
[00:01:24.200 --> 00:01:26.200]  教會真正的成長
[00:01:26.200 --> 00:01:30.200]  是透過信徒彼此的慷慨接待
[00:01:30.200 --> 00:01:34.200]  是透過信徒之間彼此慷慨的接待而促成的
[00:01:34.200 --> 00:01:36.200]  首先我們要明白什麼叫教會
[00:01:36.200 --> 00:01:38.200]  首先我們明白什麼是教會
[00:01:38.200 --> 00:01:41.200]  我們需要為教會做一個清楚的定義
[00:01:41.200 --> 00:01:43.200]  我們需要對教會有一個清楚的定義
[00:01:43.200 --> 00:01:46.200]  教會不是教堂
[00:01:46.200 --> 00:01:48.200]  教會不是教堂
[00:01:48.200 --> 00:01:50.200]  所以教會不需要一定有一個建築物
[00:01:50.200 --> 00:01:52.200]  有一個尖頂有一個十字架掛在上面
[00:01:52.200 --> 00:01:54.200]  教會不需要一定有一個建築物
[00:01:54.200 --> 00:01:56.200]  有一個尖頂有一個十字架掛在上面
[00:01:56.200 --> 00:01:58.200]  當然有不是錯
[00:01:58.200 --> 00:01:59.200]  當然有不是錯
[00:01:59.200 --> 00:02:01.200]  但是教會不是建築物
[00:02:01.200 --> 00:02:02.200]  教會不是建築物
[00:02:02.200 --> 00:02:06.200]  教會是指到一班被分別為聖的屬神子民
[00:02:06.200 --> 00:02:09.200]  教會是一些分別為聖的屬神子民
[00:02:09.200 --> 00:02:12.200]  這班人能夠聚在一起
[00:02:12.200 --> 00:02:13.200]  這班人能夠聚在一起
[00:02:13.200 --> 00:02:18.200]  熱切地希望在信徒這個群體裏面生活
[00:02:18.200 --> 00:02:20.200]  熱切地希望在信徒的群體裏面生活
[00:02:20.200 --> 00:02:22.200]  這就是教會
[00:02:22.200 --> 00:02:23.200]  這就是教會
[00:02:23.200 --> 00:02:24.200]  在這個定義之下
[00:02:24.200 --> 00:02:26.200]  在這樣的定義下
[00:02:26.200 --> 00:02:29.200]  教會的信徒的生活是怎樣的呢?
[00:02:29.200 --> 00:02:31.200]  教會的信徒的生活是怎樣的呢?
[00:02:31.200 --> 00:02:33.200]  是不是好像我們今天的教會一樣
[00:02:33.200 --> 00:02:35.200]  是不是好像我們今天的教會一樣
[00:02:35.200 --> 00:02:37.200]  星期日早上來聚一聚會
[00:02:37.200 --> 00:02:39.200]  星期日早上聚一聚
[00:02:39.200 --> 00:02:41.200]  見見面
[00:02:41.200 --> 00:02:42.200]  打個招呼
[00:02:42.200 --> 00:02:43.200]  聊聊天
[00:02:43.200 --> 00:02:44.200]  聊聊天
[00:02:44.200 --> 00:02:46.200]  就是這樣的教會
[00:02:46.200 --> 00:02:47.200]  這樣就是教會嗎?
[00:02:47.200 --> 00:02:50.200]  他們當時抱著什麼樣的心態去參加教會聚會呢?
[00:02:50.200 --> 00:02:52.200]  他們當時抱著什麼樣的心態去參加教會聚會呢?
[00:02:52.200 --> 00:02:53.200]  他們當時抱著什麼樣的心態去參加教會聚會呢?
[00:02:53.200 --> 00:02:55.200]  今天這段聖經就想介紹給我們知道
[00:02:55.200 --> 00:02:57.200]  今天這段聖經就想介紹給我們知道
[00:02:57.200 --> 00:02:59.200]  我們再次一同地打開聖經
[00:02:59.200 --> 00:03:01.200]  我們大家一起來打開聖經
[00:03:01.200 --> 00:03:02.200]  《司徒行傳》第二章
[00:03:02.200 --> 00:03:04.200]  《司徒行傳》第二章
[00:03:04.200 --> 00:03:06.200]  我們先看第四十三節
[00:03:06.200 --> 00:03:07.200]  我們一起看四十三節
[00:03:07.200 --> 00:03:10.200]  打開聖經之後我們一起讀一次,好嗎?
[00:03:10.200 --> 00:03:11.200]  我們一起來讀
[00:03:11.200 --> 00:03:13.200]  我們只讀第四十三節
[00:03:13.200 --> 00:03:14.200]  只讀四十三節
[00:03:14.200 --> 00:03:17.200]  我們可以用我們自己熟悉的語言去讀就可以了
[00:03:17.200 --> 00:03:19.200]  用我們自己熟悉的語言讀就可以了
[00:03:19.200 --> 00:03:20.200]  你可以用廣東話
[00:03:20.200 --> 00:03:21.200]  可以用廣東話
[00:03:21.200 --> 00:03:23.200]  你可以用普通話
[00:03:23.200 --> 00:03:24.200]  也可以用普通話
[00:03:24.200 --> 00:03:25.200]  你可以用國語
[00:03:25.200 --> 00:03:30.200]  有分別的,我現在才知道
[00:03:30.200 --> 00:03:33.200]  你懂得說潮州話都可以
[00:03:33.200 --> 00:03:34.200]  你用潮州話都可以
[00:03:34.200 --> 00:03:35.200]  OK,我們一起讀了
[00:03:35.200 --> 00:03:36.200]  我們一起來讀
[00:03:36.200 --> 00:03:44.200]  「眾人都懼怕,司徒有行了許多奇事神蹟」
[00:03:44.200 --> 00:03:45.200]  我只讀了這一節
[00:03:45.200 --> 00:03:50.200]  但在之前的《少藤傳》的講道裏面
[00:03:50.200 --> 00:03:52.200]  在之前《司徒行傳》的講道裏面
[00:03:52.200 --> 00:03:53.200]  我們已經講過
[00:03:53.200 --> 00:03:54.200]  我們講過
[00:03:54.200 --> 00:03:58.200]  信耶穌不是一時一刻的一種激情
[00:03:58.200 --> 00:04:00.200]  信耶穌不是一時一刻的那種激情
[00:04:00.200 --> 00:04:02.200]  很多基督徒都以為信耶穌
[00:04:02.200 --> 00:04:05.200]  哎呀,突然感覺到就舉手信耶穌
[00:04:05.200 --> 00:04:08.200]  很多基督徒認為是一時感覺到了
[00:04:08.200 --> 00:04:09.200]  馬上就信耶穌
[00:04:09.200 --> 00:04:11.200]  其實真正的信耶穌
[00:04:11.200 --> 00:04:14.200]  是隨著聖靈的引導
[00:04:14.200 --> 00:04:16.200]  是隨著聖靈的引導
[00:04:16.200 --> 00:04:20.200]  讓人在情和禮兼備的情況之下
[00:04:20.200 --> 00:04:22.200]  讓人在情和禮兼備的情況下
[00:04:22.200 --> 00:04:23.200]  所做成一個結果
[00:04:23.200 --> 00:04:24.200]  所做成一個結果
[00:04:24.200 --> 00:04:27.200]  所以我們在《司徒行傳》裏面看到
[00:04:27.200 --> 00:04:29.200]  所以在《使徒行傳》裏面我們看見
[00:04:29.200 --> 00:04:30.200]  信徒的信主
[00:04:30.200 --> 00:04:31.200]  信徒的信徒
[00:04:31.200 --> 00:04:32.200]  特別是門徒
[00:04:32.200 --> 00:04:33.200]  特別是門徒
[00:04:33.200 --> 00:04:34.200]  他們在侍奉的過程
[00:04:34.200 --> 00:04:35.200]  他們在侍奉的過程
[00:04:35.200 --> 00:04:37.200]  從第一章到現在第二章
[00:04:37.200 --> 00:04:38.200]  從第一章到第二章
[00:04:38.200 --> 00:04:40.200]  我們已經看到
[00:04:40.200 --> 00:04:41.200]  我們看到
[00:04:41.200 --> 00:04:42.200]  他們所做的事
[00:04:42.200 --> 00:04:43.200]  他們所做的事
[00:04:43.200 --> 00:04:45.200]  是有聖經舊約的根據
[00:04:45.200 --> 00:04:47.200]  有聖經舊約的根據
[00:04:47.200 --> 00:04:49.200]  但同時他們有思想
[00:04:49.200 --> 00:04:50.200]  但同時他們有思想
[00:04:50.200 --> 00:04:52.200]  是聖靈帶領他們去想事
[00:04:52.200 --> 00:04:54.200]  是聖靈帶領他們去思想
[00:04:54.200 --> 00:04:55.200]  他們有感覺的
[00:04:55.200 --> 00:04:56.200]  他們有感覺的
[00:04:56.200 --> 00:04:57.200]  而他們的感情
[00:04:57.200 --> 00:04:59.200]  就在這裏表現出來了
[00:04:59.200 --> 00:05:00.200]  就在這裏表現出來了
[00:05:00.200 --> 00:05:01.200]  他們怎樣表現呢?
[00:05:01.200 --> 00:05:03.200]  聖經第四十三節一開始這樣說
[00:05:03.200 --> 00:05:04.200]  聖經第四十三節一開始這樣說
[00:05:04.200 --> 00:05:06.200]  眾人都懼怕
[00:05:06.200 --> 00:05:08.200]  眾人都懼怕
[00:05:08.200 --> 00:05:10.200]  眾人懼怕甚麼呢?
[00:05:10.200 --> 00:05:11.200]  眾人懼怕甚麼呢?
[00:05:11.200 --> 00:05:12.200]  前文講到他們剛剛才去
[00:05:12.200 --> 00:05:14.200]  前文講到他們剛剛才去
[00:05:14.200 --> 00:05:15.200]  廣元道
[00:05:15.200 --> 00:05:16.200]  有三千人信主
[00:05:16.200 --> 00:05:17.200]  前文講到
[00:05:17.200 --> 00:05:18.200]  講完道之後
[00:05:18.200 --> 00:05:19.200]  有三千人信主
[00:05:19.200 --> 00:05:21.200]  門徒又做了很多神蹟騎士
[00:05:21.200 --> 00:05:23.200]  門徒又做了很多神蹟騎士
[00:05:23.200 --> 00:05:24.200]  有甚麼懼怕?
[00:05:24.200 --> 00:05:25.200]  有甚麼可怕?
[00:05:25.200 --> 00:05:27.200]  這個是我們中文和合本的翻譯
[00:05:27.200 --> 00:05:29.200]  不能夠掌握到
[00:05:29.200 --> 00:05:31.200]  原本希臘文裏面
[00:05:31.200 --> 00:05:32.200]  路加的意思
[00:05:32.200 --> 00:05:34.200]  這是我們中文和合本的翻譯
[00:05:34.200 --> 00:05:36.200]  不能掌握原文
[00:05:36.200 --> 00:05:38.200]  路加所講的
[00:05:38.200 --> 00:05:40.200]  路加的意思是甚麼呢?
[00:05:40.200 --> 00:05:42.200]  路加的意思是甚麼呢?
[00:05:42.200 --> 00:05:44.200]  是談論到他們對上帝
[00:05:44.200 --> 00:05:46.200]  有一份更敬畏的心
[00:05:46.200 --> 00:05:48.200]  是談論到對上帝有一份
[00:05:48.200 --> 00:05:49.200]  更敬畏的心
[00:05:49.200 --> 00:05:50.200]  很可惜我們的中文聖經
[00:05:50.200 --> 00:05:51.200]  將它翻譯為
[00:05:51.200 --> 00:05:53.200]  眾人都懼怕
[00:05:53.200 --> 00:05:55.200]  很可惜我們中文的翻譯是
[00:05:55.200 --> 00:05:56.200]  眾人都懼怕
[00:05:56.200 --> 00:05:58.200]  如果我們去參考
[00:05:58.200 --> 00:06:00.200]  《仕途行傳》的作者
[00:06:00.200 --> 00:06:02.200]  他之前所寫的路加福音
[00:06:02.200 --> 00:06:04.200]  如果我們參考
[00:06:04.200 --> 00:06:06.200]  《仕途行傳》的作者
[00:06:06.200 --> 00:06:07.200]  他之前寫的
[00:06:07.200 --> 00:06:09.200]  《仕途行傳》和路加福音
[00:06:09.200 --> 00:06:11.200]  是同一個作者都叫路加
[00:06:11.200 --> 00:06:12.200]  《仕途行傳》和路加福音
[00:06:12.200 --> 00:06:14.200]  他的作者都是路加
[00:06:14.200 --> 00:06:15.200]  甚至我們可以說
[00:06:15.200 --> 00:06:17.200]  《仕途行傳》是路加福音的
[00:06:17.200 --> 00:06:19.200]  第二部份的延續
[00:06:19.200 --> 00:06:23.200]  可以說《仕途行傳》是路加
[00:06:23.200 --> 00:06:27.200]  是路加福音的延續
[00:06:27.200 --> 00:06:30.200]  所以我們看回路加福音的時候
[00:06:30.200 --> 00:06:33.200]  所以在看路加福音的時候
[00:06:33.200 --> 00:06:34.200]  當我們發覺
[00:06:34.200 --> 00:06:37.200]  談論到眾人都懼怕
[00:06:37.200 --> 00:06:39.200]  這個希臘文的時候
[00:06:39.200 --> 00:06:40.200]  當談到眾人都懼怕
[00:06:40.200 --> 00:06:41.200]  這個希臘文的時候
[00:06:41.200 --> 00:06:42.200]  一查
[00:06:42.200 --> 00:06:43.200]  我們發覺原來
[00:06:43.200 --> 00:06:45.200]  和路加福音一章十二節
[00:06:45.200 --> 00:06:48.200]  和路加福音一章十二節
[00:06:48.200 --> 00:06:49.200]  一章六十五節
[00:06:49.200 --> 00:06:50.200]  一章六十五節
[00:06:50.200 --> 00:06:52.200]  和七章十六節
[00:06:52.200 --> 00:06:53.200]  還有七章十六節
[00:06:53.200 --> 00:06:55.200]  都有同樣這個出現
[00:06:55.200 --> 00:06:57.200]  都有同樣的語法出現
[00:06:57.200 --> 00:06:58.200]  每一次
[00:06:58.200 --> 00:06:59.200]  每一次
[00:06:59.200 --> 00:07:03.200]  當上帝做了一些神蹟奇事的時候
[00:07:03.200 --> 00:07:05.200]  上帝做了一段神蹟的時候
[00:07:05.200 --> 00:07:07.200]  聖經就說他們懼怕
[00:07:07.200 --> 00:07:08.200]  聖經就說他們懼怕
[00:07:08.200 --> 00:07:10.200]  正確的翻譯是
[00:07:10.200 --> 00:07:11.200]  正確的翻譯應該是
[00:07:11.200 --> 00:07:16.200]  他們是帶著對上帝一種更大的敬畏
[00:07:16.200 --> 00:07:18.200]  他們對上帝存著一種敬畏
[00:07:18.200 --> 00:07:21.200]  所以剛剛他們有三千人信著之後
[00:07:21.200 --> 00:07:23.200]  不是有什麼害怕
[00:07:23.200 --> 00:07:25.200]  所以剛剛他們有三千人信著之後
[00:07:25.200 --> 00:07:26.200]  不是有什麼害怕
[00:07:26.200 --> 00:07:29.200]  而是他們更信服更敬畏這位上帝
[00:07:29.200 --> 00:07:31.200]  而他們更信服更敬畏上帝
[00:07:31.200 --> 00:07:34.200]  而剛剛在我們剛剛讀的四十三節裡面
[00:07:34.200 --> 00:07:37.200]  剛剛我們所講的四十三節裡面
[00:07:37.200 --> 00:07:38.200]  又同樣講這個情況
