
[00:00:00.000 --> 00:00:03.000]  我們打開聖經 預備好
[00:00:03.000 --> 00:00:05.500]  同時我們禱告 預備我們的心
[00:00:05.500 --> 00:00:06.500]  我們一起來禱告
[00:00:06.500 --> 00:00:11.000]  天父我們獻上感謝
[00:00:11.000 --> 00:00:13.500]  你平安的保守我們一個星期
[00:00:13.500 --> 00:00:16.000]  我們今天是你的子民
[00:00:16.000 --> 00:00:18.000]  可以一起去敬拜你
[00:00:18.000 --> 00:00:20.500]  願意你今天聖靈在我們當中
[00:00:20.500 --> 00:00:22.000]  在我們的心裡面
[00:00:22.000 --> 00:00:26.000]  幫助我們在真理當中去敬拜
[00:00:26.000 --> 00:00:29.000]  願意你在我們當中得到應得的榮耀
[00:00:29.000 --> 00:00:32.000]  我們恭敬的張道遠在這段時間交給你
[00:00:32.000 --> 00:00:34.000]  求你讓我們在這個話語之下
[00:00:34.000 --> 00:00:39.000]  無論講的聽的都願意謙卑的信服
[00:00:39.000 --> 00:00:42.000]  主我們恭敬的禱告求你垂聽
[00:00:42.000 --> 00:00:45.000]  奉主耶穌的名就 阿們
[00:00:45.000 --> 00:00:50.000]  今天是一個特別的主日
[00:00:50.000 --> 00:00:52.000]  是什麼主日
[00:00:52.000 --> 00:00:55.000]  崇拜教育主日
[00:00:55.000 --> 00:00:59.000]  今天我們用的經文是詩篇第84篇
[00:00:59.000 --> 00:01:04.000]  首先我想跟大家講幾句關於詩篇的
[00:01:04.000 --> 00:01:06.000]  當我們看詩篇的時候
[00:01:06.000 --> 00:01:10.000]  是和其他聖經的經卷有少少不同
[00:01:10.000 --> 00:01:12.000]  有些要留意的地方
[00:01:12.000 --> 00:01:15.000]  我希望提醒的時候
[00:01:15.000 --> 00:01:16.000]  以後我們看的時候
[00:01:16.000 --> 00:01:20.000]  就會更加容易了解和掌握這篇詩篇
[00:01:20.000 --> 00:01:24.000]  詩篇本身是詩詞
[00:01:24.000 --> 00:01:33.000]  詩詞著重意境圖像和圖畫的描寫
[00:01:33.000 --> 00:01:35.000]  這是第一點
[00:01:35.000 --> 00:01:39.000]  詩篇不單止想講一些東西
[00:01:39.000 --> 00:01:42.000]  詩篇是人對自己經歷了
[00:01:42.000 --> 00:01:45.000]  特別是私人所經歷的事物
[00:01:45.000 --> 00:01:47.000]  或者和神的關係
[00:01:47.000 --> 00:01:49.000]  是有感而發的
[00:01:49.000 --> 00:01:51.000]  利用詩詞
[00:01:51.000 --> 00:01:53.000]  因此私人很多時候
[00:01:53.000 --> 00:01:56.000]  不會掩飾感情的流露
[00:01:56.000 --> 00:01:57.000]  用這些詞眼
[00:01:57.000 --> 00:02:01.000]  有時用誇張的方法
[00:02:01.000 --> 00:02:04.000]  有時是真情的流露
[00:02:04.000 --> 00:02:05.000]  喜怒哀樂
[00:02:05.000 --> 00:02:07.000]  甚至有時對神在禱告的時候
[00:02:07.000 --> 00:02:11.000]  有質疑甚至有質問
[00:02:11.000 --> 00:02:13.000]  大家要了解
[00:02:13.000 --> 00:02:15.000]  詩篇同時
[00:02:15.000 --> 00:02:17.000]  150篇裏面
[00:02:17.000 --> 00:02:20.000]  大部份都是禱告
[00:02:20.000 --> 00:02:25.000]  所以詩篇亦是人向神傾心吐意的表達
[00:02:25.000 --> 00:02:29.000]  詩篇同時很重要的是詩歌
[00:02:29.000 --> 00:02:31.000]  大家剛才有否留意
[00:02:31.000 --> 00:02:33.000]  主席和我們讀
[00:02:33.000 --> 00:02:35.000]  84篇時
[00:02:35.000 --> 00:02:38.000]  讀了一些細字
[00:02:38.000 --> 00:02:40.000]  很多時候我們讀詩篇時
[00:02:40.000 --> 00:02:42.000]  細字是不理的
[00:02:42.000 --> 00:02:44.000]  其實細字應該放大
[00:02:44.000 --> 00:02:49.000]  因為都是聖經的一部份
[00:02:49.000 --> 00:02:53.000]  這些細字是將經文裏的背景
[00:02:53.000 --> 00:02:55.000]  或是一個應該用的態度
[00:02:55.000 --> 00:02:57.000]  告訴我們應該怎樣讀
[00:02:57.000 --> 00:02:58.000]  所以大家留意
[00:02:58.000 --> 00:03:02.000]  84篇的細字讀甚麼
[00:03:02.000 --> 00:03:05.000]  「可拉子孫的詩交給詩班長」
[00:03:05.000 --> 00:03:09.000]  是用迦特的樂器
[00:03:09.000 --> 00:03:10.000]  甚麼意思呢
[00:03:10.000 --> 00:03:12.000]  即是這篇詩篇
[00:03:12.000 --> 00:03:14.000]  最初寫出來的時候
[00:03:14.000 --> 00:03:17.000]  其實是要唱出來的
[00:03:17.000 --> 00:03:20.000]  稍後我們會唱的時候試過
[00:03:20.000 --> 00:03:22.000]  是唱出來的
[00:03:22.000 --> 00:03:26.000]  如果我們要捉到詩篇的用神
[00:03:26.000 --> 00:03:29.000]  或是進入那個精神
[00:03:29.000 --> 00:03:31.000]  我們要投入的時候
[00:03:31.000 --> 00:03:33.000]  是要歌唱出來的
[00:03:33.000 --> 00:03:36.000]  這裡用了迦特的樂器
[00:03:36.000 --> 00:03:37.000]  迦特的樂器就是
[00:03:37.000 --> 00:03:41.000]  因為我們不知道古老的樂器是怎樣
[00:03:41.000 --> 00:03:44.000]  迦特的樂器是Getty
[00:03:44.000 --> 00:03:47.000]  有點像結他
[00:03:47.000 --> 00:03:50.000]  當然不是結他
[00:03:50.000 --> 00:03:52.000]  這個迦特的樂器不知道是甚麼
[00:03:52.000 --> 00:03:56.000]  但是會用樂器去伴奏
[00:03:56.000 --> 00:03:58.000]  所以大家要留意
[00:03:58.000 --> 00:04:02.000]  因此詩篇很多是作為敬拜用
[00:04:02.000 --> 00:04:04.000]  是最適合不過的
[00:04:04.000 --> 00:04:08.000]  今天我們說到崇拜教育主義的時候
[00:04:08.000 --> 00:04:11.000]  我想和大家在這篇詩篇裏
[00:04:11.000 --> 00:04:13.000]  一方面是解釋
[00:04:13.000 --> 00:04:17.000]  另一方面我希望大家可以投入詩篇
[00:04:17.000 --> 00:04:19.000]  我們真的進入到敬拜裏
[00:04:19.000 --> 00:04:23.000]  敬拜不只是頭腦上的東西
[00:04:23.000 --> 00:04:26.000]  我也想大家留意一下
[00:04:26.000 --> 00:04:30.000]  或者在未說第二點之前
[00:04:30.000 --> 00:04:33.000]  既然這個詩篇是要唱出來的時候
[00:04:33.000 --> 00:04:36.000]  不如我們試試唱
[00:04:36.000 --> 00:04:38.000]  這張紙第一次唱的時候
[00:04:38.000 --> 00:04:41.000]  我想請詩班和我們
[00:04:41.000 --> 00:04:46.000]  將這首詩歌由頭唱一次
[00:04:46.000 --> 00:05:01.000]  (音樂)
[00:05:01.000 --> 00:05:15.000]  (歌詞)
[00:05:15.000 --> 00:05:44.000]  (歌詞)
[00:05:44.000 --> 00:06:13.000]  (歌詞)
[00:06:13.000 --> 00:06:42.000]  (歌詞)
[00:06:42.000 --> 00:07:01.000]  (歌詞)
[00:07:01.000 --> 00:07:04.000]  我們大家想不想唱一次
[00:07:04.000 --> 00:07:06.000]  我們唱一次好不好
[00:07:06.000 --> 00:07:16.000]  (歌詞)
[00:07:16.000 --> 00:07:31.000]  (歌詞)
[00:07:31.000 --> 00:08:00.000]  (歌詞)
[00:08:01.000 --> 00:08:29.000]  (歌詞)
[00:08:29.000 --> 00:08:31.000]  (歌詞)
[00:08:31.000 --> 00:08:32.000]  (歌詞)
[00:08:32.000 --> 00:08:33.000]  (歌詞)
[00:08:33.000 --> 00:08:56.000]  (歌詞)
[00:08:56.000 --> 00:09:24.000]  (歌詞)
[00:09:24.000 --> 00:09:27.000]  我就用這首詩歌裏面
[00:09:27.000 --> 00:09:29.000]  分了三個段落
[00:09:29.000 --> 00:09:31.000]  今天想和大家分享
[00:09:31.000 --> 00:09:35.000]  在詩篇84篇裏面
[00:09:35.000 --> 00:09:38.000]  有三個重點
[00:09:38.000 --> 00:09:42.000]  分別在第一節到第四節
[00:09:42.000 --> 00:09:44.000]  接著是五至八
[00:09:44.000 --> 00:09:46.000]  接著是九至十二
[00:09:46.000 --> 00:09:49.000]  我們一起打開聖經去看
[00:09:49.000 --> 00:09:51.000]  第一至第四節
[00:09:51.000 --> 00:09:53.000]  84篇一至四節
[00:09:53.000 --> 00:09:57.000]  萬君子耶和華
[00:09:57.000 --> 00:09:59.000]  你的居所多麼可愛
[00:09:59.000 --> 00:10:01.000]  我的靈渴想
[00:10:01.000 --> 00:10:03.000]  切勿耶和華的怨恥
[00:10:03.000 --> 00:10:08.000]  我的心身向永活的神歡呼
[00:10:08.000 --> 00:10:10.000]  萬君子耶和華
[00:10:10.000 --> 00:10:12.000]  我的王我的神
[00:10:12.000 --> 00:10:14.000]  在你的祭壇那裏
[00:10:14.000 --> 00:10:16.000]  麻雀找到了住處
[00:10:16.000 --> 00:10:18.000]  燕子也為自己找到了
[00:10:18.000 --> 00:10:20.000]  安置又初的禍
[00:10:20.000 --> 00:10:23.000]  住在你殿中的都是有福
[00:10:23.000 --> 00:10:27.000]  他們還要不斷讚美你
[00:10:27.000 --> 00:10:31.000]  是甚麼人才能寫到這些詩篇呢
[00:10:31.000 --> 00:10:33.000]  我們要問
[00:10:33.000 --> 00:10:38.000]  究竟甚麼人才能表達到這些話語呢
[00:10:38.000 --> 00:10:40.000]  大家留意第一節說到
[00:10:40.000 --> 00:10:45.000]  詩人用的字眼是多麼可愛
[00:10:45.000 --> 00:10:47.000]  第二節說到
[00:10:47.000 --> 00:10:49.000]  我的靈是多麼的切勿
[00:10:49.000 --> 00:10:52.000]  我的身心是如何呼籲
[00:10:52.000 --> 00:10:54.000]  其實這個字眼
[00:10:54.000 --> 00:10:56.000]  切勿
[00:10:56.000 --> 00:10:59.000]  原本的意思可以翻譯為
[00:10:59.000 --> 00:11:02.000]  切勿到暈倒
[00:11:02.000 --> 00:11:08.000]  詩人習慣用很誇張的字眼
[00:11:08.000 --> 00:11:12.000]  看不看到地步暈倒
[00:11:12.000 --> 00:11:14.000]  第三節
[00:11:14.000 --> 00:11:16.000]  在原文聖經裏
[00:11:16.000 --> 00:11:18.000]  應該加了一個字眼
[00:11:18.000 --> 00:11:20.000]  甚至
[00:11:20.000 --> 00:11:25.000]  甚至是麻雀也找到的地方
[00:11:25.000 --> 00:11:27.000]  在英文聖經裏
[00:11:27.000 --> 00:11:29.000]  甚至
[00:11:29.000 --> 00:11:31.000]  我不知為何中文不翻譯這個字
[00:11:31.000 --> 00:11:33.000]  我想讓大家看到
[00:11:33.000 --> 00:11:36.000]  用這個字眼
[00:11:36.000 --> 00:11:38.000]  我不知道大家看不看到
[00:11:38.000 --> 00:11:40.000]  詩人表達了甚麼
[00:11:40.000 --> 00:11:42.000]  用這個字眼
[00:11:42.000 --> 00:11:44.000]  我們看到字裏行間
[00:11:44.000 --> 00:11:46.000]  詩人
[00:11:46.000 --> 00:11:48.000]  我稱呼為
[00:11:48.000 --> 00:11:52.000]  他表達了一個很渴慕的情緒
[00:11:52.000 --> 00:11:54.000]  第一樣是渴慕的之情
[00:11:54.000 --> 00:11:56.000]  他渴慕甚麼呢
[00:11:56.000 --> 00:11:58.000]  第一節說到
[00:11:58.000 --> 00:12:00.000]  耶和華的居所
[00:12:00.000 --> 00:12:03.000]  第二節說到耶和華的院子
[00:12:03.000 --> 00:12:07.000]  大家留意整篇詩篇裏
[00:12:07.000 --> 00:12:09.000]  提到上主的祭壇
[00:12:09.000 --> 00:12:11.000]  上帝的殿
[00:12:11.000 --> 00:12:12.000]  聖殿等等
[00:12:12.000 --> 00:12:14.000]  簡單來說
[00:12:14.000 --> 00:12:16.000]  他所渴慕的是甚麼
[00:12:16.000 --> 00:12:18.000]  就是神的聖殿
[00:12:18.000 --> 00:12:20.000]  是人去敬拜的地方
[00:12:20.000 --> 00:12:22.000]  留意
[00:12:22.000 --> 00:12:26.000]  其實詩人渴慕不是一個地方
[00:12:26.000 --> 00:12:28.000]  不是一座建築物
[00:12:28.000 --> 00:12:30.000]  對猶太人來說
[00:12:30.000 --> 00:12:33.000]  聖殿是神同在的地方
[00:12:33.000 --> 00:12:35.000]  是當所羅門皇
[00:12:35.000 --> 00:12:39.000]  他將聖殿奉獻的時候
[00:12:39.000 --> 00:12:41.000]  他是這樣祈求的
[00:12:41.000 --> 00:12:43.000]  沒有神是沒有意思的
[00:12:43.000 --> 00:12:45.000]  建築物不算甚麼
[00:12:45.000 --> 00:12:48.000]  但因為神應許了在那裏
