
[00:00:00.000 --> 00:00:01.920]  各位親愛的朋友你們好
[00:00:01.920 --> 00:00:08.020]  我們先來看一看畫面
[00:00:08.020 --> 00:00:12.120]  跟大家分享尼希米記的時候
[00:00:12.120 --> 00:00:18.680]  我們要看一看情況
[00:00:18.680 --> 00:00:21.820]  尼希米記的背景是什麼呢?
[00:00:21.820 --> 00:00:24.600]  我們首先來看看聖經裡面
[00:00:24.600 --> 00:00:28.460]  有很多支經文講到建造
[00:00:28.460 --> 00:00:33.360]  譬如建造會墨和其中一些神聖的物品
[00:00:33.360 --> 00:00:37.860]  從出一及記25章到第31章
[00:00:37.860 --> 00:00:40.580]  當時他們在曠野裡面
[00:00:40.580 --> 00:00:41.940]  所以有會墨
[00:00:41.940 --> 00:00:45.800]  接著就是所羅門來建聖殿
[00:00:45.800 --> 00:00:48.960]  就是在獵王記上的第5到第8章
[00:00:48.960 --> 00:00:52.260]  還有歷代之下的第2到第5章
[00:00:52.260 --> 00:00:55.120]  後來他們的家滅亡了
[00:00:55.120 --> 00:01:00.460]  後來有曲奇妙地重建他們的家園
[00:01:00.460 --> 00:01:03.320]  才知道哈蓋和撒加利亞
[00:01:03.320 --> 00:01:07.420]  呼籲他們重建聖殿
[00:01:07.420 --> 00:01:11.840]  這個在哈蓋和撒加利亞書裡面有記載
[00:01:11.840 --> 00:01:14.400]  以斯拉重建聖殿
[00:01:14.400 --> 00:01:17.480]  以斯拉的第3到第9章
[00:01:17.480 --> 00:01:19.360]  但是尼希米請你記住
[00:01:19.360 --> 00:01:21.520]  他不是重建聖殿
[00:01:21.520 --> 00:01:24.160]  他是重建城牆
[00:01:24.160 --> 00:01:26.300]  為什麼要重建城牆呢?
[00:01:26.300 --> 00:01:28.960]  因為他們的城牆是被毀的
[00:01:28.960 --> 00:01:31.320]  當中有很多不少的指引
[00:01:31.320 --> 00:01:33.460]  讓我們可以從中學習
[00:01:33.460 --> 00:01:35.680]  特別是一個屬靈的領袖
[00:01:35.680 --> 00:01:39.460]  他應該辦事的原則是應該怎樣
[00:01:39.460 --> 00:01:44.260]  這個都是我自己不斷在當中要吸取教導的
[00:01:44.260 --> 00:01:47.720]  當中有什麼危機我們要注意的呢?
[00:01:47.720 --> 00:01:52.760]  我們就集中看尼希米這些內容
[00:01:52.760 --> 00:01:54.560]  我們首先看一看
[00:01:54.560 --> 00:01:57.240]  就是魏盛告急
[00:01:57.240 --> 00:02:03.800]  引致尼希米要回去自己故鄉重建聖城牆
[00:02:03.800 --> 00:02:07.680]  我們先看尼希米記第1章的第3節
[00:02:07.680 --> 00:02:09.760]  他們對我說
[00:02:09.760 --> 00:02:12.320]  那些被老歸回靜下的人
[00:02:12.320 --> 00:02:15.800]  在猶大省遭大難受凌辱
[00:02:15.800 --> 00:02:19.320]  並且耶路撒冷的城牆拆毀
[00:02:19.320 --> 00:02:21.760]  城門被火焚燒
[00:02:21.760 --> 00:02:24.720]  首先我們要看一看那個背景
[00:02:24.720 --> 00:02:28.480]  尼希米記的背景就是國家已經重建了
[00:02:28.480 --> 00:02:31.280]  在公元前586年
[00:02:31.280 --> 00:02:33.120]  椰城被毀
[00:02:33.120 --> 00:02:35.360]  被巴比倫滅亡了
[00:02:35.360 --> 00:02:38.860]  後來波斯征服了巴比倫
[00:02:38.860 --> 00:02:42.160]  很奇妙的一個很強大的帝國
[00:02:42.160 --> 00:02:44.360]  竟然一夜之間滅亡
[00:02:44.360 --> 00:02:48.200]  波斯是一個很厲害的朝代
[00:02:48.200 --> 00:02:50.760]  300多年的歷史
[00:02:50.760 --> 00:02:52.760]  滿有文化的
[00:02:52.760 --> 00:02:56.480]  西樓士王廢除了巴比倫的政策
[00:02:56.480 --> 00:03:00.560]  允許這些被老的子民
[00:03:00.560 --> 00:03:02.560]  猶太的子民回歸
[00:03:02.560 --> 00:03:06.000]  所以有機會去波斯
[00:03:06.000 --> 00:03:07.160]  適宜的波斯
[00:03:07.160 --> 00:03:09.160]  即是現在的伊朗
[00:03:09.160 --> 00:03:12.040]  可以了解更多的
[00:03:12.040 --> 00:03:13.880]  因為《舊約聖經》裏面
[00:03:13.880 --> 00:03:17.400]  很多的事情都發生在伊朗
[00:03:17.400 --> 00:03:19.400]  我預備24年
[00:03:19.400 --> 00:03:22.520]  即是下年11月左右
[00:03:22.520 --> 00:03:26.040]  我會帶弟兄姊妹去伊朗
[00:03:26.040 --> 00:03:29.080]  去旅行去參觀
[00:03:29.080 --> 00:03:31.080]  在伊朗的旅行
[00:03:31.080 --> 00:03:33.640]  人們是非常友善的
[00:03:33.640 --> 00:03:36.360]  更加是不辛苦的
[00:03:36.360 --> 00:03:38.360]  不用爬山
[00:03:38.360 --> 00:03:39.360]  車子去到景點
[00:03:39.360 --> 00:03:41.360]  希望大家有機會一起參與
[00:03:41.360 --> 00:03:44.160]  好了 我再講伊朗
[00:03:44.160 --> 00:03:48.720]  伊朗就來帶當日的波斯
[00:03:48.720 --> 00:03:51.760]  讓他們回去重建
[00:03:51.760 --> 00:03:53.760]  他們自己的地方
[00:03:53.760 --> 00:03:54.760]  為甚麼呢
[00:03:54.760 --> 00:03:56.760]  養著你們這幫人
[00:03:56.760 --> 00:03:59.760]  對他們的國家都有很大的資源
[00:03:59.760 --> 00:04:01.760]  就好像當日那幫越南難民
[00:04:01.760 --> 00:04:03.760]  來了香港
[00:04:03.760 --> 00:04:04.760]  香港要付很大的代價
[00:04:04.760 --> 00:04:06.760]  所以寧願送他們走
[00:04:06.760 --> 00:04:08.760]  就將耶路撒冷
[00:04:08.760 --> 00:04:10.760]  成為他們一個很特別的行政區
[00:04:10.760 --> 00:04:14.760]  屬於波斯王朝所管轄的
[00:04:14.760 --> 00:04:17.760]  而當他們重建的時候
[00:04:17.760 --> 00:04:19.760]  就發覺到他們的地方
[00:04:19.760 --> 00:04:21.760]  很多被毀壞了
[00:04:21.760 --> 00:04:24.760]  所以就要重建這個工程
[00:04:24.760 --> 00:04:28.760]  在大概公元前445年
[00:04:28.760 --> 00:04:32.760]  尼希米就回去重建城牆
[00:04:32.760 --> 00:04:34.760]  尼希米本身是甚麼呢
[00:04:34.760 --> 00:04:36.760]  他不是一個工程師
[00:04:36.760 --> 00:04:38.760]  原來尼希米是一個酒精
[00:04:38.760 --> 00:04:40.760]  他的身份是很顯赫的
[00:04:40.760 --> 00:04:42.760]  你不要以為酒精
[00:04:42.760 --> 00:04:45.760]  只是針灸給皇帝
[00:04:45.760 --> 00:04:51.760]  原來他是管理著皇的酒
[00:04:51.760 --> 00:04:53.760]  而當時的皇
[00:04:53.760 --> 00:04:55.760]  其實他是謀朝篡位的
[00:04:55.760 --> 00:04:59.760]  他是用酒毒死了上一個的皇
[00:04:59.760 --> 00:05:01.760]  然後他自己拿了這個皇位
[00:05:01.760 --> 00:05:03.760]  替人頭者
[00:05:03.760 --> 00:05:05.760]  他又很怕人也替其頭
[00:05:05.760 --> 00:05:07.760]  所以他更加地
[00:05:07.760 --> 00:05:09.760]  要很小心自己的飲食
[00:05:09.760 --> 00:05:11.760]  但是很特別
[00:05:11.760 --> 00:05:13.760]  他竟然用甚麼呢
[00:05:13.760 --> 00:05:15.760]  就是用尼希米
[00:05:15.760 --> 00:05:16.760]  尼希米是甚麼呢
[00:05:16.760 --> 00:05:18.760]  是一個猶太人
[00:05:18.760 --> 00:05:20.760]  他不是波斯人
[00:05:20.760 --> 00:05:22.760]  為甚麼呢
[00:05:22.760 --> 00:05:24.760]  為甚麼他會用尼希米呢
[00:05:24.760 --> 00:05:26.760]  就好像很簡單舉個例
[00:05:26.760 --> 00:05:29.760]  香港很多的富豪
[00:05:29.760 --> 00:05:31.760]  他們一定會請保鏢
[00:05:31.760 --> 00:05:33.760]  特別是近身保鏢
[00:05:33.760 --> 00:05:34.760]  那些近身保鏢
[00:05:34.760 --> 00:05:36.760]  他們往往不是請香港人
[00:05:36.760 --> 00:05:38.760]  更加不是請中國人
[00:05:38.760 --> 00:05:40.760]  他們請尼博爾
[00:05:40.760 --> 00:05:42.760]  以前那些居家兵
[00:05:42.760 --> 00:05:44.760]  他們知道尼博爾的人
[00:05:44.760 --> 00:05:46.760]  是很忠心的
[00:05:46.760 --> 00:05:48.760]  所以就用尼希米的人
[00:05:48.760 --> 00:05:52.760]  他們較為少被收買
[00:05:52.760 --> 00:05:54.760]  被勾結的
[00:05:54.760 --> 00:05:56.760]  所以當時的皇
[00:05:56.760 --> 00:05:58.760]  就找尼希米做酒證
[00:05:58.760 --> 00:06:00.760]  他能夠做酒證
[00:06:00.760 --> 00:06:02.760]  一定是一個原因的
[00:06:02.760 --> 00:06:04.760]  他一定是一個很沉實的個性
[00:06:04.760 --> 00:06:06.760]  最重要是他有一個
[00:06:06.760 --> 00:06:08.760]  很敏銳的觀察力
[00:06:08.760 --> 00:06:10.760]  看到有甚麼風吹草動
[00:06:10.760 --> 00:06:14.760]  他知道他會留意到甚麼變化
[00:06:14.760 --> 00:06:17.760]  還有很超強的機智
[00:06:17.760 --> 00:06:19.760]  很豐富的常識
[00:06:19.760 --> 00:06:21.760]  但最重要最重要是甚麼呢
[00:06:21.760 --> 00:06:24.760]  他一定是一個誠實可靠的人
[00:06:24.760 --> 00:06:26.760]  所以皇尼帶他去信任他
[00:06:26.760 --> 00:06:28.760]  好了
[00:06:28.760 --> 00:06:30.760]  他雖然身居高位
[00:06:30.760 --> 00:06:32.760]  身居要職
[00:06:32.760 --> 00:06:34.760]  而且我們很相信尼希米
[00:06:34.760 --> 00:06:37.760]  是在外地裏面尼帶他出世的
[00:06:37.760 --> 00:06:40.760]  因為他們國家被擄
[00:06:40.760 --> 00:06:42.760]  70年之後才歸回
[00:06:42.760 --> 00:06:44.760]  尼希米只是一個中年人
[00:06:44.760 --> 00:06:47.760]  所以他應該是怎樣呢
[00:06:47.760 --> 00:06:50.760]  就是在外地出世
[00:06:50.760 --> 00:06:52.760]  就算不是
[00:06:52.760 --> 00:06:54.760]  都可能是很小的時候
[00:06:54.760 --> 00:06:56.760]  就已經被擄到巴比倫
[00:06:56.760 --> 00:06:58.760]  後來被波斯尼號佔據
[00:06:58.760 --> 00:07:00.760]  就好像今天在英國裏面
[00:07:00.760 --> 00:07:02.760]  有很多是BBC
[00:07:02.760 --> 00:07:04.760]  是在英國出世的人
[00:07:04.760 --> 00:07:06.760]  但他是香港人還是中國人
[00:07:06.760 --> 00:07:09.760]  他是在英國裏面長大的
[00:07:09.760 --> 00:07:12.760]  尼希米就是在這個環境裏面
[00:07:12.760 --> 00:07:14.760]  在波斯裏面長大的
[00:07:14.760 --> 00:07:16.760]  雖然他是這樣
[00:07:16.760 --> 00:07:18.760]  但是他仍然很關心
[00:07:18.760 --> 00:07:21.760]  自己那幫同胞
[00:07:21.760 --> 00:07:24.760]  所以當有人來探望他的時候
[00:07:24.760 --> 00:07:26.760]  告訴他故鄉尼帶他
[00:07:26.760 --> 00:07:28.760]  受著很多人的衝擊
[00:07:28.760 --> 00:07:30.760]  和受著很大的凌辱的時候
[00:07:30.760 --> 00:07:33.760]  他內心就很傷痛了
[00:07:33.760 --> 00:07:35.760]  他雖然是在異邦之地
[00:07:35.760 --> 00:07:37.760]  享有榮華富貴
[00:07:37.760 --> 00:07:40.760]  但是他不能忘記自己的故鄉
[00:07:40.760 --> 00:07:44.760]  和寄人籬下的那種羞恥
[00:07:44.760 --> 00:07:47.760]  所以他就採取行動了
[00:07:47.760 --> 00:07:50.760]  正正因為是危城告急
[00:07:50.760 --> 00:07:52.760]  但是他居安思危
[00:07:52.760 --> 00:07:54.760]  於是就展開了
[00:07:54.760 --> 00:07:59.760]  他回到自己國家重建的序幕
[00:07:59.760 --> 00:08:02.760]  所以今天這個異象
[00:08:02.760 --> 00:08:04.760]  往往很可能是
[00:08:04.760 --> 00:08:06.760]  一個或者一兩個人
[00:08:06.760 --> 00:08:08.760]  有這個的領受
[00:08:08.760 --> 00:08:10.760]  但是藉著禱告
[00:08:10.760 --> 00:08:12.760]  確認這個感動之後
[00:08:12.760 --> 00:08:15.760]  於是這些人有實踐這個異象
[00:08:15.760 --> 00:08:16.760]  就會推行
[00:08:16.760 --> 00:08:19.760]  於是就有更大的發展了
[00:08:19.760 --> 00:08:22.760]  當他很難過的時候
[00:08:22.760 --> 00:08:24.760]  他做些什麼呢
[00:08:24.760 --> 00:08:27.760]  他就是要去仰望神了
[00:08:27.760 --> 00:08:29.760]  大家很快的聽我讀出
[00:08:29.760 --> 00:08:31.760]  第二到第十一節
[00:08:31.760 --> 00:08:32.760]  他第一章裏面
[00:08:32.760 --> 00:08:35.760]  有我一個弟兄哈利南
[00:08:35.760 --> 00:08:37.760]  同著幾個人從猶大來
[00:08:37.760 --> 00:08:38.760]  我問他們
[00:08:38.760 --> 00:08:42.760]  那些被老歸回正下屠奪的猶太人
[00:08:42.760 --> 00:08:44.760]  和耶路撒冷的綱頸
[00:08:44.760 --> 00:08:45.760]  他們對我說
[00:08:45.760 --> 00:08:48.760]  那些被老歸回正下的人
[00:08:48.760 --> 00:08:51.760]  在猶大省遭大難受凌辱
[00:08:51.760 --> 00:08:54.760]  並且耶路撒冷的城牆拆毀
[00:08:54.760 --> 00:08:56.760]  城門被火焚燒
[00:08:56.760 --> 00:08:57.760]  我聽見這話
[00:08:57.760 --> 00:09:00.760]  就坐下哭一悲哀幾日
[00:09:00.760 --> 00:09:04.760]  在天上的神面前禁食祈禱說
[00:09:04.760 --> 00:09:06.760]  耶穌說天上的神
[00:09:06.760 --> 00:09:08.760]  大義可謂的神啊
[00:09:08.760 --> 00:09:11.760]  你向愛你守你誡命的人
[00:09:11.760 --> 00:09:14.760]  施手藥施慈愛
[00:09:14.760 --> 00:09:16.760]  願你憎眼看則而聽
[00:09:16.760 --> 00:09:19.760]  你僕人就夜在你面前
[00:09:19.760 --> 00:09:22.760]  為你眾僕人以色列民的祈禱
[00:09:22.760 --> 00:09:24.760]  承認我們以色列人
[00:09:24.760 --> 00:09:27.760]  向你所犯的罪
[00:09:27.760 --> 00:09:29.760]  我與我的父家都有罪了
[00:09:29.760 --> 00:09:32.760]  我們向你所行的甚是邪惡
[00:09:32.760 --> 00:09:35.760]  沒有遵守你藉著僕人摩西
[00:09:35.760 --> 00:09:39.760]  所吩咐的誡命律例典章
[00:09:39.760 --> 00:09:41.760]  求你紀念我所
[00:09:41.760 --> 00:09:45.760]  求你紀念所吩咐你僕人摩西的話說
[00:09:45.760 --> 00:09:47.760]  你們若犯罪
[00:09:47.760 --> 00:09:50.760]  我就把你們分散在萬民中
[00:09:50.760 --> 00:09:52.760]  但你們若歸向我
[00:09:52.760 --> 00:09:54.760]  謹守遵行我的誡命
[00:09:54.760 --> 00:09:56.760]  你們被趕散的人
[00:09:56.760 --> 00:09:59.760]  雖在天涯我也必從那裡
[00:09:59.760 --> 00:10:01.760]  將他們招聚回來
[00:10:01.760 --> 00:10:06.760]  帶到我所選立為我名的居所
[00:10:06.760 --> 00:10:08.760]  這都是你的僕人
[00:10:08.760 --> 00:10:13.760]  你的百姓就是你用大力和大能的手所救贖的
[00:10:13.760 --> 00:10:14.760]  主啊
[00:10:14.760 --> 00:10:17.760]  求你則已聽你僕人的祈禱
[00:10:17.760 --> 00:10:21.760]  和喜愛敬畏你名眾僕人的祈禱
[00:10:21.760 --> 00:10:24.760]  使你僕人言禁亨通
[00:10:24.760 --> 00:10:26.760]  在王面前蒙因
[00:10:26.760 --> 00:10:28.760]  我是作王的走正
[00:10:28.760 --> 00:10:31.760]  我們看到一段很長的經文
[00:10:31.760 --> 00:10:35.760]  大家不知道有沒有一種似曾相識的感覺
[00:10:35.760 --> 00:10:38.760]  因為其實在《舊約祈禱》系列裏面
[00:10:38.760 --> 00:10:41.760]  和大家分享過這一段經文
