
[00:00:00.000 --> 00:00:01.200]  好 大家早上好
[00:00:01.200 --> 00:00:01.760]  早上好
[00:00:01.760 --> 00:00:05.800]  剛才我們唱的詩歌 叫做《榮耀的一天》
[00:00:05.800 --> 00:00:12.760]  英語的歌詞 特別去到副歌那裡
[00:00:12.760 --> 00:00:14.840]  它是這樣說的 它說
[00:00:30.040 --> 00:00:32.640]  "Oh glorious day"
[00:00:32.640 --> 00:00:37.200]  跟中文的歌詞 有些很不同的地方
[00:00:37.200 --> 00:00:40.160]  中文的歌詞唱到 好像主不救我們不行
[00:00:40.160 --> 00:00:42.640]  主不愛我們不行
[00:00:42.640 --> 00:00:48.760]  但是當我們去看這首詩歌的 歌詞的英文原著
[00:00:48.760 --> 00:00:54.200]  它說主活著 是因為祂是愛護我們的
[00:00:54.200 --> 00:00:57.520]  主祂為我們死
[00:00:57.520 --> 00:01:01.720]  祂的死亡是為了帶來我們的拯救
[00:01:01.720 --> 00:01:08.960]  祂的埋葬 其實是將我們帶離開這個罪的捆綁
[00:01:08.960 --> 00:01:13.160]  將整個的歌詞的核心帶出來
[00:01:13.160 --> 00:01:18.240]  主的活著 死亡 以及祂的埋葬
[00:01:18.240 --> 00:01:25.120]  讓我們看到 我們是在上主的恩典裡面
[00:01:25.120 --> 00:01:27.400]  不是主不救我們不行
[00:01:27.400 --> 00:01:32.000]  而是主提供了一個 讓我們再活
[00:01:32.000 --> 00:01:37.760]  能夠離開罪惡 以至於得救的景況
[00:01:37.760 --> 00:01:44.520]  而這首詩歌也是我特意選來 去預備今天這個講道的時間
[00:01:44.520 --> 00:01:46.480]  因為今天所講的經文
[00:01:46.480 --> 00:01:51.240]  正正就是耶穌祂在死了之後
[00:01:51.240 --> 00:01:54.880]  所帶來的那份的拯救
[00:01:54.880 --> 00:01:58.640]  或者是人的那種迷失
[00:01:58.640 --> 00:02:01.960]  怎樣能夠走出來呢
[00:02:01.960 --> 00:02:08.080]  讓在聆聽主導以前 我一起同心低頭說
[00:02:08.080 --> 00:02:09.560]  慈悲的天父 多謝祢
[00:02:09.560 --> 00:02:12.800]  給了我們能夠在祢的啟示當中
[00:02:12.800 --> 00:02:15.280]  去明白祢的救恩的意義
[00:02:15.280 --> 00:02:18.800]  感謝祢給我們在很多的事情上面
[00:02:18.800 --> 00:02:21.080]  有很多的機會
[00:02:21.080 --> 00:02:26.280]  讓我們更清楚明白主祢的教導和祢的作為
[00:02:26.280 --> 00:02:29.280]  從中讓我們去帶著感恩的心
[00:02:29.280 --> 00:02:31.560]  再次去領受這個救恩
[00:02:31.560 --> 00:02:35.400]  並且活在這個得救的道路的上面
[00:02:35.400 --> 00:02:42.920]  直奔永恆 直奔這個永遠與主同住的盼望
[00:02:42.920 --> 00:02:44.120]  求祢的帶領
[00:02:44.120 --> 00:02:47.320]  讓我們能夠一同在今天的講道裡面
[00:02:47.320 --> 00:02:51.200]  看祢的說話 讓我們抹開很多
[00:02:51.200 --> 00:02:55.960]  我們自己過往對於主祢的說話的一些前設
[00:02:55.960 --> 00:02:58.240]  或者一些的偏見
[00:02:58.240 --> 00:03:02.880]  好想我們歸回在主祢的啟示當中
[00:03:02.880 --> 00:03:09.360]  禱告奉靠主耶穌基督 得聖明至求 阿們
[00:03:09.360 --> 00:03:15.560]  我信主的年日是上世紀的八十年代
[00:03:15.560 --> 00:03:20.680]  在那個時候 我很記得有一個很大的
[00:03:20.680 --> 00:03:22.920]  我人生的經歷就是
[00:03:22.920 --> 00:03:25.840]  由香港來到加拿大
[00:03:25.840 --> 00:03:30.640]  開始步入在北美洲的生活
[00:03:30.640 --> 00:03:33.520]  很感謝主祢給我在這個地方去認識祂
[00:03:33.520 --> 00:03:38.720]  我信主是1989年
[00:03:38.720 --> 00:03:42.240]  我還記得是4月26日
[00:03:42.240 --> 00:03:45.640]  當時為什麼這麼深刻呢
[00:03:45.640 --> 00:03:49.560]  因為自己一個人來到加拿大的當中
[00:03:49.560 --> 00:03:53.800]  作為一個國際的留學生
[00:03:53.800 --> 00:03:58.960]  在這裡開始讀書 開始信主 回教會
[00:03:58.960 --> 00:04:02.720]  我回教會是師母邀請我回教會的
[00:04:02.720 --> 00:04:06.400]  回到教會的時候就看到
[00:04:06.400 --> 00:04:09.040]  能夠認識上帝是一件美事
[00:04:09.040 --> 00:04:12.520]  但是同時間我也發覺到
[00:04:12.520 --> 00:04:16.640]  在教會裡面有很多東西是令我很難去理解
[00:04:16.640 --> 00:04:23.360]  甚至可以說是超出我的邏輯和慣性的思想
[00:04:23.360 --> 00:04:25.320]  為什麼呢
[00:04:25.320 --> 00:04:28.560]  我在1989年信主沒多久之後
[00:04:28.560 --> 00:04:31.920]  到了1991年開始
[00:04:31.920 --> 00:04:36.080]  我九年年入大學 然後就開始讀大學
[00:04:36.080 --> 00:04:40.000]  然後到了1991年的時候
[00:04:40.000 --> 00:04:42.440]  我就由瓦鐵盧大學
[00:04:42.440 --> 00:04:46.280]  University of Waterloo 轉出來在多倫多大學
[00:04:46.280 --> 00:04:56.600]  由讀電腦科學轉去讀會計學和環境規劃
[00:04:56.600 --> 00:05:02.280]  碰巧的時候開始加拿大經濟衰退
[00:05:02.280 --> 00:05:09.320]  在那個時間 我還記得是1991年 92年 93年
[00:05:09.320 --> 00:05:10.880]  我93年畢業了
[00:05:10.880 --> 00:05:17.200]  所以很多人都很希望在外國讀完書
[00:05:17.200 --> 00:05:19.480]  然後可以有一個學位
[00:05:19.480 --> 00:05:22.000]  當然是在北美洲找一份工作
[00:05:22.000 --> 00:05:26.000]  然後就可以留在北美洲生活
[00:05:26.000 --> 00:05:31.640]  甚至可能因為這樣就開始在加拿大移民等等這些問題
[00:05:31.640 --> 00:05:34.840]  我一直都沒有想過這件事
[00:05:34.840 --> 00:05:38.800]  但是我身邊很多的人
[00:05:38.800 --> 00:05:42.120]  特別在教會裏面身為留學生
[00:05:42.120 --> 00:05:44.720]  不少都經常去討論到這個問題
[00:05:44.720 --> 00:05:47.280]  怎樣可以留在加拿大
[00:05:47.280 --> 00:05:48.480]  最重要找到一份工作
[00:05:48.480 --> 00:05:50.400]  畢業之後找到一份工作
[00:05:50.400 --> 00:05:55.040]  但是如果大家在那個時間生活過在加拿大的
[00:05:55.040 --> 00:05:57.400]  或者北美洲你就會發現到
[00:05:57.400 --> 00:06:01.960]  那個時代基本上是經濟衰退得很厲害
[00:06:01.960 --> 00:06:04.280]  而每一天你經過
[00:06:04.280 --> 00:06:07.040]  因為由我學校 我由我宿舍走去
[00:06:07.040 --> 00:06:08.280]  我的校園很近的
[00:06:08.280 --> 00:06:11.920]  大約十分鐘的路程走路
[00:06:11.920 --> 00:06:13.640]  有時五分鐘都有的
[00:06:13.640 --> 00:06:17.280]  因為有些課堂比較近我的宿舍
[00:06:17.280 --> 00:06:18.960]  走到去的時候
[00:06:18.960 --> 00:06:22.000]  就一直經過很多報紙箱
[00:06:22.000 --> 00:06:26.400]  如果現在就沒有了報紙箱
[00:06:26.400 --> 00:06:27.680]  現在還有沒有報紙賣的
[00:06:27.680 --> 00:06:30.080]  我都不知道有沒有報紙賣的
[00:06:30.080 --> 00:06:31.800]  有沒有啊 我不知道
[00:06:31.800 --> 00:06:34.640]  大家研究一下吧
[00:06:34.640 --> 00:06:36.760]  但是那時候唯一一樣東西
[00:06:36.760 --> 00:06:38.920]  可以知道資訊的
[00:06:38.920 --> 00:06:41.480]  其實就是報紙箱
[00:06:41.480 --> 00:06:43.280]  報紙箱就很特別的在加拿大
[00:06:43.280 --> 00:06:45.160]  你就在那個報紙箱上面
[00:06:45.160 --> 00:06:48.160]  入個quarter或者一元
[00:06:48.160 --> 00:06:50.480]  我不知道多少錢 我不記得了
[00:06:50.480 --> 00:06:53.360]  因為我通常都是刺印一些報紙來看的
[00:06:53.360 --> 00:06:56.560]  譬如去飯堂吃完東西
[00:06:56.560 --> 00:06:59.000]  有人扔一份報紙來看
[00:06:59.000 --> 00:07:01.480]  但是那時候經過那些報紙箱
[00:07:01.480 --> 00:07:03.320]  報紙箱前面一定凍住
[00:07:03.320 --> 00:07:05.960]  今天的headline news
[00:07:05.960 --> 00:07:07.920]  你每一天經過那些報紙箱
[00:07:07.920 --> 00:07:09.600]  就算不買報紙也好
[00:07:09.600 --> 00:07:12.120]  你只會看見一個新聞
[00:07:12.120 --> 00:07:15.360]  就是說今天哪一間大企業
[00:07:15.360 --> 00:07:17.960]  就有裁員多少千人
[00:07:17.960 --> 00:07:20.200]  你只會看見幾個字
[00:07:20.200 --> 00:07:23.400]  就是layoff和一個number
[00:07:23.400 --> 00:07:26.320]  接著下一個就是一間公司名
[00:07:26.320 --> 00:07:29.880]  在那個期間就有很多在教會當中
[00:07:29.880 --> 00:07:33.160]  我留意到就是
[00:07:33.160 --> 00:07:35.160]  很多大兄姐妹都突然間就說
[00:07:35.160 --> 00:07:39.160]  他要蒙神呼召要做傳道人
[00:07:39.160 --> 00:07:43.520]  所以當時可以說是教會
[00:07:43.520 --> 00:07:48.680]  一個奉獻全職奉獻的熱門時間
[00:07:48.680 --> 00:07:52.680]  差不多可以說是每一個星期
[00:07:52.680 --> 00:07:54.400]  都會有些大兄姐妹說
[00:07:54.400 --> 00:07:56.720]  我有上帝的感動
[00:07:56.720 --> 00:08:00.400]  我要做全職的傳道人
[00:08:00.400 --> 00:08:02.520]  因為上帝呼召我要做傳道人
[00:08:02.520 --> 00:08:06.400]  我要準備入神學院
[00:08:06.400 --> 00:08:11.800]  但是真正要做一個全職的傳道人
[00:08:11.800 --> 00:08:14.360]  在我看對聖經裡面
[00:08:14.360 --> 00:08:16.000]  有一個很重要的因素
[00:08:16.000 --> 00:08:19.240]  也是我可以說是唯一一個
[00:08:19.240 --> 00:08:21.200]  去決定你是否做傳道人的
[00:08:21.200 --> 00:08:24.720]  就是你有沒有上帝的呼召
[00:08:24.720 --> 00:08:28.640]  你從所有的被上帝所呼召
[00:08:28.640 --> 00:08:32.720]  作為一個傳主說話的人
[00:08:32.720 --> 00:08:37.240]  無論你可以看到的昔日的阿伯拉罕
[00:08:37.240 --> 00:08:39.640]  或者是摩西
[00:08:39.640 --> 00:08:43.600]  以至於後來早期的先知
[00:08:43.600 --> 00:08:47.000]  例如好像薩姆爾
[00:08:47.000 --> 00:08:50.360]  後來有一連串的士師
[00:08:50.360 --> 00:08:53.880]  到真的有一大堆被稱之為
[00:08:53.880 --> 00:08:58.600]  先知Navin的一班先知出現
[00:08:58.600 --> 00:09:02.600]  每一個都有一個很重要的因素
[00:09:02.600 --> 00:09:04.160]  由他開始那天
[00:09:04.160 --> 00:09:08.360]  到他進行傳主說話的過程當中
[00:09:08.360 --> 00:09:12.720]  都必然有上帝呼召他去做
[00:09:12.720 --> 00:09:16.440]  所以這個就叫做call
[00:09:16.440 --> 00:09:18.440]  什麼叫呼召
[00:09:18.440 --> 00:09:23.280]  呼召就是一個人被委任的意思
[00:09:23.280 --> 00:09:26.440]  在那時候有很多的弟兄姊妹
[00:09:26.440 --> 00:09:30.560]  在教會當中都說要做全職的傳道人
[00:09:30.560 --> 00:09:34.320]  我就會有一個問題出來了
[00:09:34.320 --> 00:09:37.360]  為什麼有一個現象
[00:09:37.360 --> 00:09:40.640]  這些的弟兄姊妹要做全職傳道人的
[00:09:40.640 --> 00:09:45.600]  絕大多數都是因為剛剛被裁員之後
[00:09:45.600 --> 00:09:49.880]  來去做全職傳道人呢
[00:09:49.880 --> 00:09:51.360]  有一些甚至這樣說
[00:09:51.360 --> 00:09:57.520]  我被裁員就是因為上帝呼召我的原因
[00:09:57.520 --> 00:10:00.320]  我不覺得一定
[00:10:00.320 --> 00:10:03.640]  沒有可能上帝可以這樣做
[00:10:03.640 --> 00:10:08.560]  但是是不是每一個被裁了的
[00:10:08.560 --> 00:10:12.080]  就是等同於上帝給了一個呼召他
[00:10:12.080 --> 00:10:15.120]  來做傳道人呢
[00:10:15.120 --> 00:10:16.640]  我不想做一個批評
[00:10:16.640 --> 00:10:20.840]  不過後來當我在神學院的時候
[00:10:20.840 --> 00:10:24.120]  有一位很出名的老牧者
[00:10:24.120 --> 00:10:27.680]  可以說他已經過世好幾年了
[00:10:27.680 --> 00:10:29.000]  德高望重
[00:10:29.000 --> 00:10:33.960]  甚至可以說在多倫多的華人基督教會裡面
[00:10:33.960 --> 00:10:36.120]  沒有人景仰他
[00:10:36.120 --> 00:10:39.400]  於是就請了他去神學院教書
[00:10:39.400 --> 00:10:41.800]  教華人侍功
[00:10:41.800 --> 00:10:43.480]  當時的華人侍功部
[00:10:43.480 --> 00:10:45.200]  我又不是讀華人侍功的
[00:10:45.200 --> 00:10:49.840]  但是有很多同學都是讀華人侍功
[00:10:49.840 --> 00:10:51.920]  他們上完那堂之後
[00:10:51.920 --> 00:10:56.080]  他們就走出來在大堂討論這一個說話
[00:10:56.080 --> 00:11:00.000]  他說大家有沒有聽到剛才那位牧者說
[00:11:00.000 --> 00:11:01.040]  他德高望重
[00:11:01.040 --> 00:11:02.600]  我們沒有理由不聽的
[00:11:02.600 --> 00:11:04.480]  因為他是權威
[00:11:04.480 --> 00:11:06.480]  他就說
[00:11:06.480 --> 00:11:13.360]  教會其實是否真的這麼多人需要全時間去侍奉呢
[00:11:13.360 --> 00:11:19.600]  他認為不應該是每個基督徒都應該去奉獻做全職傳道人
[00:11:19.600 --> 00:11:22.280]  也不應該有這麼多的
[00:11:22.280 --> 00:11:27.280]  他說如果這麼多人都來做全職傳道人的話
[00:11:27.280 --> 00:11:30.280]  教會還有誰賺錢回來
[00:11:30.280 --> 00:11:33.440]  然後奉獻給教會運作呢
[00:11:33.440 --> 00:11:35.720]  他們說了這番話給我聽的時候
[00:11:35.720 --> 00:11:37.960]  我也很詫異
[00:11:37.960 --> 00:11:40.880]  已經這麼多人傳道
[00:11:40.880 --> 00:11:44.360]  又在說要做全職傳道
[00:11:44.360 --> 00:11:46.760]  奉獻傳道
[00:11:46.760 --> 00:11:49.840]  而再加上有一些弟兄姊妹回來說
[00:11:49.840 --> 00:11:52.960]  因為老牧者都這麼說
[00:11:52.960 --> 00:11:54.520]  就讓我想到
[00:11:54.520 --> 00:11:58.640]  什麼基督教會的侍功
[00:11:58.640 --> 00:12:03.240]  是跟錢直接有關連掛勾的嗎
[00:12:03.240 --> 00:12:06.640]  原來個人沒了錢之後
[00:12:06.640 --> 00:12:08.440]  就等於奉獻
[00:12:08.440 --> 00:12:10.040]  等於呼召
[00:12:10.040 --> 00:12:15.160]  教會如果沒錢就沒人繼續供養運作不了教會
[00:12:15.160 --> 00:12:17.760]  教會就不用傳道
[00:12:17.760 --> 00:12:19.720]  當然我自己明白一件事
[00:12:19.720 --> 00:12:23.920]  傳道這個功夫是每一個信主的基督徒
[00:12:23.920 --> 00:12:27.000]  不管你有沒有什麼奉獻什麼全職
[00:12:27.000 --> 00:12:28.480]  都應該要做的事
[00:12:28.480 --> 00:12:33.560]  但是如果連這麼德高望重的牧者
[00:12:33.560 --> 00:12:35.600]  都這樣去宣揚的
[00:12:35.600 --> 00:12:38.800]  教會是跟錢直接掛勾的
