
[00:00:00.000 --> 00:00:01.820]  丁字幕到平安
[00:00:01.820 --> 00:00:04.880]  我們一起去學習神的說話
[00:00:04.880 --> 00:00:06.460]  我們一起祈禱
[00:00:06.460 --> 00:00:10.620]  天父,我們求祢去幫助我們
[00:00:10.620 --> 00:00:14.540]  還有祢讓我們一路去思考登山補訓
[00:00:14.540 --> 00:00:17.640]  讓我們明白耶穌出來傳道的時候
[00:00:17.640 --> 00:00:20.000]  所給我們的每一個提醒
[00:00:20.000 --> 00:00:23.120]  讓我們今天在結束的部分
[00:00:23.120 --> 00:00:25.440]  讓我們都能夠整理
[00:00:25.440 --> 00:00:27.840]  或者我們認真去思考
[00:00:27.840 --> 00:00:31.880]  我們要如何回應主理在山上的部分
[00:00:31.880 --> 00:00:33.800]  求祢讓我們今天聽到的時候
[00:00:33.800 --> 00:00:35.200]  我們都能夠明白
[00:00:35.200 --> 00:00:37.320]  或許我們有很多疑問
[00:00:37.320 --> 00:00:40.960]  但求祢讓我們有聰明的智慧能夠曉得
[00:00:40.960 --> 00:00:41.920]  幫助我們
[00:00:41.920 --> 00:00:42.880]  聽我們祈禱
[00:00:42.880 --> 00:00:44.840]  奉耶穌名字而求
[00:00:44.840 --> 00:00:45.840]  阿們
[00:00:45.840 --> 00:00:49.160]  今天的題目叫「二揀一」
[00:00:49.160 --> 00:00:50.880]  不知道你有沒有聽過一句說話
[00:00:50.880 --> 00:00:55.240]  叫做「有得揀,你才是老闆」
[00:00:55.240 --> 00:00:57.840]  聽過沒有?沒聽過?
[00:00:57.840 --> 00:01:00.360]  這裡其實不止只有兩個老闆
[00:01:00.360 --> 00:01:01.640]  因為你們都有得揀
[00:01:01.640 --> 00:01:03.840]  所以有時候你們都是老闆
[00:01:03.840 --> 00:01:06.480]  有時候我們以為我們有得揀
[00:01:06.480 --> 00:01:09.760]  但有時候我們以為有很多選擇給我揀
[00:01:09.760 --> 00:01:11.240]  但不知道你有沒有發現有時候
[00:01:11.240 --> 00:01:12.960]  有很多選擇的背後
[00:01:12.960 --> 00:01:16.280]  其實最後只有「二揀一」
[00:01:16.280 --> 00:01:18.240]  今天我們都藉著這個題目
[00:01:18.240 --> 00:01:25.200]  去思考著我們在瑪特芬登山補訓的結束裏面
[00:01:25.200 --> 00:01:28.480]  我們總結一下
[00:01:28.480 --> 00:01:31.880]  首先要看看大家
[00:01:31.880 --> 00:01:33.880]  你看過這個節目沒有?
[00:01:33.880 --> 00:01:36.440]  看過沒有?看過的舉手先確認一下
[00:01:36.440 --> 00:01:37.880]  大家知道他在做什麼
[00:01:37.880 --> 00:01:39.480]  看過嗎?知道他在做什麼
[00:01:39.480 --> 00:01:44.040]  這個就是其中一個被稱為永恆的電視台
[00:01:44.040 --> 00:01:46.520]  因為這個電視台一直都倒閉不了
[00:01:46.520 --> 00:01:49.640]  這個電視台裏面其中一個很重要
[00:01:49.640 --> 00:01:51.440]  成為他們翻本的節目
[00:01:51.440 --> 00:01:53.080]  就叫做「八萬富翁」
[00:01:53.080 --> 00:01:58.160]  「八萬富翁」裏面是透過十五條問題
[00:01:58.160 --> 00:02:00.840]  一直提升難度
[00:02:00.840 --> 00:02:03.280]  由最少的題目開始
[00:02:03.280 --> 00:02:05.600]  每贏一條就會晉級
[00:02:05.600 --> 00:02:07.360]  可以贏得更多獎金
[00:02:07.360 --> 00:02:09.800]  直到最後
[00:02:09.800 --> 00:02:14.560]  最後的題目會關乎你能否成為「八萬富翁」
[00:02:14.560 --> 00:02:18.680]  能否得到一百萬港幣的一條問題
[00:02:18.680 --> 00:02:20.600]  所以這個節目很受歡迎
[00:02:20.600 --> 00:02:25.080]  亦都令到平時不看這個台的都特意去看這個台
[00:02:25.080 --> 00:02:29.600]  所以今天給你機會做「八萬富翁」
[00:02:29.600 --> 00:02:32.920]  看你能否成功做到「八萬富翁」
[00:02:32.920 --> 00:02:35.600]  其中「八萬富翁」的主持就是陳啟泰
[00:02:35.600 --> 00:02:37.600]  他其中在他的節目裏面
[00:02:37.600 --> 00:02:40.880]  第一個得到一百萬的觀眾
[00:02:40.880 --> 00:02:43.280]  他就面對著這一條問題
[00:02:43.280 --> 00:02:46.400]  看你懂不懂得回答
[00:02:46.400 --> 00:02:51.920]  中國名勝蝴蝶泉位於哪一個地方
[00:02:51.920 --> 00:02:53.320]  誰懂得回答
[00:02:53.320 --> 00:02:55.680]  一百萬
[00:02:55.680 --> 00:02:57.600]  要看看是否
[00:02:57.600 --> 00:02:59.120]  不要馬上給ABCD
[00:02:59.120 --> 00:03:02.600]  陳啟泰通常說一輪話才會給ABCD
[00:03:02.600 --> 00:03:04.960]  既然大家都想知道
[00:03:04.960 --> 00:03:07.600]  我們給你四個答案選擇
[00:03:07.600 --> 00:03:11.480]  第一個在A廣東
[00:03:11.480 --> 00:03:14.000]  B在四川
[00:03:14.000 --> 00:03:16.080]  C在雲南
[00:03:16.080 --> 00:03:18.200]  D在新疆
[00:03:18.200 --> 00:03:23.760]  請問你認為哪一個會是蝴蝶泉所在的地方呢
[00:03:23.760 --> 00:03:26.520]  一百萬
[00:03:26.520 --> 00:03:28.320]  雲南C嗎
[00:03:28.320 --> 00:03:29.880]  你們為何如此肯定
[00:03:29.880 --> 00:03:31.760]  你去過嗎
[00:03:31.760 --> 00:03:32.480]  沒有
[00:03:32.480 --> 00:03:35.120]  沒有嗎?你這麼肯定
[00:03:35.120 --> 00:03:36.840]  知道那裏很漂亮
[00:03:36.840 --> 00:03:37.920]  一個很漂亮的地方
[00:03:37.920 --> 00:03:39.520]  好
[00:03:39.520 --> 00:03:40.800]  有些人選C
[00:03:40.800 --> 00:03:42.920]  不過在那天的節目裏面
[00:03:42.920 --> 00:03:45.240]  他最後還有一個錦囊未用的
[00:03:45.240 --> 00:03:47.680]  就是五十五十
